,ctx-lh-BA1_3,ctx-lh-BA2,ctx-lh-BA4,ctx-lh-BA5,ctx-lh-BA6,ctx-lh-BA7,ctx-lh-BA8,ctx-lh-BA9,ctx-lh-BA10,ctx-lh-BA11,ctx-lh-BA13,ctx-lh-BA16,ctx-lh-BA17,ctx-lh-BA18,ctx-lh-BA19,ctx-lh-BA20,ctx-lh-BA21,ctx-lh-BA22,ctx-lh-BA23,ctx-lh-BA24,ctx-lh-BA25,ctx-lh-BA26_29_30,ctx-lh-BA27,ctx-lh-BA28,ctx-lh-BA31,ctx-lh-BA32,ctx-lh-BA33,ctx-lh-BA34,ctx-lh-BA35_36,ctx-lh-BA37,ctx-lh-BA38,ctx-lh-BA39,ctx-lh-BA40,ctx-lh-BA41_42_52,ctx-lh-BA43,ctx-lh-BA44,ctx-lh-BA45,ctx-lh-BA46,ctx-lh-BA47,ctx-rh-BA1_3,ctx-rh-BA2,ctx-rh-BA4,ctx-rh-BA5,ctx-rh-BA6,ctx-rh-BA7,ctx-rh-BA8,ctx-rh-BA9,ctx-rh-BA10,ctx-rh-BA11,ctx-rh-BA13,ctx-rh-BA16,ctx-rh-BA17,ctx-rh-BA18,ctx-rh-BA19,ctx-rh-BA20,ctx-rh-BA21,ctx-rh-BA22,ctx-rh-BA23,ctx-rh-BA24,ctx-rh-BA25,ctx-rh-BA26_29_30,ctx-rh-BA27,ctx-rh-BA28,ctx-rh-BA31,ctx-rh-BA32,ctx-rh-BA33,ctx-rh-BA34,ctx-rh-BA35_36,ctx-rh-BA37,ctx-rh-BA38,ctx-rh-BA39,ctx-rh-BA40,ctx-rh-BA41_42_52,ctx-rh-BA43,ctx-rh-BA44,ctx-rh-BA45,ctx-rh-BA46,ctx-rh-BA47
ctx-lh-BA13,,,,,,,,,,,,0.029,0.005,0.088,0.09,-0.003,-0.032,-0.045,0.102,-0.07,-0.015,0.075,0.04,0.205,0.004,-0.063,-0.02,0.028,0.015,0.042,0.047,-0.03,-0.126,0.062,0.052,-0.166,-0.134,-0.073,-0.102,0.111,0.208,0.115,0.098,-0.081,0.047,-0.087,-0.022,-0.101,-0.124,-0.061,-0.075,0.037,0.131,0.085,-0.095,-0.035,0.055,0.114,-0.01,0.001,0.123,0.064,0.029,0.058,-0.023,-0.066,0.075,-0.091,0.065,0.032,0.039,-0.084,0.123,0.09,-0.186,-0.148,-0.096,-0.225
ctx-lh-BA16,,,,,,,,,,,,,0.093,0.088,0.134,-0.136,-0.076,-0.029,-0.061,-0.164,-0.162,-0.056,-0.057,0.033,-0.034,-0.143,0.046,0.172,-0.051,0.033,-0.07,0.006,0.024,0.005,-0.114,-0.046,-0.005,0.026,-0.139,0.06,0.073,0.01,-0.002,-0.083,0.117,0.001,-0.001,-0.114,-0.177,-0.18,-0.172,0.108,0.12,0.088,-0.192,-0.117,0.012,-0.017,-0.094,-0.049,-0.05,0.044,0.008,0.005,-0.099,-0.079,0.005,-0.079,-0.004,-0.013,0.015,0.022,-0.017,-0.101,-0.083,-0.084,-0.023,-0.125
ctx-lh-BA17,,,,,,,,,,,,,,0.024,0.099,0.113,0.076,0.118,-0.091,0.007,0.097,-0.15,-0.031,-0.062,-0.049,0.034,0.07,-0.083,0.04,0.108,0.015,-0.015,0.068,0.076,0.044,0.118,0.031,-0.044,0.051,0.104,0.04,0.142,0.06,0.069,-0.04,-0.118,-0.002,-0.004,-0.027,0.091,0.057,-0.031,0.017,0.094,0.121,0.135,0.06,-0.097,-0.017,-0.004,-0.098,0.004,-0.012,-0.081,-0.019,0.112,0.116,0.071,0.183,0.041,-0.039,0.07,0.086,0.006,0.104,0.007,-0.03,0.019
ctx-lh-BA18,,,,,,,,,,,,,,,-0.164,0.114,0.108,-0.02,-0.01,0.065,0.109,0.01,-0.056,-0.107,0.087,0.118,0.072,-0.119,0.023,-0.044,-0.03,0.062,0.221,0.008,-0.062,0.092,0.075,-0.004,0.124,-0.042,-0.088,0.016,-0.088,0.033,-0.113,0.045,0.125,0.08,-0.039,0.089,0.09,-0.041,-0.214,-0.159,0.12,0.132,-0.102,-0.029,0.045,-0.023,-0.083,-0.053,-0.081,0.049,0.039,0.122,0.055,-0.015,-0.05,0.053,-0.008,0.146,0.06,-0.055,0.152,0.057,0.091,0.081
ctx-lh-BA19,,,,,,,,,,,,,,,,0.02,0.021,-0.01,0.004,0.058,-0.019,0.001,-0.071,-0.147,0.149,0.08,0.059,-0.092,-0.1,-0.136,-0.092,0.059,0.252,0.072,-0.012,0.026,0.03,0.036,0.084,-0.052,-0.11,0.005,-0.078,0.092,-0.086,0.07,0.077,0.062,0.008,0.025,0.12,0.078,-0.15,-0.273,-0.013,0.042,-0.062,-0.004,0.025,-0.043,-0.028,-0.095,-0.191,0.124,0.053,0.149,0.011,-0.08,-0.109,-0.056,0.048,0.206,0.06,-0.062,0.128,0.048,0.104,0.0
ctx-lh-BA20,,,,,,,,,,,,,,,,,0.025,-0.023,0.074,-0.121,0.037,0.078,0.063,0.011,-0.101,-0.027,0.04,0.04,0.076,-0.079,0.132,-0.088,-0.241,-0.048,-0.006,-0.13,-0.061,-0.14,-0.029,-0.091,0.05,0.013,-0.054,-0.024,-0.109,-0.022,-0.076,-0.09,-0.009,-0.01,-0.057,0.059,0.076,0.047,-0.027,-0.049,-0.037,-0.027,-0.022,0.042,-0.035,0.001,0.027,-0.115,-0.007,0.069,0.047,0.065,-0.03,0.081,-0.087,-0.222,-0.064,-0.05,-0.145,-0.07,-0.111,0.006
ctx-lh-BA21,,,,,,,,,,,,,,,,,,-0.079,0.013,-0.132,0.008,0.057,0.138,0.094,-0.055,-0.082,0.068,0.094,0.038,0.058,-0.074,-0.041,-0.115,-0.037,-0.038,0.063,-0.026,-0.067,0.022,-0.084,-0.153,-0.069,-0.136,-0.018,-0.023,-0.023,-0.083,-0.077,-0.129,-0.073,0.049,0.094,0.15,0.073,-0.024,-0.122,-0.176,-0.017,-0.106,0.04,0.029,0.091,0.152,-0.069,-0.085,-0.033,0.134,0.031,0.025,-0.03,-0.048,-0.094,-0.05,-0.046,-0.055,-0.054,-0.072,0.005
ctx-lh-BA22,,,,,,,,,,,,,,,,,,,-0.047,-0.131,-0.106,-0.022,0.044,-0.029,-0.009,-0.125,0.028,0.098,-0.001,-0.009,-0.146,0.086,0.112,-0.202,-0.127,0.097,0.004,0.085,0.036,-0.144,-0.108,-0.055,-0.143,-0.04,0.07,0.084,-0.005,0.01,-0.125,-0.083,-0.132,0.103,0.016,-0.061,-0.137,-0.197,-0.306,-0.007,-0.066,-0.057,-0.055,-0.023,-0.004,0.023,-0.086,-0.037,0.022,-0.015,-0.14,-0.081,0.028,0.05,-0.198,-0.111,0.047,-0.09,0.051,-0.022
ctx-lh-BA23,,,,,,,,,,,,,,,,,,,,-0.072,0.065,-0.108,-0.041,0.033,-0.015,0.049,-0.026,0.002,-0.104,-0.095,-0.064,0.097,0.01,-0.079,-0.092,0.127,0.143,0.207,0.129,-0.142,-0.185,-0.172,-0.159,-0.075,-0.061,0.109,0.098,0.033,-0.071,-0.073,-0.075,-0.063,-0.012,0.039,-0.037,0.043,-0.039,0.012,-0.102,0.013,0.064,0.014,0.008,-0.007,-0.088,-0.033,0.03,0.003,-0.065,0.044,0.051,-0.053,-0.06,-0.089,0.064,0.07,0.081,0.144
ctx-lh-BA24,,,,,,,,,,,,,,,,,,,,,-0.072,-0.09,-0.117,-0.055,-0.113,-0.111,0.133,-0.085,-0.122,-0.05,-0.169,0.065,-0.046,-0.086,-0.173,0.016,0.076,0.084,-0.067,0.102,0.075,0.101,0.009,-0.053,0.089,0.032,0.099,-0.101,-0.102,-0.052,-0.151,-0.017,0.01,0.024,-0.118,-0.107,0.01,-0.08,-0.235,-0.087,-0.003,-0.009,-0.099,-0.144,-0.151,-0.128,-0.149,-0.127,-0.117,-0.168,0.032,-0.068,-0.074,-0.127,0.026,0.064,0.039,-0.096
ctx-lh-BA25,,,,,,,,,,,,,,,,,,,,,,0.011,0.099,-0.088,0.016,-0.042,-0.09,0.036,-0.024,0.019,-0.076,-0.039,-0.059,-0.074,-0.113,-0.149,0.028,0.023,0.085,-0.032,-0.063,-0.09,-0.066,-0.133,-0.064,0.01,-0.016,0.074,0.003,0.0,-0.159,0.062,0.045,0.031,0.004,0.024,-0.036,0.048,-0.135,0.094,0.046,0.066,0.004,0.03,-0.053,-0.142,0.047,-0.076,-0.015,-0.042,-0.016,-0.067,0.042,-0.165,-0.203,-0.091,0.058,0.05
ctx-lh-BA26_29_30,,,,,,,,,,,,,,,,,,,,,,,-0.094,0.066,0.037,0.008,-0.061,0.064,-0.06,-0.022,0.007,0.078,0.018,-0.052,-0.154,0.067,0.09,0.107,0.043,-0.082,-0.172,-0.154,-0.17,-0.056,-0.014,0.105,0.155,0.016,-0.073,-0.02,0.008,-0.104,-0.012,0.04,-0.007,0.118,0.03,0.017,-0.083,0.012,-0.035,-0.025,0.033,0.058,-0.047,-0.051,0.032,0.003,-0.027,0.109,0.071,-0.044,-0.032,-0.095,0.041,0.126,0.109,0.137
ctx-lh-BA27,,,,,,,,,,,,,,,,,,,,,,,,-0.02,-0.068,-0.042,-0.048,-0.02,-0.073,0.01,0.041,0.105,0.151,-0.016,-0.06,0.039,0.15,0.135,-0.021,-0.146,-0.076,-0.195,-0.25,-0.063,-0.115,0.06,-0.004,-0.019,-0.018,0.014,-0.037,-0.015,-0.033,-0.12,-0.022,0.134,-0.041,-0.033,-0.024,-0.046,-0.086,-0.061,-0.096,-0.062,-0.026,0.046,0.028,-0.047,-0.024,0.024,0.067,0.102,-0.06,-0.183,0.054,0.061,0.1,0.054
ctx-lh-BA28,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.054,-0.019,0.042,-0.068,0.004,0.04,0.11,0.132,0.012,0.064,0.059,0.063,0.108,-0.015,-0.055,-0.123,-0.139,-0.123,-0.006,-0.126,0.199,0.124,0.015,-0.013,0.007,0.094,-0.053,-0.064,-0.134,-0.06,0.113,-0.058,0.039,-0.042,-0.012,-0.036,-0.1,-0.143,0.028,-0.005,0.046,0.134,-0.054,-0.032,0.064,0.046,0.008,0.046,-0.034,-0.011,-0.09,0.059,0.013
ctx-lh-BA31,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,-0.01,-0.017,-0.141,-0.09,-0.104,0.018,-0.003,-0.122,-0.012,0.129,0.108,0.134,0.017,0.043,-0.076,-0.02,-0.038,-0.017,0.105,-0.031,-0.001,-0.061,-0.117,-0.052,-0.12,-0.036,0.057,0.147,-0.095,-0.038,0.022,0.056,-0.058,-0.074,0.125,-0.053,-0.025,0.032,-0.164,-0.062,-0.094,-0.063,-0.053,-0.019,0.006,-0.031,-0.143,-0.03,0.077,0.025,0.039,0.039
ctx-lh-BA32,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,-0.027,-0.033,-0.017,-0.057,0.088,-0.14,-0.075,-0.125,-0.002,0.022,0.084,0.037,-0.009,0.13,0.015,-0.02,-0.067,0.025,0.087,0.188,-0.021,-0.03,-0.12,-0.205,-0.074,0.044,0.038,-0.078,-0.098,-0.002,0.076,-0.18,0.005,0.092,-0.014,-0.012,0.008,-0.199,-0.14,-0.078,-0.078,-0.088,-0.081,0.097,-0.126,-0.126,-0.052,-0.03,0.035,0.01,-0.037
ctx-lh-BA33,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032,-0.107,-0.04,0.015,0.066,0.022,-0.026,-0.041,0.001,0.101,-0.029,-0.015,-0.003,0.053,0.029,0.043,-0.048,-0.049,-0.06,0.088,0.099,-0.077,-0.014,0.037,0.014,0.09,0.076,-0.008,0.042,0.041,-0.027,0.009,-0.123,-0.004,-0.188,-0.081,-0.014,0.001,0.078,-0.095,-0.112,-0.038,-0.087,-0.024,-0.069,-0.073,0.062,-0.025,-0.04,-0.078,-0.035
ctx-lh-BA34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,-0.069,0.07,-0.007,-0.039,0.178,0.194,0.007,0.088,-0.008,0.076,0.052,0.02,0.044,0.07,0.046,-0.088,-0.086,-0.02,-0.092,0.014,0.053,0.148,-0.089,-0.086,-0.061,0.009,-0.035,-0.006,-0.04,-0.083,0.018,-0.014,0.029,0.028,-0.095,-0.072,-0.03,-0.018,0.072,-0.033,0.052,-0.155,-0.028,0.031,0.148,0.077,0.092,-0.021,0.097
ctx-lh-BA35_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.081,0.143,-0.121,-0.052,0.098,0.106,-0.042,-0.032,-0.023,0.139,-0.057,0.009,0.022,-0.055,0.005,-0.135,0.034,-0.017,-0.019,0.118,0.017,0.06,0.036,-0.012,-0.091,0.047,0.083,0.003,-0.098,-0.077,-0.001,-0.141,-0.084,-0.062,-0.128,0.02,0.04,0.024,0.034,-0.061,0.148,-0.139,-0.032,0.069,0.005,-0.028,-0.027,0.032,0.093
ctx-lh-BA37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,-0.073,0.101,0.012,-0.02,0.06,0.055,0.06,0.029,-0.073,-0.123,-0.054,-0.077,0.008,-0.117,0.12,0.054,0.052,0.029,0.021,0.107,0.111,-0.095,-0.206,0.02,0.06,-0.123,-0.092,-0.078,0.069,-0.066,-0.076,-0.098,-0.078,0.129,0.047,0.037,0.01,-0.192,0.006,-0.104,0.051,-0.017,-0.141,0.008,0.041,0.086,0.02
ctx-lh-BA38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.134,-0.075,0.038,-0.021,-0.117,-0.113,-0.035,-0.099,-0.015,0.006,-0.026,0.038,0.038,0.005,-0.075,-0.095,0.009,-0.023,-0.007,0.009,-0.042,-0.097,0.056,-0.036,-0.218,-0.052,-0.07,-0.048,-0.037,0.018,0.053,-0.06,-0.04,-0.012,0.021,0.151,-0.029,0.017,-0.042,-0.049,-0.05,-0.019,-0.152,-0.1,-0.049,-0.009
ctx-lh-BA39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.037,0.075,0.036,0.069,0.037,0.052,0.064,-0.03,-0.115,-0.053,-0.039,-0.072,-0.031,-0.032,-0.065,0.063,-0.023,-0.02,0.112,0.036,0.1,0.119,-0.009,-0.032,-0.008,0.098,0.018,0.013,0.123,0.083,0.06,-0.023,-0.028,0.033,0.001,0.003,-0.002,-0.026,-0.108,-0.12,0.071,0.052,-0.06,-0.016,0.0,0.114
ctx-lh-BA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,0.115,-0.084,-0.14,-0.04,-0.197,0.235,0.11,0.187,0.115,-0.036,0.053,-0.214,-0.141,-0.187,-0.138,0.015,-0.003,0.114,0.281,0.303,-0.132,-0.097,0.113,0.035,-0.052,-0.13,0.112,0.204,0.165,-0.024,-0.161,-0.097,0.036,0.054,0.13,-0.082,-0.064,-0.121,0.037,0.171,-0.131,-0.072,-0.092,-0.184
ctx-lh-BA41_42_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.165,-0.004,-0.066,0.017,-0.016,-0.094,-0.094,-0.124,-0.118,-0.07,0.001,0.055,0.046,0.002,-0.111,0.005,-0.166,0.055,0.021,0.001,-0.088,-0.063,-0.2,-0.068,-0.1,-0.002,-0.126,0.075,0.022,-0.045,-0.09,-0.001,0.038,0.027,-0.022,-0.04,0.03,0.016,-0.18,-0.162,0.008,-0.064,0.1,0.042
ctx-lh-BA43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073,0.075,0.078,0.014,-0.184,-0.085,-0.165,-0.169,-0.047,0.111,0.065,0.047,-0.003,-0.107,-0.075,-0.206,0.088,-0.03,-0.073,-0.061,-0.055,-0.016,-0.041,-0.079,-0.075,-0.106,0.052,0.124,0.039,-0.119,-0.056,0.048,0.04,-0.06,0.079,0.035,0.063,-0.188,-0.212,0.087,-0.0,0.079,-0.039
ctx-lh-BA44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.064,-0.058,-0.153,0.175,0.2,0.145,0.075,-0.066,0.008,-0.017,0.007,-0.054,-0.118,-0.151,-0.111,0.136,0.106,0.097,-0.138,-0.061,0.022,0.116,0.042,-0.057,0.123,0.11,-0.004,0.061,-0.074,-0.037,-0.078,-0.014,0.042,0.014,0.005,-0.127,0.0,0.19,-0.165,-0.18,-0.141,-0.252
ctx-lh-BA45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16,-0.104,0.094,0.192,0.086,0.014,-0.094,0.019,-0.092,-0.05,-0.059,-0.099,-0.06,-0.059,0.071,0.163,0.126,-0.163,-0.052,-0.015,0.152,0.062,0.067,0.191,0.131,0.09,0.047,0.01,-0.051,-0.077,-0.01,0.079,-0.061,-0.037,-0.084,0.052,0.194,-0.089,-0.174,-0.139,-0.146
ctx-lh-BA46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,0.131,0.052,0.096,-0.013,-0.043,-0.036,-0.076,0.023,-0.029,-0.002,0.012,-0.008,0.024,0.081,0.107,-0.012,-0.053,-0.018,0.156,0.125,0.061,0.184,0.121,0.141,0.109,0.076,-0.057,-0.042,0.047,0.092,-0.079,-0.008,-0.096,0.063,0.182,-0.162,-0.1,-0.171,-0.098
ctx-lh-BA47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.037,0.078,0.056,-0.008,-0.122,-0.041,-0.065,-0.104,-0.08,-0.049,-0.03,-0.026,0.098,0.131,0.107,-0.089,-0.021,-0.05,0.1,-0.072,0.085,0.103,0.003,0.009,-0.063,-0.028,-0.027,-0.064,0.046,-0.002,0.033,-0.031,-0.248,0.027,-0.046,-0.276,-0.156,-0.188,-0.048
ctx-rh-BA1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.292,-0.356,-0.171,0.076,0.057,0.067,0.067,0.128,-0.077,0.048,-0.02,0.108,-0.061,-0.072,-0.105,-0.131,-0.075,-0.155,0.092,-0.096,-0.144,-0.048,-0.094,0.052,0.03,-0.01,0.005,-0.055,-0.073,-0.097,0.012,0.237,-0.055,-0.116,0.268,0.152,0.16,-0.001
ctx-rh-BA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.086,-0.09,0.045,-0.057,0.035,0.033,0.043,-0.089,0.131,-0.028,0.057,-0.105,-0.172,0.013,-0.17,-0.031,-0.197,0.173,-0.092,-0.189,-0.032,-0.12,-0.051,0.097,0.159,0.012,0.026,-0.199,-0.07,-0.093,0.109,-0.162,-0.086,0.275,0.157,0.141,-0.004
ctx-rh-BA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.188,0.055,0.01,0.014,0.057,0.141,-0.021,0.016,-0.15,0.161,-0.03,-0.112,-0.052,-0.201,-0.083,-0.169,0.069,-0.07,-0.194,-0.089,-0.158,-0.015,0.064,0.065,0.019,-0.031,-0.11,-0.046,-0.022,0.16,-0.181,-0.133,0.28,0.065,0.108,-0.01
