,ctx-lh-FA,ctx-lh-FB,ctx-lh-FBA,ctx-lh-FC,ctx-lh-FCBm,ctx-lh-FDdelta,ctx-lh-FDL,ctx-lh-FDm,ctx-lh-FDp,ctx-lh-FE,ctx-lh-FF,ctx-lh-FG,ctx-lh-FH,ctx-lh-FL,ctx-lh-H,ctx-lh-IA,ctx-lh-IB,ctx-lh-LA,ctx-lh-LC1,ctx-lh-LC2,ctx-lh-LE,ctx-lh-OA,ctx-lh-OB,ctx-lh-OC,ctx-lh-PB,ctx-lh-PC,ctx-lh-PEm,ctx-lh-PEp,ctx-lh-PF,ctx-lh-PFD,ctx-lh-PG,ctx-lh-PH,ctx-lh-TA,ctx-lh-TB,ctx-lh-TE1,ctx-lh-TE2,ctx-lh-TF,ctx-lh-TG,ctx-rh-FA,ctx-rh-FB,ctx-rh-FBA,ctx-rh-FC,ctx-rh-FCBm,ctx-rh-FDdelta,ctx-rh-FDL,ctx-rh-FDm,ctx-rh-FDp,ctx-rh-FE,ctx-rh-FF,ctx-rh-FG,ctx-rh-FH,ctx-rh-FL,ctx-rh-H,ctx-rh-IA,ctx-rh-IB,ctx-rh-LA,ctx-rh-LC1,ctx-rh-LC2,ctx-rh-LE,ctx-rh-OA,ctx-rh-OB,ctx-rh-OC,ctx-rh-PB,ctx-rh-PC,ctx-rh-PEm,ctx-rh-PEp,ctx-rh-PF,ctx-rh-PFD,ctx-rh-PG,ctx-rh-PH,ctx-rh-TA,ctx-rh-TB,ctx-rh-TE1,ctx-rh-TE2,ctx-rh-TF,ctx-rh-TG
ctx-lh-FL,,,,,,,,,,,,,,,0.005,0.033,0.107,0.025,-0.044,-0.038,-0.016,0.02,0.034,0.068,0.065,0.048,0.043,0.019,-0.056,-0.018,-0.047,-0.001,0.017,0.069,-0.036,-0.066,-0.068,0.037,0.044,-0.02,0.014,-0.044,-0.06,0.026,-0.02,-0.029,-0.055,-0.073,-0.084,-0.004,-0.025,-0.083,-0.007,0.035,0.021,0.042,0.031,-0.066,0.012,0.066,0.035,0.092,0.064,0.0,0.059,-0.02,0.01,-0.003,-0.023,0.005,0.005,0.027,-0.044,-0.107,-0.043,-0.014
ctx-lh-H,,,,,,,,,,,,,,,,-0.073,-0.026,-0.035,0.047,0.071,-0.103,-0.036,-0.073,-0.12,-0.004,-0.04,-0.026,-0.055,-0.073,-0.085,0.008,-0.043,-0.02,-0.083,0.04,0.028,-0.039,-0.003,-0.091,-0.103,-0.085,-0.096,-0.183,-0.022,0.025,-0.104,0.034,-0.037,-0.048,0.087,-0.081,0.04,-0.069,-0.098,-0.12,-0.0,0.053,0.062,0.004,-0.02,-0.047,-0.117,-0.01,-0.076,-0.076,-0.105,-0.1,-0.025,0.028,-0.001,-0.01,-0.0,0.001,-0.077,0.003,0.038
ctx-lh-IA,,,,,,,,,,,,,,,,,-0.034,-0.012,-0.008,0.012,0.068,0.083,-0.001,-0.002,-0.004,0.069,0.093,0.034,-0.022,-0.018,0.059,0.128,0.067,0.0,-0.036,0.092,0.051,0.077,0.022,0.009,-0.012,0.112,0.025,0.111,0.086,0.108,0.068,0.127,0.119,0.083,0.01,0.059,-0.042,0.104,-0.047,0.05,0.048,0.053,0.055,0.078,0.024,-0.041,0.026,0.074,0.068,0.026,-0.001,-0.012,0.092,0.144,0.003,-0.069,0.023,0.109,0.13,0.094
ctx-lh-IB,,,,,,,,,,,,,,,,,,-0.035,-0.005,0.039,-0.029,0.041,-0.001,-0.081,-0.054,0.029,0.083,0.026,-0.032,-0.026,0.058,0.06,0.088,0.044,-0.033,0.125,0.075,0.034,-0.013,0.015,-0.089,0.027,0.015,0.061,0.025,-0.028,0.027,0.042,0.077,0.086,0.046,0.029,-0.03,-0.033,-0.033,-0.009,0.002,0.09,-0.002,0.053,0.004,-0.076,-0.047,-0.011,-0.018,-0.042,-0.085,-0.043,0.085,0.057,0.022,0.008,0.026,0.116,0.088,0.065
ctx-lh-LA,,,,,,,,,,,,,,,,,,,0.049,0.023,0.022,0.046,0.027,0.008,-0.074,-0.091,0.067,0.011,-0.042,-0.124,-0.011,0.09,-0.027,-0.024,-0.082,0.019,-0.002,-0.022,-0.07,-0.063,-0.066,-0.049,-0.032,0.068,0.071,-0.043,-0.027,-0.08,-0.036,0.04,-0.013,-0.025,0.004,-0.032,-0.098,0.003,0.016,0.025,0.01,0.022,-0.049,-0.003,-0.067,-0.063,-0.047,-0.032,-0.058,-0.092,0.003,0.068,-0.045,-0.052,-0.055,-0.028,0.006,0.048
ctx-lh-LC1,,,,,,,,,,,,,,,,,,,,-0.063,-0.167,0.003,0.016,-0.013,-0.047,-0.137,-0.065,-0.064,-0.05,-0.083,-0.126,-0.002,-0.04,-0.029,0.01,0.006,-0.024,0.074,-0.09,-0.14,-0.018,-0.249,-0.072,-0.083,-0.102,-0.099,-0.064,-0.157,-0.089,0.051,0.051,-0.015,-0.021,-0.008,-0.011,-0.03,-0.075,-0.082,-0.015,-0.002,0.015,-0.007,-0.075,-0.085,-0.138,-0.093,-0.053,-0.009,-0.168,-0.008,0.018,0.022,-0.067,-0.111,-0.01,0.078
ctx-lh-LC2,,,,,,,,,,,,,,,,,,,,,-0.116,0.057,0.093,0.034,-0.041,-0.108,-0.039,0.004,-0.001,-0.067,-0.107,0.088,-0.008,-0.001,0.043,0.072,0.041,0.024,-0.071,-0.103,-0.003,-0.214,-0.048,-0.07,-0.161,-0.082,-0.05,-0.142,-0.092,-0.007,-0.006,-0.045,0.039,0.009,0.043,0.01,-0.081,-0.125,-0.018,0.037,0.063,0.061,-0.04,-0.06,-0.059,-0.035,-0.016,0.014,-0.099,0.092,0.039,0.026,-0.023,-0.032,0.07,0.091
ctx-lh-LE,,,,,,,,,,,,,,,,,,,,,,0.032,0.003,-0.035,-0.081,-0.141,-0.082,-0.046,0.024,-0.109,-0.145,-0.009,-0.068,-0.081,-0.082,-0.001,-0.045,-0.063,-0.141,-0.065,-0.038,-0.138,-0.032,-0.021,-0.283,-0.029,-0.081,-0.206,-0.108,-0.092,-0.142,-0.101,-0.057,0.081,-0.061,0.034,-0.143,-0.13,-0.081,-0.01,-0.013,0.0,-0.063,-0.146,-0.075,-0.087,0.024,-0.056,-0.12,0.021,-0.056,-0.015,-0.137,-0.059,0.001,-0.054
ctx-lh-OA,,,,,,,,,,,,,,,,,,,,,,,0.033,0.026,0.011,-0.008,-0.006,-0.006,0.077,0.048,0.028,-0.07,0.076,0.082,0.021,-0.06,-0.1,0.013,-0.001,-0.006,0.058,0.022,0.024,-0.001,0.051,0.055,0.004,0.092,0.029,-0.001,-0.102,-0.011,0.093,0.095,0.038,0.103,0.051,0.053,0.015,-0.003,-0.007,-0.001,0.06,0.021,0.055,-0.011,0.122,0.082,0.081,0.002,0.063,0.062,0.017,0.019,0.005,0.053
ctx-lh-OB,,,,,,,,,,,,,,,,,,,,,,,,-0.065,-0.039,-0.052,-0.059,-0.038,0.018,-0.035,0.016,-0.043,0.042,0.006,0.03,-0.08,-0.084,0.085,-0.038,-0.058,0.031,0.008,-0.05,0.009,0.073,0.026,0.042,0.084,0.026,0.068,-0.026,0.027,0.086,0.048,0.009,0.076,0.002,0.046,-0.054,0.024,-0.056,-0.033,-0.006,-0.023,0.021,-0.049,0.046,-0.005,0.062,0.075,0.032,-0.007,0.02,0.025,0.058,0.114
ctx-lh-OC,,,,,,,,,,,,,,,,,,,,,,,,,-0.068,-0.081,-0.082,-0.042,-0.027,-0.068,0.025,-0.027,-0.054,-0.064,-0.029,-0.105,-0.149,-0.002,-0.048,-0.08,-0.032,-0.031,-0.097,-0.039,-0.018,-0.04,-0.01,0.074,-0.009,0.056,-0.058,0.054,0.021,0.029,-0.094,0.031,0.013,0.014,-0.051,0.003,-0.045,0.002,-0.045,-0.069,-0.001,-0.029,-0.014,-0.042,0.053,0.034,-0.047,-0.085,-0.066,-0.01,-0.022,0.037
ctx-lh-PB,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026,0.094,0.081,0.091,-0.066,0.06,0.1,0.098,-0.024,0.002,0.075,-0.002,-0.011,0.011,0.066,-0.033,0.016,0.066,-0.055,-0.069,-0.002,-0.013,-0.046,0.002,-0.007,0.038,0.055,0.031,0.005,-0.044,-0.032,0.021,0.022,-0.022,-0.001,-0.037,-0.08,-0.004,0.02,0.085,0.036,-0.011,0.027,0.122,0.005,0.018,-0.004,-0.027,0.04,0.076,0.008
ctx-lh-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036,-0.053,0.017,-0.01,-0.005,0.042,0.13,0.024,-0.03,0.054,-0.023,0.04,0.051,0.051,0.017,-0.013,0.086,-0.024,-0.112,0.027,-0.048,-0.064,0.009,0.024,-0.017,0.069,-0.022,0.062,0.067,-0.019,-0.068,-0.043,-0.093,-0.005,-0.018,-0.084,0.024,0.009,-0.075,-0.09,-0.091,0.045,-0.013,0.009,0.025,-0.049,-0.056,0.001,0.076,0.0
ctx-lh-PEm,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.128,0.106,0.045,0.046,0.016,0.077,0.08,0.055,0.047,-0.05,0.095,0.017,-0.044,0.058,0.005,0.106,-0.071,0.09,0.078,-0.028,0.008,0.035,0.005,0.086,0.057,0.016,0.097,0.108,0.109,0.025,-0.009,-0.01,-0.038,-0.106,-0.108,0.127,0.059,-0.089,-0.122,0.041,0.091,0.005,-0.015,0.025,0.053,0.067,-0.014,0.074,0.044
ctx-lh-PEp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064,0.008,0.07,0.007,0.058,0.064,0.083,0.028,-0.11,0.075,0.014,-0.054,0.063,-0.035,0.025,-0.067,0.029,0.068,0.016,0.12,0.086,0.026,0.035,0.037,0.004,0.074,0.043,0.057,-0.006,0.004,0.014,-0.037,-0.074,-0.096,0.065,0.027,-0.079,-0.046,-0.019,0.017,0.017,-0.013,0.009,0.066,0.026,0.01,0.018,0.04
ctx-lh-PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.103,0.148,0.041,0.083,0.004,0.115,0.001,-0.029,0.02,-0.067,-0.031,0.04,-0.011,-0.006,0.121,0.083,0.023,0.102,0.07,0.12,0.059,0.104,-0.026,-0.023,0.003,0.008,0.033,0.026,0.023,0.087,-0.003,-0.032,0.079,0.077,0.068,0.071,-0.069,-0.017,0.126,0.138,-0.069,-0.023,0.059,0.101,0.124,-0.022
ctx-lh-PFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,0.065,-0.005,-0.062,-0.053,0.061,-0.026,-0.095,-0.061,-0.002,-0.048,0.03,0.062,0.024,-0.054,0.024,-0.033,-0.063,0.018,-0.005,-0.065,0.02,-0.072,0.012,-0.071,-0.029,-0.038,0.022,-0.069,0.036,-0.026,-0.093,-0.077,-0.061,-0.03,-0.026,-0.032,-0.034,0.036,0.021,-0.056,-0.081,-0.034,0.062,0.011,-0.041
ctx-lh-PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,0.029,0.08,0.104,0.044,-0.063,0.012,0.049,-0.021,0.047,-0.125,0.01,0.018,-0.068,-0.0,-0.008,-0.031,0.012,0.059,0.014,0.071,-0.044,0.098,0.075,0.018,-0.027,-0.091,-0.054,0.045,0.021,0.015,0.045,0.061,0.052,0.044,0.086,0.044,-0.045,0.043,0.048,0.109,-0.016,0.008,0.03,0.037
ctx-lh-PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,0.117,0.048,-0.033,-0.05,-0.014,0.039,0.017,0.053,0.093,0.054,0.006,0.103,0.111,0.057,0.078,0.071,0.094,-0.029,-0.013,0.108,0.111,0.078,0.144,0.029,0.052,0.015,-0.042,-0.027,-0.05,0.099,0.058,0.017,-0.057,0.12,0.066,0.082,-0.089,0.049,0.089,0.019,0.006,0.047,0.013
ctx-lh-TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022,-0.061,0.068,0.047,-0.003,0.046,-0.009,-0.031,-0.047,-0.002,0.046,-0.076,0.009,-0.021,-0.007,-0.014,0.067,-0.01,0.05,-0.017,0.065,0.051,-0.019,-0.004,0.026,0.022,0.101,0.058,-0.012,0.064,0.069,0.059,0.009,0.008,0.058,0.064,0.077,0.019,-0.06,-0.061,0.073,0.091,-0.03
ctx-lh-TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.043,0.102,0.059,-0.002,-0.013,0.006,-0.087,-0.007,0.049,-0.016,-0.006,0.017,-0.016,0.024,0.079,-0.011,0.004,0.087,-0.025,0.047,0.014,-0.02,-0.003,0.022,-0.027,0.104,0.013,-0.044,-0.004,-0.01,0.044,0.026,0.037,-0.001,0.088,0.153,-0.067,-0.012,-0.01,0.047,0.079,-0.025
ctx-lh-TE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.024,0.017,-0.055,-0.049,-0.092,0.028,-0.081,0.098,-0.004,-0.031,0.075,-0.011,-0.018,0.094,0.033,0.048,-0.045,-0.013,-0.044,-0.053,0.074,0.096,0.055,0.043,0.056,-0.011,-0.042,-0.059,0.064,0.037,0.003,-0.056,0.107,0.041,-0.069,-0.078,-0.085,0.008,0.054,-0.062
ctx-lh-TE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.002,0.034,-0.0,0.041,0.071,-0.044,-0.003,0.143,0.061,0.071,0.106,0.074,0.087,0.044,0.089,0.081,0.072,0.108,0.081,0.054,0.064,0.024,-0.044,-0.105,-0.102,0.076,0.045,0.04,0.019,-0.009,0.03,0.052,-0.001,0.019,0.086,0.013,0.013,0.057,-0.013
ctx-lh-TF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015,-0.069,-0.094,0.031,-0.063,-0.095,-0.05,-0.006,-0.093,0.005,-0.022,-0.005,0.096,-0.026,-0.006,-0.002,0.034,0.018,0.045,-0.042,0.052,-0.029,-0.093,-0.08,-0.144,-0.0,-0.042,-0.101,-0.161,-0.077,-0.028,-0.031,-0.082,-0.054,0.031,-0.033,-0.054,0.009,-0.042
ctx-lh-TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,-0.043,-0.049,-0.063,-0.082,0.036,-0.08,-0.135,-0.092,0.015,-0.065,0.031,-0.03,-0.017,0.044,0.03,-0.034,-0.028,0.051,0.074,0.053,0.046,0.072,0.046,-0.007,-0.081,0.053,0.006,-0.009,-0.073,0.013,-0.01,-0.018,-0.055,-0.076,-0.058,-0.014,-0.037
ctx-rh-FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,-0.016,0.015,0.08,-0.012,-0.109,0.021,-0.028,-0.093,-0.017,-0.048,-0.064,0.011,-0.022,0.065,-0.004,-0.011,0.008,0.009,-0.085,0.013,-0.041,-0.059,0.057,0.005,0.038,0.025,0.0,-0.026,0.113,0.024,-0.009,-0.017,-0.053,0.05,0.058,-0.011
ctx-rh-FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,-0.023,0.027,0.089,-0.006,0.049,-0.003,-0.01,-0.049,-0.023,-0.031,0.032,-0.088,0.053,0.045,0.025,-0.078,-0.035,-0.058,0.031,-0.058,-0.078,0.104,0.04,0.046,0.013,-0.079,0.033,0.013,0.06,-0.024,-0.02,-0.063,0.027,0.052,-0.029
ctx-rh-FBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.127,0.089,0.006,0.041,0.025,0.027,0.022,0.054,-0.027,-0.0,0.009,0.042,-0.02,-0.01,-0.002,0.06,-0.02,0.069,0.028,-0.003,-0.004,-0.062,0.013,0.011,-0.039,-0.073,0.097,0.105,-0.073,-0.108,-0.046,0.109,0.103,0.013
ctx-rh-FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,0.142,0.025,0.13,0.053,-0.06,-0.032,0.063,-0.01,0.094,-0.077,0.149,0.032,0.013,-0.192,-0.166,-0.144,0.053,-0.017,-0.055,0.051,0.034,0.072,0.042,0.057,0.025,-0.077,0.114,-0.0,-0.019,-0.03,0.054,0.026,-0.055
ctx-rh-FCBm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136,0.053,0.046,0.044,0.029,-0.041,0.017,-0.045,0.002,-0.128,0.126,0.06,0.037,-0.042,0.026,-0.084,0.066,-0.064,-0.087,0.081,0.098,0.091,0.055,-0.047,0.039,0.04,0.113,0.011,-0.04,-0.016,0.048,0.023,-0.056
ctx-rh-FDdelta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092,0.205,0.036,0.005,0.089,0.08,-0.022,0.001,-0.014,0.104,0.071,0.102,-0.127,-0.091,-0.086,-0.005,-0.051,-0.066,-0.015,0.031,-0.029,-0.022,0.028,0.028,-0.017,0.038,0.139,0.006,0.067,0.033,0.032,0.093
ctx-rh-FDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093,0.116,-0.093,-0.057,-0.016,-0.02,0.038,-0.018,0.084,0.042,0.048,-0.115,-0.132,-0.161,0.091,0.073,0.039,-0.062,-0.079,-0.002,-0.008,0.096,-0.017,-0.065,0.073,0.027,0.017,-0.026,0.028,0.007,-0.073
