,ctx-lh-FA,ctx-lh-FB,ctx-lh-FBA,ctx-lh-FC,ctx-lh-FCBm,ctx-lh-FDdelta,ctx-lh-FDL,ctx-lh-FDm,ctx-lh-FDp,ctx-lh-FE,ctx-lh-FF,ctx-lh-FG,ctx-lh-FH,ctx-lh-FL,ctx-lh-H,ctx-lh-IA,ctx-lh-IB,ctx-lh-LA,ctx-lh-LC1,ctx-lh-LC2,ctx-lh-LE,ctx-lh-OA,ctx-lh-OB,ctx-lh-OC,ctx-lh-PB,ctx-lh-PC,ctx-lh-PEm,ctx-lh-PEp,ctx-lh-PF,ctx-lh-PFD,ctx-lh-PG,ctx-lh-PH,ctx-lh-TA,ctx-lh-TB,ctx-lh-TE1,ctx-lh-TE2,ctx-lh-TF,ctx-lh-TG,ctx-rh-FA,ctx-rh-FB,ctx-rh-FBA,ctx-rh-FC,ctx-rh-FCBm,ctx-rh-FDdelta,ctx-rh-FDL,ctx-rh-FDm,ctx-rh-FDp,ctx-rh-FE,ctx-rh-FF,ctx-rh-FG,ctx-rh-FH,ctx-rh-FL,ctx-rh-H,ctx-rh-IA,ctx-rh-IB,ctx-rh-LA,ctx-rh-LC1,ctx-rh-LC2,ctx-rh-LE,ctx-rh-OA,ctx-rh-OB,ctx-rh-OC,ctx-rh-PB,ctx-rh-PC,ctx-rh-PEm,ctx-rh-PEp,ctx-rh-PF,ctx-rh-PFD,ctx-rh-PG,ctx-rh-PH,ctx-rh-TA,ctx-rh-TB,ctx-rh-TE1,ctx-rh-TE2,ctx-rh-TF,ctx-rh-TG
ctx-lh-FF,,,,,,,,,,,,0.012,-0.062,0.056,-0.005,-0.108,-0.209,-0.207,0.197,0.122,0.142,0.036,0.03,-0.059,-0.106,-0.102,0.013,0.132,-0.019,-0.171,0.168,-0.004,0.011,-0.131,0.062,-0.083,-0.027,-0.115,-0.029,-0.101,-0.165,0.019,-0.15,-0.037,0.013,-0.146,-0.004,-0.004,-0.047,-0.061,-0.067,-0.064,0.017,-0.146,-0.213,-0.161,0.184,0.048,0.065,0.023,-0.012,-0.021,-0.16,-0.014,0.018,0.007,-0.073,-0.142,0.156,-0.007,-0.062,-0.105,0.004,0.017,-0.001,-0.141
ctx-lh-FG,,,,,,,,,,,,,-0.049,0.006,-0.115,0.009,-0.089,-0.159,-0.007,0.048,-0.037,0.092,0.034,-0.017,-0.026,-0.036,-0.034,-0.006,0.03,-0.091,0.025,0.052,0.051,-0.022,-0.005,0.029,-0.068,-0.075,0.004,-0.039,-0.042,0.083,-0.005,0.007,0.004,0.04,0.097,0.112,0.028,0.049,-0.026,-0.151,-0.097,-0.013,-0.11,-0.06,0.097,-0.02,0.021,0.05,-0.043,0.006,-0.085,0.019,-0.053,-0.003,0.011,-0.115,0.07,-0.046,-0.079,-0.049,-0.036,-0.024,-0.047,-0.081
ctx-lh-FH,,,,,,,,,,,,,,-0.015,-0.045,-0.068,-0.119,-0.162,0.018,0.092,0.061,0.009,-0.033,-0.023,-0.168,-0.167,-0.052,0.112,0.031,-0.165,0.106,-0.094,-0.081,-0.097,-0.064,-0.044,-0.072,-0.152,-0.062,0.1,-0.106,0.217,-0.012,0.065,0.031,0.088,0.122,-0.004,0.011,0.043,-0.031,-0.15,-0.004,-0.086,-0.154,-0.067,0.133,0.068,0.062,-0.006,-0.037,-0.043,-0.195,-0.134,-0.076,0.139,0.018,-0.183,0.182,-0.083,-0.09,-0.018,-0.018,0.005,-0.065,-0.066
ctx-lh-FL,,,,,,,,,,,,,,,0.003,-0.028,-0.115,-0.183,0.023,0.109,0.098,0.024,0.005,-0.035,-0.175,-0.163,-0.099,0.097,-0.041,-0.163,0.053,0.05,-0.067,-0.039,0.042,0.075,0.016,-0.014,-0.089,-0.011,-0.064,0.067,-0.002,0.041,-0.116,-0.033,-0.003,-0.003,0.045,-0.036,-0.039,0.007,0.036,-0.049,-0.148,-0.129,0.073,0.0,-0.008,0.003,0.012,-0.066,-0.225,-0.136,-0.121,0.037,-0.038,-0.051,0.071,0.009,-0.14,-0.01,0.009,0.075,-0.009,-0.079
ctx-lh-H,,,,,,,,,,,,,,,,0.01,-0.141,-0.139,-0.059,-0.067,-0.013,-0.07,-0.111,-0.059,-0.061,-0.032,-0.053,0.019,-0.082,-0.065,-0.024,0.032,-0.018,0.068,0.055,0.077,0.091,0.083,-0.066,0.03,-0.12,0.09,-0.087,-0.063,-0.027,-0.057,-0.005,-0.103,0.055,0.048,-0.028,0.019,0.066,-0.091,-0.091,-0.115,-0.023,-0.029,-0.039,-0.053,-0.107,-0.04,-0.07,-0.074,-0.036,0.085,0.006,-0.083,0.019,0.029,-0.0,0.028,0.091,0.141,0.111,0.071
ctx-lh-IA,,,,,,,,,,,,,,,,,0.039,-0.091,-0.092,-0.152,-0.082,0.084,0.083,0.118,0.084,0.204,0.122,-0.047,-0.136,0.082,-0.052,0.129,0.057,0.016,-0.049,0.001,-0.014,0.017,0.105,-0.101,-0.1,-0.176,-0.352,-0.068,-0.158,-0.287,-0.075,-0.026,-0.149,0.051,-0.043,-0.026,-0.037,-0.278,-0.097,-0.161,-0.142,-0.151,0.014,0.06,0.058,0.161,0.17,0.213,0.167,-0.004,-0.088,0.125,-0.107,0.112,0.134,0.051,-0.125,-0.056,0.054,-0.009
ctx-lh-IB,,,,,,,,,,,,,,,,,,-0.212,-0.226,-0.223,-0.225,0.122,0.053,0.039,-0.026,0.126,0.113,0.046,-0.084,-0.072,-0.089,0.149,-0.054,-0.076,-0.157,-0.004,0.018,-0.075,0.09,-0.006,-0.087,-0.063,-0.093,0.011,-0.251,-0.13,-0.075,-0.153,-0.235,-0.041,-0.148,-0.076,-0.071,-0.046,-0.185,-0.178,-0.183,-0.176,-0.141,0.062,0.079,0.159,0.113,0.153,0.174,0.092,0.083,-0.072,-0.033,0.12,-0.056,-0.069,-0.178,-0.033,0.008,-0.101
ctx-lh-LA,,,,,,,,,,,,,,,,,,,-0.112,-0.212,-0.097,0.185,0.143,0.121,0.181,0.233,0.184,0.024,-0.005,-0.047,-0.084,0.031,-0.02,-0.311,-0.182,-0.114,-0.072,-0.22,0.245,0.145,-0.003,0.043,0.005,0.102,-0.203,0.008,0.014,-0.083,-0.207,-0.137,-0.169,-0.168,-0.141,-0.05,-0.143,-0.078,-0.095,-0.199,-0.108,0.176,0.068,0.148,0.198,0.235,0.223,0.066,0.039,-0.072,-0.03,0.058,0.005,-0.181,-0.164,-0.135,-0.05,-0.184
ctx-lh-LC1,,,,,,,,,,,,,,,,,,,,-0.047,0.074,0.108,0.052,-0.028,-0.134,-0.323,-0.141,0.037,0.074,-0.276,0.177,-0.03,-0.117,-0.158,0.004,0.015,0.011,-0.056,-0.187,-0.068,-0.164,0.161,0.128,0.086,-0.006,0.199,0.126,0.027,0.223,-0.113,-0.032,-0.075,-0.037,-0.083,-0.227,-0.011,0.012,-0.08,-0.057,0.078,0.003,0.002,-0.1,-0.224,-0.165,-0.024,0.022,-0.265,0.162,-0.003,-0.102,-0.173,0.068,-0.036,-0.001,0.045
ctx-lh-LC2,,,,,,,,,,,,,,,,,,,,,0.062,0.07,-0.013,-0.03,-0.196,-0.254,-0.163,0.032,0.066,-0.309,0.115,-0.001,-0.096,-0.103,0.021,0.074,0.038,0.028,-0.166,0.013,-0.179,0.212,0.128,0.067,-0.017,0.178,0.219,0.063,0.238,-0.032,0.022,-0.045,-0.069,-0.115,-0.217,-0.104,0.085,-0.037,0.01,0.043,-0.024,-0.036,-0.13,-0.2,-0.124,0.032,0.03,-0.289,0.279,-0.009,-0.12,-0.149,0.118,0.061,0.021,0.067
ctx-lh-LE,,,,,,,,,,,,,,,,,,,,,,-0.089,-0.151,-0.117,-0.22,-0.248,-0.063,0.127,0.07,-0.306,0.205,-0.091,-0.159,-0.104,-0.011,0.083,0.013,-0.065,-0.182,0.103,-0.152,0.308,0.119,0.103,-0.023,0.239,0.145,-0.008,0.159,-0.018,0.06,0.01,0.02,0.006,-0.219,-0.004,0.091,0.079,-0.063,-0.117,-0.177,-0.098,-0.2,-0.228,-0.06,0.06,0.061,-0.306,0.264,-0.068,-0.16,-0.085,0.021,0.032,0.006,-0.024
ctx-lh-OA,,,,,,,,,,,,,,,,,,,,,,,-0.111,-0.032,0.004,-0.103,0.047,-0.064,0.201,0.015,0.17,-0.206,0.022,0.057,0.049,-0.089,-0.135,-0.063,-0.013,0.094,0.151,0.125,0.104,0.163,0.16,0.176,0.08,0.07,0.016,0.09,0.094,0.07,-0.032,0.177,0.078,0.248,0.051,0.142,-0.097,-0.309,-0.097,-0.06,-0.022,-0.108,-0.056,-0.056,0.138,-0.019,0.176,-0.188,0.047,0.062,0.061,-0.125,-0.167,-0.079
ctx-lh-OB,,,,,,,,,,,,,,,,,,,,,,,,-0.15,0.054,0.094,0.068,-0.105,0.128,0.038,0.103,0.012,0.046,0.028,0.121,-0.021,-0.11,-0.105,0.069,0.157,0.215,0.052,0.149,0.115,0.109,0.14,0.068,0.026,0.06,-0.005,0.021,0.019,-0.149,0.164,0.051,0.182,-0.065,0.042,-0.181,-0.122,-0.299,-0.249,0.044,0.02,-0.027,-0.048,0.077,-0.026,0.065,0.069,0.07,0.019,0.05,-0.048,-0.077,-0.1
ctx-lh-OC,,,,,,,,,,,,,,,,,,,,,,,,,-0.032,0.028,0.036,-0.007,0.062,-0.024,0.091,0.099,-0.001,0.019,0.032,-0.033,-0.038,-0.142,0.057,0.203,0.143,0.085,0.189,0.095,-0.013,0.137,0.055,-0.05,-0.002,-0.044,-0.031,-0.046,-0.028,0.237,0.053,0.163,-0.08,0.012,-0.096,-0.019,-0.187,-0.288,0.027,0.013,0.026,0.069,0.118,-0.08,0.094,0.074,0.038,-0.025,0.057,-0.059,-0.103,-0.132
ctx-lh-PB,,,,,,,,,,,,,,,,,,,,,,,,,,-0.311,0.157,0.079,0.204,-0.257,-0.149,-0.029,-0.348,-0.193,-0.381,-0.081,0.002,-0.069,-0.336,0.017,0.009,0.075,0.214,0.211,-0.202,0.18,-0.003,0.018,0.018,0.045,-0.118,-0.059,-0.039,0.163,0.027,0.186,-0.17,-0.133,-0.226,-0.038,0.05,0.074,-0.143,-0.276,0.1,0.168,0.326,-0.21,-0.005,0.008,-0.13,-0.237,-0.206,-0.081,0.034,0.026
ctx-lh-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.075,-0.081,0.151,-0.221,-0.266,0.001,-0.34,-0.073,-0.367,0.075,0.047,-0.006,-0.257,-0.005,0.106,-0.022,0.245,0.058,-0.184,0.155,-0.04,-0.078,-0.009,-0.041,-0.118,-0.117,-0.022,0.229,0.182,0.279,-0.287,-0.207,-0.211,-0.143,0.084,0.126,-0.224,-0.298,-0.062,-0.001,0.209,-0.138,-0.206,-0.049,-0.219,-0.168,-0.378,-0.033,-0.014,-0.007
ctx-lh-PEm,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017,0.13,-0.046,-0.101,0.076,-0.244,0.005,-0.222,-0.024,0.068,-0.116,-0.135,0.027,0.134,-0.11,0.152,0.027,-0.093,0.057,-0.123,-0.043,-0.036,0.023,-0.048,-0.053,0.014,0.109,0.146,0.203,-0.172,-0.173,-0.135,0.023,0.105,0.076,0.102,-0.107,-0.074,-0.02,0.119,0.005,-0.17,0.075,-0.057,-0.042,-0.213,-0.113,0.082,-0.044
ctx-lh-PEp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,-0.037,0.071,-0.002,-0.053,0.024,0.043,0.001,0.135,0.031,-0.205,-0.033,0.01,-0.004,-0.017,0.03,0.035,0.053,0.069,0.084,0.079,0.104,0.093,0.072,0.053,0.009,0.009,0.06,0.031,0.048,0.093,-0.045,0.011,-0.02,0.021,-0.152,-0.042,-0.035,0.073,-0.109,0.039,-0.009,0.067,0.021,0.047,-0.049,0.131,0.029
ctx-lh-PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.06,0.133,-0.12,-0.128,0.01,-0.115,0.034,-0.15,0.1,-0.11,-0.005,-0.195,-0.115,-0.113,-0.132,-0.222,-0.146,-0.046,-0.109,0.083,-0.059,-0.125,-0.023,-0.091,-0.026,-0.096,-0.032,0.003,0.038,0.201,0.125,0.088,0.229,0.134,0.139,0.023,-0.082,0.062,-0.057,0.181,0.011,0.008,-0.051,-0.078,0.064,-0.145
ctx-lh-PFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.173,0.057,-0.301,-0.234,-0.391,-0.009,0.015,0.01,-0.226,0.017,-0.024,0.022,0.167,0.13,-0.186,0.061,0.016,0.026,-0.034,-0.015,-0.169,-0.063,0.036,0.135,-0.028,0.026,-0.257,-0.186,-0.316,-0.055,-0.01,0.115,-0.18,-0.217,0.027,0.073,0.161,-0.272,-0.045,0.015,-0.214,-0.237,-0.225,-0.062,-0.019,0.001
ctx-lh-PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085,-0.134,-0.037,-0.004,-0.115,0.043,-0.024,-0.194,-0.112,-0.1,0.038,0.139,0.054,0.115,0.137,0.206,0.109,0.201,0.007,-0.011,-0.019,0.022,-0.044,-0.047,0.03,0.173,0.081,0.125,0.126,0.099,0.066,-0.101,-0.238,-0.131,0.033,-0.032,-0.113,-0.032,-0.086,-0.104,-0.078,0.044,-0.072,-0.0,0.062
ctx-lh-PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.076,0.085,-0.03,0.042,-0.074,-0.012,0.015,0.096,0.114,0.039,-0.028,0.088,0.047,0.019,-0.081,-0.038,-0.055,0.083,0.007,0.156,0.044,0.109,0.08,0.074,-0.026,0.005,-0.048,-0.188,0.047,0.059,-0.009,-0.052,0.005,-0.015,0.069,0.021,-0.043,-0.331,0.006,0.105,-0.104,-0.063,-0.113,-0.057
ctx-lh-TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16,-0.206,-0.071,-0.153,-0.037,-0.183,-0.138,-0.153,0.098,-0.012,0.161,-0.041,0.118,0.143,0.061,0.04,-0.028,-0.099,-0.116,0.015,0.066,-0.101,0.042,-0.11,-0.103,-0.174,-0.03,0.053,0.094,-0.274,-0.218,-0.2,-0.006,-0.013,-0.283,-0.048,-0.1,-0.284,-0.163,-0.181,-0.064,-0.158,-0.095
ctx-lh-TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.123,0.146,0.164,0.017,-0.062,-0.07,-0.158,-0.0,-0.105,0.063,-0.148,-0.078,0.02,-0.072,-0.019,-0.016,-0.066,-0.048,0.08,0.085,-0.126,-0.188,-0.092,-0.048,-0.074,-0.037,-0.002,0.088,-0.078,-0.035,0.021,0.1,0.027,-0.189,0.06,0.012,-0.124,-0.094,-0.126,0.109,0.136,0.014
ctx-lh-TE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029,-0.044,0.065,-0.235,-0.182,-0.2,0.017,0.007,-0.006,0.026,0.021,0.032,-0.008,0.036,-0.04,-0.082,-0.077,0.052,-0.112,-0.209,-0.086,0.01,-0.058,-0.082,0.009,0.12,0.091,-0.321,-0.331,-0.268,-0.106,-0.091,-0.352,-0.031,-0.114,-0.322,-0.198,-0.19,-0.001,-0.079,0.044
ctx-lh-TE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081,0.152,0.05,-0.007,0.015,-0.037,-0.209,-0.182,0.035,-0.108,-0.082,-0.104,-0.068,0.079,-0.008,0.045,0.128,-0.065,0.019,-0.1,0.026,0.029,0.067,-0.045,0.047,-0.013,-0.063,0.012,-0.02,0.032,-0.057,-0.014,-0.143,0.039,-0.032,0.158,-0.054,0.037,0.09,0.052
ctx-lh-TF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,0.005,0.115,-0.058,0.132,-0.179,-0.018,0.023,-0.043,-0.123,-0.098,-0.014,0.068,-0.196,0.097,0.12,-0.012,-0.044,-0.032,-0.009,0.008,-0.022,-0.138,-0.061,-0.025,0.001,-0.057,0.006,0.077,0.035,-0.025,0.007,-0.076,-0.112,0.075,-0.09,0.083,-0.048,-0.005
ctx-lh-TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.001,-0.034,0.07,-0.074,-0.044,0.044,0.011,-0.098,-0.218,-0.092,-0.013,-0.115,-0.065,0.141,-0.097,-0.037,-0.22,0.028,-0.045,-0.122,-0.076,-0.073,-0.075,-0.09,0.024,-0.053,0.015,-0.094,0.044,-0.014,-0.049,-0.195,-0.03,-0.01,0.199,0.028,-0.024
ctx-rh-FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018,-0.018,0.004,0.134,0.077,-0.037,0.17,0.034,0.091,0.062,0.003,-0.016,-0.008,-0.084,0.123,0.098,0.251,-0.206,-0.139,-0.158,-0.029,0.117,0.131,-0.295,-0.264,-0.173,-0.077,0.226,-0.211,-0.152,-0.001,-0.093,-0.095,-0.101,0.013,-0.041,0.105
ctx-rh-FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.089,-0.052,-0.045,0.048,-0.034,-0.043,0.023,0.164,-0.003,0.037,-0.008,-0.023,-0.001,-0.074,-0.003,0.088,-0.065,0.028,0.129,0.09,0.174,0.196,-0.005,0.035,0.057,0.064,0.02,-0.005,-0.065,0.076,-0.106,-0.103,-0.088,-0.034,0.116,0.056
ctx-rh-FBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.089,-0.012,-0.028,-0.14,-0.085,-0.094,-0.013,-0.119,-0.023,-0.099,-0.07,-0.041,-0.088,-0.064,-0.047,-0.202,-0.18,-0.128,0.147,0.159,0.215,0.052,0.114,0.139,0.045,0.068,0.059,-0.061,0.107,-0.121,-0.16,-0.201,-0.111,-0.029,-0.016
ctx-rh-FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.061,-0.142,0.033,-0.076,0.081,0.163,0.041,0.056,0.182,0.007,0.061,-0.131,-0.06,-0.011,0.158,0.181,0.234,0.085,0.042,0.001,0.035,-0.047,-0.078,0.042,-0.179,0.027,0.069,-0.008,-0.0,-0.012,-0.001,0.042,0.127,0.134
ctx-rh-FCBm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.107,0.021,-0.144,-0.044,0.119,-0.154,0.002,0.003,-0.024,-0.103,-0.315,-0.132,-0.117,0.096,0.111,0.22,0.087,0.128,0.19,0.202,0.235,0.161,-0.007,-0.161,0.181,0.107,-0.023,0.021,-0.067,0.002,-0.202,-0.158,-0.107
ctx-rh-FDdelta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,-0.054,-0.063,0.013,-0.066,0.017,0.024,-0.065,-0.117,-0.03,-0.001,0.014,0.041,0.072,0.122,0.153,0.174,0.086,0.136,0.121,0.034,0.011,-0.141,0.029,-0.013,0.068,0.198,0.075,-0.021,-0.115,0.01,-0.008
ctx-rh-FDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.078,0.009,-0.012,-0.028,0.039,-0.03,-0.053,-0.17,-0.19,-0.154,-0.004,-0.052,-0.033,0.118,0.019,-0.013,-0.141,-0.174,-0.188,-0.05,-0.223,-0.135,0.035,-0.022,-0.105,-0.109,-0.07,-0.053,-0.04,0.063
