,ctx-lh-BA1_3,ctx-lh-BA2,ctx-lh-BA4,ctx-lh-BA5,ctx-lh-BA6,ctx-lh-BA7,ctx-lh-BA8,ctx-lh-BA9,ctx-lh-BA10,ctx-lh-BA11,ctx-lh-BA13,ctx-lh-BA16,ctx-lh-BA17,ctx-lh-BA18,ctx-lh-BA19,ctx-lh-BA20,ctx-lh-BA21,ctx-lh-BA22,ctx-lh-BA23,ctx-lh-BA24,ctx-lh-BA25,ctx-lh-BA26_29_30,ctx-lh-BA27,ctx-lh-BA28,ctx-lh-BA31,ctx-lh-BA32,ctx-lh-BA33,ctx-lh-BA34,ctx-lh-BA35_36,ctx-lh-BA37,ctx-lh-BA38,ctx-lh-BA39,ctx-lh-BA40,ctx-lh-BA41_42_52,ctx-lh-BA43,ctx-lh-BA44,ctx-lh-BA45,ctx-lh-BA46,ctx-lh-BA47,ctx-rh-BA1_3,ctx-rh-BA2,ctx-rh-BA4,ctx-rh-BA5,ctx-rh-BA6,ctx-rh-BA7,ctx-rh-BA8,ctx-rh-BA9,ctx-rh-BA10,ctx-rh-BA11,ctx-rh-BA13,ctx-rh-BA16,ctx-rh-BA17,ctx-rh-BA18,ctx-rh-BA19,ctx-rh-BA20,ctx-rh-BA21,ctx-rh-BA22,ctx-rh-BA23,ctx-rh-BA24,ctx-rh-BA25,ctx-rh-BA26_29_30,ctx-rh-BA27,ctx-rh-BA28,ctx-rh-BA31,ctx-rh-BA32,ctx-rh-BA33,ctx-rh-BA34,ctx-rh-BA35_36,ctx-rh-BA37,ctx-rh-BA38,ctx-rh-BA39,ctx-rh-BA40,ctx-rh-BA41_42_52,ctx-rh-BA43,ctx-rh-BA44,ctx-rh-BA45,ctx-rh-BA46,ctx-rh-BA47
ctx-lh-BA13,,,,,,,,,,,,0.006,-0.049,0.056,0.067,0.045,-0.046,-0.09,0.012,-0.078,0.001,0.076,-0.077,-0.039,-0.005,-0.017,-0.008,-0.001,0.006,0.009,0.044,-0.023,-0.094,-0.162,-0.004,-0.022,0.003,-0.12,0.003,-0.005,0.117,-0.053,0.027,-0.034,0.051,0.022,0.099,-0.004,-0.062,0.007,-0.113,-0.041,0.033,0.063,0.04,-0.055,-0.041,-0.026,-0.056,-0.015,0.058,-0.078,-0.081,-0.008,-0.033,-0.01,-0.078,-0.026,0.042,-0.001,-0.026,-0.022,-0.06,-0.003,-0.05,-0.038,-0.039,0.051
ctx-lh-BA16,,,,,,,,,,,,,-0.02,0.061,0.079,0.021,0.008,-0.046,0.031,-0.032,0.076,0.086,-0.109,-0.0,-0.019,-0.03,-0.15,-0.014,0.04,-0.007,0.028,0.023,-0.051,-0.043,-0.033,-0.021,0.035,-0.0,0.091,-0.077,-0.029,-0.043,-0.036,-0.03,-0.028,0.032,0.063,-0.013,0.016,-0.031,0.009,0.051,0.042,0.029,0.093,0.002,0.005,-0.003,-0.002,0.064,-0.005,-0.083,0.032,-0.008,-0.01,-0.034,-0.018,0.047,0.04,-0.01,-0.014,-0.159,-0.1,-0.071,-0.007,0.014,-0.04,0.09
ctx-lh-BA17,,,,,,,,,,,,,,-0.009,0.068,0.044,0.038,0.119,0.114,0.012,0.092,0.084,-0.032,-0.019,0.051,0.026,0.058,0.036,-0.054,-0.133,0.095,0.007,0.035,0.04,0.005,-0.063,-0.056,-0.094,0.005,0.019,0.026,0.028,0.06,-0.05,0.041,-0.005,-0.008,0.005,0.038,-0.02,-0.011,-0.03,0.048,0.096,0.143,0.061,0.073,0.083,0.053,0.01,-0.01,0.136,0.019,0.028,0.005,0.047,-0.073,-0.006,0.032,0.144,0.043,0.031,0.075,0.027,-0.04,-0.18,-0.098,0.005
ctx-lh-BA18,,,,,,,,,,,,,,,-0.029,0.027,0.02,0.091,0.068,0.075,0.059,0.051,-0.044,-0.065,0.038,0.038,0.019,0.062,-0.054,-0.103,0.052,-0.025,0.131,0.152,0.096,0.031,-0.009,-0.046,0.009,0.044,0.047,0.035,0.084,0.063,-0.02,0.023,-0.011,-0.041,-0.051,0.001,0.081,-0.097,-0.05,0.048,0.067,-0.044,0.1,0.036,0.119,-0.016,-0.051,0.077,-0.025,0.012,0.029,0.053,0.11,-0.036,-0.041,0.111,-0.022,0.167,0.176,0.121,0.062,-0.09,-0.035,0.002
ctx-lh-BA19,,,,,,,,,,,,,,,,0.019,-0.031,-0.002,0.071,0.066,0.151,0.068,-0.021,-0.082,0.052,0.045,0.047,0.015,-0.096,-0.123,0.013,0.036,0.109,0.192,0.067,0.026,0.035,0.088,0.128,0.071,-0.001,0.021,0.024,-0.01,-0.085,0.036,0.027,0.022,0.005,0.033,0.114,-0.004,-0.088,-0.084,0.055,-0.053,0.085,0.068,0.117,0.063,-0.009,0.043,0.006,0.07,0.046,0.126,0.077,-0.078,-0.101,0.043,0.039,0.095,0.182,0.102,0.043,-0.002,0.063,0.128
ctx-lh-BA20,,,,,,,,,,,,,,,,,-0.001,-0.087,0.021,-0.004,-0.125,0.024,0.001,0.071,0.071,0.039,-0.025,0.069,0.067,0.003,0.024,0.008,-0.083,-0.03,0.016,0.001,-0.08,-0.051,-0.042,0.056,-0.032,0.063,0.037,-0.025,-0.011,-0.061,-0.066,-0.05,-0.054,0.003,0.043,0.077,0.069,0.059,-0.08,-0.043,-0.059,0.066,-0.036,-0.088,0.062,0.003,0.025,0.047,-0.065,-0.093,0.091,-0.001,0.021,-0.05,0.014,-0.056,-0.071,-0.005,-0.069,-0.087,-0.087,-0.057
ctx-lh-BA21,,,,,,,,,,,,,,,,,,0.017,0.02,-0.043,-0.041,-0.053,0.123,0.132,0.066,0.038,-0.058,0.09,0.068,0.053,0.041,-0.024,-0.04,-0.077,0.004,-0.114,-0.079,0.03,-0.083,-0.094,-0.044,-0.023,-0.052,0.013,-0.046,-0.056,-0.123,-0.0,-0.058,-0.069,0.057,0.076,0.084,0.009,-0.054,-0.022,-0.074,0.013,-0.056,-0.077,0.06,0.014,0.051,0.043,-0.089,-0.09,0.061,0.08,-0.086,-0.048,-0.017,-0.045,-0.03,-0.005,-0.13,-0.115,-0.05,-0.105
ctx-lh-BA22,,,,,,,,,,,,,,,,,,,0.092,-0.065,0.023,0.073,-0.021,0.092,0.092,-0.053,-0.08,0.057,0.044,0.085,-0.067,0.055,-0.028,-0.072,-0.049,-0.068,-0.054,0.064,-0.106,-0.095,-0.063,-0.048,0.017,-0.108,0.033,-0.036,-0.102,0.0,-0.062,-0.15,-0.091,0.152,0.161,0.013,-0.055,-0.076,-0.097,0.055,-0.059,0.038,0.112,-0.045,0.034,0.127,-0.097,-0.048,0.018,0.065,-0.033,-0.162,0.051,-0.082,-0.092,-0.065,-0.137,-0.091,0.029,-0.053
ctx-lh-BA23,,,,,,,,,,,,,,,,,,,,0.068,0.076,-0.096,0.0,0.043,-0.01,0.103,0.068,0.05,0.019,0.126,0.1,-0.02,-0.005,0.031,-0.048,0.027,0.055,0.12,-0.04,-0.077,-0.056,-0.022,0.027,0.027,-0.038,-0.227,-0.179,-0.135,-0.063,-0.014,0.059,0.103,0.098,0.033,-0.083,-0.06,0.024,-0.154,0.025,0.016,-0.043,-0.01,-0.04,-0.073,-0.033,0.01,0.077,0.005,0.011,0.104,-0.124,-0.001,-0.017,0.066,-0.033,-0.108,-0.059,-0.118
ctx-lh-BA24,,,,,,,,,,,,,,,,,,,,,0.085,0.074,-0.112,0.002,0.077,-0.021,0.048,-0.073,0.053,0.081,0.006,0.023,-0.101,-0.051,-0.132,-0.021,0.03,0.002,-0.044,-0.11,-0.092,-0.099,-0.062,-0.02,-0.015,-0.049,-0.005,-0.048,-0.089,-0.092,-0.083,0.064,0.067,-0.001,-0.004,-0.075,0.005,0.026,-0.019,-0.036,0.021,-0.045,-0.008,0.014,-0.001,0.067,0.093,-0.047,0.045,-0.03,-0.002,-0.136,-0.137,-0.122,-0.054,0.008,-0.021,-0.067
ctx-lh-BA25,,,,,,,,,,,,,,,,,,,,,,0.019,0.037,0.089,0.029,0.011,0.066,0.032,0.047,0.075,-0.078,-0.018,-0.11,0.075,0.039,-0.16,-0.144,-0.005,-0.11,0.01,-0.075,-0.0,0.018,0.0,0.027,-0.195,-0.182,-0.179,-0.101,-0.004,-0.004,0.106,0.102,0.157,-0.054,-0.097,0.023,-0.015,0.024,-0.057,0.037,0.089,0.14,-0.016,-0.049,-0.034,-0.013,-0.026,0.052,-0.051,-0.09,-0.075,0.032,0.025,-0.166,-0.157,-0.004,-0.163
ctx-lh-BA26_29_30,,,,,,,,,,,,,,,,,,,,,,,-0.042,0.002,0.07,0.083,0.099,0.13,0.025,0.152,0.011,-0.044,0.091,0.074,-0.005,0.086,0.076,0.151,-0.033,-0.152,-0.083,-0.078,0.032,0.07,0.02,-0.208,-0.149,-0.121,-0.163,0.096,0.108,0.075,0.046,0.047,-0.058,-0.062,0.049,-0.077,0.147,-0.028,-0.106,-0.038,-0.03,0.029,0.076,0.029,0.071,0.005,0.063,0.034,-0.124,0.146,0.013,0.08,0.056,-0.027,0.048,-0.09
ctx-lh-BA27,,,,,,,,,,,,,,,,,,,,,,,,-0.102,0.044,0.014,0.045,0.023,-0.095,-0.054,-0.02,0.124,-0.015,-0.199,-0.151,-0.056,0.033,0.091,0.035,-0.095,-0.084,-0.063,0.1,-0.057,-0.082,0.065,0.049,0.091,0.093,-0.238,-0.129,0.009,-0.006,-0.053,0.013,0.052,-0.053,0.01,-0.03,0.084,-0.03,-0.154,-0.13,0.03,-0.057,-0.061,0.036,-0.001,-0.05,0.052,0.066,-0.077,-0.148,-0.128,-0.162,-0.135,-0.041,0.024
ctx-lh-BA28,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.123,0.091,-0.004,0.013,0.017,-0.004,0.137,0.064,0.076,0.021,0.004,0.057,0.107,0.035,0.059,-0.043,0.026,0.071,-0.026,-0.105,0.054,-0.009,0.043,0.026,-0.118,0.038,-0.008,-0.013,-0.114,-0.047,0.013,0.054,0.035,-0.006,0.146,0.01,-0.061,-0.029,0.05,0.09,0.095,0.045,-0.022,-0.051,-0.043,0.071,-0.06,0.098,0.054,-0.109,-0.099,-0.053,-0.003
ctx-lh-BA31,,,,,,,,,,,,,,,,,,,,,,,,,,0.133,0.081,0.181,0.036,0.078,0.156,0.067,-0.004,0.025,-0.036,0.022,0.105,0.107,0.005,-0.011,0.003,-0.021,-0.077,-0.02,-0.111,-0.238,-0.151,-0.154,-0.076,-0.035,0.047,0.059,0.054,0.022,-0.097,-0.015,0.027,-0.029,-0.004,0.047,0.008,-0.039,-0.045,-0.074,-0.023,0.024,0.052,-0.005,-0.032,0.129,-0.122,-0.023,-0.034,0.064,-0.042,-0.043,-0.088,-0.052
ctx-lh-BA32,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,0.002,0.104,0.073,-0.008,0.059,-0.101,-0.07,-0.128,-0.003,0.083,0.094,0.057,-0.145,-0.091,-0.189,-0.093,-0.032,-0.102,-0.081,0.023,-0.006,-0.07,-0.072,-0.101,-0.005,0.011,0.011,-0.072,-0.083,0.004,0.036,-0.029,-0.107,0.021,0.026,-0.004,0.009,-0.056,0.042,0.105,0.005,-0.033,0.038,-0.029,-0.103,-0.154,-0.105,-0.096,0.019,0.032,-0.017
ctx-lh-BA33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.052,0.001,0.026,-0.048,-0.088,-0.051,-0.138,0.003,0.046,-0.01,-0.04,-0.156,-0.158,-0.164,-0.084,-0.005,-0.001,-0.034,0.022,-0.008,-0.02,-0.029,-0.06,0.032,0.045,0.088,-0.005,-0.083,-0.016,-0.006,0.063,-0.044,0.028,0.123,-0.005,-0.016,0.028,0.097,-0.016,-0.118,-0.016,-0.021,-0.091,-0.095,-0.123,-0.072,-0.043,0.013,-0.006,-0.087
ctx-lh-BA34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.113,0.049,0.013,0.103,-0.009,-0.013,-0.067,-0.042,0.035,0.004,-0.0,-0.068,-0.122,-0.061,-0.04,-0.061,-0.01,-0.018,-0.016,-0.026,0.09,-0.067,-0.079,0.072,0.097,0.048,-0.037,-0.0,-0.068,0.046,-0.128,0.045,0.057,-0.075,-0.065,0.104,-0.044,-0.042,0.016,0.005,0.06,-0.009,0.045,-0.067,-0.034,-0.014,0.003,0.019,-0.029,0.032
ctx-lh-BA35_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026,0.063,0.037,-0.004,0.092,0.048,-0.013,0.061,0.149,0.107,0.048,-0.062,0.008,-0.015,-0.038,-0.134,0.009,0.016,0.024,0.072,-0.021,0.05,-0.003,-0.034,-0.086,0.005,-0.004,0.004,0.026,0.034,0.033,0.036,-0.072,-0.061,0.011,0.04,-0.003,0.049,-0.006,-0.067,-0.007,-0.012,-0.106,-0.02,0.041,-0.099,-0.101,0.074,0.046
ctx-lh-BA37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,0.147,0.087,0.072,0.039,0.015,0.103,0.202,0.14,0.069,-0.084,-0.018,-0.109,-0.134,-0.157,0.155,0.085,0.083,-0.028,-0.084,0.004,-0.127,-0.148,-0.131,0.014,0.054,0.007,0.099,0.008,0.075,0.103,-0.047,0.003,0.066,0.094,0.021,0.082,0.04,-0.126,-0.057,0.096,-0.107,0.047,0.049,-0.068,0.006,0.168,0.134
ctx-lh-BA38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-0.064,-0.111,-0.027,-0.033,-0.088,0.015,0.007,-0.019,-0.028,0.014,0.021,0.002,0.016,-0.097,-0.154,-0.075,-0.032,-0.007,-0.057,0.143,0.095,0.041,-0.061,-0.138,-0.054,0.086,-0.055,0.001,0.105,-0.05,0.08,0.097,-0.099,-0.071,0.007,0.0,-0.045,-0.073,-0.018,-0.023,-0.112,-0.039,-0.102,-0.154,-0.094,-0.079
ctx-lh-BA39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051,0.109,0.076,-0.022,-0.046,0.093,-0.053,0.023,0.119,0.039,0.04,0.015,0.057,-0.168,-0.154,-0.071,0.047,-0.032,0.128,-0.009,0.025,0.012,-0.078,-0.035,-0.09,-0.044,-0.028,-0.002,0.018,0.022,0.055,0.037,-0.031,-0.026,0.027,0.05,0.008,0.019,-0.135,0.021,0.072,0.078,-0.05,-0.07,-0.038,-0.054
ctx-lh-BA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029,-0.03,-0.001,-0.092,-0.16,-0.146,0.0,0.013,-0.057,-0.011,-0.062,0.07,-0.007,0.009,-0.028,-0.034,-0.097,-0.019,0.06,0.081,0.09,-0.019,0.098,-0.055,0.055,-0.094,-0.041,0.058,-0.055,0.013,0.024,-0.089,-0.104,0.093,-0.021,0.074,-0.087,0.082,-0.056,-0.014,-0.105,-0.077,0.06,-0.078,-0.067
ctx-lh-BA41_42_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,-0.154,-0.158,-0.102,-0.059,-0.036,-0.031,-0.033,0.083,-0.073,0.066,-0.019,0.001,-0.088,-0.032,-0.065,-0.054,0.059,0.129,0.099,-0.114,-0.064,-0.099,0.039,-0.04,0.017,0.065,-0.063,0.008,0.028,-0.078,0.04,-0.003,0.058,0.061,-0.139,0.095,-0.115,0.011,-0.007,-0.113,-0.098,-0.07,-0.085
ctx-lh-BA43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002,0.012,0.047,0.056,-0.101,-0.055,-0.044,-0.009,0.008,0.034,0.03,0.084,-0.065,-0.072,-0.055,-0.119,0.034,0.068,-0.019,-0.041,-0.042,-0.077,-0.005,-0.085,0.053,0.008,-0.114,-0.007,0.02,-0.103,-0.067,0.006,0.005,0.027,-0.082,0.076,-0.128,-0.087,-0.102,-0.018,0.01,0.016,0.014
ctx-lh-BA44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.116,-0.069,-0.007,-0.023,0.025,-0.012,-0.006,-0.102,-0.011,0.103,0.228,0.163,-0.006,-0.046,-0.128,-0.028,0.025,0.044,-0.042,-0.013,0.006,0.033,-0.02,-0.052,0.05,-0.089,-0.128,0.078,0.035,0.053,-0.115,-0.014,0.041,-0.102,0.052,-0.023,-0.113,-0.104,-0.067,-0.055,0.075,0.052
ctx-lh-BA45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,-0.029,-0.058,0.085,-0.048,-0.007,-0.066,-0.012,0.007,0.112,0.165,-0.07,-0.007,-0.09,-0.041,0.064,0.052,-0.117,-0.069,-0.054,0.06,-0.015,-0.044,0.1,-0.044,-0.036,0.108,0.101,0.092,0.004,0.02,0.033,-0.131,-0.06,-0.007,-0.123,-0.057,-0.087,-0.056,0.045,0.063
ctx-lh-BA46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114,0.05,0.083,0.03,-0.038,-0.15,-0.003,-0.017,0.113,0.093,0.137,-0.059,-0.106,-0.054,0.063,0.138,-0.025,0.032,-0.078,0.103,-0.07,0.126,0.168,0.063,0.089,0.038,0.077,0.046,0.011,0.046,0.133,-0.027,-0.011,-0.225,-0.056,-0.056,-0.177,0.01,-0.037,0.09
ctx-lh-BA47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,-0.061,-0.038,-0.088,0.006,-0.024,-0.099,-0.028,0.035,-0.007,0.041,-0.003,0.051,0.097,0.147,-0.047,-0.098,-0.132,-0.062,-0.065,-0.051,-0.072,0.017,0.09,-0.055,0.011,0.006,-0.034,0.076,0.102,-0.028,-0.09,-0.115,-0.115,-0.02,-0.084,-0.001,0.046,0.1
ctx-rh-BA1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.028,0.029,0.052,0.119,0.018,-0.019,-0.097,-0.151,0.006,-0.035,0.028,0.023,0.032,0.018,-0.062,-0.027,-0.04,-0.014,-0.092,-0.05,-0.012,0.102,0.066,-0.21,-0.055,0.1,0.082,0.114,0.012,0.097,0.013,-0.053,-0.06,0.042,0.032,0.075,-0.028
ctx-rh-BA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.034,0.006,-0.08,-0.008,0.037,0.058,-0.031,-0.158,0.019,-0.028,0.053,0.034,-0.036,-0.034,-0.075,-0.035,0.032,0.054,-0.133,-0.03,0.005,0.096,0.026,-0.165,-0.019,-0.039,-0.0,-0.001,-0.052,0.083,-0.077,-0.036,-0.067,0.061,0.124,0.085,-0.054
ctx-rh-BA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.036,0.056,-0.04,-0.002,-0.065,-0.074,-0.027,-0.096,0.058,0.042,0.013,-0.011,-0.036,-0.011,-0.003,-0.035,-0.0,0.012,-0.023,0.04,0.052,-0.173,-0.018,0.006,0.048,0.034,0.046,0.118,-0.071,-0.07,-0.041,0.034,0.004,0.055,-0.026
