,ctx-lh-callosA,ctx-lh-callosB,ctx-lh-callosC,ctx-lh-callosD,ctx-lh-froB,ctx-lh-froC,ctx-lh-froD,ctx-lh-froinf,ctx-lh-froint,ctx-lh-frointB,ctx-lh-froorb,ctx-lh-froprefro,ctx-lh-frosup,ctx-lh-frosupant,ctx-lh-insinf,ctx-lh-inspostc,ctx-lh-insprec,ctx-lh-occpar,ctx-lh-occparastr,ctx-lh-occperistr,ctx-lh-occstr,ctx-lh-occtemp,ctx-lh-paradent,ctx-lh-paraspl,ctx-lh-parinfA,ctx-lh-parinfB,ctx-lh-parinfC,ctx-lh-vis-sen-bnd,ctx-lh-parsupA,ctx-lh-parsupB,ctx-lh-postcentA,ctx-lh-postcentB,ctx-lh-precentA,ctx-lh-precentB,ctx-lh-pyriform,ctx-lh-tempinf,ctx-lh-tempmed,ctx-lh-temppara,ctx-lh-temppole,ctx-lh-tempsup,ctx-lh-froA,ctx-lh-tempHeschl,ctx-lh-vis-aud-bnd,ctx-lh-parolfact,ctx-rh-callosA,ctx-rh-callosB,ctx-rh-callosC,ctx-rh-callosD,ctx-rh-froB,ctx-rh-froC,ctx-rh-froD,ctx-rh-froinf,ctx-rh-froint,ctx-rh-frointB,ctx-rh-froorb,ctx-rh-froprefro,ctx-rh-frosup,ctx-rh-frosupant,ctx-rh-insinf,ctx-rh-inspostc,ctx-rh-insprec,ctx-rh-occpar,ctx-rh-occparastr,ctx-rh-occperistr,ctx-rh-occstr,ctx-rh-occtemp,ctx-rh-paradent,ctx-rh-paraspl,ctx-rh-parinfA,ctx-rh-parinfB,ctx-rh-parinfC,ctx-rh-vis-sen-bnd,ctx-rh-parsupA,ctx-rh-parsupB,ctx-rh-postcentA,ctx-rh-postcentB,ctx-rh-precentA,ctx-rh-precentB,ctx-rh-pyriform,ctx-rh-tempinf,ctx-rh-tempmed,ctx-rh-temppara,ctx-rh-temppole,ctx-rh-tempsup,ctx-rh-froA,ctx-rh-tempHeschl,ctx-rh-vis-aud-bnd,ctx-rh-parolfact
ctx-lh-froorb,,,,,,,,,,,,-0.004,0.039,-0.021,0.031,0.066,0.075,0.05,0.067,0.076,0.044,0.114,-0.04,0.039,0.033,0.013,0.011,0.098,0.021,0.024,0.007,0.017,-0.001,0.04,-0.04,0.085,0.015,0.122,-0.0,0.006,0.001,-0.015,0.063,-0.066,-0.015,0.02,0.059,-0.011,0.062,0.061,0.01,0.04,-0.001,-0.044,0.107,0.027,-0.018,-0.015,0.085,-0.014,0.047,0.085,0.04,0.109,0.04,0.185,0.042,0.048,0.059,-0.0,0.011,0.109,-0.038,-0.029,0.006,-0.01,-0.029,0.006,-0.115,-0.051,0.005,0.125,-0.006,0.038,-0.001,-0.042,0.051,-0.045
ctx-lh-froprefro,,,,,,,,,,,,,0.001,0.091,0.039,0.056,0.055,0.046,0.059,0.038,0.038,0.011,0.006,-0.038,0.004,0.035,-0.004,0.005,0.019,-0.034,-0.052,-0.069,-0.058,-0.05,-0.038,0.011,-0.006,0.049,0.009,-0.028,-0.006,0.01,0.041,-0.114,0.007,0.028,0.035,-0.032,0.002,-0.125,-0.001,-0.024,-0.0,-0.037,0.008,-0.083,-0.01,-0.018,0.079,0.018,0.03,0.069,0.073,0.068,0.022,0.097,0.077,-0.051,-0.031,0.017,0.011,0.045,-0.03,-0.034,-0.094,-0.069,-0.101,-0.032,-0.057,-0.062,-0.01,0.032,0.022,-0.048,-0.056,-0.056,-0.013,-0.005
ctx-lh-frosup,,,,,,,,,,,,,,0.026,-0.056,-0.048,0.003,0.012,-0.097,0.033,-0.014,-0.005,0.003,-0.019,0.084,0.057,-0.123,-0.025,0.018,-0.017,-0.044,-0.054,-0.113,-0.074,-0.111,0.009,0.002,-0.02,-0.012,-0.051,0.002,-0.098,-0.003,-0.021,-0.001,0.0,0.049,-0.072,0.172,0.142,0.062,0.025,-0.05,0.012,0.048,0.097,-0.079,0.122,-0.007,-0.075,0.029,0.057,-0.094,0.003,-0.067,0.078,-0.042,0.017,0.092,0.013,-0.1,-0.011,0.038,-0.033,-0.033,0.011,-0.063,-0.088,-0.082,-0.009,-0.011,0.016,0.017,-0.068,0.11,-0.143,-0.073,0.008
ctx-lh-frosupant,,,,,,,,,,,,,,,0.005,0.017,0.039,0.009,-0.032,0.05,0.027,0.067,-0.008,0.006,0.021,0.038,0.009,0.0,0.033,-0.025,-0.057,-0.029,-0.062,-0.035,-0.023,0.069,0.09,0.097,-0.036,-0.013,0.096,-0.023,0.017,-0.016,0.004,0.018,0.014,-0.002,0.037,0.044,-0.029,-0.01,-0.037,-0.028,0.03,0.071,-0.078,-0.017,0.098,-0.001,0.03,0.005,-0.044,0.002,-0.016,0.064,-0.043,-0.0,-0.031,0.043,0.048,0.013,-0.035,-0.032,-0.086,-0.011,-0.083,-0.053,-0.112,-0.063,-0.009,0.023,0.028,-0.022,0.075,-0.063,-0.002,-0.023
ctx-lh-insinf,,,,,,,,,,,,,,,,-0.008,0.039,0.068,-0.014,0.057,-0.031,0.037,-0.042,0.052,0.018,-0.013,-0.07,0.033,-0.048,-0.014,-0.03,0.014,-0.012,-0.032,-0.105,0.017,-0.045,-0.086,0.02,-0.027,0.048,-0.001,-0.012,0.047,0.023,-0.026,0.025,-0.02,-0.044,0.041,0.01,0.031,0.023,0.046,0.009,0.03,-0.029,-0.016,-0.054,-0.098,-0.025,0.145,0.034,0.064,-0.024,0.091,-0.09,0.04,0.028,-0.022,-0.032,0.024,-0.034,-0.06,-0.005,-0.008,0.034,-0.02,-0.031,-0.013,0.002,0.046,0.031,0.01,0.053,-0.025,0.036,0.036
ctx-lh-inspostc,,,,,,,,,,,,,,,,,0.006,0.121,-0.061,0.06,-0.044,0.084,-0.003,0.018,0.068,-0.002,-0.068,0.135,-0.002,0.063,0.005,0.06,-0.023,0.015,-0.05,0.096,-0.022,-0.011,0.031,-0.003,-0.012,-0.072,0.035,0.015,-0.005,-0.058,0.008,-0.011,0.032,0.034,-0.018,-0.003,0.029,-0.0,0.059,0.056,-0.034,0.023,-0.053,-0.007,-0.047,0.084,-0.051,0.013,-0.057,0.075,-0.056,0.001,0.058,-0.048,-0.126,0.048,-0.01,-0.027,-0.046,-0.02,0.021,-0.024,0.041,0.054,-0.031,0.047,-0.002,-0.032,0.011,-0.068,-0.019,0.045
ctx-lh-insprec,,,,,,,,,,,,,,,,,,0.061,-0.025,0.108,-0.026,0.117,-0.057,-0.0,0.053,0.003,-0.043,0.075,0.006,0.127,0.014,0.075,-0.009,0.011,-0.122,0.091,-0.025,0.043,0.046,-0.016,0.052,-0.115,0.085,0.029,0.044,-0.009,0.085,-0.082,0.155,0.161,0.092,0.054,0.056,0.042,0.084,0.028,0.018,0.102,0.011,-0.094,0.141,0.122,0.024,0.051,-0.053,0.143,-0.121,0.008,0.092,0.072,0.04,0.094,0.055,0.07,0.03,0.101,0.057,0.026,-0.052,0.04,0.007,0.11,0.034,0.051,0.121,-0.075,0.06,0.018
ctx-lh-occpar,,,,,,,,,,,,,,,,,,,0.002,-0.101,-0.065,0.034,0.051,0.022,0.093,0.093,0.077,0.029,-0.036,0.049,0.003,0.039,0.084,0.07,-0.072,0.031,0.004,-0.039,0.045,0.108,-0.05,0.185,0.007,-0.02,0.087,0.081,0.032,0.022,0.027,0.019,0.009,0.047,-0.004,0.019,0.089,0.065,-0.006,0.003,0.081,0.134,0.095,-0.106,-0.044,-0.069,-0.119,-0.002,0.047,0.009,0.051,0.065,0.079,-0.039,-0.087,0.043,0.111,0.137,0.117,0.04,0.024,0.04,0.007,-0.063,0.07,0.137,-0.024,0.137,-0.001,0.06
ctx-lh-occparastr,,,,,,,,,,,,,,,,,,,,0.033,-0.031,0.038,0.038,0.053,0.148,0.065,-0.023,0.051,0.032,0.009,-0.109,-0.089,-0.115,-0.095,-0.13,0.008,-0.006,-0.048,0.034,-0.018,-0.016,0.019,0.04,0.047,0.043,-0.016,0.018,0.094,-0.019,0.005,-0.043,-0.076,-0.014,-0.101,-0.003,0.089,-0.116,-0.087,0.022,-0.021,0.003,0.032,-0.066,-0.037,-0.028,0.01,0.039,0.046,0.098,-0.013,-0.004,0.008,-0.003,0.01,-0.021,-0.03,-0.05,-0.072,0.042,-0.028,-0.051,-0.004,0.051,-0.043,-0.032,-0.071,-0.015,0.057
ctx-lh-occperistr,,,,,,,,,,,,,,,,,,,,,0.063,0.002,-0.004,0.009,0.067,0.102,0.106,0.002,-0.018,-0.01,0.009,0.024,0.047,0.018,-0.105,-0.053,0.012,-0.102,0.003,0.118,-0.017,0.172,0.037,-0.004,0.133,0.089,0.144,0.027,0.106,0.04,0.109,0.0,0.04,0.03,0.044,0.079,0.039,0.025,0.11,0.053,0.133,-0.025,0.075,-0.018,0.022,0.051,0.082,0.032,0.114,0.14,0.106,-0.014,-0.038,0.059,0.095,0.062,0.056,0.028,0.048,0.026,0.006,-0.027,0.04,0.12,0.026,0.106,0.013,0.045
ctx-lh-occstr,,,,,,,,,,,,,,,,,,,,,,0.054,-0.027,0.049,0.09,0.042,-0.016,0.002,-0.053,-0.054,-0.08,-0.067,-0.038,-0.054,-0.099,-0.066,0.005,-0.069,0.027,0.046,-0.041,0.011,0.011,-0.036,0.097,-0.013,0.049,0.014,0.013,0.027,0.042,-0.141,-0.073,-0.082,0.039,0.127,-0.037,0.022,0.024,-0.048,0.019,0.035,-0.031,0.044,-0.053,0.11,0.055,0.015,0.095,0.014,-0.025,0.012,-0.055,-0.003,-0.016,-0.017,0.012,-0.046,0.025,0.022,-0.002,0.032,0.06,0.026,-0.029,-0.039,0.034,-0.003
ctx-lh-occtemp,,,,,,,,,,,,,,,,,,,,,,,0.035,0.03,0.085,0.095,0.056,0.096,0.045,0.018,0.006,0.007,0.031,0.028,-0.118,0.016,-0.024,-0.065,-0.016,0.028,-0.01,0.137,0.028,-0.004,0.156,0.042,0.122,0.05,0.12,0.089,0.058,0.042,0.02,-0.01,0.057,0.082,-0.009,0.034,0.126,0.031,0.074,0.018,0.068,0.002,0.041,-0.084,0.125,0.048,0.101,0.06,0.037,0.004,0.014,0.006,0.059,-0.011,0.027,-0.036,0.045,0.004,-0.022,-0.004,-0.027,0.04,0.046,0.07,-0.046,0.04
ctx-lh-paradent,,,,,,,,,,,,,,,,,,,,,,,,0.021,0.035,0.085,-0.046,0.059,-0.064,-0.014,0.038,-0.035,-0.06,-0.009,0.022,0.093,0.078,0.06,-0.045,0.089,-0.037,0.058,-0.042,-0.052,0.046,0.036,-0.009,-0.025,-0.019,0.041,0.006,-0.081,-0.104,-0.126,0.04,-0.019,-0.037,-0.093,-0.085,0.064,-0.078,-0.011,-0.053,0.022,-0.031,0.056,-0.076,0.039,0.013,-0.035,-0.055,-0.022,-0.1,-0.018,0.038,0.028,0.01,-0.015,-0.067,-0.006,0.048,-0.02,0.026,0.046,-0.028,0.09,0.023,-0.01
ctx-lh-paraspl,,,,,,,,,,,,,,,,,,,,,,,,,-0.135,0.019,0.038,-0.039,0.05,-0.083,-0.062,-0.108,-0.087,-0.039,0.08,0.018,0.013,0.066,0.036,0.04,-0.093,0.011,-0.033,-0.032,-0.011,0.035,0.013,-0.054,-0.103,-0.135,-0.063,-0.042,-0.061,-0.059,-0.061,-0.123,-0.077,-0.212,0.13,0.056,0.052,0.01,-0.028,0.036,0.059,0.084,0.025,-0.108,-0.14,-0.007,0.029,-0.04,-0.067,-0.073,-0.08,-0.057,-0.103,-0.011,-0.115,-0.16,-0.009,0.01,0.078,0.024,-0.099,-0.006,0.008,-0.062
ctx-lh-parinfA,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,0.06,0.079,0.109,0.05,0.02,-0.004,0.054,0.057,0.034,0.058,0.101,0.134,-0.005,0.101,-0.071,0.097,-0.028,-0.048,0.073,0.068,0.002,-0.055,-0.017,0.002,-0.029,0.011,-0.014,-0.009,0.026,0.04,0.048,-0.088,0.112,0.063,0.059,0.081,0.049,0.098,0.097,0.109,0.05,-0.109,-0.056,0.071,0.056,0.1,0.103,0.08,0.002,0.067,0.046,0.053,-0.103,-0.065,0.004,0.091,0.072,0.013,-0.054,0.056,0.016,0.009
ctx-lh-parinfB,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.05,0.053,0.101,0.072,0.031,0.052,0.048,-0.055,0.017,0.09,0.132,-0.021,0.064,0.037,0.057,0.05,-0.056,0.08,0.026,-0.027,-0.056,-0.059,0.013,0.017,0.039,-0.016,0.023,0.07,0.141,0.03,0.055,0.035,-0.047,-0.013,0.153,0.035,0.116,0.037,0.173,0.028,0.081,0.101,0.03,0.04,0.102,0.07,0.081,0.043,0.069,0.059,-0.018,-0.096,0.014,0.091,0.118,0.016,0.074,0.053,-0.017,0.134,-0.006
ctx-lh-parinfC,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,-0.024,0.034,-0.024,-0.009,-0.016,-0.034,-0.199,0.035,-0.028,-0.047,-0.039,-0.023,-0.011,-0.021,0.02,-0.018,-0.035,-0.053,0.022,-0.102,0.02,0.02,-0.009,0.048,-0.004,0.016,0.035,0.033,-0.088,0.051,-0.051,-0.127,-0.05,0.152,0.003,0.084,-0.052,0.087,-0.038,0.071,0.084,-0.035,-0.094,0.03,0.017,-0.034,0.004,-0.024,0.015,-0.092,-0.053,0.034,0.016,0.048,-0.047,-0.016,0.014,-0.087,-0.008,-0.034
ctx-lh-vis-sen-bnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.076,0.089,0.058,0.072,0.02,-0.085,0.051,-0.009,0.052,0.015,0.088,-0.048,0.125,0.034,0.025,0.117,0.079,0.073,-0.005,0.047,0.027,0.076,0.016,-0.065,0.037,0.142,0.159,0.018,0.063,0.145,0.091,0.11,0.037,0.016,0.019,-0.031,0.089,0.058,-0.046,0.017,-0.019,0.043,-0.061,0.065,0.089,0.148,0.092,0.085,0.017,0.009,0.028,0.005,0.093,-0.015,0.052,0.02,0.089,0.022,0.029
ctx-lh-parsupA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.096,-0.025,-0.116,-0.04,-0.009,-0.018,0.028,0.048,-0.009,0.055,0.058,-0.052,0.021,0.016,-0.004,0.003,0.007,0.002,-0.079,-0.11,-0.074,-0.036,-0.035,-0.108,-0.054,-0.027,0.035,-0.089,-0.099,0.04,0.046,0.044,-0.016,-0.123,-0.02,-0.089,0.046,-0.019,-0.059,-0.057,-0.029,-0.005,-0.053,-0.191,-0.081,0.014,-0.018,0.004,-0.01,-0.011,-0.081,0.003,-0.039,0.071,0.007,-0.069,0.016,-0.014,-0.055
ctx-lh-parsupB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,-0.043,-0.004,0.035,-0.1,0.052,-0.018,-0.109,0.041,0.025,-0.098,0.047,-0.059,0.093,0.027,0.094,0.075,-0.031,0.026,-0.009,0.038,0.097,0.045,0.124,0.1,-0.022,-0.043,0.026,0.019,0.024,0.085,0.044,-0.056,-0.035,-0.105,-0.057,0.054,-0.059,0.061,0.021,-0.067,-0.09,-0.047,-0.089,0.047,-0.036,0.041,-0.076,0.009,0.04,0.029,-0.008,-0.007,0.002,-0.004,0.012,-0.006,0.005
ctx-lh-postcentA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.016,0.047,-0.069,0.072,-0.03,-0.031,0.034,0.054,-0.11,-0.005,-0.022,0.04,0.009,-0.008,-0.002,-0.118,0.08,-0.005,-0.049,0.003,0.097,0.066,0.018,-0.023,0.005,-0.047,-0.009,-0.001,0.003,0.015,-0.112,-0.027,-0.099,0.026,0.004,0.011,0.054,0.007,-0.075,0.037,0.02,0.014,-0.049,0.008,0.012,0.038,-0.019,-0.036,-0.042,0.012,0.024,-0.011,-0.046,-0.085,-0.053,0.027
ctx-lh-postcentB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,0.08,-0.114,0.102,-0.058,-0.084,0.024,0.045,-0.123,0.03,-0.039,0.047,-0.021,0.036,0.002,-0.074,0.061,0.006,-0.05,0.061,0.048,0.052,0.006,-0.036,-0.038,-0.015,0.046,0.052,0.03,0.048,-0.09,-0.006,-0.079,-0.002,-0.001,-0.081,-0.015,-0.076,-0.155,-0.026,-0.064,-0.107,0.049,0.002,0.087,-0.025,-0.045,-0.002,-0.024,0.004,-0.018,0.006,-0.04,-0.066,-0.055,-0.027
ctx-lh-precentA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,-0.113,0.105,-0.02,-0.018,-0.034,-0.021,-0.105,-0.062,0.027,-0.01,-0.001,-0.012,-0.029,-0.072,0.096,0.027,-0.07,0.019,0.073,0.058,-0.04,-0.02,-0.011,-0.019,-0.036,-0.017,-0.033,0.103,-0.084,0.016,-0.068,0.087,-0.048,-0.019,0.067,-0.001,-0.052,0.061,0.021,0.038,-0.042,0.037,-0.069,0.014,-0.091,-0.025,-0.035,0.031,-0.053,-0.034,0.007,-0.143,-0.061,-0.012
ctx-lh-precentB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.145,0.065,-0.019,-0.041,-0.016,0.026,-0.055,-0.016,0.037,0.009,0.071,0.056,0.046,-0.053,0.138,0.126,0.027,0.09,-0.005,0.08,0.091,0.048,0.045,0.074,0.032,-0.082,0.037,0.119,-0.116,0.002,-0.089,0.071,-0.018,-0.001,0.088,0.003,-0.062,-0.018,0.033,0.072,0.071,0.104,0.03,-0.032,-0.058,0.009,0.002,0.028,-0.011,-0.026,0.077,-0.087,-0.026,-0.006
