,ctx-lh-F2,ctx-lh-F3,ctx-lh-F4,ctx-lh-F5,ctx-lh-F6,ctx-lh-F7,ctx-lh-F8,ctx-lh-F9,ctx-lh-F10,ctx-lh-F10x,ctx-lh-F11,ctx-lh-F12,ctx-lh-F13,ctx-lh-F14,ctx-lh-F15,ctx-lh-F16,ctx-lh-F17,ctx-lh-F18,ctx-lh-F19,ctx-lh-F20,ctx-lh-F21,ctx-lh-F22,ctx-lh-F23,ctx-lh-F24,ctx-lh-F25,ctx-lh-F26,ctx-lh-F27,ctx-lh-F28,ctx-lh-F29,ctx-lh-F30,ctx-lh-F31,ctx-lh-F32,ctx-lh-F33,ctx-lh-F34,ctx-lh-F35,ctx-lh-F36,ctx-lh-F37,ctx-lh-F38,ctx-lh-F39,ctx-lh-F40,ctx-lh-F41,ctx-lh-F42,ctx-lh-F43,ctx-lh-F44,ctx-lh-F45,ctx-lh-F2b,ctx-rh-F2,ctx-rh-F3,ctx-rh-F4,ctx-rh-F5,ctx-rh-F6,ctx-rh-F7,ctx-rh-F8,ctx-rh-F9,ctx-rh-F10,ctx-rh-F10x,ctx-rh-F11,ctx-rh-F12,ctx-rh-F13,ctx-rh-F14,ctx-rh-F15,ctx-rh-F16,ctx-rh-F17,ctx-rh-F18,ctx-rh-F19,ctx-rh-F20,ctx-rh-F21,ctx-rh-F22,ctx-rh-F23,ctx-rh-F24,ctx-rh-F25,ctx-rh-F26,ctx-rh-F27,ctx-rh-F28,ctx-rh-F29,ctx-rh-F30,ctx-rh-F31,ctx-rh-F32,ctx-rh-F33,ctx-rh-F34,ctx-rh-F35,ctx-rh-F36,ctx-rh-F37,ctx-rh-F38,ctx-rh-F39,ctx-rh-F40,ctx-rh-F41,ctx-rh-F42,ctx-rh-F43,ctx-rh-F44,ctx-rh-F45,ctx-rh-F2b
ctx-lh-F11,,,,,,,,,,,,0.006,0.093,0.055,-0.064,-0.053,-0.103,0.027,-0.04,0.083,0.003,0.007,-0.025,-0.059,0.025,-0.041,-0.013,-0.083,0.047,0.021,-0.135,-0.01,-0.082,0.0,0.005,0.011,-0.096,0.01,-0.051,0.07,-0.049,-0.087,0.0,0.031,-0.062,-0.038,0.068,0.021,0.015,0.024,0.026,-0.054,0.041,-0.062,-0.019,0.017,-0.029,0.049,0.129,0.034,-0.032,-0.018,-0.033,0.016,-0.103,0.122,0.064,0.041,-0.03,-0.017,-0.0,0.067,0.002,-0.044,0.026,0.059,-0.058,-0.029,-0.098,-0.0,-0.017,0.036,-0.025,-0.03,-0.03,0.096,-0.023,-0.053,-0.002,0.08,0.029,-0.028
ctx-lh-F12,,,,,,,,,,,,,-0.111,-0.046,0.122,0.146,0.035,-0.061,0.087,-0.093,-0.065,0.036,0.103,0.054,0.038,0.027,0.075,0.116,0.103,-0.02,-0.007,0.14,-0.014,-0.112,0.028,-0.104,0.037,0.031,0.057,-0.053,-0.04,-0.004,-0.154,-0.064,-0.019,-0.041,0.001,0.073,0.084,-0.056,0.059,0.045,0.069,-0.13,0.012,-0.022,0.004,-0.056,-0.108,-0.099,0.119,0.117,0.042,-0.088,0.047,-0.036,-0.128,0.081,0.102,0.014,-0.06,0.05,-0.048,0.141,0.071,0.004,0.063,0.119,-0.051,-0.121,-0.053,-0.161,0.022,-0.036,-0.031,0.006,-0.064,-0.032,-0.196,-0.118,-0.079,-0.046
ctx-lh-F13,,,,,,,,,,,,,,-0.024,-0.042,-0.065,-0.017,0.033,-0.015,0.01,-0.108,-0.007,-0.03,0.003,0.008,0.034,-0.027,0.009,-0.083,0.054,0.092,-0.058,-0.075,0.017,-0.037,-0.12,-0.072,-0.076,0.038,-0.022,-0.106,-0.14,-0.133,-0.009,-0.025,0.037,0.033,0.015,0.079,0.019,0.057,0.075,0.041,-0.052,0.062,0.075,0.091,-0.064,-0.003,0.024,-0.046,0.028,0.013,0.043,0.057,-0.004,-0.088,0.015,-0.04,0.024,0.022,0.077,0.021,-0.001,-0.037,0.037,0.062,-0.032,-0.056,0.035,-0.027,-0.114,0.048,-0.023,0.104,0.06,-0.094,-0.085,-0.119,-0.009,-0.077,0.04
ctx-lh-F14,,,,,,,,,,,,,,,0.028,0.002,0.01,-0.046,-0.024,0.043,-0.042,0.033,-0.007,0.016,-0.06,0.013,-0.1,0.041,0.036,0.034,0.04,0.056,0.02,0.006,-0.032,-0.061,-0.112,0.002,0.016,-0.003,-0.009,-0.011,0.026,-0.126,-0.034,0.064,-0.045,0.023,0.026,-0.034,0.073,0.052,-0.005,0.006,0.033,0.058,0.013,-0.052,-0.053,-0.008,0.031,-0.001,0.005,-0.067,0.003,0.019,-0.068,-0.005,0.02,0.031,-0.048,0.055,-0.128,0.023,0.045,0.023,0.037,0.069,0.04,0.043,-0.029,-0.099,-0.024,-0.025,-0.007,-0.017,-0.032,-0.057,-0.013,-0.127,-0.019,0.036
ctx-lh-F15,,,,,,,,,,,,,,,,-0.024,0.043,-0.041,-0.06,0.08,0.101,0.028,0.007,0.043,0.015,0.042,0.034,-0.084,0.082,0.009,-0.072,-0.046,0.093,0.023,0.023,0.043,0.087,0.063,-0.062,-0.007,0.122,0.114,0.102,0.028,0.078,-0.044,-0.037,-0.006,-0.045,-0.026,-0.036,0.004,0.052,0.098,0.01,-0.031,-0.072,0.094,0.006,-0.032,-0.08,-0.095,-0.01,-0.052,-0.051,0.071,0.039,-0.017,-0.05,-0.026,-0.078,-0.017,-0.018,-0.135,0.044,-0.067,-0.195,-0.088,0.056,0.031,-0.017,0.035,-0.043,0.023,-0.11,0.016,0.064,0.095,0.103,0.016,-0.001,-0.034
ctx-lh-F16,,,,,,,,,,,,,,,,,0.01,-0.079,-0.107,0.105,0.047,-0.036,0.001,0.04,0.076,0.014,0.035,-0.047,0.099,0.092,-0.001,0.053,0.03,-0.02,-0.003,0.033,0.074,0.033,-0.009,0.034,0.041,0.084,0.017,0.023,0.016,-0.055,0.022,-0.089,-0.088,-0.001,-0.043,0.018,0.056,0.09,0.01,-0.029,-0.042,0.135,-0.074,0.022,-0.038,-0.199,-0.035,-0.136,-0.111,0.111,0.121,-0.081,-0.026,0.049,0.116,-0.06,0.002,-0.115,0.044,0.053,-0.147,0.004,0.035,-0.031,-0.013,0.064,-0.049,0.072,-0.048,0.06,0.03,0.057,0.082,-0.066,0.028,-0.013
ctx-lh-F17,,,,,,,,,,,,,,,,,,-0.026,-0.039,-0.004,-0.025,0.045,0.032,-0.042,-0.055,0.002,-0.043,-0.057,0.076,0.015,-0.083,-0.043,0.12,0.068,-0.055,-0.059,-0.006,-0.013,-0.072,0.069,0.047,0.017,-0.012,-0.06,-0.027,-0.039,-0.036,0.035,-0.024,0.095,0.041,-0.015,0.046,0.096,0.04,0.018,-0.064,0.083,0.023,-0.01,0.038,0.032,-0.103,-0.04,-0.059,0.058,-0.046,0.054,0.025,-0.065,-0.007,-0.009,-0.054,-0.067,0.043,0.009,-0.086,-0.011,0.074,0.039,-0.067,-0.014,-0.038,-0.064,-0.056,0.065,0.059,-0.031,0.039,-0.035,0.002,-0.024
ctx-lh-F18,,,,,,,,,,,,,,,,,,,-0.002,0.014,-0.082,-0.087,-0.002,0.001,0.011,0.03,-0.034,0.022,-0.062,0.041,0.061,0.018,-0.101,-0.074,-0.003,-0.089,-0.049,-0.046,-0.014,0.015,-0.055,-0.083,-0.094,-0.038,-0.079,0.01,0.02,-0.118,-0.078,-0.037,-0.107,-0.016,0.084,0.039,-0.015,-0.002,0.028,-0.047,-0.015,0.005,-0.026,-0.055,-0.018,-0.04,0.011,-0.01,-0.071,-0.106,-0.002,0.077,0.015,0.007,0.016,0.002,0.0,0.012,0.08,0.005,-0.02,-0.019,-0.001,-0.067,0.018,-0.001,0.052,-0.001,-0.039,-0.012,-0.115,-0.079,-0.079,0.019
ctx-lh-F19,,,,,,,,,,,,,,,,,,,,0.043,0.015,-0.096,-0.01,-0.027,-0.003,0.026,-0.011,-0.015,-0.009,0.03,-0.028,0.019,-0.079,-0.068,-0.003,0.013,-0.022,0.015,-0.012,0.022,0.038,-0.01,0.068,-0.01,-0.021,0.01,0.048,-0.216,-0.134,-0.051,-0.129,-0.028,0.101,0.089,-0.064,-0.088,-0.025,0.047,-0.054,0.003,-0.055,-0.115,-0.052,-0.14,-0.089,0.076,0.002,-0.134,0.001,0.066,0.042,-0.032,-0.052,-0.047,0.014,0.009,-0.044,-0.023,-0.028,-0.041,-0.025,0.02,0.014,-0.01,0.02,-0.004,0.047,0.043,0.021,-0.066,0.002,0.002
ctx-lh-F20,,,,,,,,,,,,,,,,,,,,,0.031,0.043,0.034,0.096,0.065,-0.027,0.048,0.042,0.066,-0.023,-0.089,0.074,-0.017,-0.03,0.052,0.019,-0.021,0.055,0.039,-0.061,-0.022,-0.0,-0.037,-0.009,0.001,-0.019,-0.004,0.127,0.151,-0.123,0.052,0.041,-0.031,-0.108,-0.04,-0.0,0.015,-0.1,-0.058,-0.058,0.046,0.074,0.049,0.018,0.034,-0.036,-0.03,0.042,0.058,0.008,-0.041,0.017,-0.002,0.055,0.041,-0.052,-0.055,0.056,-0.065,-0.017,-0.035,-0.011,-0.032,-0.0,-0.054,-0.049,-0.042,-0.042,-0.054,-0.041,-0.014,-0.021
ctx-lh-F21,,,,,,,,,,,,,,,,,,,,,,-0.038,0.095,0.06,0.005,0.044,-0.008,0.088,0.014,0.03,0.018,0.11,-0.074,-0.101,0.013,-0.021,0.027,0.091,0.039,0.007,-0.048,-0.021,-0.036,-0.083,0.036,-0.008,-0.007,0.016,-0.015,-0.049,-0.003,-0.019,0.013,-0.097,0.031,0.006,-0.0,-0.043,-0.086,-0.004,0.086,0.014,0.004,-0.02,0.085,0.039,-0.026,-0.003,0.063,0.034,0.049,0.01,0.01,0.077,0.02,0.045,0.03,0.055,-0.08,-0.064,0.075,-0.058,0.087,0.085,0.025,-0.013,-0.081,-0.017,-0.064,-0.106,0.07,-0.053
ctx-lh-F22,,,,,,,,,,,,,,,,,,,,,,,0.025,-0.009,0.052,0.034,-0.026,-0.034,0.147,0.067,-0.081,0.087,-0.035,-0.077,-0.013,-0.072,-0.023,0.009,-0.09,0.064,-0.084,-0.056,-0.13,-0.064,-0.043,-0.071,0.005,-0.058,0.044,0.006,-0.071,-0.022,0.085,-0.069,-0.119,-0.078,0.009,0.041,-0.035,0.027,0.021,-0.062,-0.027,-0.139,-0.181,0.122,-0.008,-0.029,0.014,0.048,0.067,-0.016,-0.057,-0.036,0.102,0.054,-0.069,0.055,-0.035,-0.078,-0.023,-0.058,-0.041,-0.03,-0.105,0.057,-0.095,-0.066,-0.103,-0.076,0.002,-0.054
ctx-lh-F23,,,,,,,,,,,,,,,,,,,,,,,,0.058,-0.028,0.01,0.046,-0.047,0.099,-0.049,-0.009,0.009,0.084,0.023,-0.064,0.033,0.127,0.021,-0.015,-0.041,0.134,0.139,0.101,0.093,0.03,-0.016,-0.05,-0.014,-0.062,-0.014,-0.065,-0.034,0.034,0.085,-0.016,-0.062,-0.046,0.06,-0.048,-0.035,-0.039,-0.119,-0.006,-0.042,-0.051,0.029,0.072,-0.031,-0.08,-0.008,-0.053,-0.099,-0.013,-0.081,0.044,-0.075,-0.13,-0.058,0.046,0.023,-0.083,0.034,-0.072,0.023,-0.058,-0.014,0.065,0.108,0.107,0.043,-0.002,0.013
ctx-lh-F24,,,,,,,,,,,,,,,,,,,,,,,,,-0.028,0.025,-0.085,0.015,-0.071,0.014,-0.034,0.086,-0.027,0.029,-0.022,0.082,-0.04,0.066,-0.002,0.091,0.015,-0.053,0.109,-0.03,0.043,-0.001,0.031,-0.072,-0.082,0.025,-0.054,-0.063,0.041,0.01,-0.019,-0.002,-0.033,0.035,0.039,0.037,0.071,-0.005,-0.017,-0.003,-0.003,0.075,0.014,0.002,0.073,-0.083,-0.021,0.03,-0.032,0.017,-0.062,0.003,0.016,0.058,-0.024,0.014,0.023,0.062,0.069,-0.029,0.045,0.044,-0.021,-0.034,0.064,-0.047,0.066,0.011
ctx-lh-F25,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011,-0.122,-0.022,-0.018,-0.037,-0.04,0.02,-0.022,0.044,-0.064,0.009,-0.179,0.039,-0.021,0.008,0.037,-0.058,0.124,-0.056,-0.04,0.058,-0.015,0.026,0.034,-0.029,-0.012,-0.017,-0.047,0.073,-0.005,0.061,0.055,0.058,0.033,-0.045,0.003,0.048,0.003,0.009,0.014,0.016,-0.016,0.063,0.053,-0.02,-0.067,0.035,-0.123,0.018,-0.023,-0.039,0.0,0.029,-0.018,0.071,-0.056,0.012,-0.012,-0.01,-0.012,-0.003,0.026,-0.019,0.077,-0.013,0.021,0.033
ctx-lh-F26,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,-0.026,0.148,-0.079,-0.103,0.033,0.007,0.031,-0.027,0.018,-0.001,0.04,-0.09,0.006,0.033,0.031,0.023,0.05,-0.026,0.02,-0.012,0.014,0.076,0.066,-0.006,-0.117,-0.013,0.04,-0.099,-0.096,-0.06,0.028,0.038,-0.02,0.042,0.029,-0.026,-0.064,-0.086,-0.006,-0.011,0.025,0.032,-0.047,-0.122,-0.121,-0.087,0.007,0.107,-0.095,-0.099,0.044,-0.012,0.034,-0.104,0.035,-0.145,-0.034,-0.134,-0.043,0.014,-0.017,0.022,0.03,-0.008,0.012
ctx-lh-F27,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,-0.062,-0.004,0.044,0.076,0.032,-0.023,-0.115,0.02,-0.039,-0.048,0.069,0.015,0.09,0.007,0.089,-0.016,-0.073,0.016,0.033,-0.079,-0.079,-0.031,-0.076,-0.024,0.082,0.101,-0.047,0.028,0.04,0.06,0.001,-0.041,-0.0,-0.008,-0.011,-0.09,-0.076,0.032,-0.037,-0.045,0.054,-0.06,-0.043,0.021,-0.106,0.009,-0.047,0.022,0.035,0.048,0.033,-0.056,-0.123,0.002,-0.018,-0.087,0.085,0.061,0.033,-0.05,0.018,-0.138,-0.093,-0.014
ctx-lh-F28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,-0.07,-0.041,-0.112,0.077,0.07,-0.031,0.072,0.067,0.068,-0.07,-0.032,0.139,0.099,0.122,0.095,0.066,-0.019,-0.038,-0.03,-0.086,-0.019,-0.062,-0.071,-0.026,0.114,-0.002,-0.057,-0.109,0.049,-0.003,0.029,-0.112,-0.118,-0.089,0.014,-0.068,-0.004,0.065,-0.052,-0.064,-0.042,-0.067,-0.125,-0.009,-0.145,-0.004,-0.098,-0.183,-0.123,0.049,0.071,-0.056,0.06,-0.101,0.006,-0.112,-0.008,0.095,0.03,0.139,0.071,0.003,0.031
ctx-lh-F29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108,-0.057,0.039,0.045,-0.026,0.003,-0.073,0.132,0.012,0.008,0.031,-0.054,-0.048,-0.038,-0.116,0.076,-0.083,0.018,0.114,0.062,0.048,0.094,0.056,0.094,-0.111,0.074,0.06,0.029,0.103,-0.019,-0.021,0.066,0.03,-0.001,-0.094,0.002,0.099,-0.09,0.122,0.065,-0.087,0.0,0.08,-0.123,-0.002,-0.103,0.093,-0.114,-0.029,-0.027,-0.068,-0.019,-0.095,0.073,-0.091,-0.098,0.075,-0.158,-0.156,-0.061,-0.191,0.006,-0.044
ctx-lh-F30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.115,0.004,0.011,0.057,0.017,0.064,-0.075,0.096,-0.061,-0.028,0.061,-0.004,0.089,0.026,0.057,0.044,-0.066,0.095,0.095,-0.054,0.051,-0.05,-0.127,0.045,0.015,-0.01,-0.012,-0.024,0.005,-0.043,0.006,0.067,0.022,0.049,0.002,-0.061,-0.045,0.096,0.01,-0.08,-0.192,-0.02,-0.116,-0.001,0.046,-0.095,-0.084,0.049,-0.0,0.081,-0.082,0.019,-0.136,-0.012,-0.113,-0.072,0.0,-0.047,0.061,0.033,0.03,0.046
ctx-lh-F31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033,0.035,0.119,-0.024,0.082,-0.022,-0.037,-0.041,-0.018,0.119,0.055,0.116,0.135,0.016,0.006,-0.018,-0.011,-0.106,0.032,-0.017,-0.046,-0.02,0.079,-0.029,-0.05,-0.107,-0.034,0.053,-0.002,-0.099,-0.012,-0.049,-0.007,-0.07,-0.107,0.041,-0.058,-0.032,-0.07,-0.117,-0.089,0.028,-0.088,-0.044,-0.084,-0.078,-0.043,0.015,0.094,-0.038,0.105,-0.119,0.004,-0.01,-0.014,0.081,0.02,0.126,0.083,0.039,0.083
ctx-lh-F32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169,0.102,0.009,0.096,0.12,0.04,0.015,-0.015,0.174,0.153,0.127,0.067,0.079,-0.007,-0.059,-0.016,-0.05,-0.014,0.012,-0.003,0.06,0.159,0.045,0.021,-0.063,0.163,-0.054,-0.012,-0.035,-0.059,-0.057,-0.045,-0.005,0.045,0.076,-0.012,-0.038,-0.081,-0.064,-0.035,-0.007,-0.169,-0.051,-0.062,-0.195,-0.083,0.103,0.077,-0.051,0.071,-0.058,0.035,-0.057,-0.014,0.094,0.05,0.145,-0.02,-0.007,-0.01
ctx-lh-F33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.096,0.083,-0.069,0.039,-0.01,0.011,-0.02,-0.091,-0.019,-0.128,-0.057,0.114,-0.057,-0.037,-0.102,-0.075,-0.037,-0.105,-0.036,0.083,-0.126,-0.056,-0.08,-0.054,-0.045,-0.1,0.024,0.068,-0.05,0.017,-0.127,-0.131,0.011,-0.038,-0.034,0.083,0.02,-0.018,-0.062,-0.036,0.057,0.066,0.019,-0.0,0.094,-0.135,-0.079,0.096,-0.089,0.05,0.006,-0.07,-0.022,-0.138,-0.026,-0.109,-0.138,0.077,-0.032
