,ctx-lh-F2,ctx-lh-F3,ctx-lh-F4,ctx-lh-F5,ctx-lh-F6,ctx-lh-F7,ctx-lh-F8,ctx-lh-F9,ctx-lh-F10,ctx-lh-F10x,ctx-lh-F11,ctx-lh-F12,ctx-lh-F13,ctx-lh-F14,ctx-lh-F15,ctx-lh-F16,ctx-lh-F17,ctx-lh-F18,ctx-lh-F19,ctx-lh-F20,ctx-lh-F21,ctx-lh-F22,ctx-lh-F23,ctx-lh-F24,ctx-lh-F25,ctx-lh-F26,ctx-lh-F27,ctx-lh-F28,ctx-lh-F29,ctx-lh-F30,ctx-lh-F31,ctx-lh-F32,ctx-lh-F33,ctx-lh-F34,ctx-lh-F35,ctx-lh-F36,ctx-lh-F37,ctx-lh-F38,ctx-lh-F39,ctx-lh-F40,ctx-lh-F41,ctx-lh-F42,ctx-lh-F43,ctx-lh-F44,ctx-lh-F45,ctx-lh-F2b,ctx-rh-F2,ctx-rh-F3,ctx-rh-F4,ctx-rh-F5,ctx-rh-F6,ctx-rh-F7,ctx-rh-F8,ctx-rh-F9,ctx-rh-F10,ctx-rh-F10x,ctx-rh-F11,ctx-rh-F12,ctx-rh-F13,ctx-rh-F14,ctx-rh-F15,ctx-rh-F16,ctx-rh-F17,ctx-rh-F18,ctx-rh-F19,ctx-rh-F20,ctx-rh-F21,ctx-rh-F22,ctx-rh-F23,ctx-rh-F24,ctx-rh-F25,ctx-rh-F26,ctx-rh-F27,ctx-rh-F28,ctx-rh-F29,ctx-rh-F30,ctx-rh-F31,ctx-rh-F32,ctx-rh-F33,ctx-rh-F34,ctx-rh-F35,ctx-rh-F36,ctx-rh-F37,ctx-rh-F38,ctx-rh-F39,ctx-rh-F40,ctx-rh-F41,ctx-rh-F42,ctx-rh-F43,ctx-rh-F44,ctx-rh-F45,ctx-rh-F2b
ctx-lh-F2,,0.026,0.055,0.017,0.026,0.005,-0.007,0.031,0.048,0.01,0.047,0.004,0.022,0.002,-0.037,0.011,0.009,-0.036,-0.016,0.011,-0.054,0.009,-0.002,-0.048,-0.049,0.008,0.033,0.046,-0.015,-0.031,0.091,0.002,0.069,0.019,-0.114,-0.07,-0.017,-0.048,0.1,-0.047,0.002,-0.078,0.013,-0.024,-0.072,0.1,0.015,0.021,0.054,0.055,0.016,0.005,0.029,0.023,0.071,0.024,0.054,-0.046,0.023,-0.028,-0.004,0.056,0.002,0.049,0.077,-0.059,-0.056,-0.003,-0.003,-0.011,-0.039,0.06,0.009,0.035,0.007,0.004,0.051,0.013,0.071,-0.007,-0.091,-0.082,0.007,-0.036,0.093,-0.0,0.015,-0.051,0.011,0.002,-0.079,0.056
ctx-lh-F3,,,-0.03,-0.005,-0.067,-0.03,0.052,-0.023,-0.152,-0.011,0.029,0.051,0.032,0.083,-0.074,-0.11,0.006,-0.06,-0.147,0.119,0.049,-0.018,-0.033,-0.028,0.063,0.026,-0.056,-0.057,0.053,0.091,-0.027,-0.023,-0.097,-0.039,-0.007,0.013,-0.006,0.009,-0.124,0.126,-0.072,-0.06,-0.043,0.016,-0.058,-0.057,0.04,-0.209,-0.087,-0.02,-0.089,-0.014,0.058,-0.068,-0.124,-0.054,0.004,0.018,0.053,0.088,-0.072,-0.123,-0.029,-0.064,-0.199,0.164,0.132,-0.094,-0.076,0.041,0.119,0.007,0.004,-0.071,0.038,0.066,-0.009,-0.009,-0.025,-0.021,0.008,0.066,-0.002,0.012,-0.029,0.076,-0.044,-0.02,-0.008,0.015,0.019,-0.004
ctx-lh-F4,,,,-0.037,-0.025,-0.008,0.055,-0.033,-0.12,0.046,0.015,0.057,0.049,0.034,-0.082,-0.046,-0.018,-0.057,-0.115,0.112,-0.003,0.019,-0.051,-0.072,0.045,0.088,-0.066,-0.077,0.041,0.109,-0.086,-0.034,-0.123,-0.07,-0.024,-0.007,-0.045,-0.005,-0.068,0.132,-0.119,-0.113,-0.08,-0.008,-0.059,-0.052,0.092,-0.1,-0.115,0.001,-0.022,-0.001,0.046,-0.062,-0.042,0.008,0.002,0.021,0.082,0.038,-0.066,-0.056,-0.015,-0.082,-0.159,0.146,0.084,0.009,-0.054,0.009,0.074,0.107,-0.024,-0.062,0.037,0.08,-0.021,-0.026,-0.081,-0.055,0.021,0.011,0.058,-0.015,-0.01,0.131,-0.07,-0.019,-0.087,-0.023,0.02,-0.044
ctx-lh-F5,,,,,-0.001,-0.023,0.035,-0.091,-0.046,-0.034,-0.021,-0.107,0.01,-0.012,0.02,0.095,0.025,-0.024,-0.033,-0.144,-0.094,-0.065,0.056,-0.006,-0.067,-0.023,0.001,0.093,0.007,-0.071,0.114,0.042,-0.027,0.033,-0.008,-0.08,0.011,-0.074,0.028,-0.048,-0.045,-0.048,-0.081,0.051,0.007,0.04,0.005,-0.057,-0.045,0.01,-0.03,-0.038,0.035,-0.075,-0.029,-0.033,-0.041,-0.172,-0.059,-0.001,0.022,0.083,0.002,-0.037,-0.044,-0.132,-0.093,-0.026,0.094,-0.044,-0.132,-0.008,0.034,0.069,0.056,-0.054,0.079,0.063,-0.036,0.036,-0.035,-0.094,-0.033,-0.052,0.005,-0.032,-0.097,-0.043,-0.073,0.054,-0.027,0.025
ctx-lh-F6,,,,,,0.016,0.006,-0.002,-0.159,-0.104,-0.022,0.02,0.079,0.062,-0.008,-0.0,0.037,-0.061,-0.078,0.04,-0.011,-0.104,-0.035,-0.044,0.045,-0.024,-0.04,-0.054,0.094,0.019,-0.038,0.021,-0.088,-0.057,0.009,0.012,-0.052,0.052,-0.096,0.014,-0.096,-0.085,-0.056,0.021,0.007,0.03,0.013,-0.141,-0.031,-0.015,-0.215,-0.088,0.021,0.01,-0.16,-0.134,-0.013,0.008,0.048,0.027,-0.008,-0.003,-0.004,-0.067,-0.185,0.04,-0.0,-0.051,-0.02,0.074,0.016,-0.069,-0.083,-0.03,0.06,-0.033,-0.006,0.06,-0.045,0.007,0.008,0.043,-0.025,0.003,-0.055,-0.038,-0.073,0.032,-0.028,0.055,0.074,0.009
ctx-lh-F7,,,,,,,-0.028,0.093,-0.045,-0.002,-0.099,0.03,0.127,0.093,0.017,0.044,-0.059,0.036,-0.033,0.084,0.0,-0.026,-0.025,-0.046,-0.019,-0.091,-0.044,-0.067,0.074,-0.053,-0.084,0.045,0.004,0.124,-0.01,0.049,-0.114,0.055,-0.075,0.065,0.013,-0.079,0.092,0.032,0.005,0.067,-0.019,-0.036,-0.022,0.042,-0.046,-0.122,-0.037,0.098,-0.043,-0.013,-0.066,0.055,0.118,0.031,0.01,0.024,-0.046,-0.0,-0.108,0.063,-0.039,0.014,0.004,-0.066,-0.11,-0.043,-0.084,-0.02,0.033,-0.078,-0.047,0.052,-0.009,0.114,-0.035,0.057,-0.101,-0.058,-0.089,-0.014,0.001,-0.051,0.097,0.052,0.063,0.082
ctx-lh-F8,,,,,,,,0.051,-0.018,-0.022,0.043,0.059,0.009,0.013,0.097,0.102,0.05,0.063,0.091,-0.037,0.032,0.043,0.049,0.025,-0.035,-0.035,0.062,-0.005,0.105,-0.133,-0.019,0.091,0.07,0.048,-0.045,0.046,0.073,0.01,0.033,-0.143,0.126,0.108,0.057,0.088,0.018,-0.058,-0.032,0.062,0.068,0.013,-0.026,-0.017,-0.092,0.039,-0.045,-0.088,0.002,0.025,-0.02,-0.107,0.058,-0.011,0.028,0.021,0.001,-0.016,-0.025,0.042,0.018,-0.053,-0.154,-0.054,-0.009,0.011,0.061,-0.152,-0.072,0.006,0.008,0.021,-0.082,0.027,-0.068,-0.039,-0.047,-0.055,0.052,0.053,0.037,0.037,-0.049,-0.01
ctx-lh-F9,,,,,,,,,0.031,-0.03,-0.035,-0.057,-0.083,0.012,0.113,0.068,0.09,0.001,0.073,-0.093,-0.029,-0.031,0.098,0.072,0.067,0.063,0.097,0.108,-0.045,0.045,0.066,0.162,-0.033,-0.127,0.129,-0.087,0.142,0.0,0.091,-0.044,-0.101,0.031,-0.181,0.003,0.089,-0.035,0.013,-0.031,-0.062,-0.086,-0.017,0.021,0.036,-0.151,-0.039,-0.042,-0.043,-0.129,-0.097,0.029,0.096,-0.003,0.006,-0.009,0.079,-0.1,-0.106,-0.061,0.077,0.01,0.001,-0.026,0.056,0.087,-0.035,0.023,0.06,0.096,-0.064,-0.056,0.126,-0.129,0.088,0.001,0.037,-0.014,-0.193,-0.006,-0.193,-0.102,0.003,0.006
ctx-lh-F10,,,,,,,,,,-0.104,-0.093,-0.008,0.02,0.033,0.038,0.026,0.064,-0.059,-0.071,-0.006,0.014,-0.086,0.036,-0.009,0.003,0.012,-0.005,0.031,0.163,0.014,0.002,0.107,-0.057,-0.036,0.003,0.007,0.011,0.047,-0.079,0.006,0.004,0.017,-0.012,0.02,0.031,0.062,0.008,-0.17,-0.102,-0.072,-0.166,-0.075,0.006,-0.005,-0.125,-0.163,-0.033,-0.036,-0.034,0.019,0.023,0.019,0.028,-0.183,-0.235,0.029,-0.025,-0.061,0.047,0.04,-0.035,-0.079,-0.101,0.067,0.167,-0.018,0.0,0.122,-0.057,0.001,-0.035,-0.031,-0.031,0.017,-0.132,-0.019,-0.042,0.014,-0.056,-0.031,0.017,-0.022
ctx-lh-F10x,,,,,,,,,,,-0.011,-0.046,0.069,0.116,-0.005,0.007,0.065,0.034,-0.032,-0.053,-0.015,-0.062,-0.037,0.026,0.033,-0.099,0.009,-0.028,0.066,-0.045,-0.018,0.088,-0.036,0.021,0.089,0.053,-0.053,0.069,-0.077,-0.053,-0.039,-0.026,-0.017,0.076,0.023,0.021,-0.002,-0.052,0.057,-0.016,-0.097,-0.047,0.004,-0.027,-0.129,-0.118,0.013,-0.073,-0.02,0.031,0.005,-0.006,-0.02,-0.048,-0.145,-0.048,-0.031,-0.04,0.007,0.029,-0.057,-0.1,-0.084,-0.014,0.042,-0.039,-0.012,0.085,-0.032,0.05,0.014,0.039,-0.121,0.014,-0.086,-0.092,-0.049,-0.013,-0.002,0.013,0.045,0.0
