,ctx-lh-BA1_3,ctx-lh-BA2,ctx-lh-BA4,ctx-lh-BA5,ctx-lh-BA6,ctx-lh-BA7,ctx-lh-BA8,ctx-lh-BA9,ctx-lh-BA10,ctx-lh-BA11,ctx-lh-BA13,ctx-lh-BA16,ctx-lh-BA17,ctx-lh-BA18,ctx-lh-BA19,ctx-lh-BA20,ctx-lh-BA21,ctx-lh-BA22,ctx-lh-BA23,ctx-lh-BA24,ctx-lh-BA25,ctx-lh-BA26_29_30,ctx-lh-BA27,ctx-lh-BA28,ctx-lh-BA31,ctx-lh-BA32,ctx-lh-BA33,ctx-lh-BA34,ctx-lh-BA35_36,ctx-lh-BA37,ctx-lh-BA38,ctx-lh-BA39,ctx-lh-BA40,ctx-lh-BA41_42_52,ctx-lh-BA43,ctx-lh-BA44,ctx-lh-BA45,ctx-lh-BA46,ctx-lh-BA47,ctx-rh-BA1_3,ctx-rh-BA2,ctx-rh-BA4,ctx-rh-BA5,ctx-rh-BA6,ctx-rh-BA7,ctx-rh-BA8,ctx-rh-BA9,ctx-rh-BA10,ctx-rh-BA11,ctx-rh-BA13,ctx-rh-BA16,ctx-rh-BA17,ctx-rh-BA18,ctx-rh-BA19,ctx-rh-BA20,ctx-rh-BA21,ctx-rh-BA22,ctx-rh-BA23,ctx-rh-BA24,ctx-rh-BA25,ctx-rh-BA26_29_30,ctx-rh-BA27,ctx-rh-BA28,ctx-rh-BA31,ctx-rh-BA32,ctx-rh-BA33,ctx-rh-BA34,ctx-rh-BA35_36,ctx-rh-BA37,ctx-rh-BA38,ctx-rh-BA39,ctx-rh-BA40,ctx-rh-BA41_42_52,ctx-rh-BA43,ctx-rh-BA44,ctx-rh-BA45,ctx-rh-BA46,ctx-rh-BA47
ctx-lh-BA1_3,,-0.2,-0.104,-0.211,0.04,-0.017,0.023,0.078,0.007,-0.066,0.139,0.035,0.186,0.009,-0.079,0.038,-0.017,-0.076,-0.131,0.059,-0.078,-0.149,0.023,-0.072,-0.035,-0.007,0.028,-0.085,-0.077,-0.169,0.0,-0.015,0.095,-0.059,-0.129,0.119,0.107,0.072,-0.0,-0.167,-0.21,-0.066,-0.175,0.065,-0.069,-0.012,-0.002,0.016,-0.029,0.079,0.057,0.152,0.035,-0.087,-0.032,-0.158,-0.15,-0.119,0.012,0.017,-0.127,-0.068,-0.11,-0.005,0.002,0.123,0.016,-0.023,-0.178,-0.017,-0.119,0.054,-0.075,-0.136,0.171,0.037,0.03,0.012
ctx-lh-BA2,,,-0.031,-0.145,-0.012,0.037,-0.033,-0.041,-0.032,-0.027,0.086,0.019,0.156,-0.003,-0.066,-0.005,-0.059,-0.108,-0.1,-0.029,-0.062,-0.094,0.044,-0.031,-0.038,-0.046,0.013,-0.149,0.028,-0.017,-0.027,-0.001,0.025,-0.114,-0.07,0.081,0.045,0.018,0.059,-0.181,-0.083,-0.076,-0.103,0.073,-0.006,-0.071,-0.067,0.03,0.028,0.08,-0.024,0.075,-0.014,-0.073,-0.008,-0.092,-0.108,-0.093,-0.058,0.051,-0.09,-0.066,-0.044,-0.019,-0.041,0.115,0.043,0.034,-0.041,-0.031,-0.052,0.069,-0.124,-0.174,0.125,0.008,0.04,0.045
ctx-lh-BA4,,,,-0.099,-0.054,0.032,-0.012,0.014,-0.036,-0.075,0.115,0.078,0.144,0.022,-0.067,0.085,-0.018,-0.111,-0.128,0.016,-0.075,-0.136,0.06,-0.061,-0.002,-0.047,0.003,-0.131,0.005,-0.044,0.047,-0.051,0.039,-0.122,-0.084,0.065,0.043,-0.005,0.081,-0.194,-0.151,-0.12,-0.053,-0.008,-0.026,-0.044,-0.084,0.018,-0.006,0.067,0.06,0.126,0.021,-0.068,-0.027,-0.131,-0.168,-0.125,0.006,-0.017,-0.12,-0.089,-0.112,-0.015,0.005,0.053,-0.003,0.006,-0.073,-0.03,-0.131,0.091,-0.137,-0.139,0.113,0.024,-0.003,0.033
ctx-lh-BA5,,,,,-0.016,-0.042,-0.016,-0.019,-0.018,0.016,0.158,0.096,0.08,-0.064,-0.114,0.082,0.006,-0.111,-0.108,0.016,0.01,-0.098,0.027,0.028,-0.032,0.004,0.083,-0.038,0.07,-0.059,0.081,-0.035,0.081,-0.076,-0.052,0.093,0.052,-0.038,0.099,-0.21,-0.234,-0.138,-0.073,-0.008,-0.105,-0.064,-0.024,0.087,0.007,0.151,0.129,0.026,-0.064,-0.124,0.075,-0.067,-0.121,-0.116,0.049,0.079,-0.096,-0.055,-0.033,0.009,0.105,0.092,0.011,0.067,-0.085,0.045,-0.056,0.143,-0.042,-0.085,0.137,0.051,-0.006,0.086
ctx-lh-BA6,,,,,,0.007,0.025,-0.016,0.058,0.05,0.023,-0.045,0.041,-0.001,-0.083,0.038,-0.009,0.016,-0.194,0.023,-0.098,-0.223,-0.107,-0.226,-0.051,-0.044,0.003,-0.093,-0.134,-0.015,-0.022,-0.057,0.031,-0.057,-0.078,0.11,0.087,0.082,0.117,-0.041,0.016,-0.028,-0.006,0.028,0.005,0.068,-0.0,0.1,0.055,0.021,-0.026,0.002,-0.029,-0.111,-0.035,0.013,-0.019,-0.12,0.014,-0.097,-0.165,-0.215,-0.198,-0.054,0.02,0.023,0.003,-0.107,-0.088,0.02,-0.11,0.097,-0.1,-0.133,0.104,0.094,0.06,0.078
ctx-lh-BA7,,,,,,,-0.031,-0.016,-0.007,0.071,-0.026,0.007,0.021,-0.015,-0.105,-0.024,0.051,0.046,0.019,0.013,0.065,0.047,-0.022,0.019,0.048,0.037,0.002,0.059,-0.03,-0.062,0.112,0.033,-0.087,0.072,0.052,-0.032,-0.073,-0.106,-0.005,-0.025,0.018,-0.0,0.027,0.026,0.015,0.035,0.038,0.053,0.035,0.054,0.081,0.0,-0.053,-0.08,0.038,0.149,0.113,0.031,0.052,0.03,0.079,-0.06,0.033,0.069,0.106,0.133,0.05,-0.054,-0.026,0.003,0.044,0.03,0.095,0.001,-0.013,-0.06,-0.073,-0.056
ctx-lh-BA8,,,,,,,,0.122,0.035,-0.029,0.013,-0.08,0.021,0.082,0.074,-0.004,-0.039,0.039,0.018,-0.024,-0.033,0.051,0.01,-0.019,-0.047,-0.042,-0.037,-0.003,-0.043,-0.052,0.026,-0.087,0.038,-0.005,-0.067,0.003,-0.022,0.074,-0.029,0.026,-0.041,-0.041,-0.047,-0.003,-0.028,0.077,0.139,0.044,-0.018,-0.046,-0.106,0.015,0.039,0.072,-0.017,-0.012,0.029,0.056,-0.034,-0.03,0.004,0.071,-0.058,-0.017,-0.017,-0.032,-0.016,-0.069,0.024,-0.001,-0.051,-0.042,-0.056,-0.022,-0.016,-0.027,0.075,0.04
ctx-lh-BA9,,,,,,,,,0.016,-0.028,-0.075,-0.084,-0.011,0.076,0.095,0.075,0.032,0.021,0.041,-0.008,-0.008,0.053,0.024,0.07,-0.021,-0.076,-0.031,0.01,0.02,-0.006,-0.034,0.026,0.011,0.007,-0.062,-0.077,-0.048,0.091,-0.048,0.039,-0.036,0.009,0.006,-0.036,-0.012,0.082,0.123,0.021,0.004,-0.058,-0.113,-0.027,0.028,0.064,-0.002,0.051,-0.01,0.032,-0.05,0.039,0.012,0.121,0.031,-0.01,-0.084,-0.043,-0.01,0.026,0.019,-0.008,0.026,-0.038,-0.109,-0.012,-0.044,-0.088,0.033,0.027
ctx-lh-BA10,,,,,,,,,,0.005,0.037,-0.018,-0.077,-0.007,0.073,0.035,0.021,0.04,0.001,0.008,-0.048,-0.021,-0.038,0.075,-0.073,-0.017,-0.086,0.01,0.048,0.028,0.012,-0.043,0.088,0.031,-0.036,0.07,0.053,0.094,0.066,0.024,-0.003,0.005,0.004,0.01,0.001,0.012,0.013,0.045,0.054,0.037,0.003,-0.056,0.011,0.074,-0.018,0.026,0.001,-0.0,-0.012,0.043,-0.022,0.189,0.041,-0.095,-0.044,-0.015,-0.029,0.062,0.061,0.007,-0.012,-0.019,-0.02,0.005,0.014,0.01,0.032,0.098
ctx-lh-BA11,,,,,,,,,,,0.074,-0.018,-0.073,-0.084,-0.022,0.083,-0.036,-0.044,-0.086,-0.092,-0.053,-0.124,-0.023,0.008,-0.13,-0.094,-0.038,-0.015,0.029,-0.019,-0.04,0.004,0.13,-0.072,-0.038,0.071,0.053,0.093,-0.074,-0.08,-0.05,-0.093,-0.092,-0.011,0.048,0.016,0.004,-0.001,-0.001,-0.026,-0.02,-0.029,-0.069,-0.055,-0.029,0.015,-0.093,-0.068,-0.08,0.003,-0.076,0.01,-0.021,-0.068,-0.065,-0.066,-0.046,0.014,0.034,-0.102,0.084,0.113,-0.114,-0.067,0.078,0.039,0.088,0.011
