,ctx-lh-FA,ctx-lh-FB,ctx-lh-FBA,ctx-lh-FC,ctx-lh-FCBm,ctx-lh-FDdelta,ctx-lh-FDL,ctx-lh-FDm,ctx-lh-FDp,ctx-lh-FE,ctx-lh-FF,ctx-lh-FG,ctx-lh-FH,ctx-lh-FL,ctx-lh-H,ctx-lh-IA,ctx-lh-IB,ctx-lh-LA,ctx-lh-LC1,ctx-lh-LC2,ctx-lh-LE,ctx-lh-OA,ctx-lh-OB,ctx-lh-OC,ctx-lh-PB,ctx-lh-PC,ctx-lh-PEm,ctx-lh-PEp,ctx-lh-PF,ctx-lh-PFD,ctx-lh-PG,ctx-lh-PH,ctx-lh-TA,ctx-lh-TB,ctx-lh-TE1,ctx-lh-TE2,ctx-lh-TF,ctx-lh-TG,ctx-rh-FA,ctx-rh-FB,ctx-rh-FBA,ctx-rh-FC,ctx-rh-FCBm,ctx-rh-FDdelta,ctx-rh-FDL,ctx-rh-FDm,ctx-rh-FDp,ctx-rh-FE,ctx-rh-FF,ctx-rh-FG,ctx-rh-FH,ctx-rh-FL,ctx-rh-H,ctx-rh-IA,ctx-rh-IB,ctx-rh-LA,ctx-rh-LC1,ctx-rh-LC2,ctx-rh-LE,ctx-rh-OA,ctx-rh-OB,ctx-rh-OC,ctx-rh-PB,ctx-rh-PC,ctx-rh-PEm,ctx-rh-PEp,ctx-rh-PF,ctx-rh-PFD,ctx-rh-PG,ctx-rh-PH,ctx-rh-TA,ctx-rh-TB,ctx-rh-TE1,ctx-rh-TE2,ctx-rh-TF,ctx-rh-TG
ctx-lh-FF,,,,,,,,,,,,-0.103,-0.081,0.004,-0.088,-0.008,-0.004,-0.058,-0.134,-0.1,-0.164,-0.116,-0.106,-0.076,-0.053,0.032,0.011,-0.054,-0.037,-0.083,-0.08,-0.122,-0.068,-0.005,-0.077,-0.008,-0.07,-0.014,-0.026,-0.016,-0.065,-0.026,-0.008,-0.037,-0.081,-0.055,-0.006,-0.046,0.039,0.015,-0.089,-0.051,-0.046,-0.065,-0.025,-0.098,-0.102,-0.059,-0.113,-0.092,-0.117,-0.063,-0.073,0.023,0.001,-0.084,-0.051,-0.048,-0.046,-0.122,-0.01,-0.036,-0.038,-0.031,-0.095,-0.023
ctx-lh-FG,,,,,,,,,,,,,-0.106,-0.048,-0.001,-0.042,-0.014,-0.095,-0.058,-0.021,0.005,0.022,-0.003,-0.002,-0.123,-0.015,-0.001,0.067,0.011,-0.113,-0.008,-0.017,-0.073,0.067,-0.064,0.025,-0.023,-0.059,-0.109,-0.031,-0.108,0.026,0.027,-0.028,-0.076,-0.044,0.015,-0.095,0.001,-0.052,-0.084,-0.117,-0.042,-0.063,-0.096,-0.08,-0.009,-0.017,-0.028,0.023,-0.014,0.01,-0.172,-0.094,-0.032,0.013,-0.011,-0.113,0.032,-0.017,-0.029,-0.039,-0.023,0.004,-0.019,-0.043
ctx-lh-FH,,,,,,,,,,,,,,-0.067,0.005,0.01,0.013,-0.08,-0.123,-0.08,-0.037,-0.025,-0.055,-0.026,-0.093,-0.039,-0.044,0.024,-0.033,-0.14,-0.085,-0.064,-0.076,0.109,-0.145,0.001,-0.041,-0.097,-0.102,-0.08,-0.08,0.014,-0.008,0.013,-0.099,-0.028,-0.045,-0.116,0.015,0.076,-0.029,-0.09,-0.032,0.01,-0.039,-0.034,-0.079,-0.061,-0.052,-0.038,-0.066,-0.056,-0.155,-0.073,-0.056,-0.02,-0.016,-0.081,-0.068,-0.085,-0.011,-0.028,-0.092,-0.049,-0.048,0.013
ctx-lh-FL,,,,,,,,,,,,,,,0.031,0.009,0.004,-0.09,-0.079,-0.054,-0.015,-0.02,-0.008,-0.007,-0.057,-0.048,-0.058,0.023,-0.01,-0.11,-0.048,-0.054,-0.051,0.129,-0.108,0.033,-0.03,-0.007,-0.109,-0.091,-0.035,-0.019,-0.001,-0.062,-0.088,-0.042,-0.081,-0.046,0.027,0.061,-0.006,0.001,-0.003,0.018,0.017,-0.081,-0.029,-0.039,-0.04,-0.029,-0.024,-0.023,-0.16,-0.105,-0.056,-0.012,-0.015,-0.028,-0.018,-0.055,-0.006,0.0,-0.058,-0.019,-0.049,0.01
ctx-lh-H,,,,,,,,,,,,,,,,-0.145,-0.08,-0.083,0.049,0.017,0.004,0.038,0.016,0.022,0.041,0.032,-0.012,0.018,-0.158,-0.051,-0.027,0.006,-0.029,-0.104,-0.094,-0.07,-0.018,-0.151,-0.072,-0.112,-0.113,-0.027,-0.129,0.008,0.099,-0.058,-0.03,-0.065,-0.085,-0.017,0.114,-0.036,-0.015,-0.115,-0.067,-0.083,0.058,0.071,0.087,0.024,-0.005,0.0,-0.036,-0.026,0.033,0.024,-0.08,-0.034,0.015,0.049,-0.096,-0.031,-0.069,-0.074,-0.059,-0.111
ctx-lh-IA,,,,,,,,,,,,,,,,,-0.118,-0.059,-0.125,-0.139,-0.224,-0.053,-0.105,-0.128,0.07,0.094,-0.02,-0.166,-0.081,-0.004,-0.088,-0.066,-0.035,-0.104,-0.039,-0.037,-0.078,-0.067,0.066,-0.067,-0.044,-0.08,-0.096,0.037,-0.051,-0.083,0.031,-0.014,-0.002,-0.021,0.038,0.066,-0.107,-0.04,-0.006,-0.085,-0.141,-0.146,-0.198,-0.116,-0.159,-0.172,0.08,0.131,-0.011,-0.149,-0.083,-0.024,-0.093,-0.069,-0.015,0.051,-0.051,-0.073,-0.096,-0.027
ctx-lh-IB,,,,,,,,,,,,,,,,,,-0.085,-0.111,-0.109,-0.168,0.019,-0.005,-0.039,0.006,0.081,0.054,-0.109,-0.002,0.006,-0.048,-0.008,-0.032,-0.067,0.008,0.027,0.0,-0.022,0.056,-0.026,-0.093,-0.078,-0.005,0.071,-0.064,-0.038,0.037,-0.082,0.012,0.035,-0.002,0.001,-0.121,-0.002,-0.053,-0.113,-0.143,-0.108,-0.197,-0.065,-0.085,-0.044,0.059,0.106,0.019,-0.05,0.026,-0.012,-0.044,-0.003,-0.035,0.009,-0.04,0.007,-0.064,0.027
ctx-lh-LA,,,,,,,,,,,,,,,,,,,-0.15,-0.14,-0.195,0.017,-0.039,-0.085,0.094,0.049,0.075,-0.051,-0.015,-0.055,-0.05,-0.003,-0.045,-0.007,-0.014,0.007,0.001,-0.077,0.043,0.035,-0.061,0.03,-0.016,0.093,-0.104,0.039,0.032,-0.062,0.055,-0.015,-0.039,-0.01,-0.103,-0.015,-0.072,-0.029,-0.124,-0.153,-0.176,-0.006,-0.097,-0.082,0.062,0.043,0.043,-0.089,0.008,-0.06,-0.066,-0.031,0.037,-0.013,-0.007,-0.027,-0.057,-0.02
ctx-lh-LC1,,,,,,,,,,,,,,,,,,,,0.037,-0.009,0.014,-0.013,-0.026,-0.059,-0.036,-0.032,-0.028,-0.12,-0.114,-0.014,-0.058,-0.082,-0.03,-0.05,-0.054,-0.081,-0.092,-0.064,-0.115,-0.113,0.046,-0.11,-0.013,0.039,-0.063,0.009,-0.021,-0.029,0.013,0.013,-0.055,-0.015,-0.11,-0.11,-0.123,-0.014,0.09,0.072,0.022,-0.043,-0.041,-0.055,-0.031,-0.007,-0.041,-0.085,-0.066,0.03,-0.016,-0.048,-0.074,-0.04,-0.043,-0.068,-0.042
ctx-lh-LC2,,,,,,,,,,,,,,,,,,,,,-0.024,-0.018,-0.038,-0.056,-0.049,-0.048,0.008,-0.023,-0.106,-0.125,0.077,-0.076,-0.023,-0.023,-0.007,-0.066,-0.081,-0.028,-0.087,-0.138,-0.108,0.019,-0.099,-0.039,0.026,-0.083,-0.003,-0.068,-0.025,0.041,0.039,-0.056,-0.01,-0.139,-0.109,-0.151,0.005,0.026,0.031,0.005,-0.084,-0.061,-0.057,-0.023,0.003,-0.069,-0.059,-0.064,0.09,-0.042,-0.021,-0.062,0.019,-0.027,-0.029,0.027
ctx-lh-LE,,,,,,,,,,,,,,,,,,,,,,-0.023,-0.039,-0.073,-0.142,-0.122,-0.087,-0.049,-0.128,-0.197,0.04,-0.091,-0.148,-0.085,-0.088,-0.059,-0.128,-0.15,-0.185,-0.208,-0.235,-0.008,-0.186,0.003,0.043,-0.115,-0.018,-0.031,-0.073,0.065,0.076,-0.044,-0.043,-0.172,-0.184,-0.147,-0.005,0.065,0.02,-0.035,-0.024,-0.06,-0.153,-0.142,-0.052,-0.069,-0.107,-0.169,0.088,-0.038,-0.181,-0.166,-0.122,-0.076,-0.118,-0.11
ctx-lh-OA,,,,,,,,,,,,,,,,,,,,,,,0.063,0.112,-0.028,-0.033,0.001,-0.064,0.027,-0.043,0.012,-0.007,-0.089,-0.056,-0.002,0.015,-0.021,-0.1,-0.033,-0.038,-0.049,-0.012,-0.049,0.008,0.051,0.003,-0.038,-0.038,-0.065,-0.014,0.021,-0.03,-0.027,-0.062,-0.007,0.04,-0.016,0.026,-0.03,0.003,0.047,0.107,0.014,-0.014,0.007,0.008,0.002,-0.051,0.024,-0.063,-0.12,-0.05,-0.05,-0.058,-0.099,-0.081
ctx-lh-OB,,,,,,,,,,,,,,,,,,,,,,,,0.135,0.047,0.059,0.033,-0.077,-0.026,0.007,0.01,0.031,-0.037,-0.046,0.014,0.038,-0.002,-0.091,0.038,-0.021,-0.013,-0.013,-0.063,-0.035,0.034,-0.039,-0.056,-0.067,-0.061,0.038,0.051,-0.019,-0.01,-0.061,-0.032,-0.022,-0.088,-0.043,-0.032,0.044,-0.035,0.077,0.055,0.061,-0.011,-0.046,-0.044,0.011,-0.011,-0.034,-0.095,-0.026,-0.035,-0.032,-0.092,-0.072
ctx-lh-OC,,,,,,,,,,,,,,,,,,,,,,,,,0.081,0.066,0.077,-0.051,-0.003,-0.006,0.021,0.071,-0.032,-0.092,0.014,0.028,-0.01,-0.044,0.026,-0.03,-0.034,-0.048,-0.076,-0.037,0.025,-0.039,-0.029,-0.036,-0.042,0.027,0.066,-0.012,-0.001,-0.094,-0.046,-0.063,-0.069,-0.057,-0.027,0.1,0.029,-0.069,0.072,0.06,0.042,-0.038,-0.04,-0.007,-0.015,0.023,-0.065,-0.002,-0.041,-0.023,-0.083,-0.063
ctx-lh-PB,,,,,,,,,,,,,,,,,,,,,,,,,,-0.134,0.059,-0.015,0.118,-0.107,-0.009,-0.111,-0.067,0.032,-0.052,-0.05,-0.063,-0.03,-0.081,-0.033,-0.013,0.004,0.045,0.101,-0.076,0.04,0.023,-0.055,-0.029,-0.071,-0.088,-0.035,-0.05,0.104,0.057,0.067,-0.054,-0.06,-0.086,-0.061,0.005,0.067,-0.064,-0.14,-0.009,-0.003,0.074,-0.022,-0.058,-0.105,-0.101,0.061,-0.132,-0.147,-0.129,-0.055
ctx-lh-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,-0.013,0.128,-0.082,-0.007,-0.065,-0.04,0.061,-0.025,0.007,-0.013,0.001,-0.011,0.023,0.059,0.002,0.099,0.121,-0.043,0.036,0.061,-0.035,0.058,0.044,-0.038,-0.006,-0.039,0.112,0.049,0.044,-0.031,-0.069,-0.077,-0.071,0.019,0.059,-0.106,-0.121,0.002,-0.05,0.096,-0.056,-0.066,-0.06,-0.068,0.041,-0.07,-0.04,-0.062,-0.018
ctx-lh-PEm,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.014,0.016,-0.023,-0.074,0.01,0.093,0.052,-0.049,-0.037,0.021,0.033,-0.009,0.01,0.027,0.022,0.121,-0.036,0.071,0.025,0.017,0.047,0.022,0.037,-0.006,-0.057,0.044,0.047,0.057,-0.016,0.014,-0.044,-0.03,-0.021,0.02,0.076,0.074,0.032,-0.024,0.063,0.001,-0.019,-0.062,0.04,0.114,0.076,-0.092,-0.132,-0.001
ctx-lh-PEp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.064,-0.065,0.075,-0.041,-0.03,-0.019,0.043,-0.013,-0.039,0.0,-0.018,-0.062,-0.106,0.04,-0.103,0.013,0.056,-0.026,0.051,0.024,0.002,0.063,0.098,-0.031,-0.017,-0.158,-0.074,-0.054,0.01,0.024,-0.023,-0.063,-0.073,-0.071,0.047,0.032,0.092,-0.024,-0.041,-0.073,0.135,-0.022,-0.039,-0.041,0.069,-0.017,-0.078,-0.045
ctx-lh-PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112,-0.057,-0.036,0.049,0.047,0.015,-0.04,-0.088,-0.058,0.119,0.063,0.02,-0.017,0.024,0.043,-0.066,0.01,0.074,-0.057,0.025,-0.017,-0.012,-0.024,-0.11,-0.035,0.038,-0.076,-0.111,-0.092,-0.094,-0.004,-0.039,-0.006,0.126,0.178,0.077,-0.057,0.029,0.07,-0.041,0.002,0.028,0.083,0.04,-0.039,-0.1,-0.034
ctx-lh-PFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.037,-0.08,-0.097,-0.017,-0.066,-0.032,-0.062,-0.105,-0.052,-0.043,-0.044,-0.045,0.029,0.108,-0.079,-0.034,0.054,-0.107,-0.015,-0.051,-0.08,-0.003,-0.128,0.029,-0.067,-0.071,-0.093,-0.116,-0.187,-0.094,-0.059,-0.018,-0.07,-0.064,-0.006,-0.056,0.099,-0.121,-0.046,-0.054,-0.102,-0.008,-0.083,-0.066,-0.108,-0.049
ctx-lh-PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036,-0.043,0.028,-0.041,-0.099,-0.085,-0.113,-0.017,-0.088,-0.066,0.042,-0.061,-0.033,-0.029,-0.019,-0.002,-0.036,-0.009,-0.053,-0.002,-0.079,-0.065,-0.093,-0.039,-0.066,0.006,0.114,0.074,0.031,0.019,0.004,-0.037,0.025,0.01,-0.0,-0.074,0.004,-0.015,-0.002,-0.016,-0.04,0.003,-0.05,-0.096,-0.042
ctx-lh-PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.147,-0.074,-0.074,-0.045,0.003,-0.077,-0.059,-0.058,-0.098,-0.041,-0.041,0.027,-0.001,-0.015,-0.049,-0.026,-0.079,-0.072,-0.025,-0.046,-0.067,-0.061,-0.04,0.0,-0.077,-0.011,-0.104,0.032,0.049,0.075,-0.063,-0.059,-0.085,-0.016,-0.057,-0.086,-0.039,-0.037,-0.185,-0.076,-0.13,-0.139,-0.103,-0.076
ctx-lh-TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,-0.062,0.02,-0.102,-0.147,-0.034,-0.07,-0.085,-0.032,0.025,0.075,-0.095,-0.015,-0.018,-0.091,-0.011,-0.023,-0.067,-0.007,-0.075,-0.025,-0.04,-0.052,-0.089,-0.085,-0.147,-0.113,-0.079,-0.013,-0.052,-0.024,-0.037,-0.052,-0.064,-0.081,-0.068,-0.151,-0.154,0.018,-0.174,-0.073,-0.172,-0.109
ctx-lh-TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.005,-0.1,-0.044,0.042,-0.0,-0.039,-0.042,0.002,0.017,-0.044,0.012,-0.002,-0.048,0.004,-0.017,0.08,-0.009,-0.086,-0.031,-0.038,-0.055,-0.079,-0.094,-0.123,-0.061,-0.074,-0.052,0.038,0.067,0.07,-0.015,-0.011,-0.006,0.001,-0.078,-0.024,-0.066,-0.05,-0.042,-0.093,-0.005
ctx-lh-TE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.063,-0.111,-0.111,-0.015,-0.05,-0.054,0.004,0.04,0.027,-0.103,-0.014,0.027,-0.063,0.031,-0.083,-0.097,-0.099,-0.125,-0.041,-0.026,-0.049,-0.053,-0.054,-0.072,-0.02,0.004,0.031,-0.057,-0.016,0.011,-0.015,-0.036,-0.063,-0.057,-0.038,-0.088,-0.027,-0.088,-0.082,-0.117,-0.034
ctx-lh-TE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024,0.017,0.056,-0.01,-0.042,-0.052,-0.021,-0.066,-0.01,-0.056,-0.041,-0.076,-0.018,-0.03,0.027,-0.046,-0.03,-0.053,0.036,-0.045,-0.049,-0.046,-0.039,0.026,0.021,0.046,0.021,0.073,-0.0,-0.006,-0.039,-0.007,-0.059,0.001,-0.043,0.01,-0.035,-0.065,-0.025,-0.006
ctx-lh-TF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.119,-0.053,-0.115,-0.095,-0.104,-0.093,-0.016,0.023,-0.084,-0.07,-0.062,-0.054,-0.101,0.001,-0.028,-0.101,-0.046,-0.007,-0.068,-0.085,-0.069,-0.121,-0.01,-0.017,-0.024,-0.041,0.021,-0.009,-0.05,-0.032,-0.047,-0.076,0.043,-0.145,-0.069,-0.13,-0.043,-0.06,-0.136
ctx-lh-TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,-0.102,-0.095,-0.052,-0.066,-0.053,-0.095,-0.105,-0.05,-0.14,-0.063,-0.018,-0.09,0.009,-0.112,-0.043,-0.038,-0.117,-0.112,-0.055,-0.138,-0.104,-0.12,-0.041,-0.103,0.01,0.017,-0.021,-0.08,-0.046,-0.099,-0.092,-0.101,-0.045,-0.136,-0.028,-0.098,-0.171
ctx-rh-FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,-0.03,0.003,0.089,0.124,-0.072,0.048,0.035,-0.042,0.023,-0.03,-0.107,-0.07,-0.087,0.056,0.029,0.039,-0.067,-0.088,-0.156,-0.041,0.016,0.039,-0.121,-0.082,0.003,-0.013,0.068,-0.053,-0.054,-0.041,-0.094,0.054,-0.062,-0.047,-0.13,-0.055
ctx-rh-FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,-0.089,-0.046,0.064,-0.088,-0.012,-0.024,-0.036,-0.035,-0.032,-0.076,-0.101,-0.097,-0.062,-0.021,0.003,-0.113,-0.126,-0.179,-0.056,-0.066,-0.053,0.01,0.033,-0.011,-0.058,-0.032,-0.043,-0.129,-0.059,-0.079,-0.011,-0.062,-0.134,-0.173,-0.091
ctx-rh-FBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.116,-0.027,0.058,-0.06,-0.072,0.007,-0.082,-0.023,-0.008,-0.042,0.028,-0.126,-0.034,-0.065,-0.066,-0.144,-0.128,-0.204,-0.104,-0.056,-0.044,-0.052,0.033,-0.05,-0.085,-0.044,-0.113,-0.104,-0.046,-0.052,0.043,-0.086,-0.087,-0.145,-0.056
ctx-rh-FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.178,-0.113,-0.006,-0.073,-0.023,-0.022,-0.079,0.011,0.006,-0.053,-0.055,-0.15,-0.105,-0.079,0.049,0.05,0.028,0.001,-0.046,-0.05,-0.003,0.035,0.025,-0.015,-0.156,-0.022,-0.002,-0.061,-0.054,-0.098,-0.024,-0.107,-0.138,-0.052
ctx-rh-FCBm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.066,-0.091,-0.11,-0.066,-0.053,-0.052,0.044,-0.013,-0.013,-0.108,-0.146,-0.006,-0.104,-0.118,-0.093,-0.159,-0.038,-0.088,-0.096,0.075,0.123,0.009,-0.123,-0.143,-0.006,-0.114,-0.023,0.017,0.038,0.002,-0.082,-0.149,-0.067
