,ctx-lh-K1_3a_3b,ctx-lh-K2,ctx-lh-K4,ctx-lh-K5,ctx-lh-K6aa,ctx-lh-K6ab_1,ctx-lh-K6ab_2,ctx-lh-K7,ctx-lh-K8_1,ctx-lh-K8_2,ctx-lh-K9,ctx-lh-K10,ctx-lh-K11_12,ctx-lh-K13,ctx-lh-K16,ctx-lh-K17_1,ctx-lh-K17_2,ctx-lh-K17_3,ctx-lh-K18_1,ctx-lh-K18_2,ctx-lh-K18_3,ctx-lh-K19_1,ctx-lh-K19_2,ctx-lh-K19_3,ctx-lh-K20,ctx-lh-K21,ctx-lh-K22a_1,ctx-lh-K22a_2,ctx-lh-K22b_1,ctx-lh-K22b_2,ctx-lh-K23_24_26_29_30_31_32_33,ctx-lh-K25,ctx-lh-K27,ctx-lh-K28_34,ctx-lh-K35_36,ctx-lh-K37,ctx-lh-K38,ctx-lh-K39_1,ctx-lh-K39_40,ctx-lh-K40_1,ctx-lh-K40_2,ctx-lh-K40_3,ctx-lh-K41_42_52,ctx-lh-K43,ctx-lh-K44a,ctx-lh-K44b,ctx-lh-K45,ctx-lh-K46,ctx-lh-K47,ctx-rh-K1_3a_3b,ctx-rh-K2,ctx-rh-K4,ctx-rh-K5,ctx-rh-K6aa,ctx-rh-K6ab_1,ctx-rh-K6ab_2,ctx-rh-K7,ctx-rh-K8_1,ctx-rh-K8_2,ctx-rh-K9,ctx-rh-K10,ctx-rh-K11_12,ctx-rh-K13,ctx-rh-K16,ctx-rh-K17_1,ctx-rh-K17_2,ctx-rh-K17_3,ctx-rh-K18_1,ctx-rh-K18_2,ctx-rh-K18_3,ctx-rh-K19_1,ctx-rh-K19_2,ctx-rh-K19_3,ctx-rh-K20,ctx-rh-K21,ctx-rh-K22a_1,ctx-rh-K22a_2,ctx-rh-K22b_1,ctx-rh-K22b_2,ctx-rh-K23_24_26_29_30_31_32_33,ctx-rh-K25,ctx-rh-K27,ctx-rh-K28_34,ctx-rh-K35_36,ctx-rh-K37,ctx-rh-K38,ctx-rh-K39_1,ctx-rh-K39_40,ctx-rh-K40_1,ctx-rh-K40_2,ctx-rh-K40_3,ctx-rh-K41_42_52,ctx-rh-K43,ctx-rh-K44a,ctx-rh-K44b,ctx-rh-K45,ctx-rh-K46,ctx-rh-K47
ctx-lh-K22b_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.063,0.029,0.016,-0.095,-0.124,-0.078,-0.095,-0.086,-0.018,-0.042,-0.019,0.032,-0.02,-0.121,-0.06,-0.009,-0.05,-0.046,-0.07,-0.056,-0.174,-0.147,-0.135,-0.129,-0.029,0.037,0.021,-0.06,-0.025,0.038,-0.043,-0.063,-0.041,-0.019,-0.066,0.081,0.041,0.002,0.001,-0.065,-0.037,-0.053,-0.112,-0.112,-0.089,-0.123,-0.049,-0.139,-0.14,-0.041,0.052,-0.087,-0.153,-0.076,-0.128,-0.087,-0.098,-0.022,-0.05,0.003,-0.025,-0.109,-0.14,-0.135,0.017,-0.023,-0.04,-0.011,-0.067
ctx-lh-K22b_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,-0.007,-0.089,-0.115,-0.098,-0.064,-0.068,0.012,0.011,0.021,-0.008,-0.038,-0.095,-0.134,-0.075,-0.112,-0.095,-0.075,-0.003,-0.135,-0.129,-0.136,-0.077,-0.057,-0.052,0.063,0.029,-0.006,0.069,-0.01,-0.014,-0.035,-0.048,-0.089,0.109,-0.015,0.02,0.033,-0.13,-0.041,-0.021,-0.118,-0.11,-0.097,-0.118,-0.073,-0.169,-0.177,-0.126,0.042,-0.069,-0.179,-0.127,-0.139,-0.07,-0.087,-0.016,-0.059,0.008,-0.052,-0.116,-0.132,-0.153,-0.011,-0.087,-0.09,-0.01,-0.047
ctx-lh-K23_24_26_29_30_31_32_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,-0.1,-0.092,-0.063,0.089,-0.093,0.032,-0.035,0.107,0.118,0.051,0.017,0.007,0.131,0.113,0.074,0.124,0.11,-0.001,0.003,0.011,0.018,0.033,0.045,0.089,0.111,-0.048,0.039,-0.048,-0.032,-0.0,0.058,0.004,0.13,0.07,0.048,0.113,0.073,0.094,0.118,0.081,0.071,-0.094,-0.12,0.016,-0.084,0.003,-0.062,-0.155,-0.071,-0.046,-0.042,-0.041,0.055,-0.125,0.009,-0.1,0.151,0.007,-0.011,-0.004,-0.038,0.097,-0.007,0.023,0.121,0.087
ctx-lh-K25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,-0.01,0.017,0.03,0.025,0.058,0.011,0.06,0.07,0.012,0.031,0.048,0.081,0.077,0.067,0.062,0.067,0.03,-0.016,-0.009,-0.021,0.014,0.02,-0.008,0.003,-0.008,0.017,0.01,0.046,0.091,0.047,0.049,0.059,-0.026,-0.039,0.038,-0.006,0.005,0.009,-0.03,0.032,-0.004,0.03,0.048,0.029,0.032,-0.012,0.038,0.022,-0.033,0.031,0.025,0.038,0.027,0.029,0.003,0.008,0.027,0.024,0.012,0.014,0.039,0.029,0.052,0.032,0.053
ctx-lh-K27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021,0.02,-0.036,-0.054,-0.071,-0.099,0.047,0.019,-0.026,-0.05,-0.112,-0.045,-0.053,-0.036,-0.024,0.028,-0.073,-0.065,-0.053,-0.022,-0.076,-0.077,-0.025,-0.02,-0.105,-0.06,-0.082,-0.034,0.057,-0.063,-0.033,0.002,-0.038,-0.05,-0.028,-0.049,-0.023,-0.009,-0.068,-0.065,0.024,-0.092,-0.013,-0.101,-0.13,-0.142,-0.102,-0.009,-0.076,-0.048,-0.023,-0.041,-0.085,-0.051,-0.11,0.038,-0.055,-0.054,-0.102,-0.082,-0.056,-0.058,-0.096,-0.025,-0.006
ctx-lh-K28_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.091,-0.064,-0.09,-0.095,-0.095,-0.039,-0.028,-0.028,-0.086,-0.083,-0.013,-0.032,-0.059,-0.083,-0.051,-0.069,-0.073,-0.08,-0.065,-0.08,-0.088,-0.08,-0.058,-0.079,-0.066,-0.103,-0.09,0.02,-0.053,-0.09,0.032,-0.032,-0.042,-0.008,-0.063,-0.01,-0.017,-0.086,-0.054,-0.018,-0.124,-0.032,-0.155,-0.143,-0.154,-0.079,-0.003,-0.05,-0.125,-0.116,-0.07,-0.107,-0.064,-0.143,-0.011,-0.07,-0.048,-0.066,-0.075,-0.054,-0.071,-0.114,-0.029,-0.065
ctx-lh-K35_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,-0.005,-0.082,-0.087,0.023,-0.027,-0.024,-0.038,-0.046,-0.018,-0.004,-0.035,-0.052,-0.005,-0.026,-0.051,-0.052,-0.051,-0.078,-0.076,-0.038,-0.037,-0.039,-0.032,-0.067,-0.007,0.051,-0.047,-0.056,0.048,-0.023,-0.044,-0.003,-0.057,-0.043,-0.014,-0.111,-0.067,0.021,-0.065,-0.039,-0.136,-0.121,-0.108,-0.038,0.039,-0.035,-0.103,-0.072,-0.072,-0.031,-0.047,-0.122,0.032,-0.062,-0.067,-0.034,-0.067,-0.06,-0.049,-0.084,0.001,-0.051
ctx-lh-K37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029,0.039,0.036,0.059,-0.04,-0.085,-0.085,-0.114,-0.067,-0.039,-0.072,-0.052,-0.015,-0.062,-0.101,-0.093,-0.051,-0.125,-0.047,-0.013,-0.1,0.037,0.035,0.02,-0.013,-0.026,-0.072,-0.082,0.034,-0.04,-0.054,-0.052,-0.123,-0.11,-0.066,-0.137,-0.188,-0.027,-0.064,-0.092,-0.169,-0.195,-0.121,0.105,-0.007,-0.078,-0.093,-0.11,-0.184,0.01,0.033,-0.015,0.001,-0.145,-0.131,-0.087,-0.12,-0.056,-0.021,-0.069,-0.015,-0.047
ctx-lh-K38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093,-0.137,-0.088,-0.016,-0.003,-0.073,0.023,0.037,-0.02,-0.007,-0.016,-0.026,-0.022,-0.039,-0.015,-0.059,0.023,-0.002,-0.011,-0.051,-0.101,-0.025,-0.138,-0.117,0.026,0.02,-0.037,-0.003,0.032,0.004,-0.058,-0.031,-0.007,-0.063,-0.088,-0.072,-0.074,-0.062,0.0,-0.003,-0.004,-0.09,-0.063,0.002,-0.07,-0.047,-0.068,-0.024,-0.054,-0.083,-0.111,-0.016,0.013,0.001,-0.05,0.01,0.0,-0.031,-0.023,-0.014,-0.045
ctx-lh-K39_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.064,0.013,0.027,0.016,-0.004,-0.001,0.013,0.008,-0.011,0.024,0.072,-0.0,-0.016,-0.041,-0.015,0.005,0.02,-0.03,0.013,-0.021,-0.035,0.015,0.036,0.02,0.055,-0.011,0.144,0.066,0.035,0.095,0.043,0.053,0.084,0.04,0.03,-0.074,-0.075,-0.02,-0.069,-0.023,-0.066,0.004,-0.022,-0.049,-0.074,-0.066,0.045,-0.064,-0.077,-0.066,0.097,-0.005,-0.018,-0.006,-0.031,0.063,0.041,0.059,0.103,0.053
ctx-lh-K39_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022,0.105,0.025,-0.037,-0.024,0.022,-0.048,-0.085,-0.002,-0.015,-0.054,-0.07,-0.06,-0.038,0.012,0.02,0.05,0.011,-0.087,-0.007,-0.087,-0.064,-0.022,0.04,-0.035,0.107,0.054,0.027,0.041,0.009,0.01,0.038,-0.005,-0.034,-0.12,-0.216,-0.05,-0.137,-0.057,-0.041,-0.056,-0.087,-0.122,-0.093,-0.104,0.006,-0.152,-0.088,-0.092,0.051,-0.001,-0.051,-0.05,-0.059,0.04,-0.042,-0.061,0.035,-0.009
ctx-lh-K40_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074,0.052,0.061,0.026,-0.022,-0.019,-0.052,0.006,0.022,0.001,0.023,-0.021,0.009,0.011,-0.007,-0.005,0.064,-0.033,-0.024,-0.013,0.063,0.029,0.087,0.032,0.125,0.089,0.062,0.129,0.075,0.064,0.114,0.113,0.068,-0.102,-0.097,0.03,-0.057,0.016,0.013,0.095,-0.046,0.03,0.035,-0.022,0.055,-0.047,-0.029,-0.048,0.063,0.038,-0.013,0.054,-0.023,0.065,0.007,0.009,0.068,0.037
ctx-lh-K40_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026,0.083,-0.03,-0.046,-0.013,-0.048,-0.082,0.008,-0.0,0.02,0.04,0.063,-0.074,-0.041,0.009,0.061,0.031,0.054,-0.001,0.018,0.003,-0.046,-0.009,0.05,0.049,0.031,0.091,0.027,0.02,0.123,0.078,0.058,-0.098,-0.068,0.023,-0.079,-0.067,-0.055,0.085,-0.01,0.008,0.015,-0.071,-0.014,-0.01,0.006,-0.024,-0.03,-0.081,-0.081,0.026,-0.028,-0.073,-0.026,-0.13,-0.078,-0.032
ctx-lh-K40_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008,-0.073,-0.022,0.016,0.006,-0.032,0.039,-0.071,0.011,0.054,0.047,-0.043,0.004,0.032,0.082,0.004,0.034,0.001,-0.012,-0.014,-0.073,-0.084,0.074,0.018,0.009,0.05,-0.025,-0.014,0.087,0.005,-0.002,-0.034,-0.029,-0.009,-0.099,-0.101,-0.071,0.053,-0.026,0.01,-0.018,-0.095,-0.041,-0.006,0.037,-0.015,0.009,-0.153,-0.087,-0.06,-0.096,-0.006,-0.007,-0.063,-0.053,-0.01
ctx-lh-K41_42_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.125,0.031,0.013,-0.043,-0.035,-0.003,-0.189,-0.087,-0.104,-0.053,-0.022,0.014,0.009,0.06,-0.049,-0.003,-0.036,-0.036,0.004,-0.013,-0.068,0.081,-0.005,-0.031,0.058,-0.024,-0.037,0.067,-0.05,-0.026,-0.074,-0.124,-0.059,-0.187,-0.255,-0.086,0.031,-0.047,-0.085,-0.03,-0.068,-0.07,-0.074,0.005,-0.054,0.088,-0.046,-0.085,-0.109,-0.166,0.035,-0.026,-0.05,0.011,-0.033
ctx-lh-K43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.064,0.025,-0.002,0.089,-0.153,-0.067,-0.027,-0.07,-0.014,0.024,0.054,-0.009,0.01,0.052,0.026,0.037,0.052,-0.072,-0.109,0.081,-0.04,-0.016,0.038,-0.065,-0.092,0.031,-0.101,-0.091,-0.027,-0.011,-0.045,-0.042,-0.165,-0.088,0.029,-0.01,-0.139,-0.071,-0.089,-0.068,0.039,0.014,-0.004,0.044,-0.1,-0.102,-0.172,-0.178,0.036,-0.027,0.013,0.025,0.053
ctx-lh-K44a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033,-0.049,-0.083,0.058,0.025,0.085,0.08,0.104,-0.042,-0.066,-0.023,0.039,-0.002,0.009,-0.012,0.055,0.058,-0.036,-0.0,0.069,-0.008,-0.027,0.062,0.001,0.002,0.088,0.017,0.014,-0.044,-0.04,0.041,-0.056,-0.046,-0.027,0.099,0.042,0.014,0.034,-0.068,-0.022,0.058,-0.001,0.02,-0.057,0.001,-0.012,0.033,0.016,-0.095,-0.048,-0.134,-0.109,-0.032
ctx-lh-K44b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-0.062,0.022,0.012,0.054,0.031,0.043,-0.017,-0.036,0.029,0.031,0.003,0.07,0.017,0.047,0.098,0.061,-0.008,0.085,-0.0,-0.021,0.071,-0.008,-0.004,0.063,0.02,-0.006,-0.06,-0.062,0.039,-0.036,-0.033,-0.006,0.1,-0.001,-0.007,0.033,-0.054,-0.005,0.004,0.032,0.004,-0.012,0.033,0.006,-0.012,0.003,-0.036,-0.045,-0.095,-0.027,-0.022
ctx-lh-K45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.071,-0.002,0.03,0.032,0.019,0.023,-0.02,-0.032,-0.003,-0.006,-0.009,0.058,-0.032,-0.006,0.044,0.03,-0.024,0.08,-0.025,-0.061,0.045,-0.026,-0.034,0.037,-0.019,-0.037,-0.06,-0.084,0.021,-0.047,-0.028,-0.052,0.071,-0.027,-0.066,-0.007,-0.077,-0.008,-0.021,0.017,-0.031,0.009,0.007,-0.02,-0.023,-0.024,-0.024,-0.068,-0.092,-0.009,-0.02
ctx-lh-K46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,-0.001,0.039,-0.036,-0.021,-0.093,-0.058,-0.014,0.021,0.04,0.043,0.029,0.083,0.079,-0.01,-0.051,0.032,-0.035,-0.069,0.026,-0.012,-0.041,0.043,0.019,-0.014,-0.041,-0.03,-0.005,-0.077,-0.084,-0.046,0.127,-0.013,-0.027,-0.001,-0.046,0.002,0.01,0.053,0.014,0.066,-0.028,-0.035,-0.035,-0.057,-0.059,-0.007,-0.056,0.007,0.035
ctx-lh-K47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.038,0.015,-0.003,0.026,0.01,0.01,0.035,-0.032,0.012,-0.045,-0.016,-0.021,0.045,0.025,0.024,0.012,-0.043,-0.01,0.045,-0.01,0.05,0.039,-0.001,-0.093,-0.067,0.001,-0.034,-0.008,-0.059,0.098,-0.026,-0.034,0.018,-0.029,0.016,-0.07,0.051,-0.022,0.059,0.035,0.029,0.028,0.029,0.031,0.021,-0.001,0.01,-0.011
ctx-rh-K1_3a_3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.071,-0.067,-0.083,0.017,0.126,0.048,0.046,0.051,0.068,0.041,0.012,0.009,0.049,-0.041,0.089,0.049,0.03,0.063,-0.055,-0.045,0.01,-0.073,-0.048,0.027,-0.015,-0.032,-0.08,-0.131,-0.023,0.036,-0.047,-0.087,0.009,-0.039,0.005,0.04,0.035,0.032,0.079,-0.05,-0.081,-0.153,-0.139,0.093,0.004,0.08,0.061,0.077
ctx-rh-K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,-0.044,0.11,0.105,0.078,0.027,0.03,0.056,0.03,-0.014,-0.041,0.105,0.035,0.043,0.043,0.03,0.006,-0.066,-0.024,-0.036,-0.073,-0.067,-0.014,-0.031,0.012,-0.09,-0.112,-0.079,0.049,-0.083,-0.054,0.022,-0.052,-0.036,-0.02,0.019,-0.013,0.074,0.042,0.01,-0.05,-0.06,0.147,0.049,0.091,0.071,0.051
ctx-rh-K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003,0.11,0.128,0.049,0.025,0.034,0.045,0.014,-0.019,-0.021,0.106,0.036,0.021,0.082,0.044,0.012,-0.041,-0.023,-0.0,-0.053,-0.066,0.004,-0.032,-0.008,-0.09,-0.131,-0.063,0.059,-0.079,-0.052,0.009,-0.038,-0.015,0.046,0.0,0.02,0.085,0.079,0.018,-0.097,-0.018,0.122,0.023,0.054,0.031,0.054
ctx-rh-K5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099,0.111,0.048,0.089,0.026,0.003,-0.013,-0.038,-0.061,0.044,0.016,0.017,0.072,0.041,0.016,-0.006,-0.004,0.017,0.005,-0.045,-0.046,-0.057,-0.047,-0.134,-0.106,-0.072,0.038,-0.056,-0.005,-0.024,-0.059,-0.023,-0.032,-0.022,-0.022,0.098,0.047,0.045,-0.047,-0.045,0.137,0.04,0.03,0.009,0.035
ctx-rh-K6aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029,-0.005,0.014,0.017,0.054,-0.002,0.011,-0.011,0.02,0.03,0.05,0.003,-0.016,0.014,-0.052,-0.047,0.024,-0.051,-0.057,0.0,0.012,0.014,-0.024,-0.044,-0.064,0.047,-0.041,-0.053,-0.009,-0.076,-0.084,0.091,0.017,0.003,-0.008,-0.03,0.002,0.03,0.018,0.004,-0.005,-0.056,-0.063,0.002
ctx-rh-K6ab_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,0.005,0.049,0.048,0.005,0.0,-0.019,-0.037,-0.003,0.057,-0.06,-0.045,0.04,-0.037,-0.028,0.031,-0.029,-0.025,-0.04,0.001,0.007,-0.015,-0.018,-0.074,0.031,-0.033,-0.065,-0.037,-0.05,-0.02,0.032,0.004,-0.038,-0.017,-0.012,-0.015,0.023,0.029,-0.09,-0.05,-0.085,-0.053,-0.009
ctx-rh-K6ab_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.048,-0.032,0.063,0.035,-0.043,0.051,0.024,0.055,0.017,-0.015,0.04,0.003,0.035,0.079,0.017,0.029,-0.074,-0.016,0.001,-0.018,0.028,0.076,0.089,-0.04,0.005,-0.022,-0.036,0.002,-0.013,-0.016,0.066,0.065,0.022,0.011,0.037,0.035,0.038,0.039,0.03,0.016,-0.017
ctx-rh-K7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066,0.045,0.027,0.03,-0.038,0.038,0.05,-0.003,0.082,0.033,0.004,0.018,-0.006,-0.005,0.069,-0.04,-0.081,-0.07,-0.044,-0.093,-0.067,-0.056,0.136,-0.023,0.032,-0.053,-0.089,-0.151,-0.021,0.028,-0.012,0.081,0.016,0.006,0.068,0.006,0.061,0.027,-0.01,0.023,-0.001
ctx-rh-K8_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,0.053,-0.008,-0.03,0.04,-0.022,0.104,-0.015,-0.034,0.084,0.004,0.026,0.081,0.031,0.032,-0.126,-0.09,0.049,-0.02,0.008,0.008,0.004,-0.069,-0.03,-0.022,-0.016,0.073,-0.074,-0.006,-0.044,0.063,0.019,-0.03,-0.008,-0.014,0.053,0.032,0.079,0.105,0.002
ctx-rh-K8_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088,0.04,-0.071,0.094,0.016,0.087,0.015,-0.028,0.073,-0.006,0.023,0.081,0.029,0.037,-0.089,-0.016,0.057,0.032,0.052,0.074,0.064,-0.024,-0.02,-0.003,0.019,0.05,-0.032,0.001,0.015,0.074,0.075,0.024,0.032,0.033,0.092,0.1,0.112,0.068,0.051
ctx-rh-K9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.044,-0.039,0.033,-0.012,0.065,-0.011,-0.027,0.036,0.008,0.016,0.03,0.011,-0.008,-0.124,-0.076,0.017,-0.013,0.014,0.003,0.025,-0.061,-0.057,-0.032,-0.023,0.042,-0.094,0.01,-0.056,0.033,0.018,-0.03,-0.011,0.002,0.025,0.033,0.048,0.064,0.022
ctx-rh-K10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036,0.045,-0.026,0.039,-0.028,-0.043,0.024,-0.014,0.009,0.042,0.004,-0.0,-0.111,-0.088,0.051,-0.062,-0.045,-0.068,0.008,-0.047,-0.038,-0.011,-0.01,-0.0,-0.083,0.03,-0.065,0.06,-0.001,-0.034,-0.026,-0.028,0.068,0.015,0.064,0.064,0.053
ctx-rh-K11_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.031,-0.047,-0.045,-0.042,-0.048,-0.04,-0.015,-0.013,-0.026,-0.025,0.003,0.013,0.032,0.015,-0.003,-0.06,0.009,0.045,0.052,0.056,0.046,-0.004,0.008,-0.01,0.0,-0.0,0.01,-0.002,0.002,0.004,-0.03,0.057,0.013,-0.028,-0.009
ctx-rh-K13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006,0.009,-0.108,-0.072,-0.008,-0.055,-0.055,0.049,-0.021,-0.027,-0.004,0.021,0.041,-0.004,-0.035,-0.062,0.041,0.025,-0.054,0.013,-0.044,-0.036,0.052,0.072,-0.003,0.004,-0.065,-0.03,0.006,-0.02,-0.02,0.025,-0.024,-0.011,0.026
ctx-rh-K16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,-0.069,-0.056,0.024,-0.056,-0.045,0.055,-0.057,0.005,-0.008,-0.042,-0.007,-0.1,-0.11,-0.086,-0.006,-0.007,-0.078,0.0,-0.025,-0.038,0.001,-0.029,-0.041,0.039,-0.04,0.005,-0.044,-0.041,0.036,-0.033,-0.056,-0.017,0.007
ctx-rh-K17_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,-0.012,-0.006,0.082,0.032,0.026,0.068,-0.004,-0.014,0.069,-0.001,-0.005,0.039,0.069,0.147,0.029,0.012,0.062,-0.001,-0.023,0.002,0.131,0.078,0.064,0.03,-0.018,0.091,0.031,0.038,0.067,0.033,0.037,-0.015
ctx-rh-K17_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.071,0.045,0.05,-0.026,0.061,0.093,0.0,0.026,0.008,0.007,-0.004,-0.032,-0.016,0.079,-0.03,-0.011,-0.026,0.003,-0.056,0.043,0.069,0.006,0.049,-0.053,-0.038,0.006,-0.047,-0.088,-0.077,-0.1,-0.052,-0.061
ctx-rh-K17_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017,0.017,-0.003,0.033,0.02,-0.044,-0.014,-0.018,-0.017,-0.044,-0.04,-0.041,0.064,0.016,-0.019,-0.025,-0.02,-0.075,0.025,0.025,-0.018,0.041,-0.037,-0.029,-0.029,-0.04,-0.067,-0.067,-0.111,-0.041,-0.085
ctx-rh-K18_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,-0.012,-0.009,0.041,-0.04,-0.038,-0.015,-0.033,-0.064,-0.027,0.014,0.122,0.025,-0.036,0.017,-0.028,-0.095,-0.014,0.09,0.028,0.085,0.011,-0.027,0.079,-0.006,0.052,0.054,-0.008,0.035,-0.029
ctx-rh-K18_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,0.026,-0.033,-0.067,-0.024,-0.047,-0.044,-0.111,-0.128,-0.074,0.046,-0.024,-0.046,-0.064,-0.074,-0.143,-0.02,0.058,-0.02,0.054,-0.066,-0.082,-0.015,-0.074,-0.049,-0.065,-0.095,-0.018,-0.028
ctx-rh-K18_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026,-0.036,-0.084,-0.01,-0.0,-0.028,-0.083,-0.088,-0.043,0.11,0.012,-0.023,-0.04,-0.037,-0.116,0.005,0.052,-0.011,0.048,-0.075,-0.085,-0.028,-0.08,-0.021,0.0,-0.069,-0.002,-0.012
ctx-rh-K19_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,-0.133,-0.032,-0.027,-0.024,-0.094,-0.091,-0.02,0.14,0.003,-0.04,-0.031,-0.057,-0.16,-0.004,0.107,0.045,0.116,0.027,-0.031,0.074,-0.013,0.092,0.054,0.013,0.053,0.009
ctx-rh-K19_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.062,-0.072,-0.104,-0.06,-0.152,-0.182,-0.128,0.069,-0.032,-0.063,-0.125,-0.101,-0.157,-0.041,0.054,-0.066,0.107,-0.075,-0.078,-0.031,-0.114,-0.02,-0.072,-0.071,0.029,-0.003
ctx-rh-K19_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036,-0.061,-0.023,-0.137,-0.139,-0.067,0.102,0.01,-0.039,-0.058,-0.051,-0.199,-0.009,0.045,-0.039,0.07,-0.047,-0.076,-0.009,-0.074,0.023,-0.015,-0.064,0.007,-0.019
ctx-rh-K20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024,0.031,-0.019,-0.017,-0.085,-0.07,0.022,0.006,0.056,0.096,0.021,0.012,-0.063,-0.078,-0.066,0.013,-0.012,-0.008,0.001,-0.057,-0.057,-0.083,-0.051,-0.064
