,ctx-lh-BA1_3,ctx-lh-BA2,ctx-lh-BA4,ctx-lh-BA5,ctx-lh-BA6,ctx-lh-BA7,ctx-lh-BA8,ctx-lh-BA9,ctx-lh-BA10,ctx-lh-BA11,ctx-lh-BA13,ctx-lh-BA16,ctx-lh-BA17,ctx-lh-BA18,ctx-lh-BA19,ctx-lh-BA20,ctx-lh-BA21,ctx-lh-BA22,ctx-lh-BA23,ctx-lh-BA24,ctx-lh-BA25,ctx-lh-BA26_29_30,ctx-lh-BA27,ctx-lh-BA28,ctx-lh-BA31,ctx-lh-BA32,ctx-lh-BA33,ctx-lh-BA34,ctx-lh-BA35_36,ctx-lh-BA37,ctx-lh-BA38,ctx-lh-BA39,ctx-lh-BA40,ctx-lh-BA41_42_52,ctx-lh-BA43,ctx-lh-BA44,ctx-lh-BA45,ctx-lh-BA46,ctx-lh-BA47,ctx-rh-BA1_3,ctx-rh-BA2,ctx-rh-BA4,ctx-rh-BA5,ctx-rh-BA6,ctx-rh-BA7,ctx-rh-BA8,ctx-rh-BA9,ctx-rh-BA10,ctx-rh-BA11,ctx-rh-BA13,ctx-rh-BA16,ctx-rh-BA17,ctx-rh-BA18,ctx-rh-BA19,ctx-rh-BA20,ctx-rh-BA21,ctx-rh-BA22,ctx-rh-BA23,ctx-rh-BA24,ctx-rh-BA25,ctx-rh-BA26_29_30,ctx-rh-BA27,ctx-rh-BA28,ctx-rh-BA31,ctx-rh-BA32,ctx-rh-BA33,ctx-rh-BA34,ctx-rh-BA35_36,ctx-rh-BA37,ctx-rh-BA38,ctx-rh-BA39,ctx-rh-BA40,ctx-rh-BA41_42_52,ctx-rh-BA43,ctx-rh-BA44,ctx-rh-BA45,ctx-rh-BA46,ctx-rh-BA47
ctx-lh-BA13,,,,,,,,,,,,0.031,0.07,0.091,0.12,-0.038,-0.08,-0.06,0.029,-0.118,-0.053,0.026,-0.026,0.111,-0.055,-0.123,-0.016,0.058,-0.014,-0.01,-0.041,-0.06,-0.097,0.022,-0.017,-0.16,-0.184,-0.074,-0.145,0.125,0.202,0.113,0.068,-0.098,0.045,-0.101,-0.041,-0.112,-0.13,-0.077,-0.068,0.09,0.141,0.132,-0.163,-0.053,0.035,0.069,-0.037,-0.009,0.043,-0.031,0.03,-0.002,-0.068,-0.034,0.083,-0.118,0.051,-0.04,0.046,-0.075,0.054,0.028,-0.162,-0.138,-0.083,-0.21
ctx-lh-BA16,,,,,,,,,,,,,0.113,0.09,0.151,-0.135,-0.104,-0.039,-0.078,-0.159,-0.162,-0.064,-0.07,-0.021,-0.082,-0.159,0.039,0.194,-0.074,-0.024,-0.121,-0.024,0.013,-0.024,-0.111,-0.071,-0.078,0.003,-0.193,0.088,0.093,0.036,-0.007,-0.091,0.091,-0.021,-0.028,-0.12,-0.192,-0.178,-0.177,0.154,0.128,0.132,-0.221,-0.097,0.025,-0.031,-0.102,-0.046,-0.09,-0.04,-0.007,-0.047,-0.111,-0.04,0.047,-0.103,-0.009,-0.058,0.017,0.036,-0.032,-0.124,-0.066,-0.059,-0.004,-0.127
ctx-lh-BA17,,,,,,,,,,,,,,0.043,0.153,0.05,0.062,0.138,-0.018,0.069,0.059,-0.047,-0.008,-0.044,0.027,0.067,0.102,0.005,0.067,0.113,0.024,0.043,0.113,0.052,0.055,0.153,0.095,0.064,0.046,0.209,0.127,0.192,0.12,0.114,0.061,0.001,0.061,0.057,-0.029,0.097,0.035,0.02,0.075,0.164,0.053,0.155,0.113,0.007,0.069,0.067,-0.078,0.012,0.051,0.019,0.068,0.126,0.128,0.06,0.18,0.041,0.055,0.125,0.068,0.042,0.146,0.104,0.062,0.081
ctx-lh-BA18,,,,,,,,,,,,,,,-0.073,0.079,0.085,0.051,0.051,0.111,0.051,0.077,-0.022,-0.066,0.098,0.14,0.11,-0.011,0.041,0.015,-0.008,0.089,0.185,0.009,-0.022,0.1,0.122,0.093,0.096,0.095,0.042,0.111,0.013,0.066,-0.008,0.116,0.141,0.136,-0.023,0.058,0.045,0.035,-0.123,-0.025,0.056,0.156,0.017,0.069,0.106,0.053,-0.047,-0.046,0.006,0.085,0.119,0.172,0.109,-0.01,0.018,0.038,0.079,0.166,0.022,-0.038,0.143,0.145,0.147,0.127
ctx-lh-BA19,,,,,,,,,,,,,,,,0.031,0.071,0.067,0.087,0.14,-0.005,0.087,-0.014,-0.052,0.181,0.14,0.115,0.047,-0.008,-0.047,-0.014,0.108,0.232,0.085,0.021,0.063,0.109,0.108,0.099,0.109,0.03,0.109,0.032,0.116,0.008,0.145,0.121,0.129,0.026,0.036,0.082,0.156,-0.059,-0.118,-0.019,0.113,0.054,0.113,0.115,0.055,0.014,-0.061,-0.077,0.169,0.135,0.17,0.096,-0.028,-0.019,-0.008,0.141,0.235,0.055,-0.012,0.165,0.169,0.155,0.094
ctx-lh-BA20,,,,,,,,,,,,,,,,,0.018,-0.021,0.013,-0.14,0.055,0.061,-0.001,-0.045,-0.137,-0.057,0.015,0.109,0.035,-0.101,0.107,-0.076,-0.187,-0.102,-0.09,-0.122,-0.051,-0.09,-0.038,-0.014,0.046,0.013,-0.069,-0.043,-0.123,-0.011,-0.067,-0.102,-0.051,-0.091,-0.125,0.05,0.036,0.047,-0.021,-0.04,-0.048,-0.047,-0.067,0.048,-0.044,-0.064,0.053,-0.136,-0.046,0.057,0.069,0.038,-0.026,0.032,-0.056,-0.192,-0.134,-0.117,-0.164,-0.045,-0.091,-0.008
ctx-lh-BA21,,,,,,,,,,,,,,,,,,-0.077,-0.017,-0.142,-0.024,0.032,0.06,-0.006,-0.077,-0.103,0.09,0.118,0.004,0.001,-0.081,-0.045,-0.101,-0.111,-0.106,0.006,-0.049,-0.063,0.011,0.035,-0.041,-0.003,-0.067,-0.04,0.018,0.002,-0.098,-0.086,-0.11,-0.149,-0.089,0.11,0.114,0.108,-0.045,-0.101,-0.154,-0.01,-0.112,0.059,0.001,-0.006,0.114,-0.087,-0.092,-0.009,0.104,-0.017,0.013,-0.093,-0.024,-0.099,-0.138,-0.112,-0.094,-0.049,-0.084,-0.004
ctx-lh-BA22,,,,,,,,,,,,,,,,,,,-0.019,-0.088,-0.093,0.012,0.018,-0.041,-0.004,-0.116,0.062,0.131,0.015,-0.001,-0.164,0.072,0.088,-0.196,-0.136,0.064,-0.004,0.061,0.013,-0.014,-0.027,-0.009,-0.077,-0.066,0.053,0.076,-0.013,-0.012,-0.134,-0.121,-0.165,0.165,0.073,0.047,-0.139,-0.154,-0.26,0.04,-0.05,0.008,-0.036,-0.042,0.034,0.023,-0.074,0.012,0.087,-0.013,-0.07,-0.092,0.058,0.001,-0.213,-0.113,0.007,-0.048,0.031,-0.028
ctx-lh-BA23,,,,,,,,,,,,,,,,,,,,-0.074,0.042,-0.077,-0.037,-0.009,-0.025,0.041,-0.01,0.039,-0.089,-0.059,-0.091,0.097,0.032,-0.078,-0.127,0.081,0.088,0.176,0.072,-0.031,-0.081,-0.077,-0.07,-0.047,0.031,0.115,0.061,0.028,-0.078,-0.116,-0.123,0.021,0.064,0.106,-0.082,0.03,-0.009,-0.006,-0.096,0.027,-0.002,0.006,0.003,-0.024,-0.078,-0.019,0.094,-0.02,-0.018,-0.009,0.064,-0.043,-0.058,-0.116,0.001,0.063,0.047,0.107
ctx-lh-BA24,,,,,,,,,,,,,,,,,,,,,-0.091,-0.093,-0.118,-0.111,-0.113,-0.122,0.141,-0.036,-0.128,-0.043,-0.198,0.036,-0.017,-0.085,-0.192,-0.021,0.028,0.074,-0.087,0.138,0.116,0.144,0.022,-0.033,0.108,0.011,0.063,-0.099,-0.138,-0.114,-0.177,0.074,0.089,0.123,-0.149,-0.092,0.006,-0.081,-0.194,-0.076,-0.057,-0.072,-0.075,-0.149,-0.144,-0.079,-0.074,-0.133,-0.045,-0.202,0.055,-0.049,-0.093,-0.147,0.019,0.077,0.008,-0.119
ctx-lh-BA25,,,,,,,,,,,,,,,,,,,,,,-0.019,0.068,-0.108,0.004,-0.041,-0.102,0.065,-0.02,-0.033,-0.055,-0.034,-0.07,-0.102,-0.128,-0.136,-0.002,0.002,0.037,-0.02,-0.058,-0.077,-0.035,-0.126,-0.072,0.022,-0.011,0.058,-0.017,-0.035,-0.154,0.07,0.043,0.027,-0.004,0.013,-0.04,0.03,-0.139,0.091,0.017,0.001,-0.012,0.035,-0.053,-0.129,0.032,-0.086,-0.016,-0.049,0.002,-0.081,-0.01,-0.165,-0.21,-0.102,0.013,0.036
ctx-lh-BA26_29_30,,,,,,,,,,,,,,,,,,,,,,,-0.036,0.06,0.026,-0.023,-0.046,0.098,-0.031,0.01,-0.006,0.095,0.03,-0.048,-0.182,0.044,0.048,0.11,0.008,0.004,-0.077,-0.07,-0.079,-0.035,0.043,0.118,0.103,0.003,-0.088,-0.078,-0.048,-0.011,0.056,0.118,-0.04,0.086,0.045,0.01,-0.1,0.039,-0.033,-0.014,0.06,0.024,-0.068,-0.048,0.083,0.024,0.025,0.059,0.083,-0.031,-0.043,-0.126,0.004,0.112,0.065,0.102
ctx-lh-BA27,,,,,,,,,,,,,,,,,,,,,,,,-0.063,-0.067,-0.057,-0.034,-0.007,-0.076,-0.004,-0.021,0.063,0.085,-0.04,-0.114,0.033,0.106,0.103,-0.057,-0.076,-0.024,-0.105,-0.163,-0.025,-0.053,0.031,-0.022,-0.039,-0.071,-0.031,-0.074,0.036,0.002,-0.032,-0.067,0.073,-0.03,-0.014,-0.016,-0.041,-0.036,-0.082,-0.089,-0.057,-0.046,0.068,0.043,-0.051,0.004,-0.017,0.043,0.043,-0.08,-0.202,0.023,0.027,0.096,0.01
ctx-lh-BA28,,,,,,,,,,,,,,,,,,,,,,,,,-0.027,-0.025,-0.002,0.078,-0.096,-0.037,0.001,0.041,0.06,-0.057,-0.017,0.017,-0.003,0.077,-0.048,0.032,-0.008,-0.036,-0.074,-0.021,-0.061,0.128,0.03,-0.029,-0.061,-0.068,0.0,0.014,-0.033,-0.031,-0.108,0.056,-0.028,0.023,-0.06,0.004,-0.046,-0.149,-0.108,-0.014,-0.054,0.031,0.132,-0.079,-0.007,0.03,0.036,-0.011,-0.032,-0.085,-0.035,-0.09,0.013,-0.016
ctx-lh-BA31,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048,0.028,0.051,-0.096,-0.079,-0.119,0.034,-0.016,-0.111,-0.077,0.053,0.041,0.101,-0.032,0.121,0.012,0.041,0.011,-0.031,0.119,-0.002,-0.04,-0.063,-0.139,-0.121,-0.177,0.043,0.107,0.18,-0.142,-0.036,0.044,0.095,-0.073,-0.009,0.074,-0.068,-0.003,0.042,-0.13,-0.039,0.009,-0.061,-0.018,-0.085,0.051,-0.062,-0.14,-0.081,-0.007,0.043,0.004,-0.001
ctx-lh-BA32,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.003,-0.069,-0.065,-0.103,0.039,-0.123,-0.112,-0.154,-0.072,-0.036,0.053,0.003,0.052,0.11,0.041,-0.044,-0.089,0.035,0.051,0.105,-0.026,-0.05,-0.167,-0.226,0.016,0.107,0.122,-0.113,-0.083,-0.013,0.043,-0.184,0.051,0.038,-0.039,0.006,-0.048,-0.19,-0.089,0.011,-0.074,-0.04,-0.142,0.072,-0.129,-0.16,-0.095,-0.087,0.017,-0.021,-0.061
ctx-lh-BA33,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,-0.111,0.025,0.01,0.091,0.04,-0.052,-0.024,0.038,0.104,0.026,0.027,0.041,0.094,0.066,0.035,0.006,0.036,-0.005,0.094,0.103,-0.07,-0.015,0.058,0.092,0.136,0.153,0.032,0.112,0.097,-0.003,0.038,-0.107,0.033,-0.148,-0.033,0.005,0.046,0.081,-0.065,-0.099,0.038,-0.096,0.057,0.008,-0.054,0.079,0.009,0.035,-0.012,0.002
ctx-lh-BA34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,0.04,0.109,0.088,0.069,0.178,0.19,0.043,0.104,0.046,0.085,0.115,0.102,0.098,0.139,0.084,0.031,-0.004,0.052,-0.003,0.043,0.06,0.169,0.003,-0.006,0.055,0.034,0.064,0.073,0.008,-0.023,0.05,0.015,0.037,0.077,-0.021,-0.006,-0.014,0.032,0.108,0.075,0.079,-0.001,0.066,0.077,0.139,0.11,0.116,0.029,0.152
ctx-lh-BA35_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.074,0.09,-0.068,-0.015,0.046,0.024,-0.05,-0.047,-0.011,0.093,0.053,0.065,0.084,-0.019,-0.001,-0.056,0.047,-0.015,-0.016,0.071,-0.05,0.008,0.111,0.025,-0.005,0.01,0.083,0.027,-0.054,-0.077,0.052,-0.12,-0.101,-0.037,-0.07,-0.008,0.057,0.021,0.01,-0.023,0.101,-0.038,-0.002,0.019,-0.041,-0.044,-0.002,0.043,0.089
ctx-lh-BA37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048,-0.042,0.08,-0.044,-0.066,-0.01,-0.008,0.027,-0.035,0.064,-0.003,0.051,-0.018,-0.025,-0.051,0.086,0.007,0.025,-0.021,-0.096,-0.049,0.151,-0.002,-0.079,-0.048,0.025,-0.083,-0.031,-0.056,0.07,-0.061,-0.085,-0.036,-0.053,0.06,0.076,0.08,-0.026,-0.145,-0.059,-0.005,0.031,-0.099,-0.151,-0.032,0.062,0.065,0.012
ctx-lh-BA38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.123,-0.161,-0.152,-0.087,-0.099,-0.169,-0.101,-0.058,-0.027,0.041,0.033,-0.03,-0.044,0.008,-0.021,-0.107,-0.133,-0.02,-0.121,-0.099,0.064,-0.02,-0.027,-0.033,-0.042,-0.195,-0.05,-0.095,0.011,-0.054,-0.066,0.076,-0.1,-0.063,-0.001,0.046,0.098,-0.026,-0.028,-0.043,-0.1,-0.147,-0.115,-0.184,-0.12,-0.079,-0.024
ctx-lh-BA39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002,-0.005,-0.032,0.039,0.036,0.078,0.05,0.091,0.032,0.047,0.042,-0.048,0.062,0.018,-0.075,0.041,-0.034,-0.084,-0.026,0.089,0.132,0.169,-0.063,-0.018,0.006,0.145,0.004,0.054,0.1,0.053,0.101,-0.011,-0.01,0.044,0.109,-0.01,0.023,-0.067,-0.028,-0.075,-0.03,-0.008,-0.07,0.037,0.009,0.094
ctx-lh-BA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.024,-0.091,-0.115,-0.02,-0.171,0.242,0.144,0.194,0.13,-0.035,0.1,-0.139,-0.084,-0.119,-0.152,-0.027,-0.063,0.182,0.261,0.279,-0.141,-0.042,0.131,0.071,-0.015,-0.065,0.072,0.091,0.18,0.01,-0.092,-0.034,0.084,0.054,0.131,-0.127,0.038,-0.093,-0.025,0.073,-0.111,0.031,-0.049,-0.115
ctx-lh-BA41_42_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.165,-0.055,-0.092,-0.015,-0.104,-0.03,-0.03,-0.098,-0.095,-0.087,-0.018,0.013,-0.008,-0.051,-0.137,-0.039,-0.199,0.071,0.032,0.048,-0.158,-0.081,-0.163,-0.055,-0.098,0.002,-0.14,0.013,0.04,-0.069,-0.106,0.005,0.07,0.0,-0.032,-0.091,0.001,0.008,-0.198,-0.179,-0.021,-0.043,0.051,-0.009
ctx-lh-BA43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,-0.023,-0.006,-0.102,-0.14,-0.062,-0.159,-0.159,-0.083,0.049,-0.001,-0.022,-0.092,-0.157,-0.119,-0.227,0.113,0.015,-0.018,-0.141,-0.072,-0.039,-0.06,-0.09,-0.086,-0.124,-0.015,0.072,-0.025,-0.146,-0.029,0.058,-0.023,-0.055,-0.047,0.016,0.027,-0.184,-0.219,0.036,-0.028,0.003,-0.099
ctx-lh-BA44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.123,-0.102,-0.188,0.151,0.19,0.099,0.055,-0.114,-0.019,-0.042,-0.033,-0.099,-0.147,-0.173,-0.13,0.178,0.124,0.125,-0.172,-0.05,0.012,0.099,-0.014,-0.05,0.078,0.036,0.021,0.024,-0.098,-0.032,-0.037,-0.036,0.0,-0.084,0.03,-0.142,-0.047,0.101,-0.191,-0.173,-0.16,-0.222
ctx-lh-BA45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.131,-0.109,0.13,0.15,0.071,0.019,-0.12,0.012,-0.06,-0.052,-0.067,-0.108,-0.132,-0.119,0.154,0.186,0.169,-0.18,-0.041,0.002,0.119,0.002,0.09,0.11,0.042,0.083,0.019,-0.01,-0.015,-0.029,-0.031,0.03,-0.116,0.036,-0.094,-0.045,0.077,-0.128,-0.161,-0.121,-0.133
ctx-lh-BA46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.078,0.159,0.108,0.13,0.029,-0.035,0.018,-0.036,0.034,0.019,0.036,-0.028,-0.066,0.127,0.156,0.16,-0.023,-0.011,0.018,0.168,0.098,0.086,0.145,0.05,0.18,0.101,0.072,0.0,0.022,0.045,0.068,-0.117,0.074,-0.083,-0.04,0.082,-0.18,-0.072,-0.127,-0.055
ctx-lh-BA47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,0.072,0.058,-0.036,-0.143,-0.029,-0.032,-0.087,-0.093,-0.073,-0.141,-0.136,0.118,0.112,0.12,-0.086,0.015,-0.047,0.077,-0.093,0.093,0.049,-0.072,0.027,-0.061,-0.039,0.007,0.001,0.007,-0.014,-0.028,0.023,-0.232,-0.079,-0.124,-0.287,-0.147,-0.165,-0.087
ctx-rh-BA1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.169,-0.273,-0.103,0.088,0.139,0.107,0.116,0.175,-0.042,0.041,-0.015,0.227,0.098,0.102,-0.046,0.029,0.044,-0.027,0.105,-0.032,-0.069,-0.014,0.051,0.088,0.07,0.037,0.084,0.006,0.071,-0.037,0.128,0.243,-0.06,-0.098,0.229,0.203,0.162,0.083
ctx-rh-BA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011,-0.015,0.104,0.024,0.087,0.073,0.072,-0.098,0.088,-0.026,0.177,0.058,-0.005,0.021,-0.0,0.061,-0.057,0.187,-0.03,-0.098,0.009,0.029,0.033,0.107,0.142,0.067,0.054,-0.031,-0.04,0.067,0.145,-0.127,-0.065,0.244,0.195,0.151,0.042
ctx-rh-BA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.108,0.068,0.092,0.072,0.096,0.137,-0.034,0.016,-0.132,0.23,0.075,0.026,-0.019,-0.037,-0.014,-0.05,0.083,-0.008,-0.113,-0.065,0.001,0.042,0.077,0.081,0.076,0.009,0.033,-0.039,0.109,0.188,-0.19,-0.15,0.253,0.128,0.142,0.038
