,ctx-lh-BA1_3,ctx-lh-BA2,ctx-lh-BA4,ctx-lh-BA5,ctx-lh-BA6,ctx-lh-BA7,ctx-lh-BA8,ctx-lh-BA9,ctx-lh-BA10,ctx-lh-BA11,ctx-lh-BA13,ctx-lh-BA16,ctx-lh-BA17,ctx-lh-BA18,ctx-lh-BA19,ctx-lh-BA20,ctx-lh-BA21,ctx-lh-BA22,ctx-lh-BA23,ctx-lh-BA24,ctx-lh-BA25,ctx-lh-BA26_29_30,ctx-lh-BA27,ctx-lh-BA28,ctx-lh-BA31,ctx-lh-BA32,ctx-lh-BA33,ctx-lh-BA34,ctx-lh-BA35_36,ctx-lh-BA37,ctx-lh-BA38,ctx-lh-BA39,ctx-lh-BA40,ctx-lh-BA41_42_52,ctx-lh-BA43,ctx-lh-BA44,ctx-lh-BA45,ctx-lh-BA46,ctx-lh-BA47,ctx-rh-BA1_3,ctx-rh-BA2,ctx-rh-BA4,ctx-rh-BA5,ctx-rh-BA6,ctx-rh-BA7,ctx-rh-BA8,ctx-rh-BA9,ctx-rh-BA10,ctx-rh-BA11,ctx-rh-BA13,ctx-rh-BA16,ctx-rh-BA17,ctx-rh-BA18,ctx-rh-BA19,ctx-rh-BA20,ctx-rh-BA21,ctx-rh-BA22,ctx-rh-BA23,ctx-rh-BA24,ctx-rh-BA25,ctx-rh-BA26_29_30,ctx-rh-BA27,ctx-rh-BA28,ctx-rh-BA31,ctx-rh-BA32,ctx-rh-BA33,ctx-rh-BA34,ctx-rh-BA35_36,ctx-rh-BA37,ctx-rh-BA38,ctx-rh-BA39,ctx-rh-BA40,ctx-rh-BA41_42_52,ctx-rh-BA43,ctx-rh-BA44,ctx-rh-BA45,ctx-rh-BA46,ctx-rh-BA47
ctx-lh-BA1_3,,-0.222,-0.226,-0.206,0.073,0.084,0.087,0.074,0.113,-0.049,0.13,0.075,0.208,0.068,0.095,-0.031,-0.022,-0.026,-0.101,0.151,0.003,-0.07,-0.067,0.042,0.068,0.058,0.015,0.173,0.056,0.05,0.004,-0.001,0.2,-0.004,-0.108,0.148,0.079,0.114,0.057,-0.189,-0.156,-0.216,-0.136,0.117,0.098,0.147,0.141,0.12,-0.089,0.057,-0.015,0.209,0.102,0.07,-0.055,-0.034,0.021,-0.058,0.132,0.018,-0.093,-0.047,0.004,0.068,0.12,0.062,0.033,-0.015,0.03,-0.053,0.062,0.222,-0.108,-0.11,0.273,0.199,0.153,0.035
ctx-lh-BA2,,,-0.043,-0.097,-0.03,0.009,0.008,-0.026,-0.015,-0.043,0.161,0.051,0.162,0.04,0.055,-0.076,-0.107,-0.051,-0.135,0.077,-0.071,-0.116,-0.089,-0.035,-0.037,-0.011,0.064,0.178,0.018,-0.013,-0.066,-0.022,0.108,-0.046,-0.075,0.118,0.062,0.073,-0.012,-0.15,-0.149,-0.028,-0.06,0.018,-0.023,0.037,0.028,0.036,-0.132,0.065,-0.045,0.198,0.062,0.005,-0.109,-0.061,0.044,-0.073,0.143,-0.05,-0.103,-0.054,-0.026,0.034,0.066,0.071,0.106,-0.01,-0.04,-0.11,0.015,0.118,-0.136,-0.059,0.191,0.174,0.118,0.003
ctx-lh-BA4,,,,-0.067,-0.006,0.147,0.022,0.055,0.12,-0.03,0.138,0.058,0.195,0.098,0.128,-0.013,-0.024,-0.022,-0.068,0.112,-0.073,-0.074,-0.087,-0.017,0.093,0.041,0.08,0.074,0.114,0.096,0.0,0.061,0.196,-0.074,-0.121,0.123,0.074,0.1,0.048,-0.229,0.017,-0.153,0.007,0.103,0.161,0.086,0.078,0.15,-0.035,0.029,-0.051,0.2,0.093,0.067,-0.046,-0.016,0.013,-0.009,0.149,-0.038,-0.079,-0.08,0.012,0.116,0.154,0.121,0.073,0.022,0.078,0.001,0.122,0.233,-0.155,-0.093,0.269,0.165,0.137,0.051
ctx-lh-BA5,,,,,-0.002,0.121,0.052,0.094,0.109,0.008,0.114,-0.001,0.178,0.077,0.066,-0.022,-0.036,-0.046,-0.075,0.047,-0.009,-0.055,-0.111,0.015,-0.025,-0.014,0.035,0.132,0.06,0.024,-0.029,0.057,0.162,-0.101,-0.177,0.107,0.088,0.145,0.034,-0.127,-0.064,-0.148,-0.156,0.059,0.069,0.069,0.103,0.12,-0.095,0.033,-0.086,0.179,0.06,0.02,-0.006,0.016,-0.024,-0.009,0.029,0.044,-0.077,-0.038,0.023,0.063,0.082,0.094,0.054,-0.014,0.002,0.038,0.131,0.168,-0.167,-0.169,0.209,0.141,0.146,0.037
ctx-lh-BA6,,,,,,-0.059,-0.029,-0.022,0.076,-0.045,-0.093,-0.063,0.094,0.039,0.067,-0.002,-0.002,-0.008,-0.007,0.059,-0.084,0.006,0.009,0.009,0.005,-0.055,0.034,0.08,-0.003,-0.024,-0.054,0.02,-0.072,-0.096,-0.111,-0.043,-0.079,-0.024,-0.042,0.039,0.095,0.003,-0.039,-0.139,-0.024,-0.048,-0.033,0.034,-0.004,-0.125,-0.179,0.124,0.063,0.08,-0.047,-0.056,-0.047,0.031,0.01,-0.079,-0.01,-0.062,0.004,0.008,-0.01,0.004,0.04,0.044,-0.012,-0.085,0.056,-0.073,-0.129,-0.031,-0.069,-0.04,-0.114,-0.097
ctx-lh-BA7,,,,,,,0.002,0.025,-0.002,0.027,0.039,0.102,0.093,0.055,0.064,-0.076,0.016,0.091,0.022,0.088,0.02,0.029,-0.034,-0.017,0.096,0.031,0.06,0.072,0.003,-0.008,0.018,0.027,0.081,0.032,0.011,-0.029,0.026,0.033,-0.037,0.168,0.034,0.132,0.131,0.045,0.028,-0.01,0.017,0.038,0.011,0.039,0.013,0.128,0.051,0.069,-0.042,0.081,0.127,0.09,0.087,-0.048,0.011,-0.076,0.008,0.113,0.076,0.045,0.135,0.004,0.029,-0.026,0.085,0.123,-0.047,-0.004,0.05,0.138,0.026,0.009
ctx-lh-BA8,,,,,,,,-0.026,0.038,0.026,-0.118,-0.058,0.025,0.119,0.114,-0.019,-0.016,0.051,0.175,0.028,0.019,0.117,0.081,0.128,0.077,0.017,0.087,0.045,0.026,0.003,-0.063,0.073,-0.053,-0.04,-0.05,-0.023,-0.041,-0.002,-0.005,0.072,0.149,0.086,-0.006,-0.056,0.025,-0.005,-0.006,0.022,-0.04,-0.115,-0.081,0.057,0.13,0.175,-0.01,-0.018,0.036,0.189,-0.012,0.086,0.186,0.0,0.143,0.041,-0.016,0.007,0.016,0.017,0.054,-0.053,0.103,-0.097,-0.033,0.038,-0.122,-0.052,-0.128,-0.036
ctx-lh-BA9,,,,,,,,,0.06,-0.045,-0.15,-0.097,0.067,0.14,0.146,0.014,-0.04,0.015,0.068,-0.024,-0.016,0.097,0.046,0.077,0.06,-0.019,0.026,0.111,-0.039,-0.014,-0.093,0.013,-0.135,-0.041,-0.081,-0.042,-0.066,0.037,-0.059,0.085,0.104,0.082,0.029,-0.087,0.055,0.0,-0.033,-0.01,-0.051,-0.119,-0.099,0.098,0.143,0.197,-0.026,-0.019,0.054,0.069,-0.042,0.05,0.128,-0.004,0.105,-0.013,-0.004,-0.026,-0.009,-0.041,0.022,-0.127,0.043,-0.112,-0.055,-0.01,-0.086,-0.015,-0.051,-0.058
ctx-lh-BA10,,,,,,,,,,-0.052,-0.058,-0.08,0.039,0.113,0.092,-0.063,-0.048,0.02,0.111,-0.006,0.048,0.046,0.016,-0.019,0.029,0.085,0.121,0.039,-0.033,-0.04,-0.176,0.042,-0.011,-0.043,-0.103,0.03,0.014,0.043,-0.039,0.147,0.08,0.148,0.031,-0.004,-0.029,0.032,0.098,-0.061,-0.097,-0.081,-0.139,0.054,0.078,0.113,-0.083,-0.04,0.007,0.096,-0.016,0.031,0.052,-0.078,0.032,0.02,0.024,-0.041,0.001,-0.096,-0.054,-0.18,0.03,-0.11,-0.036,-0.033,-0.054,-0.021,-0.063,-0.053
ctx-lh-BA11,,,,,,,,,,,-0.069,-0.116,-0.034,0.013,0.054,-0.012,-0.008,-0.03,-0.022,-0.13,0.047,-0.051,-0.056,0.008,-0.05,-0.072,-0.008,0.064,0.103,0.035,0.043,-0.059,-0.075,-0.05,-0.116,-0.065,-0.051,0.032,0.015,-0.003,-0.011,-0.018,-0.074,-0.07,0.045,0.089,-0.023,0.017,-0.023,-0.069,-0.037,-0.027,0.028,0.079,0.04,0.084,-0.027,-0.009,-0.049,0.137,-0.034,-0.072,0.092,-0.013,-0.036,-0.008,0.08,0.094,0.029,0.089,-0.01,-0.09,-0.01,-0.149,-0.161,-0.008,-0.039,0.092
