,ctx-lh-BA1_3,ctx-lh-BA2,ctx-lh-BA4,ctx-lh-BA5,ctx-lh-BA6,ctx-lh-BA7,ctx-lh-BA8,ctx-lh-BA9,ctx-lh-BA10,ctx-lh-BA11,ctx-lh-BA13,ctx-lh-BA16,ctx-lh-BA17,ctx-lh-BA18,ctx-lh-BA19,ctx-lh-BA20,ctx-lh-BA21,ctx-lh-BA22,ctx-lh-BA23,ctx-lh-BA24,ctx-lh-BA25,ctx-lh-BA26_29_30,ctx-lh-BA27,ctx-lh-BA28,ctx-lh-BA31,ctx-lh-BA32,ctx-lh-BA33,ctx-lh-BA34,ctx-lh-BA35_36,ctx-lh-BA37,ctx-lh-BA38,ctx-lh-BA39,ctx-lh-BA40,ctx-lh-BA41_42_52,ctx-lh-BA43,ctx-lh-BA44,ctx-lh-BA45,ctx-lh-BA46,ctx-lh-BA47,ctx-rh-BA1_3,ctx-rh-BA2,ctx-rh-BA4,ctx-rh-BA5,ctx-rh-BA6,ctx-rh-BA7,ctx-rh-BA8,ctx-rh-BA9,ctx-rh-BA10,ctx-rh-BA11,ctx-rh-BA13,ctx-rh-BA16,ctx-rh-BA17,ctx-rh-BA18,ctx-rh-BA19,ctx-rh-BA20,ctx-rh-BA21,ctx-rh-BA22,ctx-rh-BA23,ctx-rh-BA24,ctx-rh-BA25,ctx-rh-BA26_29_30,ctx-rh-BA27,ctx-rh-BA28,ctx-rh-BA31,ctx-rh-BA32,ctx-rh-BA33,ctx-rh-BA34,ctx-rh-BA35_36,ctx-rh-BA37,ctx-rh-BA38,ctx-rh-BA39,ctx-rh-BA40,ctx-rh-BA41_42_52,ctx-rh-BA43,ctx-rh-BA44,ctx-rh-BA45,ctx-rh-BA46,ctx-rh-BA47
ctx-lh-BA13,,,,,,,,,,,,0.056,-0.016,0.106,0.112,0.023,-0.004,-0.023,-0.042,-0.074,-0.045,0.018,-0.096,-0.069,-0.053,-0.02,0.016,-0.018,-0.018,0.036,0.057,0.014,-0.035,-0.122,-0.025,0.037,0.032,-0.047,0.066,0.021,0.107,-0.014,0.048,-0.016,0.069,0.045,0.105,0.063,0.035,0.077,-0.066,0.003,0.062,0.104,0.072,-0.016,0.008,-0.033,-0.016,0.036,-0.008,-0.129,-0.053,-0.006,0.014,-0.009,-0.126,0.103,0.104,0.019,0.073,0.025,-0.052,-0.01,0.033,0.015,0.051,0.083
ctx-lh-BA16,,,,,,,,,,,,,0.01,0.097,0.102,0.012,0.021,0.018,-0.018,-0.026,0.019,0.026,-0.097,-0.038,-0.055,-0.007,-0.097,-0.02,0.018,0.032,0.026,0.062,0.02,-0.033,-0.023,0.021,0.048,0.036,0.147,-0.037,-0.001,0.013,-0.015,0.013,0.011,0.059,0.078,0.061,0.089,0.011,-0.014,0.062,0.062,0.081,0.11,0.027,0.042,-0.019,0.024,0.095,-0.024,-0.128,0.043,-0.019,0.035,-0.034,-0.079,0.112,0.1,0.028,0.082,-0.069,-0.076,-0.048,0.072,0.049,0.064,0.111
ctx-lh-BA17,,,,,,,,,,,,,,-0.002,0.04,-0.022,0.016,0.084,0.06,-0.022,-0.002,0.054,-0.045,-0.058,-0.019,-0.001,0.071,0.048,-0.069,-0.08,0.065,0.009,0.019,0.022,-0.026,-0.048,-0.055,-0.05,0.018,-0.01,-0.002,-0.005,0.074,-0.064,0.02,-0.001,0.02,0.051,0.141,0.011,-0.016,-0.051,0.045,0.09,0.127,0.04,0.004,0.057,0.047,0.032,-0.037,0.015,0.012,0.013,0.062,0.041,-0.105,0.029,0.027,0.132,0.067,0.046,0.026,0.012,-0.031,-0.133,-0.017,0.016
ctx-lh-BA18,,,,,,,,,,,,,,,-0.047,-0.026,0.044,0.11,0.025,0.041,-0.011,0.023,-0.044,-0.083,-0.027,0.032,0.066,0.063,-0.042,-0.059,0.034,0.012,0.11,0.134,0.073,0.053,0.007,0.004,0.08,0.042,0.027,0.019,0.111,0.023,-0.02,0.049,0.068,0.052,0.074,0.062,0.073,-0.054,-0.024,0.05,0.06,0.016,0.061,0.03,0.092,0.036,-0.05,-0.025,0.006,0.014,0.099,0.053,0.035,0.051,-0.014,0.097,0.072,0.157,0.122,0.118,0.072,-0.047,0.038,0.053
ctx-lh-BA19,,,,,,,,,,,,,,,,-0.03,0.007,0.043,0.013,0.018,0.032,0.036,-0.013,-0.098,-0.009,0.042,0.044,0.027,-0.096,-0.088,-0.008,0.046,0.113,0.151,0.057,0.057,0.045,0.087,0.139,0.068,-0.004,0.018,0.084,-0.014,-0.05,0.036,0.068,0.077,0.099,0.093,0.102,-0.008,-0.11,-0.076,0.062,-0.011,0.068,0.032,0.091,0.081,-0.032,-0.039,0.026,0.051,0.107,0.079,0.012,0.013,-0.034,0.047,0.092,0.12,0.135,0.104,0.067,0.006,0.099,0.126
ctx-lh-BA20,,,,,,,,,,,,,,,,,-0.04,-0.056,-0.04,-0.06,-0.154,-0.008,-0.022,0.054,-0.024,-0.013,-0.031,0.068,0.021,-0.043,0.012,-0.035,-0.075,-0.032,-0.027,-0.021,-0.058,-0.068,-0.055,-0.009,-0.056,0.002,0.027,-0.065,-0.034,-0.067,-0.065,-0.048,-0.067,-0.004,0.017,0.002,0.015,0.003,-0.057,-0.06,-0.074,-0.007,-0.052,-0.094,0.006,-0.063,0.009,-0.015,-0.031,-0.125,0.066,0.02,-0.033,-0.053,-0.025,-0.064,-0.074,-0.033,-0.073,-0.098,-0.094,-0.071
ctx-lh-BA21,,,,,,,,,,,,,,,,,,0.049,-0.034,-0.086,-0.09,-0.107,0.076,0.051,-0.013,-0.014,-0.04,0.067,0.001,0.035,0.035,-0.015,0.017,-0.028,0.009,-0.064,-0.04,0.03,-0.004,-0.051,-0.016,0.015,0.049,-0.012,0.013,-0.046,-0.049,0.043,0.029,-0.002,0.019,0.057,0.074,0.04,-0.01,-0.024,-0.041,-0.018,-0.04,-0.031,0.009,-0.081,0.036,0.025,-0.02,-0.068,-0.04,0.093,-0.042,-0.034,0.014,0.023,-0.013,0.008,-0.062,-0.058,0.002,-0.045
ctx-lh-BA22,,,,,,,,,,,,,,,,,,,0.01,-0.071,-0.044,0.002,-0.037,0.033,0.025,-0.037,-0.045,0.052,0.033,0.085,-0.031,0.076,0.061,-0.028,-0.013,-0.014,-0.014,0.104,0.037,-0.057,-0.029,-0.011,0.066,-0.062,0.071,0.027,0.01,0.095,0.055,-0.038,-0.057,0.1,0.134,0.048,0.008,-0.005,-0.051,0.03,-0.023,0.047,0.038,-0.128,0.036,0.1,0.008,-0.04,-0.05,0.13,0.018,-0.068,0.114,0.041,-0.058,-0.026,-0.039,-0.009,0.122,0.052
ctx-lh-BA23,,,,,,,,,,,,,,,,,,,,-0.03,-0.027,-0.142,-0.03,-0.04,-0.096,0.036,0.07,0.015,-0.066,0.015,0.013,-0.094,-0.052,-0.041,-0.097,-0.041,-0.02,0.054,-0.059,-0.135,-0.116,-0.084,-0.014,-0.064,-0.075,-0.259,-0.188,-0.152,0.0,-0.044,-0.023,0.053,0.034,-0.01,-0.061,-0.105,-0.028,-0.172,-0.041,0.018,-0.114,-0.094,-0.051,-0.127,-0.036,-0.0,-0.007,-0.003,-0.06,0.058,-0.154,-0.019,-0.059,-0.001,-0.049,-0.102,-0.043,-0.103
ctx-lh-BA24,,,,,,,,,,,,,,,,,,,,,-0.03,-0.031,-0.129,-0.097,-0.05,-0.033,0.043,-0.072,-0.033,-0.009,-0.026,-0.022,-0.086,-0.061,-0.136,-0.038,-0.015,-0.008,-0.016,-0.14,-0.118,-0.103,-0.057,-0.066,-0.047,-0.087,-0.041,-0.033,0.023,-0.048,-0.081,0.006,0.007,-0.021,-0.018,-0.108,-0.055,-0.046,0.002,-0.005,-0.072,-0.157,-0.029,-0.062,0.013,0.063,-0.005,-0.002,-0.018,-0.028,-0.009,-0.1,-0.133,-0.124,-0.038,-0.005,0.003,-0.055
ctx-lh-BA25,,,,,,,,,,,,,,,,,,,,,,-0.071,-0.041,-0.025,-0.074,-0.051,0.066,0.02,-0.05,-0.043,-0.111,-0.065,-0.133,-0.04,-0.02,-0.172,-0.159,-0.043,-0.142,-0.045,-0.108,-0.052,-0.022,-0.08,-0.039,-0.187,-0.162,-0.169,-0.099,-0.056,-0.073,0.042,0.008,0.063,-0.067,-0.131,-0.063,-0.085,-0.03,-0.073,-0.048,-0.004,0.046,-0.086,-0.069,-0.058,-0.049,-0.066,-0.017,-0.098,-0.096,-0.111,-0.07,-0.04,-0.168,-0.168,-0.047,-0.183
ctx-lh-BA26_29_30,,,,,,,,,,,,,,,,,,,,,,,-0.059,-0.046,-0.009,-0.009,0.067,0.081,-0.043,0.065,-0.033,-0.126,0.023,0.005,-0.067,0.014,-0.006,0.105,-0.055,-0.181,-0.139,-0.132,-0.01,-0.028,-0.017,-0.239,-0.167,-0.136,-0.097,0.041,0.029,0.055,0.018,0.028,-0.043,-0.116,-0.006,-0.128,0.058,-0.04,-0.151,-0.086,-0.023,-0.031,0.035,-0.001,-0.001,0.009,0.004,-0.008,-0.166,0.07,-0.042,0.003,0.025,-0.042,0.037,-0.101
ctx-lh-BA27,,,,,,,,,,,,,,,,,,,,,,,,-0.111,-0.029,-0.033,0.056,0.01,-0.099,-0.062,-0.062,0.081,-0.041,-0.187,-0.147,-0.09,-0.025,0.041,0.002,-0.122,-0.135,-0.098,0.04,-0.091,-0.092,0.003,-0.003,0.03,0.102,-0.198,-0.112,-0.012,-0.022,-0.061,0.016,0.036,-0.055,-0.019,-0.06,0.07,-0.046,-0.172,-0.127,-0.019,-0.051,-0.019,0.018,-0.001,-0.059,0.024,0.04,-0.075,-0.138,-0.133,-0.153,-0.126,-0.032,-0.048
ctx-lh-BA28,,,,,,,,,,,,,,,,,,,,,,,,,-0.099,0.014,0.043,-0.03,0.014,-0.05,-0.046,0.04,-0.003,0.001,-0.052,-0.078,-0.059,0.018,-0.006,-0.024,-0.099,-0.053,0.027,-0.112,-0.125,-0.05,-0.08,-0.016,0.029,-0.125,-0.033,-0.054,-0.059,-0.123,-0.067,-0.041,0.005,-0.037,-0.063,0.093,-0.034,-0.121,-0.035,-0.051,0.042,0.036,-0.036,-0.028,-0.082,-0.068,0.024,-0.084,0.01,0.009,-0.137,-0.146,-0.08,-0.094
ctx-lh-BA31,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.072,0.095,-0.078,-0.014,0.049,-0.011,-0.065,-0.035,-0.083,-0.041,0.019,0.043,-0.016,-0.086,-0.086,-0.077,-0.064,-0.101,-0.101,-0.264,-0.189,-0.163,0.021,-0.045,-0.044,-0.012,-0.022,-0.029,-0.089,-0.086,-0.04,-0.055,-0.073,0.027,-0.073,-0.194,-0.079,-0.119,-0.046,-0.001,-0.05,-0.007,-0.07,0.034,-0.127,-0.05,-0.089,-0.015,-0.06,-0.054,-0.048,-0.069
ctx-lh-BA32,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,-0.034,0.016,-0.021,-0.009,0.009,-0.069,-0.055,-0.105,-0.014,0.046,0.08,0.022,-0.147,-0.095,-0.138,-0.05,-0.056,-0.053,-0.091,0.016,0.011,0.044,-0.036,-0.09,-0.017,-0.004,0.013,-0.041,-0.099,-0.02,-0.012,0.007,-0.056,-0.045,-0.069,0.01,-0.045,-0.02,0.031,0.006,0.047,-0.04,0.031,-0.014,-0.055,-0.134,-0.079,-0.059,0.005,0.049,0.002
ctx-lh-BA33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.022,-0.01,0.064,-0.021,-0.067,-0.059,-0.125,0.006,0.04,0.022,-0.002,-0.145,-0.132,-0.11,-0.047,-0.017,0.018,-0.016,0.045,0.038,0.017,0.007,-0.041,0.051,0.049,0.078,0.013,-0.048,0.005,0.011,0.055,-0.017,0.011,0.085,0.005,0.017,0.033,0.067,-0.013,-0.05,0.004,0.006,-0.021,-0.061,-0.084,-0.051,-0.021,0.03,0.026,-0.036
ctx-lh-BA34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.102,0.019,-0.004,0.079,-0.011,-0.043,-0.084,-0.037,0.002,-0.019,-0.004,-0.075,-0.142,-0.07,-0.044,-0.044,-0.033,-0.047,-0.031,-0.031,0.103,-0.044,-0.075,0.073,0.079,0.043,-0.003,0.02,-0.013,0.011,-0.13,0.051,0.038,-0.088,-0.065,0.057,-0.048,-0.034,0.026,-0.014,0.025,-0.023,0.052,-0.061,-0.04,-0.032,0.017,0.002,-0.04,-0.007
ctx-lh-BA35_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.054,0.006,-0.022,-0.03,0.047,-0.012,-0.067,-0.014,0.065,0.063,0.009,-0.087,-0.031,0.01,-0.097,-0.126,-0.074,-0.05,-0.024,0.05,-0.018,0.015,-0.029,-0.061,-0.097,-0.012,-0.039,-0.022,-0.043,-0.018,0.012,-0.022,-0.126,-0.056,-0.065,0.003,-0.043,-0.038,0.033,-0.075,-0.031,-0.037,-0.093,-0.036,0.008,-0.096,-0.12,0.024,-0.011
ctx-lh-BA37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017,0.131,0.126,0.056,0.005,0.008,0.072,0.136,0.154,0.046,-0.077,-0.01,0.001,-0.137,-0.113,0.077,0.068,0.097,0.066,-0.02,-0.005,-0.065,-0.117,-0.079,0.018,0.032,-0.024,0.036,-0.013,0.053,0.031,-0.124,0.009,0.032,0.097,-0.005,-0.034,0.099,-0.12,-0.044,0.124,-0.044,0.016,0.017,-0.044,-0.006,0.137,0.097
ctx-lh-BA38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,-0.044,-0.082,-0.036,-0.04,-0.071,0.008,0.027,-0.041,-0.05,-0.005,0.03,-0.036,0.002,-0.066,-0.078,-0.015,-0.041,0.018,-0.049,0.097,0.053,0.022,-0.045,-0.092,-0.024,-0.002,-0.045,0.006,0.042,-0.113,0.042,0.051,-0.032,-0.063,-0.071,0.026,-0.042,-0.07,0.007,-0.006,-0.101,-0.057,-0.051,-0.106,-0.042,-0.085
ctx-lh-BA39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092,0.078,0.07,0.023,0.01,0.123,0.047,0.037,0.086,0.066,0.089,-0.002,0.065,-0.129,-0.102,0.002,0.136,0.045,0.064,0.016,0.05,0.048,-0.026,-0.053,-0.052,-0.074,-0.024,0.014,-0.049,-0.099,0.042,-0.008,0.035,0.005,-0.045,0.087,0.02,0.022,-0.11,0.05,0.052,0.084,0.004,-0.019,0.004,0.039
ctx-lh-BA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.015,0.034,-0.011,-0.104,0.003,0.032,0.041,0.017,0.074,-0.053,0.081,-0.005,0.039,0.045,0.104,0.005,0.004,0.039,0.095,0.112,0.031,0.084,0.004,0.029,-0.035,0.005,0.017,-0.143,0.026,-0.004,0.021,-0.068,-0.041,0.085,0.094,-0.026,0.127,-0.003,0.016,-0.028,-0.032,0.11,-0.006,0.043
ctx-lh-BA41_42_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.068,-0.105,-0.088,-0.044,0.022,-0.038,-0.011,-0.0,0.104,-0.069,0.038,-0.03,0.019,0.003,0.059,-0.053,-0.054,0.026,0.095,0.081,-0.057,-0.013,-0.044,0.007,-0.023,0.028,-0.006,-0.144,-0.001,0.013,-0.03,0.009,-0.077,0.09,0.067,-0.069,0.087,-0.048,-0.022,-0.009,-0.054,-0.031,0.02,-0.025
ctx-lh-BA43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.003,0.047,0.07,-0.126,-0.075,-0.04,0.001,-0.001,0.017,0.028,0.067,-0.017,0.019,-0.059,-0.133,-0.006,0.037,-0.011,-0.031,-0.023,-0.044,-0.032,-0.074,0.05,-0.044,-0.179,-0.02,-0.015,-0.05,-0.07,-0.051,0.024,0.016,-0.052,0.089,-0.076,-0.091,-0.102,0.013,0.015,0.059,0.024
ctx-lh-BA44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.073,-0.035,0.058,0.004,0.063,0.018,0.051,-0.069,0.02,0.104,0.177,0.166,0.067,0.021,-0.081,-0.013,0.041,0.072,-0.026,-0.001,0.021,0.004,0.003,-0.01,-0.02,-0.177,-0.112,0.045,0.077,0.031,-0.16,0.058,0.057,-0.072,0.094,0.041,-0.073,-0.046,-0.016,-0.002,0.118,0.086
ctx-lh-BA45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,0.02,-0.042,0.076,-0.012,0.055,-0.049,0.03,0.046,0.13,0.162,0.044,0.043,-0.06,-0.036,0.043,0.052,-0.07,-0.032,-0.003,0.031,0.012,-0.006,0.022,-0.159,-0.043,0.078,0.121,0.06,-0.066,0.082,0.031,-0.087,0.049,0.074,-0.074,-0.011,-0.026,-0.021,0.112,0.124
ctx-lh-BA46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.041,0.089,0.048,0.023,-0.107,0.013,0.011,0.136,0.103,0.172,-0.01,-0.054,-0.035,0.066,0.114,0.019,0.045,-0.004,0.081,-0.009,0.11,0.092,-0.072,0.066,0.035,0.108,0.034,-0.057,0.114,0.085,0.001,0.055,-0.117,-0.022,-0.01,-0.087,0.049,0.025,0.133
ctx-lh-BA47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.019,0.043,0.034,0.04,0.07,-0.023,0.042,0.047,0.052,0.118,0.063,0.061,0.105,0.148,0.002,0.011,0.013,-0.045,0.026,-0.024,-0.08,-0.063,0.098,-0.007,0.085,0.004,-0.063,0.172,0.136,0.006,0.068,0.016,-0.01,0.058,0.005,0.047,0.116,0.123
ctx-rh-BA1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,-0.026,0.027,0.039,0.106,0.018,0.002,-0.021,-0.042,0.041,-0.034,0.002,0.006,0.014,0.01,-0.044,-0.018,-0.062,0.001,-0.061,-0.09,-0.108,0.065,0.007,-0.118,-0.037,0.002,0.116,0.101,0.003,0.106,0.057,-0.067,-0.078,0.076,0.034,0.11,-0.004
ctx-rh-BA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011,0.014,-0.076,-0.006,0.043,0.056,0.018,-0.09,0.021,-0.03,0.02,0.006,-0.041,-0.031,-0.05,-0.024,-0.008,0.046,-0.085,-0.095,-0.112,0.055,-0.003,-0.083,-0.012,-0.102,0.053,0.008,-0.046,0.096,-0.009,-0.034,-0.082,0.082,0.12,0.143,0.018
ctx-rh-BA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,0.052,0.058,0.003,0.012,-0.005,0.01,0.01,-0.056,0.023,0.026,-0.004,-0.022,-0.022,-0.003,-0.02,0.001,0.015,-0.054,-0.146,0.019,0.024,-0.069,0.022,-0.081,0.087,0.042,0.019,0.113,-0.006,-0.057,-0.055,0.051,0.004,0.081,0.012
