,ctx-lh-BA1_3,ctx-lh-BA2,ctx-lh-BA4,ctx-lh-BA5,ctx-lh-BA6,ctx-lh-BA7,ctx-lh-BA8,ctx-lh-BA9,ctx-lh-BA10,ctx-lh-BA11,ctx-lh-BA13,ctx-lh-BA16,ctx-lh-BA17,ctx-lh-BA18,ctx-lh-BA19,ctx-lh-BA20,ctx-lh-BA21,ctx-lh-BA22,ctx-lh-BA23,ctx-lh-BA24,ctx-lh-BA25,ctx-lh-BA26_29_30,ctx-lh-BA27,ctx-lh-BA28,ctx-lh-BA31,ctx-lh-BA32,ctx-lh-BA33,ctx-lh-BA34,ctx-lh-BA35_36,ctx-lh-BA37,ctx-lh-BA38,ctx-lh-BA39,ctx-lh-BA40,ctx-lh-BA41_42_52,ctx-lh-BA43,ctx-lh-BA44,ctx-lh-BA45,ctx-lh-BA46,ctx-lh-BA47,ctx-rh-BA1_3,ctx-rh-BA2,ctx-rh-BA4,ctx-rh-BA5,ctx-rh-BA6,ctx-rh-BA7,ctx-rh-BA8,ctx-rh-BA9,ctx-rh-BA10,ctx-rh-BA11,ctx-rh-BA13,ctx-rh-BA16,ctx-rh-BA17,ctx-rh-BA18,ctx-rh-BA19,ctx-rh-BA20,ctx-rh-BA21,ctx-rh-BA22,ctx-rh-BA23,ctx-rh-BA24,ctx-rh-BA25,ctx-rh-BA26_29_30,ctx-rh-BA27,ctx-rh-BA28,ctx-rh-BA31,ctx-rh-BA32,ctx-rh-BA33,ctx-rh-BA34,ctx-rh-BA35_36,ctx-rh-BA37,ctx-rh-BA38,ctx-rh-BA39,ctx-rh-BA40,ctx-rh-BA41_42_52,ctx-rh-BA43,ctx-rh-BA44,ctx-rh-BA45,ctx-rh-BA46,ctx-rh-BA47
ctx-lh-BA13,,,,,,,,,,,,-0.14,0.264,0.371,0.313,-0.239,-0.131,-0.107,0.025,0.08,-0.01,0.009,-0.172,-0.001,-0.071,0.091,0.006,-0.229,0.096,0.114,-0.249,-0.065,0.119,-0.311,0.067,-0.025,0.019,0.038,-0.118,0.095,0.205,0.307,0.221,0.101,0.157,-0.13,0.063,-0.017,-0.26,0.123,-0.272,0.153,0.27,0.411,-0.29,-0.206,-0.336,-0.051,-0.208,-0.047,0.017,0.064,-0.201,-0.188,-0.163,-0.088,0.011,-0.251,0.075,-0.227,-0.098,-0.113,-0.306,0.136,-0.028,-0.14,-0.032,-0.324
ctx-lh-BA16,,,,,,,,,,,,,-0.036,-0.073,-0.046,-0.22,-0.223,-0.192,-0.107,-0.215,-0.096,-0.067,-0.265,-0.143,-0.21,-0.149,0.009,-0.218,-0.054,0.002,-0.35,-0.201,-0.02,-0.157,0.048,0.044,-0.228,-0.093,-0.296,0.001,0.185,0.225,0.202,0.235,0.268,-0.056,0.073,0.001,-0.333,-0.085,-0.081,-0.017,-0.015,0.003,-0.313,-0.212,-0.228,-0.021,-0.066,0.121,0.017,-0.142,-0.03,-0.112,-0.14,-0.093,0.15,-0.18,0.081,-0.371,-0.023,0.075,-0.161,-0.156,0.154,-0.027,0.01,-0.178
ctx-lh-BA17,,,,,,,,,,,,,,0.299,0.105,0.043,-0.103,-0.226,-0.274,-0.143,-0.03,-0.127,-0.084,0.046,-0.316,-0.109,0.097,-0.146,0.23,0.095,0.083,-0.137,-0.135,0.002,0.017,0.269,0.173,0.134,-0.149,-0.194,-0.222,-0.183,-0.262,0.141,-0.07,-0.062,-0.213,-0.004,-0.059,-0.165,-0.129,0.107,-0.03,-0.024,0.149,-0.143,-0.243,-0.322,-0.1,0.057,-0.33,0.043,0.181,-0.313,-0.068,-0.041,0.102,0.232,-0.019,-0.067,-0.175,-0.013,0.029,0.06,0.199,0.186,0.387,0.022
ctx-lh-BA18,,,,,,,,,,,,,,,0.239,-0.196,-0.214,-0.074,-0.271,-0.148,-0.022,-0.298,0.058,0.198,-0.252,-0.119,-0.036,-0.264,0.088,-0.062,-0.101,-0.05,0.069,0.169,-0.111,0.449,0.232,0.284,-0.078,-0.008,-0.258,-0.291,-0.355,0.27,0.102,-0.035,-0.102,0.035,-0.117,-0.118,-0.09,0.07,-0.042,-0.008,-0.122,-0.324,-0.158,-0.178,-0.077,0.079,-0.366,-0.021,0.122,-0.225,-0.032,0.262,0.09,0.176,0.069,-0.276,-0.131,0.175,0.054,-0.103,0.225,0.298,0.324,-0.086
ctx-lh-BA19,,,,,,,,,,,,,,,,-0.061,0.022,-0.011,-0.071,0.02,0.152,-0.068,-0.232,-0.033,-0.057,0.181,0.007,0.075,-0.1,-0.04,-0.012,0.092,0.112,0.068,-0.122,0.198,0.049,0.021,-0.066,-0.34,-0.162,-0.408,-0.414,0.024,-0.059,-0.01,-0.062,-0.097,0.034,-0.236,-0.143,0.094,0.082,-0.029,0.078,-0.198,-0.143,0.01,-0.032,0.195,-0.148,0.066,0.017,-0.044,0.104,0.225,0.028,0.172,-0.047,-0.253,-0.151,0.032,-0.087,-0.197,0.112,0.093,0.149,-0.162
ctx-lh-BA20,,,,,,,,,,,,,,,,,0.132,0.231,-0.158,-0.058,0.284,-0.285,-0.233,-0.135,-0.109,-0.024,-0.105,-0.041,-0.059,0.039,0.123,-0.096,0.11,-0.023,0.081,-0.053,-0.066,-0.182,0.323,0.199,0.178,0.166,0.179,0.051,0.155,0.169,0.135,-0.186,0.057,-0.127,-0.1,-0.035,-0.034,-0.18,-0.168,0.032,-0.007,-0.163,-0.038,0.131,-0.039,-0.352,-0.13,0.07,0.039,0.166,-0.081,-0.156,0.027,-0.021,0.106,0.05,-0.196,-0.122,0.172,0.068,0.003,-0.088
ctx-lh-BA21,,,,,,,,,,,,,,,,,,0.208,0.142,-0.198,-0.108,0.099,0.003,-0.008,0.066,-0.161,0.114,-0.005,-0.107,-0.019,-0.062,0.194,-0.082,-0.017,-0.018,-0.029,0.081,-0.059,-0.108,-0.011,0.08,0.186,0.17,-0.091,-0.015,0.016,-0.103,-0.225,-0.218,-0.109,-0.187,-0.159,-0.002,0.058,-0.224,0.138,0.156,0.149,-0.189,-0.039,0.213,0.081,0.003,0.187,-0.283,-0.005,0.012,-0.025,-0.042,0.222,0.278,-0.017,-0.147,-0.128,-0.015,-0.165,-0.009,-0.047
ctx-lh-BA22,,,,,,,,,,,,,,,,,,,-0.091,-0.298,-0.245,0.02,-0.111,-0.02,-0.308,-0.316,-0.104,-0.2,-0.036,0.178,0.038,0.189,0.245,0.174,0.005,0.101,-0.042,0.016,-0.083,-0.406,-0.249,-0.237,-0.088,-0.291,-0.014,-0.169,-0.292,-0.333,-0.227,-0.207,-0.109,0.039,-0.102,-0.02,-0.173,-0.3,-0.305,-0.104,-0.283,-0.03,-0.182,0.184,-0.074,-0.27,-0.298,-0.116,0.001,-0.178,0.003,-0.026,0.041,0.109,-0.04,-0.121,-0.13,-0.171,0.059,-0.198
ctx-lh-BA23,,,,,,,,,,,,,,,,,,,,0.036,-0.157,0.337,0.397,0.195,0.223,-0.005,0.058,-0.134,-0.151,-0.117,-0.098,0.315,-0.053,-0.092,-0.113,-0.155,-0.007,0.188,-0.133,-0.2,-0.189,-0.154,-0.108,-0.165,0.059,0.214,-0.043,0.012,0.022,-0.117,-0.245,-0.274,-0.352,-0.191,-0.125,0.135,0.139,0.377,0.096,0.014,0.311,0.098,-0.008,0.122,0.034,0.149,-0.016,0.037,-0.31,0.086,0.197,-0.084,-0.021,-0.105,-0.126,-0.194,0.297,0.175
ctx-lh-BA24,,,,,,,,,,,,,,,,,,,,,-0.182,0.039,-0.135,-0.056,-0.032,0.376,0.082,-0.277,-0.012,-0.097,-0.339,0.119,0.015,-0.1,-0.203,-0.238,-0.094,0.052,-0.071,-0.1,0.106,0.123,-0.08,0.083,0.375,0.116,0.171,0.113,-0.214,-0.038,-0.249,-0.044,-0.081,0.048,-0.324,-0.16,-0.204,0.103,0.102,-0.46,0.198,-0.048,-0.051,0.164,0.27,0.06,-0.169,-0.317,-0.112,-0.404,0.33,0.122,-0.134,-0.137,0.031,-0.105,0.232,-0.065
ctx-lh-BA25,,,,,,,,,,,,,,,,,,,,,,-0.153,-0.07,0.04,-0.162,-0.401,-0.026,0.125,-0.01,0.124,-0.095,0.022,0.023,-0.049,-0.318,0.255,0.043,0.173,0.077,-0.027,-0.212,-0.011,-0.124,0.031,0.329,0.045,0.064,-0.17,0.113,-0.361,-0.426,-0.017,-0.119,0.13,0.081,-0.271,-0.237,-0.124,-0.081,-0.089,-0.192,0.077,0.012,-0.217,-0.198,-0.07,0.216,0.091,0.146,-0.131,0.045,0.106,-0.092,-0.293,0.07,0.075,0.186,0.107
ctx-lh-BA26_29_30,,,,,,,,,,,,,,,,,,,,,,,0.368,0.189,0.129,-0.108,0.224,-0.061,-0.187,-0.071,-0.174,0.301,-0.14,-0.112,-0.011,-0.119,0.028,0.2,-0.046,-0.0,-0.079,-0.062,-0.113,-0.12,0.089,0.237,-0.058,-0.048,0.086,-0.051,-0.099,-0.16,-0.205,-0.129,-0.099,0.088,0.164,0.238,-0.071,0.03,0.101,0.157,0.126,0.166,0.096,0.089,-0.104,0.078,-0.12,0.015,0.205,-0.136,0.11,0.099,-0.208,-0.151,0.117,0.165
ctx-lh-BA27,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.377,0.038,-0.086,0.022,0.074,-0.173,-0.116,0.393,-0.106,-0.314,-0.017,-0.272,-0.048,-0.13,-0.111,-0.267,-0.282,-0.165,-0.202,-0.163,-0.128,0.045,0.126,0.036,-0.01,-0.341,-0.143,0.124,0.066,0.009,-0.024,0.126,-0.043,0.368,0.001,0.11,0.253,-0.035,0.034,0.35,-0.101,-0.237,0.013,0.032,0.102,0.006,0.422,-0.142,-0.31,0.052,-0.108,-0.041,-0.06,0.006
ctx-lh-BA28,,,,,,,,,,,,,,,,,,,,,,,,,0.335,-0.076,0.056,0.011,0.047,-0.36,0.014,0.122,-0.256,-0.156,-0.047,-0.198,-0.042,-0.213,-0.065,0.103,-0.084,-0.058,-0.039,0.089,0.085,-0.05,0.148,-0.062,-0.179,-0.35,-0.11,0.022,0.069,0.018,0.029,-0.08,-0.135,0.32,-0.12,0.009,0.1,-0.01,0.061,0.213,-0.121,-0.195,0.152,0.063,-0.076,-0.132,0.109,-0.079,-0.132,-0.074,0.005,-0.01,-0.002,-0.164
ctx-lh-BA31,,,,,,,,,,,,,,,,,,,,,,,,,,-0.052,-0.138,0.104,-0.038,0.156,0.004,0.331,-0.05,-0.134,-0.043,-0.232,-0.175,0.18,-0.071,-0.17,-0.119,-0.285,-0.257,-0.269,0.097,0.08,-0.103,0.093,0.231,-0.157,-0.312,-0.27,-0.314,-0.245,-0.085,0.254,0.158,0.311,0.048,-0.083,0.285,0.297,0.057,0.081,0.05,0.152,-0.105,0.103,-0.237,0.119,0.3,0.032,-0.004,-0.088,-0.195,-0.185,0.151,0.132
ctx-lh-BA32,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,-0.235,-0.095,-0.067,-0.389,0.102,0.051,-0.081,-0.129,-0.251,-0.163,0.105,-0.192,0.103,0.29,0.319,0.167,0.129,0.472,0.206,0.052,-0.058,-0.016,0.034,-0.373,-0.131,-0.022,-0.051,-0.445,-0.212,-0.258,0.037,0.05,-0.429,0.115,0.001,-0.124,0.147,0.243,-0.013,-0.197,-0.223,-0.136,-0.481,0.321,0.173,-0.108,0.004,-0.075,-0.059,0.223,-0.112
ctx-lh-BA33,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.244,-0.153,-0.182,-0.438,0.107,-0.072,-0.196,0.052,-0.135,0.094,0.235,0.032,0.005,0.009,-0.044,0.014,-0.019,-0.101,0.114,0.196,0.194,-0.152,0.003,-0.052,0.107,0.048,-0.08,-0.511,-0.175,-0.1,-0.075,0.094,-0.294,-0.103,-0.06,-0.235,-0.14,0.127,0.204,0.161,-0.238,-0.257,-0.197,0.162,-0.09,0.052,0.101,-0.083,-0.174,0.067,0.014
ctx-lh-BA34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,-0.169,-0.068,-0.055,-0.12,-0.259,-0.526,0.065,0.054,0.186,0.229,0.046,0.242,0.21,0.084,0.135,0.056,0.062,0.071,-0.186,0.14,-0.404,-0.162,-0.103,0.003,0.032,0.114,-0.063,-0.346,-0.001,-0.032,0.277,-0.137,-0.238,0.063,0.029,-0.179,-0.148,0.059,0.123,0.122,-0.058,-0.023,-0.05,-0.318,-0.19,-0.019,0.06,-0.09,-0.006
ctx-lh-BA35_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,-0.115,0.045,-0.164,-0.066,-0.111,-0.032,-0.273,-0.203,0.006,-0.207,-0.185,-0.105,-0.198,0.15,0.049,0.002,0.078,-0.144,-0.032,0.039,0.056,0.216,0.149,-0.076,-0.129,-0.337,-0.302,-0.192,-0.199,0.036,-0.079,-0.193,-0.151,0.04,-0.103,-0.047,-0.075,-0.223,-0.078,0.061,0.073,-0.026,-0.19,-0.175,0.16,-0.078,0.041,-0.138
ctx-lh-BA37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.106,0.022,0.098,0.252,-0.022,0.257,-0.035,-0.059,-0.125,-0.246,-0.082,-0.258,-0.122,0.11,0.029,0.196,0.186,0.078,0.026,-0.118,0.076,-0.062,-0.086,-0.039,-0.01,0.053,0.087,0.036,-0.011,0.27,-0.017,-0.176,-0.166,0.185,-0.124,0.06,-0.067,-0.21,-0.068,-0.199,0.129,0.11,-0.003,-0.257,0.278,0.167,0.203,-0.069
ctx-lh-BA38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209,-0.027,-0.197,-0.215,0.132,0.02,-0.055,-0.073,0.152,-0.16,0.155,0.065,0.184,0.227,0.098,-0.072,-0.337,-0.092,-0.195,-0.246,-0.127,0.035,-0.051,0.003,-0.023,-0.104,-0.024,-0.313,-0.044,-0.017,-0.244,-0.151,0.077,-0.324,-0.142,0.168,-0.235,-0.068,-0.073,0.174,0.054,-0.307,-0.19,0.013,0.024,0.084,-0.314
ctx-lh-BA39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.238,-0.004,-0.051,-0.116,-0.002,-0.053,0.062,-0.061,-0.037,-0.207,-0.049,-0.277,-0.235,0.006,-0.02,-0.02,0.001,-0.048,-0.248,-0.046,-0.033,0.073,-0.046,0.34,0.387,0.34,0.027,-0.058,0.314,0.198,0.06,0.192,0.019,0.213,0.088,0.162,-0.173,0.257,-0.112,-0.261,-0.017,-0.036,-0.212,-0.247,-0.159,0.074
ctx-lh-BA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.065,0.144,0.036,-0.002,0.134,0.189,0.074,0.162,0.052,-0.015,0.014,-0.176,0.064,0.189,-0.074,0.194,-0.251,0.065,0.059,0.19,-0.146,-0.005,0.271,-0.019,-0.174,-0.137,0.018,-0.081,-0.245,-0.122,0.016,0.168,0.169,-0.251,0.072,-0.135,-0.093,0.058,-0.141,0.108,0.023,-0.037,-0.107,0.01
ctx-lh-BA41_42_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,-0.146,-0.147,-0.104,-0.213,-0.175,0.126,0.1,0.207,0.06,0.155,-0.114,0.065,-0.005,-0.325,-0.297,-0.003,-0.007,0.012,0.08,-0.116,0.033,0.048,-0.019,-0.128,-0.063,0.01,-0.216,0.015,0.023,-0.023,-0.206,0.18,-0.081,0.279,-0.241,0.214,-0.054,0.052,-0.012,-0.117,-0.153,0.174,-0.32
ctx-lh-BA43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,0.094,0.037,-0.101,-0.132,-0.091,0.005,-0.048,-0.003,-0.035,-0.198,-0.11,0.034,-0.292,0.084,0.005,-0.039,-0.122,-0.224,-0.323,-0.218,-0.181,-0.045,-0.166,-0.26,-0.236,0.18,0.063,-0.134,0.165,-0.214,-0.073,0.003,-0.185,-0.347,-0.062,0.043,-0.094,-0.055,0.046,0.051,0.148,-0.137
ctx-lh-BA44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.161,0.17,-0.001,0.156,0.126,0.191,0.066,-0.012,-0.008,-0.249,-0.017,0.026,-0.015,-0.067,-0.09,0.244,0.207,0.068,-0.058,-0.095,-0.148,-0.322,-0.366,-0.022,-0.186,-0.086,-0.184,-0.347,-0.327,-0.107,0.068,-0.314,0.214,-0.172,-0.289,-0.055,-0.242,0.117,-0.23,-0.069,0.027,-0.14
ctx-lh-BA45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.223,-0.067,-0.023,0.127,0.001,-0.105,-0.049,-0.013,-0.098,0.04,0.079,-0.098,-0.096,-0.289,0.251,0.237,0.02,-0.226,-0.153,-0.202,-0.184,-0.29,-0.1,-0.044,-0.017,-0.438,-0.186,-0.256,-0.02,-0.022,-0.407,0.092,-0.296,-0.105,-0.142,-0.111,-0.101,-0.11,-0.076,-0.084,-0.122
ctx-lh-BA46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.047,0.271,0.209,0.147,0.207,0.029,-0.077,0.014,0.267,0.355,0.018,-0.053,-0.079,0.339,0.088,0.043,-0.042,-0.073,0.027,0.13,0.006,0.014,0.207,-0.005,-0.218,0.076,0.006,-0.07,0.163,-0.231,0.094,-0.092,-0.077,-0.188,0.045,0.041,-0.121,-0.0,-0.138,0.005
ctx-lh-BA47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.161,-0.166,-0.181,-0.131,-0.004,0.219,0.079,0.127,0.046,0.141,-0.103,-0.201,-0.236,-0.205,-0.068,0.099,0.104,-0.019,0.004,0.115,0.061,0.088,-0.199,-0.082,0.164,0.055,0.324,0.098,0.001,0.042,-0.193,0.376,0.175,-0.111,-0.198,0.075,0.041,0.093,0.142
ctx-rh-BA1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.087,-0.361,-0.298,0.202,-0.066,0.171,0.062,0.137,-0.113,0.139,0.009,-0.142,-0.373,-0.616,0.074,-0.196,-0.39,-0.075,-0.192,-0.205,-0.152,-0.136,-0.317,-0.148,0.086,0.113,-0.119,-0.235,-0.296,-0.092,-0.135,0.248,-0.0,-0.226,0.193,0.186,0.307,0.006
ctx-rh-BA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.192,-0.035,0.237,0.085,0.106,0.114,0.115,-0.074,0.354,0.128,-0.261,-0.261,-0.306,-0.144,-0.169,-0.253,-0.079,0.058,-0.199,-0.255,-0.215,-0.256,-0.157,0.204,-0.294,0.098,-0.083,-0.165,-0.153,-0.192,0.164,0.098,0.037,0.176,0.087,0.25,-0.086
ctx-rh-BA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.066,0.139,-0.244,0.101,0.021,0.076,0.011,0.308,0.261,-0.186,-0.31,-0.467,0.125,-0.153,-0.367,-0.14,0.128,-0.137,-0.147,-0.243,-0.127,-0.265,0.247,0.04,-0.131,-0.045,-0.284,-0.125,-0.328,0.059,0.121,0.035,0.151,0.037,0.218,0.048
