,ctx-lh-FA,ctx-lh-FB,ctx-lh-FBA,ctx-lh-FC,ctx-lh-FCBm,ctx-lh-FDdelta,ctx-lh-FDL,ctx-lh-FDm,ctx-lh-FDp,ctx-lh-FE,ctx-lh-FF,ctx-lh-FG,ctx-lh-FH,ctx-lh-FL,ctx-lh-H,ctx-lh-IA,ctx-lh-IB,ctx-lh-LA,ctx-lh-LC1,ctx-lh-LC2,ctx-lh-LE,ctx-lh-OA,ctx-lh-OB,ctx-lh-OC,ctx-lh-PB,ctx-lh-PC,ctx-lh-PEm,ctx-lh-PEp,ctx-lh-PF,ctx-lh-PFD,ctx-lh-PG,ctx-lh-PH,ctx-lh-TA,ctx-lh-TB,ctx-lh-TE1,ctx-lh-TE2,ctx-lh-TF,ctx-lh-TG,ctx-rh-FA,ctx-rh-FB,ctx-rh-FBA,ctx-rh-FC,ctx-rh-FCBm,ctx-rh-FDdelta,ctx-rh-FDL,ctx-rh-FDm,ctx-rh-FDp,ctx-rh-FE,ctx-rh-FF,ctx-rh-FG,ctx-rh-FH,ctx-rh-FL,ctx-rh-H,ctx-rh-IA,ctx-rh-IB,ctx-rh-LA,ctx-rh-LC1,ctx-rh-LC2,ctx-rh-LE,ctx-rh-OA,ctx-rh-OB,ctx-rh-OC,ctx-rh-PB,ctx-rh-PC,ctx-rh-PEm,ctx-rh-PEp,ctx-rh-PF,ctx-rh-PFD,ctx-rh-PG,ctx-rh-PH,ctx-rh-TA,ctx-rh-TB,ctx-rh-TE1,ctx-rh-TE2,ctx-rh-TF,ctx-rh-TG
ctx-lh-FF,,,,,,,,,,,,-0.045,0.035,0.147,0.015,-0.182,-0.194,-0.169,0.027,-0.059,-0.028,0.138,0.023,-0.002,-0.084,0.072,-0.011,0.026,-0.225,-0.104,0.044,0.077,-0.06,-0.194,-0.018,-0.049,0.075,-0.015,-0.025,-0.201,-0.174,-0.128,-0.351,-0.101,-0.017,-0.229,-0.03,-0.049,-0.118,-0.116,-0.087,0.05,0.011,-0.221,-0.148,-0.117,0.054,0.053,0.04,0.15,0.08,0.057,-0.122,0.078,-0.034,-0.011,-0.227,-0.051,-0.029,0.102,-0.049,-0.116,-0.014,-0.07,0.067,-0.04
ctx-lh-FG,,,,,,,,,,,,,-0.064,0.084,0.005,0.014,-0.035,-0.131,-0.024,-0.017,-0.049,0.132,0.036,0.064,-0.039,-0.034,-0.009,0.068,-0.03,-0.115,0.006,0.144,-0.038,-0.044,-0.009,0.058,0.074,-0.039,-0.056,0.038,-0.028,0.08,-0.008,0.024,-0.004,0.048,0.095,0.062,-0.012,-0.064,-0.139,0.025,0.03,0.026,-0.052,-0.067,-0.012,-0.019,-0.033,0.104,0.008,0.099,-0.022,0.019,0.03,0.093,-0.013,-0.066,0.07,0.08,0.046,0.054,0.026,0.042,0.033,-0.025
ctx-lh-FH,,,,,,,,,,,,,,0.109,-0.055,-0.018,-0.128,-0.055,0.031,-0.036,0.022,-0.005,-0.071,-0.011,-0.064,-0.084,-0.002,0.122,-0.044,-0.061,-0.021,0.008,-0.095,-0.017,-0.07,0.01,-0.038,-0.013,-0.074,-0.078,-0.09,0.025,-0.124,0.002,-0.002,-0.01,0.101,0.051,0.067,0.005,-0.072,0.032,0.058,-0.042,-0.091,-0.07,0.026,-0.032,-0.051,0.026,-0.033,-0.028,-0.058,-0.027,-0.037,0.079,-0.04,-0.097,0.071,0.081,-0.026,0.017,-0.034,0.036,0.012,0.018
ctx-lh-FL,,,,,,,,,,,,,,,-0.051,-0.099,-0.086,-0.043,0.02,0.022,0.026,0.055,0.007,0.068,-0.008,-0.001,0.069,0.117,0.014,-0.068,0.079,0.013,-0.03,-0.09,0.055,0.024,-0.019,0.064,-0.031,0.055,-0.124,0.081,-0.096,0.065,-0.011,0.004,0.132,0.068,0.121,-0.001,0.059,0.061,0.035,-0.135,-0.192,-0.027,0.082,0.04,0.009,0.093,0.023,0.121,-0.014,-0.044,0.032,0.068,0.009,-0.099,0.139,0.046,-0.0,-0.11,0.078,0.071,0.037,0.051
ctx-lh-H,,,,,,,,,,,,,,,,0.083,-0.025,-0.049,0.031,-0.003,0.066,0.036,0.014,0.061,-0.031,0.022,-0.009,0.008,0.029,-0.012,0.076,0.072,0.045,0.103,0.075,-0.017,-0.084,0.033,-0.03,0.011,-0.051,0.103,-0.011,0.035,0.066,0.046,0.11,-0.111,0.027,-0.034,-0.026,-0.022,-0.064,0.016,-0.064,0.037,0.02,0.035,0.024,0.1,0.002,0.066,-0.097,0.06,-0.028,0.007,0.05,-0.068,0.068,0.073,0.035,0.065,0.117,0.006,0.034,0.027
ctx-lh-IA,,,,,,,,,,,,,,,,,0.029,-0.065,-0.056,-0.05,-0.079,0.174,0.125,0.095,0.082,0.182,-0.005,-0.059,-0.162,0.041,-0.045,0.095,0.033,0.027,-0.08,-0.195,-0.033,-0.017,0.091,-0.164,0.001,-0.059,-0.167,-0.085,-0.139,-0.127,-0.048,-0.1,-0.222,-0.067,-0.05,0.044,0.011,-0.099,-0.008,-0.011,0.023,-0.027,0.009,0.154,0.157,0.171,0.123,0.187,0.078,0.033,-0.061,0.109,-0.016,0.102,0.038,-0.01,-0.032,-0.13,-0.004,-0.034
ctx-lh-IB,,,,,,,,,,,,,,,,,,-0.122,-0.094,-0.069,-0.141,0.122,0.041,0.043,-0.038,0.086,0.036,0.065,0.053,-0.088,-0.015,0.089,-0.082,-0.09,-0.092,-0.103,-0.025,-0.088,0.051,-0.056,-0.075,0.025,-0.021,-0.023,-0.158,-0.052,-0.057,-0.176,-0.14,-0.108,-0.171,-0.049,-0.03,-0.029,-0.185,-0.052,-0.068,-0.06,-0.052,0.135,0.109,0.131,0.001,0.111,0.045,0.06,0.062,-0.137,0.018,0.051,-0.051,-0.137,-0.063,-0.13,-0.035,-0.065
ctx-lh-LA,,,,,,,,,,,,,,,,,,,-0.042,-0.032,-0.049,0.195,0.079,0.088,0.074,0.15,0.044,0.053,-0.025,-0.072,0.027,0.112,-0.136,-0.138,-0.071,-0.139,-0.117,-0.139,0.132,-0.041,-0.085,0.074,0.02,-0.018,-0.123,0.063,0.009,-0.094,-0.146,-0.132,-0.086,-0.04,-0.11,-0.054,-0.12,-0.126,0.039,0.013,0.02,0.163,0.057,0.125,0.115,0.195,0.082,0.092,-0.021,-0.023,0.066,0.104,-0.076,-0.178,-0.027,-0.123,-0.095,-0.176
ctx-lh-LC1,,,,,,,,,,,,,,,,,,,,-0.024,0.009,0.124,0.03,0.028,0.015,-0.059,-0.025,0.075,-0.047,-0.104,-0.012,0.022,-0.119,-0.089,-0.022,-0.057,-0.158,-0.086,-0.029,-0.079,-0.095,-0.019,-0.051,0.006,-0.064,0.054,0.018,-0.024,0.013,-0.041,-0.041,-0.097,-0.057,-0.087,-0.143,-0.097,0.024,0.072,0.038,0.149,0.05,0.001,-0.016,-0.016,-0.052,0.059,-0.082,-0.047,0.017,0.081,-0.038,-0.114,0.005,-0.098,-0.062,-0.049
ctx-lh-LC2,,,,,,,,,,,,,,,,,,,,,0.011,0.145,0.054,0.071,-0.022,-0.088,0.039,0.114,0.006,-0.07,0.037,0.112,-0.094,0.008,0.02,-0.031,-0.064,-0.073,-0.059,0.004,-0.085,0.054,-0.006,0.006,0.001,0.078,0.072,0.014,0.032,-0.013,-0.022,-0.119,0.008,-0.052,-0.097,-0.096,0.069,-0.063,0.013,0.148,0.041,0.05,0.005,-0.008,-0.018,0.086,-0.005,-0.004,0.096,0.164,0.066,-0.056,0.11,-0.014,0.047,0.017
ctx-lh-LE,,,,,,,,,,,,,,,,,,,,,,0.019,0.029,-0.037,-0.097,-0.101,-0.073,0.112,0.009,-0.179,0.06,0.086,-0.114,0.02,0.016,0.049,-0.025,-0.031,-0.068,-0.007,-0.139,0.15,-0.039,-0.003,0.01,0.129,0.037,-0.015,0.026,0.025,0.012,-0.08,0.083,-0.072,-0.175,-0.106,0.111,0.038,0.061,0.071,-0.041,-0.069,-0.102,-0.048,-0.063,0.084,-0.006,-0.131,0.129,0.116,0.015,-0.002,0.024,0.01,0.007,0.012
ctx-lh-OA,,,,,,,,,,,,,,,,,,,,,,,-0.012,0.112,0.046,0.087,0.087,0.075,0.249,0.017,0.148,-0.058,-0.002,0.149,0.108,0.046,0.008,0.021,0.134,0.099,0.152,0.167,0.195,0.218,0.115,0.232,0.161,0.065,0.099,0.066,-0.065,0.038,0.072,0.152,0.052,0.191,0.101,0.147,0.044,-0.083,0.131,0.135,0.086,0.11,0.024,0.049,0.276,0.024,0.158,0.019,0.046,0.105,0.133,0.075,-0.006,0.036
ctx-lh-OB,,,,,,,,,,,,,,,,,,,,,,,,-0.076,0.015,0.088,0.013,0.07,0.136,0.017,0.084,0.094,0.006,0.083,0.084,0.077,0.047,0.003,0.062,0.011,0.092,0.062,0.085,0.198,0.076,0.15,0.064,0.002,0.004,-0.013,-0.093,-0.021,0.097,0.073,0.032,0.09,0.021,0.05,-0.004,0.028,-0.067,-0.096,0.065,0.077,-0.051,-0.0,0.138,0.009,0.086,0.143,0.023,0.07,0.104,0.083,0.089,0.018
ctx-lh-OC,,,,,,,,,,,,,,,,,,,,,,,,,0.066,0.176,0.028,0.098,0.098,0.064,0.095,0.124,0.03,0.067,0.065,0.031,0.046,0.013,0.146,0.072,0.133,0.042,0.067,0.061,0.058,0.078,0.035,-0.025,-0.003,-0.057,-0.031,0.048,0.147,0.049,-0.031,0.08,0.065,0.061,0.048,0.166,-0.033,-0.072,0.089,0.148,0.021,0.088,0.153,0.061,0.112,0.201,0.061,0.037,0.122,0.077,0.122,0.051
ctx-lh-PB,,,,,,,,,,,,,,,,,,,,,,,,,,-0.193,0.141,0.127,0.245,-0.119,0.057,0.056,-0.075,-0.014,-0.062,-0.114,-0.063,-0.078,-0.166,0.047,0.04,0.14,0.232,0.172,-0.128,0.145,0.065,-0.018,-0.072,-0.132,-0.083,-0.056,-0.049,0.104,-0.042,0.146,-0.0,-0.0,-0.04,0.015,0.076,0.096,-0.09,-0.108,0.086,0.155,0.296,-0.108,0.144,0.052,-0.117,-0.149,-0.002,-0.035,-0.046,-0.072
ctx-lh-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016,0.036,0.207,-0.137,0.033,0.091,-0.086,0.072,-0.03,-0.009,0.037,0.044,-0.007,0.09,0.068,0.162,0.301,0.228,-0.074,0.228,0.128,0.006,0.06,-0.037,-0.103,-0.023,0.025,0.157,0.09,0.254,-0.021,-0.09,-0.046,0.049,0.206,0.217,-0.127,-0.138,-0.049,0.072,0.231,-0.112,0.046,0.035,-0.075,-0.098,0.001,-0.039,0.014,-0.029
ctx-lh-PEm,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,0.023,-0.084,0.055,0.106,-0.065,-0.015,-0.026,-0.075,-0.051,0.002,0.072,0.045,0.037,0.015,0.092,0.095,-0.07,0.139,0.02,-0.046,-0.033,0.03,-0.065,-0.076,-0.024,0.016,0.036,0.122,0.047,0.063,0.018,0.068,0.065,0.073,0.122,0.07,-0.022,0.107,0.068,-0.043,0.098,0.11,-0.017,-0.055,0.034,-0.077,0.02,-0.043
ctx-lh-PEp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,0.011,0.105,0.078,0.02,0.075,0.171,-0.084,0.002,0.04,0.095,0.009,0.04,0.039,-0.038,-0.005,0.022,0.067,0.11,0.036,0.067,0.035,-0.016,0.035,-0.025,-0.064,0.009,0.084,0.114,0.193,0.106,0.119,0.104,0.077,0.115,0.086,0.0,0.021,0.065,0.024,0.112,0.115,0.1,-0.006,0.193,-0.035,0.068,0.0
ctx-lh-PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,0.02,0.225,0.021,-0.013,-0.015,-0.196,0.007,-0.169,0.234,-0.05,0.059,-0.095,-0.095,-0.114,-0.144,-0.094,-0.027,-0.183,-0.187,-0.069,-0.1,-0.06,0.061,-0.126,0.089,0.027,0.032,0.07,0.119,0.292,0.183,0.152,0.236,0.252,0.097,0.115,-0.057,0.081,-0.018,0.262,0.053,-0.031,0.053,-0.115,0.115,-0.18
ctx-lh-PFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,-0.032,-0.165,-0.183,-0.148,-0.124,-0.038,-0.047,-0.17,-0.104,-0.045,0.023,0.108,0.029,-0.17,0.03,0.011,-0.134,-0.101,-0.113,-0.09,-0.018,0.034,0.025,-0.106,0.015,-0.074,-0.109,-0.12,0.022,0.068,0.151,-0.12,-0.142,-0.104,0.042,0.111,-0.241,0.035,-0.036,-0.132,-0.217,-0.065,-0.164,-0.042,-0.032
ctx-lh-PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.097,-0.062,-0.029,0.108,-0.062,-0.048,-0.077,0.087,0.012,-0.04,-0.021,-0.053,0.035,-0.018,0.046,0.06,0.015,0.071,0.006,-0.06,-0.035,-0.009,-0.064,-0.031,0.0,0.041,0.134,0.127,0.189,0.124,0.086,0.071,0.102,0.024,0.133,-0.034,0.03,0.056,0.138,-0.015,0.005,0.079,0.013,0.016,-0.013
ctx-lh-PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.034,0.089,0.079,0.043,-0.036,0.019,0.102,0.098,0.082,0.202,0.11,0.178,0.094,0.243,0.126,0.056,0.087,0.145,-0.121,-0.024,0.063,0.073,-0.01,0.172,0.07,0.07,0.043,-0.062,0.163,0.146,0.055,0.098,0.049,0.071,0.212,-0.032,0.129,-0.178,-0.013,0.034,0.102,0.016,-0.061,0.011
ctx-lh-TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.158,-0.199,-0.07,-0.012,-0.076,-0.088,-0.123,-0.151,0.023,0.001,0.047,-0.187,0.029,0.01,-0.107,-0.029,-0.143,-0.201,-0.077,0.059,0.004,-0.068,-0.061,-0.071,-0.096,-0.085,0.004,0.054,0.07,-0.091,-0.076,-0.084,0.001,0.047,-0.117,-0.051,-0.074,-0.256,-0.152,-0.206,-0.117,-0.096,-0.105
ctx-lh-TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.147,-0.046,0.051,-0.135,0.035,-0.052,-0.04,0.05,-0.02,-0.015,-0.085,-0.056,-0.007,-0.165,-0.089,-0.167,-0.099,-0.002,0.081,0.048,-0.138,-0.062,-0.011,-0.023,0.043,0.134,0.094,0.115,-0.027,0.096,0.004,0.018,0.014,-0.12,0.019,0.088,-0.078,-0.132,-0.054,-0.051,0.068,-0.071
ctx-lh-TE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,0.042,-0.076,-0.019,-0.072,-0.128,0.067,-0.083,0.047,-0.081,0.003,0.068,-0.025,-0.016,-0.017,-0.146,-0.065,0.067,-0.093,-0.125,-0.039,0.025,0.03,0.068,0.137,0.156,0.12,-0.074,0.005,-0.028,0.135,-0.038,-0.11,0.077,0.081,-0.208,-0.163,-0.177,-0.013,0.025,-0.091
ctx-lh-TE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032,0.047,-0.019,-0.09,-0.143,-0.098,-0.274,-0.065,0.017,-0.099,0.007,-0.024,-0.022,0.039,-0.106,0.079,0.041,-0.205,-0.113,-0.07,-0.01,-0.011,0.075,0.048,0.099,0.041,-0.104,0.039,-0.117,-0.031,-0.2,-0.139,-0.085,0.039,-0.017,-0.034,0.02,-0.114,0.021,-0.003
ctx-lh-TF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,0.041,0.03,-0.019,0.022,-0.061,0.024,-0.023,0.053,0.087,-0.03,0.093,0.129,-0.162,0.029,0.036,0.008,-0.105,-0.04,-0.109,-0.06,-0.057,0.002,0.043,0.061,-0.07,0.086,-0.064,-0.031,0.02,-0.079,-0.01,-0.035,-0.028,0.022,0.026,0.051,-0.003,0.011
ctx-lh-TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,-0.011,-0.087,-0.057,-0.165,-0.021,-0.038,-0.137,-0.042,-0.072,0.052,-0.001,-0.142,-0.011,0.096,-0.111,-0.065,-0.062,-0.036,0.003,0.011,0.019,0.026,0.037,-0.067,0.086,0.026,0.034,-0.09,-0.046,-0.038,-0.014,-0.106,-0.091,-0.058,0.042,0.111,0.017
ctx-rh-FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,-0.037,0.118,0.28,0.213,-0.037,0.166,0.11,-0.002,-0.026,-0.013,-0.103,-0.052,-0.053,0.116,-0.005,0.213,-0.027,-0.092,-0.051,0.105,0.149,0.177,-0.176,-0.091,-0.004,0.123,0.256,-0.171,0.112,0.072,-0.17,-0.188,-0.025,-0.011,0.003,-0.068
ctx-rh-FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.086,0.056,0.009,0.117,-0.056,0.045,0.082,0.024,-0.138,0.006,-0.023,0.022,-0.052,-0.123,-0.069,0.037,0.004,0.007,0.066,0.09,0.037,0.063,0.039,0.107,0.091,0.083,0.01,-0.038,0.069,0.062,-0.15,-0.185,-0.034,-0.045,0.018,-0.1
ctx-rh-FBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031,0.1,0.007,-0.157,-0.031,-0.037,-0.157,-0.149,-0.068,-0.118,-0.062,-0.038,0.015,-0.065,-0.014,-0.089,-0.105,-0.023,0.152,0.168,0.247,0.072,0.07,0.06,0.102,0.073,-0.104,-0.028,0.075,-0.136,-0.15,-0.115,-0.128,-0.009,-0.154
ctx-rh-FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.078,0.028,-0.028,0.042,0.068,0.031,-0.058,0.016,0.052,0.031,-0.028,-0.069,-0.017,0.034,0.04,0.024,0.122,0.148,0.028,-0.006,0.128,0.145,0.08,0.071,-0.034,0.078,-0.021,0.156,-0.0,-0.013,0.082,0.007,0.026,-0.049
ctx-rh-FCBm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.104,-0.131,-0.168,-0.126,-0.168,-0.285,-0.117,-0.162,-0.066,-0.051,-0.122,0.056,0.058,-0.005,-0.007,0.057,0.191,0.132,0.124,0.22,0.309,0.141,0.005,-0.094,0.158,-0.084,0.084,-0.024,-0.07,-0.03,-0.207,0.004,-0.181
ctx-rh-FDdelta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093,-0.004,0.002,0.012,-0.046,0.036,-0.01,0.014,-0.044,-0.071,-0.031,-0.043,-0.034,0.042,0.056,0.165,0.181,0.093,0.174,0.232,0.144,0.013,-0.035,0.052,0.028,0.209,-0.003,-0.062,0.038,-0.006,0.038,-0.036
ctx-rh-FDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.057,-0.041,0.025,-0.055,0.025,-0.004,-0.037,-0.023,-0.151,-0.189,-0.243,-0.058,-0.019,0.013,0.125,0.04,0.027,-0.083,-0.01,-0.048,0.012,-0.174,0.023,-0.027,0.069,-0.135,-0.044,-0.112,-0.028,-0.032,-0.104
ctx-rh-FDm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,-0.012,-0.178,-0.022,-0.026,-0.012,0.003,-0.094,-0.064,0.049,0.058,0.089,0.124,0.217,0.14,0.089,0.181,0.239,0.193,0.092,-0.108,0.106,0.032,0.228,-0.023,-0.044,-0.0,-0.016,0.076,-0.157
