,ctx-lh-callosA,ctx-lh-callosB,ctx-lh-callosC,ctx-lh-callosD,ctx-lh-froB,ctx-lh-froC,ctx-lh-froD,ctx-lh-froinf,ctx-lh-froint,ctx-lh-frointB,ctx-lh-froorb,ctx-lh-froprefro,ctx-lh-frosup,ctx-lh-frosupant,ctx-lh-insinf,ctx-lh-inspostc,ctx-lh-insprec,ctx-lh-occpar,ctx-lh-occparastr,ctx-lh-occperistr,ctx-lh-occstr,ctx-lh-occtemp,ctx-lh-paradent,ctx-lh-paraspl,ctx-lh-parinfA,ctx-lh-parinfB,ctx-lh-parinfC,ctx-lh-vis-sen-bnd,ctx-lh-parsupA,ctx-lh-parsupB,ctx-lh-postcentA,ctx-lh-postcentB,ctx-lh-precentA,ctx-lh-precentB,ctx-lh-pyriform,ctx-lh-tempinf,ctx-lh-tempmed,ctx-lh-temppara,ctx-lh-temppole,ctx-lh-tempsup,ctx-lh-froA,ctx-lh-tempHeschl,ctx-lh-vis-aud-bnd,ctx-lh-parolfact,ctx-rh-callosA,ctx-rh-callosB,ctx-rh-callosC,ctx-rh-callosD,ctx-rh-froB,ctx-rh-froC,ctx-rh-froD,ctx-rh-froinf,ctx-rh-froint,ctx-rh-frointB,ctx-rh-froorb,ctx-rh-froprefro,ctx-rh-frosup,ctx-rh-frosupant,ctx-rh-insinf,ctx-rh-inspostc,ctx-rh-insprec,ctx-rh-occpar,ctx-rh-occparastr,ctx-rh-occperistr,ctx-rh-occstr,ctx-rh-occtemp,ctx-rh-paradent,ctx-rh-paraspl,ctx-rh-parinfA,ctx-rh-parinfB,ctx-rh-parinfC,ctx-rh-vis-sen-bnd,ctx-rh-parsupA,ctx-rh-parsupB,ctx-rh-postcentA,ctx-rh-postcentB,ctx-rh-precentA,ctx-rh-precentB,ctx-rh-pyriform,ctx-rh-tempinf,ctx-rh-tempmed,ctx-rh-temppara,ctx-rh-temppole,ctx-rh-tempsup,ctx-rh-froA,ctx-rh-tempHeschl,ctx-rh-vis-aud-bnd,ctx-rh-parolfact
ctx-lh-froorb,,,,,,,,,,,,0.01,0.018,-0.051,-0.021,-0.141,-0.032,0.081,-0.005,-0.042,0.016,0.045,-0.016,-0.123,-0.035,-0.072,-0.133,0.07,-0.025,0.007,-0.151,-0.026,-0.104,-0.011,-0.04,0.002,-0.121,-0.002,-0.087,-0.175,-0.038,-0.099,-0.17,-0.002,0.035,0.028,0.068,0.126,0.072,0.088,-0.009,-0.113,-0.028,-0.084,-0.002,0.069,0.027,-0.044,0.084,-0.116,-0.047,0.006,0.038,-0.0,0.049,0.029,-0.106,-0.042,-0.053,-0.01,-0.089,0.037,-0.022,0.013,-0.149,-0.067,-0.097,-0.058,-0.058,-0.069,-0.149,-0.03,-0.066,-0.165,-0.003,-0.124,-0.082,-0.067
ctx-lh-froprefro,,,,,,,,,,,,,-0.026,0.073,-0.094,-0.251,-0.034,0.09,-0.037,-0.072,-0.019,-0.035,-0.076,-0.189,0.085,0.04,-0.134,0.065,-0.051,-0.088,-0.18,-0.095,-0.121,-0.093,-0.012,0.051,0.064,-0.028,-0.052,-0.151,-0.038,-0.129,-0.103,-0.029,-0.052,-0.043,-0.017,0.032,0.064,0.19,-0.049,-0.011,0.004,0.01,-0.001,-0.048,-0.058,0.029,0.065,-0.152,-0.055,-0.078,0.007,-0.037,0.005,-0.053,-0.175,-0.101,0.006,-0.07,-0.14,-0.041,-0.088,-0.07,-0.201,-0.113,-0.122,-0.131,0.032,0.025,-0.065,-0.101,-0.09,-0.219,0.017,-0.148,-0.111,-0.137
ctx-lh-frosup,,,,,,,,,,,,,,0.016,-0.199,-0.317,-0.042,-0.058,-0.094,-0.106,-0.04,-0.039,-0.182,-0.105,0.039,0.131,-0.141,-0.077,-0.061,-0.032,-0.156,-0.066,-0.212,-0.108,0.022,-0.023,-0.016,-0.078,-0.174,-0.122,0.011,-0.151,-0.017,-0.057,-0.059,-0.062,0.079,0.024,0.108,0.191,0.045,0.026,-0.067,-0.049,0.116,0.129,-0.022,0.038,-0.075,-0.233,-0.008,-0.104,-0.077,-0.12,-0.029,-0.082,-0.147,-0.074,-0.011,-0.057,-0.138,-0.138,-0.151,-0.027,-0.126,-0.108,-0.118,-0.115,-0.118,-0.056,-0.004,-0.153,-0.055,-0.08,0.134,-0.096,-0.033,-0.059
ctx-lh-frosupant,,,,,,,,,,,,,,,-0.147,-0.296,-0.058,0.072,-0.033,-0.08,-0.034,0.019,-0.065,-0.043,0.09,0.002,-0.181,-0.003,-0.011,-0.039,-0.2,-0.104,-0.165,-0.15,0.03,0.026,0.114,-0.115,0.005,-0.098,-0.041,-0.152,-0.086,-0.01,-0.014,-0.088,0.001,0.11,0.034,0.185,-0.078,-0.036,-0.111,-0.057,-0.003,0.074,-0.068,-0.002,-0.048,-0.221,-0.09,-0.078,0.009,-0.082,-0.046,-0.087,-0.102,-0.006,0.017,-0.066,-0.165,-0.054,-0.076,-0.027,-0.176,-0.147,-0.173,-0.136,0.012,0.07,0.045,-0.154,-0.014,-0.125,0.053,-0.186,-0.128,-0.189
ctx-lh-insinf,,,,,,,,,,,,,,,,0.025,-0.069,-0.089,-0.109,-0.086,-0.058,0.028,0.025,-0.141,-0.16,-0.035,0.092,-0.084,-0.167,-0.012,0.048,0.097,0.066,0.062,-0.104,-0.029,-0.106,0.097,-0.085,0.058,-0.078,0.034,-0.015,-0.173,-0.026,-0.01,-0.058,-0.169,-0.074,-0.094,-0.081,-0.083,0.028,-0.052,-0.066,-0.19,-0.097,-0.202,-0.021,0.066,0.012,0.053,-0.049,-0.102,-0.074,-0.148,-0.127,-0.228,-0.217,0.01,0.07,-0.025,-0.156,0.033,-0.001,0.164,0.195,0.097,-0.084,-0.162,-0.142,-0.05,-0.105,0.018,-0.109,0.049,-0.011,-0.006
ctx-lh-inspostc,,,,,,,,,,,,,,,,,-0.143,-0.04,-0.159,-0.155,-0.133,-0.02,-0.189,-0.252,-0.2,-0.08,0.022,-0.064,-0.24,-0.096,-0.114,-0.075,-0.123,-0.095,-0.009,-0.076,-0.208,0.024,-0.214,-0.175,-0.264,-0.209,-0.059,-0.139,-0.206,-0.093,-0.139,-0.178,-0.132,-0.072,-0.205,-0.145,-0.029,-0.102,-0.077,-0.154,-0.137,-0.2,-0.071,-0.022,-0.054,0.033,-0.181,-0.227,-0.141,-0.167,-0.139,-0.209,-0.181,0.021,-0.047,-0.062,-0.197,-0.086,-0.091,-0.04,0.03,-0.027,-0.141,-0.123,-0.188,-0.123,-0.166,-0.118,-0.16,-0.102,-0.043,-0.059
ctx-lh-insprec,,,,,,,,,,,,,,,,,,-0.078,-0.06,-0.078,-0.117,0.053,-0.054,-0.15,-0.066,0.022,0.001,0.001,-0.108,0.043,-0.041,0.05,-0.042,0.058,-0.028,0.031,-0.124,0.099,-0.155,-0.034,-0.052,-0.123,0.026,-0.108,-0.126,0.007,0.053,-0.207,-0.044,-0.076,0.006,-0.156,-0.069,-0.105,-0.019,-0.039,-0.048,-0.129,-0.017,0.01,-0.022,-0.018,-0.06,-0.102,-0.097,-0.071,-0.042,-0.187,-0.151,-0.044,-0.015,0.008,-0.102,0.089,-0.032,0.083,0.068,-0.014,-0.04,-0.174,-0.172,0.01,-0.082,-0.008,-0.063,-0.021,-0.032,-0.002
ctx-lh-occpar,,,,,,,,,,,,,,,,,,,0.052,-0.048,0.083,0.04,-0.04,0.158,0.126,0.147,-0.09,-0.095,0.002,-0.1,-0.122,-0.048,-0.091,-0.063,-0.173,-0.08,0.031,-0.12,-0.212,0.048,0.049,0.086,-0.021,0.138,0.106,0.021,0.184,0.103,0.137,0.323,0.118,0.067,0.011,0.073,0.177,0.184,-0.05,0.137,-0.004,-0.076,-0.001,-0.094,0.081,-0.018,0.116,-0.056,-0.135,0.147,0.094,-0.036,-0.146,-0.105,-0.02,-0.122,-0.095,-0.087,-0.013,-0.069,-0.177,0.016,0.058,-0.12,-0.153,-0.029,0.137,-0.004,-0.097,0.086
ctx-lh-occparastr,,,,,,,,,,,,,,,,,,,,0.095,0.172,0.077,-0.105,-0.04,0.017,0.049,-0.056,0.046,-0.038,-0.055,-0.162,-0.119,-0.13,-0.122,-0.161,-0.097,-0.099,-0.075,-0.223,-0.131,-0.045,-0.006,-0.06,-0.024,0.009,0.023,0.17,-0.026,0.05,0.172,0.111,-0.013,-0.025,-0.026,0.108,0.047,-0.067,0.048,-0.036,-0.117,0.021,0.01,-0.066,0.106,0.206,0.071,-0.132,0.002,0.068,-0.033,-0.058,0.09,-0.006,-0.053,-0.155,-0.162,-0.063,-0.097,-0.131,-0.033,-0.047,-0.089,-0.162,-0.129,0.049,-0.104,-0.15,0.108
ctx-lh-occperistr,,,,,,,,,,,,,,,,,,,,,0.219,-0.052,-0.067,-0.036,-0.006,0.057,-0.081,-0.046,-0.081,-0.124,-0.257,-0.149,-0.183,-0.131,-0.098,-0.088,-0.068,-0.07,-0.266,-0.12,-0.096,-0.068,-0.162,-0.008,0.055,-0.003,0.187,0.065,0.055,0.167,0.09,-0.049,-0.051,-0.002,0.108,0.042,-0.065,-0.015,0.024,-0.145,-0.033,-0.146,0.136,0.008,0.264,-0.035,-0.114,0.014,0.02,-0.064,-0.107,-0.089,-0.038,-0.17,-0.245,-0.165,-0.125,-0.148,-0.198,-0.033,-0.075,-0.092,-0.213,-0.189,0.022,-0.131,-0.167,0.104
ctx-lh-occstr,,,,,,,,,,,,,,,,,,,,,,0.17,0.029,-0.094,0.006,0.049,-0.007,0.081,-0.135,-0.002,-0.065,0.0,-0.023,0.012,-0.104,0.035,-0.0,0.126,-0.149,-0.014,-0.071,-0.1,-0.006,-0.046,-0.095,0.011,0.001,0.009,-0.007,0.136,-0.01,0.017,-0.024,0.034,0.079,0.052,-0.037,0.004,-0.026,-0.105,-0.044,0.088,0.221,0.132,-0.018,0.131,0.011,-0.08,0.019,-0.015,-0.002,0.083,-0.099,-0.024,-0.054,0.029,0.046,0.01,-0.149,0.013,-0.006,0.094,-0.129,-0.026,-0.019,-0.146,0.005,0.168
ctx-lh-occtemp,,,,,,,,,,,,,,,,,,,,,,,-0.071,0.028,0.05,0.108,0.049,-0.084,-0.022,-0.066,-0.094,-0.033,-0.058,-0.03,-0.101,-0.139,-0.019,-0.078,-0.215,-0.024,0.03,0.135,-0.143,0.093,0.185,0.09,0.247,0.126,0.156,0.244,0.179,0.083,0.036,0.138,0.166,0.099,0.022,0.098,0.106,-0.015,0.091,-0.029,0.099,0.034,0.203,-0.065,-0.131,0.077,0.054,0.034,-0.076,-0.157,0.015,-0.16,-0.11,-0.097,-0.08,-0.07,-0.214,-0.023,-0.017,-0.081,-0.182,-0.063,0.132,0.04,-0.053,0.127
ctx-lh-paradent,,,,,,,,,,,,,,,,,,,,,,,,0.059,-0.071,-0.047,-0.181,-0.092,-0.069,-0.148,-0.21,-0.155,-0.215,-0.192,-0.096,-0.12,-0.14,-0.148,-0.16,-0.097,-0.073,-0.079,-0.046,0.066,0.02,-0.084,0.015,0.139,0.1,0.247,0.057,0.055,0.008,0.013,0.127,0.045,-0.138,0.083,0.074,-0.135,-0.038,-0.047,-0.04,-0.037,0.023,-0.065,-0.192,0.073,0.004,-0.08,-0.22,-0.122,-0.066,-0.198,-0.171,-0.181,-0.136,-0.171,-0.077,-0.002,0.01,-0.2,-0.122,-0.111,0.029,-0.083,-0.096,0.065
ctx-lh-paraspl,,,,,,,,,,,,,,,,,,,,,,,,,0.089,-0.033,-0.214,0.046,0.002,-0.108,-0.196,-0.143,-0.178,-0.213,-0.027,-0.019,0.072,-0.082,-0.095,-0.091,-0.114,-0.149,-0.04,-0.07,0.006,-0.104,-0.054,0.132,-0.019,0.163,-0.08,-0.016,-0.102,-0.054,-0.014,-0.041,-0.154,0.06,-0.095,-0.203,-0.173,-0.02,-0.015,-0.045,-0.074,0.086,-0.011,0.049,0.1,-0.078,-0.241,-0.026,-0.031,-0.146,-0.129,-0.202,-0.145,-0.16,-0.026,0.035,0.07,-0.104,-0.087,-0.11,-0.032,-0.159,-0.08,-0.107
ctx-lh-parinfA,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,-0.157,0.064,0.067,-0.002,-0.081,-0.054,-0.027,-0.137,-0.002,-0.009,0.082,-0.079,-0.089,-0.063,-0.01,-0.033,-0.073,0.021,0.124,-0.034,0.021,0.134,0.036,0.222,-0.009,0.015,-0.077,0.007,0.011,0.198,-0.04,0.173,-0.029,-0.102,-0.068,0.015,0.095,0.003,0.029,0.051,-0.115,0.063,0.115,-0.019,-0.123,0.033,0.045,0.011,-0.059,-0.072,-0.023,-0.049,0.062,0.13,0.051,-0.074,-0.019,-0.085,0.05,-0.103,-0.076,-0.205
ctx-lh-parinfB,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.051,0.132,0.087,0.167,-0.032,0.119,0.017,0.025,-0.022,0.052,-0.008,0.111,-0.078,-0.007,-0.06,-0.017,0.022,-0.006,0.088,0.068,0.07,0.028,0.116,0.116,0.017,-0.023,0.002,0.038,0.002,0.093,0.083,0.009,0.082,-0.042,0.016,0.077,0.139,0.043,0.075,0.071,-0.108,-0.071,0.001,0.048,0.017,0.128,0.077,0.211,-0.057,0.026,-0.007,0.01,0.021,0.058,-0.013,0.041,-0.04,-0.071,0.032,-0.042,0.02,-0.228
ctx-lh-parinfC,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.195,-0.161,0.102,0.024,0.142,0.036,0.048,-0.142,-0.11,-0.195,0.08,-0.241,-0.101,-0.162,0.103,-0.015,-0.121,-0.024,0.221,0.104,-0.12,0.006,-0.005,0.001,-0.13,0.0,-0.038,-0.017,-0.089,0.008,-0.142,0.118,0.079,0.101,0.073,-0.058,-0.092,0.015,-0.068,-0.179,-0.241,-0.132,0.045,0.09,-0.107,-0.18,0.111,0.016,0.113,0.078,0.061,-0.137,-0.099,-0.135,-0.073,-0.173,-0.069,-0.078,0.094,0.001,-0.021
ctx-lh-vis-sen-bnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-0.111,-0.171,-0.105,-0.112,-0.135,-0.027,-0.026,-0.008,-0.057,-0.185,0.021,-0.027,0.092,-0.03,0.073,0.074,-0.062,0.142,0.084,0.231,0.337,0.139,0.045,0.03,0.071,0.113,0.222,-0.065,0.129,0.001,-0.063,0.065,0.007,0.096,-0.004,0.111,0.0,-0.106,0.031,0.058,-0.038,-0.172,0.144,0.071,-0.029,-0.127,-0.052,-0.043,-0.086,-0.07,0.035,0.09,-0.025,-0.121,-0.011,0.128,-0.061,-0.058,0.052
ctx-lh-parsupA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.164,-0.103,-0.133,-0.103,-0.03,-0.048,-0.024,-0.065,-0.216,-0.067,-0.068,-0.082,0.134,-0.047,0.117,-0.038,0.086,0.066,0.194,0.296,0.04,0.052,0.006,0.039,0.109,0.128,-0.029,0.129,-0.084,-0.192,-0.055,0.017,-0.035,-0.107,-0.09,-0.003,-0.072,0.061,0.164,0.014,-0.205,0.007,0.037,0.019,-0.128,-0.117,-0.072,-0.07,0.014,0.061,0.098,-0.087,-0.128,-0.035,0.11,-0.1,-0.014,-0.073
ctx-lh-parsupB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.061,0.016,-0.016,0.047,-0.028,-0.088,-0.119,0.021,-0.17,-0.026,-0.036,0.063,0.033,-0.012,0.043,0.151,0.184,0.01,0.181,0.171,0.077,0.079,0.084,0.112,0.127,0.006,0.054,0.066,0.037,-0.049,0.135,0.009,-0.057,-0.112,0.002,-0.102,-0.163,-0.071,0.017,0.075,-0.036,-0.126,-0.025,0.103,-0.088,0.023,-0.011,0.048,-0.041,-0.043,0.009,-0.034,-0.121,-0.025,0.106,0.05,0.062,-0.001
ctx-lh-postcentA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.133,0.017,-0.039,0.089,-0.111,-0.138,-0.116,-0.152,-0.094,-0.196,0.037,-0.168,-0.114,-0.144,0.05,-0.048,-0.106,-0.054,-0.028,-0.133,-0.079,-0.094,-0.065,-0.029,-0.083,-0.123,-0.086,0.037,-0.024,0.015,-0.092,-0.211,-0.263,-0.066,-0.183,-0.117,-0.115,-0.119,-0.067,-0.051,-0.223,-0.199,-0.099,-0.031,-0.139,0.069,-0.016,0.001,-0.099,-0.123,-0.214,-0.087,-0.098,-0.124,0.018,-0.033,-0.062
ctx-lh-postcentB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,0.109,0.057,-0.09,-0.136,0.026,-0.162,-0.067,-0.114,0.079,-0.051,-0.058,0.011,0.13,0.069,-0.099,0.045,0.075,0.004,-0.029,0.032,0.038,0.085,-0.018,-0.006,-0.033,0.065,0.012,0.092,0.048,-0.115,-0.164,0.03,-0.149,-0.155,-0.128,-0.028,0.073,-0.035,-0.13,-0.147,0.004,-0.139,-0.046,-0.06,-0.009,-0.063,-0.055,-0.106,-0.114,-0.106,-0.084,-0.037,0.034,-0.0,-0.029
ctx-lh-precentA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.124,0.049,-0.063,-0.135,-0.049,-0.192,-0.115,-0.148,0.011,-0.081,-0.09,-0.13,0.034,-0.015,-0.08,-0.047,0.009,-0.109,-0.114,-0.076,-0.066,-0.032,-0.061,-0.187,-0.105,0.018,-0.038,0.007,-0.039,-0.184,-0.176,-0.036,-0.135,-0.159,-0.127,-0.084,-0.025,-0.047,-0.129,-0.163,-0.064,-0.115,-0.121,0.036,-0.109,-0.027,-0.069,-0.133,-0.153,-0.099,-0.1,-0.131,0.001,-0.051,-0.049
