,ctx-lh-FA,ctx-lh-FB,ctx-lh-FC,ctx-lh-FCBm,ctx-lh-FD,ctx-lh-FDdelta,ctx-lh-FDT,ctx-lh-FE,ctx-lh-FF,ctx-lh-FG,ctx-lh-FH,ctx-lh-FJK,ctx-lh-FLMN,ctx-lh-HA,ctx-lh-HB,ctx-lh-HC,ctx-lh-IA,ctx-lh-IB,ctx-lh-LA1,ctx-lh-LA2,ctx-lh-LC1,ctx-lh-LC2,ctx-lh-LC3,ctx-lh-LD,ctx-lh-LE,ctx-lh-OA,ctx-lh-OB,ctx-lh-OC,ctx-lh-PA,ctx-lh-PB,ctx-lh-PC,ctx-lh-PD,ctx-lh-PE,ctx-lh-PF,ctx-lh-PG,ctx-lh-PH,ctx-lh-TA,ctx-lh-TB,ctx-lh-TC,ctx-lh-TD,ctx-lh-TE,ctx-lh-TF,ctx-lh-TG,ctx-rh-FA,ctx-rh-FB,ctx-rh-FC,ctx-rh-FCBm,ctx-rh-FD,ctx-rh-FDdelta,ctx-rh-FDT,ctx-rh-FE,ctx-rh-FF,ctx-rh-FG,ctx-rh-FH,ctx-rh-FJK,ctx-rh-FLMN,ctx-rh-HA,ctx-rh-HB,ctx-rh-HC,ctx-rh-IA,ctx-rh-IB,ctx-rh-LA1,ctx-rh-LA2,ctx-rh-LC1,ctx-rh-LC2,ctx-rh-LC3,ctx-rh-LD,ctx-rh-LE,ctx-rh-OA,ctx-rh-OB,ctx-rh-OC,ctx-rh-PA,ctx-rh-PB,ctx-rh-PC,ctx-rh-PD,ctx-rh-PE,ctx-rh-PF,ctx-rh-PG,ctx-rh-PH,ctx-rh-TA,ctx-rh-TB,ctx-rh-TC,ctx-rh-TD,ctx-rh-TE,ctx-rh-TF,ctx-rh-TG
ctx-rh-PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008,0.081,-0.007,-0.026,-0.001,-0.058,-0.008,0.002,0.006,0.029
ctx-rh-PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,0.147,-0.024,0.018,-0.107,-0.035,0.063,0.084,-0.015
ctx-rh-PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137,0.048,0.122,0.057,0.118,0.063,0.062,0.012
ctx-rh-PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.099,0.101,0.032,0.004,0.016,0.022
ctx-rh-TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032,-0.057,-0.044,-0.07,0.056,0.027
ctx-rh-TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.086,0.048,0.005,0.118,-0.006
ctx-rh-TC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.043,-0.03,0.137,0.051
ctx-rh-TD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.042,0.051,-0.072
ctx-rh-TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,-0.064
ctx-rh-TF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.055
ctx-rh-TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
