# File generated on 2024-06-04 21:00:40
# Number of participants: 1787
# Number of patients (adhd): 1123
# Number of controls: 664
# 5 datasets were included:
# - ADHD200
# - CNP
# - HBN
# - MTA
# - NKI-Enhanced-all_parts
# Effect size betas (regression coefficient of the linear model including: dx, age, sex, DVARS, FD, intercept).
x,ctx-lh-bankssts_1,ctx-lh-caudalanteriorcingulate_1,ctx-lh-caudalmiddlefrontal_1,ctx-lh-cuneus_1,ctx-lh-entorhinal_1,ctx-lh-fusiform_1,ctx-lh-fusiform_2,ctx-lh-inferiorparietal_1,ctx-lh-inferiorparietal_2,ctx-lh-inferiortemporal_1,ctx-lh-inferiortemporal_2,ctx-lh-isthmuscingulate_1,ctx-lh-lateraloccipital_1,ctx-lh-lateraloccipital_2,ctx-lh-lateralorbitofrontal_1,ctx-lh-lateralorbitofrontal_2,ctx-lh-lingual_1,ctx-lh-lingual_2,ctx-lh-medialorbitofrontal_1,ctx-lh-middletemporal_1,ctx-lh-middletemporal_2,ctx-lh-parahippocampal_1,ctx-lh-paracentral_1,ctx-lh-parsopercularis_1,ctx-lh-parsorbitalis_1,ctx-lh-parstriangularis_1,ctx-lh-pericalcarine_1,ctx-lh-postcentral_1,ctx-lh-postcentral_2,ctx-lh-postcentral_3,ctx-lh-posteriorcingulate_1,ctx-lh-precentral_1,ctx-lh-precentral_2,ctx-lh-precentral_3,ctx-lh-precentral_4,ctx-lh-precuneus_1,ctx-lh-precuneus_2,ctx-lh-rostralanteriorcingulate_1,ctx-lh-rostralmiddlefrontal_1,ctx-lh-rostralmiddlefrontal_2,ctx-lh-rostralmiddlefrontal_3,ctx-lh-superiorfrontal_1,ctx-lh-superiorfrontal_2,ctx-lh-superiorfrontal_3,ctx-lh-superiorfrontal_4,ctx-lh-superiorparietal_1,ctx-lh-superiorparietal_2,ctx-lh-superiorparietal_3,ctx-lh-superiortemporal_1,ctx-lh-superiortemporal_2,ctx-lh-supramarginal_1,ctx-lh-supramarginal_2,ctx-lh-frontalpole_1,ctx-lh-temporalpole_1,ctx-lh-transversetemporal_1,ctx-lh-insula_1,ctx-lh-insula_2,ctx-rh-bankssts_1,ctx-rh-caudalanteriorcingulate_1,ctx-rh-caudalmiddlefrontal_1,ctx-rh-cuneus_1,ctx-rh-entorhinal_1,ctx-rh-fusiform_1,ctx-rh-fusiform_2,ctx-rh-inferiorparietal_1,ctx-rh-inferiorparietal_2,ctx-rh-inferiorparietal_3,ctx-rh-inferiortemporal_1,ctx-rh-inferiortemporal_2,ctx-rh-isthmuscingulate_1,ctx-rh-lateraloccipital_1,ctx-rh-lateraloccipital_2,ctx-rh-lateraloccipital_3,ctx-rh-lateralorbitofrontal_1,ctx-rh-lateralorbitofrontal_2,ctx-rh-lingual_1,ctx-rh-lingual_2,ctx-rh-medialorbitofrontal_1,ctx-rh-medialorbitofrontal_2,ctx-rh-middletemporal_1,ctx-rh-middletemporal_2,ctx-rh-parahippocampal_1,ctx-rh-paracentral_1,ctx-rh-parsopercularis_1,ctx-rh-parsorbitalis_1,ctx-rh-parstriangularis_1,ctx-rh-pericalcarine_1,ctx-rh-postcentral_1,ctx-rh-postcentral_2,ctx-rh-posteriorcingulate_1,ctx-rh-precentral_1,ctx-rh-precentral_2,ctx-rh-precentral_3,ctx-rh-precuneus_1,ctx-rh-precuneus_2,ctx-rh-rostralanteriorcingulate_1,ctx-rh-rostralmiddlefrontal_1,ctx-rh-rostralmiddlefrontal_2,ctx-rh-superiorfrontal_1,ctx-rh-superiorfrontal_2,ctx-rh-superiorfrontal_3,ctx-rh-superiorfrontal_4,ctx-rh-superiorparietal_1,ctx-rh-superiorparietal_2,ctx-rh-superiorparietal_3,ctx-rh-superiortemporal_1,ctx-rh-superiortemporal_2,ctx-rh-supramarginal_1,ctx-rh-supramarginal_2,ctx-rh-frontalpole_1,ctx-rh-temporalpole_1,ctx-rh-transversetemporal_1,ctx-rh-insula_1,ctx-rh-insula_2
ctx-lh-bankssts_1, nan,-0.004419737309186704,-0.007769101939083165,0.011927860215920221,-0.006989595345943456,0.01403560705914842,0.004208123305705099,-0.0028541912779106787,0.007216027947160568,-0.0003278840795214362,-0.015902145701511872,0.03721247669007158,0.024050309487429852,0.01149164831208215,-0.0007369266452354515,-0.011269421913345004,0.013593987706366268,0.007408227254060078,0.0034707113713567704,-0.005351102039030762,0.01207439120213041,0.014795415352238137,-0.007020502910783241,-0.011006444791561744,-0.002927125588881143,-0.011596180463057588,0.025385918897409713,0.0019859756662405897,-0.011244191749106078,0.005012309068950111,7.947854106085629e-05,-0.017517624962451128,-0.022389654643722168,0.005087540570684963,-0.007106244188316242,-0.007082879659467206,0.017570658219484062,0.029382769755774286,0.0076122417863288055,0.0028072301896786976,0.010807606462526464,0.019961851527774938,0.007967672316948116,-0.0025292174601872584,-0.018761334847239294,-0.014078300818141511,-0.0053687266224561455,0.0013524932526963972,0.0013893477994848915,-0.01970249044128835,0.0015394703686518435,-0.01684161970969402,0.003131941197930447,0.011444090651180166,0.00041054613696522055,0.002530493926328845,-0.00011051134146244915,-0.005976858322477519,-0.0072017652007769235,0.0007720983965820871,0.0062620204264692576,-0.0042446713725404405,0.006901309902989822,0.0032988051019362044,-0.005043904754763077,-0.006757362683300342,-0.0019373185035189678,-0.005521312020816178,-0.01764057086146216,0.0369373191155234,0.013448293631982229,0.032591367751904625,-0.0012362555220060026,-0.0077413495310423115,-0.011921380981875968,0.008828492364702609,0.00972226841342494,0.00650035267380393,-0.0007289432873658029,-0.02260117459716843,-0.006997702606826159,0.0027034367519123428,0.00026780572561082926,-0.025129354621517695,-0.013311465797987308,-0.010721981435696356,0.020116192508895833,-0.0009518559689830077,-0.010848791729119059,-0.002075596818738606,-0.015377843890130492,-0.004424554915330089,-0.011293531573739767,0.013568195379780807,0.0032473017619425795,0.015286007153967092,0.0032852536608617123,0.005124399907094124,0.020372653805207107,0.0013378714106634395,-0.01674074072339902,-0.011034016248440344,-0.009922142043873131,-0.008989113062500545,-0.00046067233184449326,-0.012376541006365385,0.0007587689587956706,-0.012827510170861868,-0.004587014038770468,-0.0019318517238050275,-0.0005724591537868543,0.0003339999750032003,0.0011616902579393632,0.00021226213101716812
ctx-lh-caudalanteriorcingulate_1, nan,nan,0.0422433530915202,-0.016056969759697438,0.0022961113781014265,-0.00839081692474619,0.006160404448736649,-0.011603598381404298,0.023905682378181747,-0.0019514117791266264,0.00817962504446708,0.020746263130567624,-0.013918909739080696,-0.01319938931977088,0.011026289609696958,-0.01088771510338883,-0.012340789339622278,-0.019218517786774053,0.005607178971684802,0.0011561577867169872,0.01639122363408401,-0.004983012893600687,-0.008730491220193686,0.012317949958480718,0.024913956249718327,0.024305816264888775,-0.016945303660170608,-0.02130248668378749,-0.011705845190922512,-0.014327115993814496,0.00866020696982243,-0.00842444210642375,-0.006072716541903514,-0.009515038338082447,0.004581139315186367,0.009394429261725604,0.019035590621773926,0.01709473333994121,0.01827752378253556,0.012350120119703614,0.011017423304258768,0.021291522012791116,0.017710399860486746,0.013234124952968362,-0.0008333483998211042,-0.010815676099573703,0.012583320659211517,-0.0051173155420509734,-0.0011636977331459036,0.002704503969161802,-0.014482315619645395,0.015042653765630628,0.009681350236687605,0.006181720366708803,0.008915478727430447,-0.010488820343320004,0.010424707372162105,-0.006197426375447645,0.022517434146445,0.03589552024973132,-0.013515686593391514,-0.010876037447830228,-0.024633275583758073,0.004768498004233603,0.014698687828044345,0.0206357443770669,-0.011494742013590794,0.0055832580903793895,0.0063403758150678315,0.010763839635035247,-0.021550557495948527,-0.004497360822190479,-0.01760514103875582,0.00905938496948303,-0.0003166869890320977,-0.02184414125184016,-0.024936908935408272,0.0003693352933235225,-0.009093158330531214,0.007172939236415633,0.007710262927862336,-0.008889947420951413,-0.01819724055108162,0.012827902126880055,0.017746717784548508,0.011181911967860734,-0.022948935998208877,-0.013191923327254745,-0.013424952840055458,0.0007689772231999635,-0.003693186450118059,0.00436955738924337,-0.0029896704196729442,0.011333214049504247,0.002357861483163922,0.023440275835183995,0.016496328604571567,0.021506975495960392,0.012557629075054002,0.026463889104617305,0.010874583367394658,0.008452633059042607,-0.012896489236610622,0.002127718561556134,-0.00955907088564422,0.006055521136053492,-0.009190040975728413,-0.004692385670481099,-0.013950659401340436,0.014954525837690429,0.010124525789482147,0.0059959582614849865,-0.025671949296497475,-0.0015917278134580475
ctx-lh-caudalmiddlefrontal_1, nan,nan,nan,-0.004763309431102331,-0.0030568541585047045,-0.006176643189164262,-0.013719702721288802,-0.01377621395099639,-0.019052225058132668,-0.016941964816869444,-0.011762376413505053,0.013580219024226335,0.003468733552830715,0.004672003432075929,0.01679204196082526,0.012845797939511577,-0.007340596688409205,-0.009349069974057815,-0.00027163442729692254,0.006000947661337844,0.008027605621684598,-0.021965096702577735,0.004798956282328214,0.01281988949388839,-0.0014950390678740225,-0.002755121892137077,0.005892310672197498,0.004229851326827345,-0.00360294722741701,0.005008788714811733,0.019009255701623925,-0.001766156335603082,-0.00476575479785362,0.008577493140250865,0.008793685471540181,0.0006358405518172953,-0.007122270162206796,0.02361699385817192,0.035294961634891105,0.03493365552082739,0.008119897856523955,0.0253031993422656,0.029617830836130805,0.016641900312197255,0.01274098187617027,-0.006995070044554321,-0.030863111359105695,-0.016685721446935652,0.004622904221435163,0.0003864313288572889,-0.0006314842620926429,-0.024022609231534122,8.143413611423947e-05,-0.004751919428580823,0.005383212247248024,0.01126346720201216,0.022527254446495306,-0.00808737300486539,0.0341383706154449,-0.008811197600036041,-0.002767745518911364,-0.01828370517820962,-0.0141429970101488,-0.01481593494957255,-0.013488122946976001,-0.01717892160437864,-0.022827490412553598,-0.023106278481242214,-0.017197474470608102,0.004368899236553334,0.00814297062415838,0.011310141679962887,-0.009572120893560796,0.0018505994480533183,0.002810189022699235,-0.018228626838942438,-0.02000527651709363,0.017188741004655554,-0.0014590420118182194,-0.013583098709189913,-0.011184935082569913,-0.01917535270135021,-0.002226767334953675,-0.006612765422709952,-0.008942992310549455,0.005106265252586158,0.003386237636728018,-0.008483511224555004,-0.008023713093455705,0.01940660998637019,-0.002965910332192467,-0.01964172571847223,-0.016975469155435047,-0.0053194602870370415,-0.004954226815769281,0.03511670913310611,0.02021124308447888,0.02478208860606245,0.03641095456705526,0.03489884483378049,0.013547886812625986,0.0037253816684723606,-0.016552033422247404,-0.031477306043772156,-0.017328139278060442,-0.0015675161812496075,-6.592339359205474e-05,-0.017975215976915607,-0.007542797781630939,-0.007453466808761285,-0.007461623509881767,0.013622458794459348,0.0028615225232340585,0.009611063855594666
ctx-lh-cuneus_1, nan,nan,nan,nan,-0.006503330441986405,-0.002556734840038927,-0.007130563811615722,0.006141649009117974,0.03777128786442532,0.011737603623028729,-0.0024511811255844705,0.001995695957505406,-0.007141228731564272,-0.009721527364323662,0.004717779975105827,-0.00576902039624472,-0.003436625614287522,0.006157293656992866,-0.02206873269917361,0.002096195016321612,-0.0036933683887759167,-0.0017197375417958387,-0.002682605590887209,0.004890933905658427,0.00450734672758114,0.010725790489719372,0.014058053422916274,0.0022316506813992764,0.005153875137767683,0.015547424360961388,-0.0007973942973383578,-0.004853365583197512,-0.016661750990417525,-0.0011641791173561155,0.0030260820447733355,0.026801690188089485,0.01119932137903698,-0.014352008058905179,-0.010474968529981097,0.0028380433332728357,0.010162645486568308,-0.00828373445624482,-0.0108776284950155,0.008400469278840887,-0.019319382882993747,0.0072529411536566835,0.015981215101881028,0.027127211280609628,0.007364413330934336,0.0006228255768695821,0.0029685839336037636,0.024727469882159216,0.0006129696815301751,-0.006569409275292064,0.007367043302853627,0.005382081359682123,0.0055985353352738364,0.0021437615062014875,-0.011822457405771878,-0.0042958976549278315,0.005416617681439152,0.009711505997080244,-0.005942837377611491,-0.009347658503987132,0.026684734063768395,0.019241202922028116,0.01158893203105902,0.008726870926305755,-0.003525784175366906,0.0019149745469275795,-0.0025709867123007916,-0.01583796605556414,-0.010873300914870735,0.0023521492590542815,0.007105958192634117,0.0059835164491748765,0.0076571800703965145,-0.017902182454843294,-0.014046370141672607,0.00026687862023458864,-0.0044130679591013865,-0.005669482646912691,0.0067818596434249786,-0.003681001074397828,0.006795488056117263,-0.006613328559411566,0.012050220922061304,0.010589582093878187,0.00017926804430839222,-0.005761303243854478,0.004375440208872009,0.006829611152796173,-0.010934084423884126,0.020786293280956353,0.016918969056517956,-0.008022810571766929,0.0024811475072483635,-0.0014480637256926037,-0.016236452608334444,-0.010534607731132996,-0.003008419020985934,-0.015413352499915118,0.01089226974051957,0.014440876002080763,0.011810845263487088,0.004105344054984046,-0.0005391333176277925,0.014343057817730806,0.0035212480611072267,-0.0074525351466274755,-0.0023369183442822575,-0.0045925503922651986,0.003978113145988555,-0.0017708396464383078
ctx-lh-entorhinal_1, nan,nan,nan,nan,nan,0.008652456985570097,0.03528164628328368,-0.010592127195638804,-0.006896676178723129,0.027008634272124188,-0.0024115507002834212,-0.0042719959291368514,0.012055263302354865,-0.00019543351959708328,0.008763109219840312,0.01213751861062777,-0.00043469815875357573,-0.0043658039675792655,0.017353579939010353,0.009932769489177495,0.008377948620022497,0.015065295964540313,-0.013865655138796333,-0.007929828050043745,0.017500047486531244,-0.002473583616214236,0.0037619105485203713,-0.002558958353251065,0.002651514161500712,0.0008149577695838422,0.0015736320119835458,-0.010306588192485021,0.004856256783880097,0.007875681574244882,-0.004402889431419219,-0.021872058072455226,-0.006357435789151627,0.011928561144131891,-0.003638171054533764,-0.01452888706076762,-0.008114053149560036,-0.004076093392628951,0.00015400449309379375,-0.002982869382370632,-0.00936538513461703,-0.00909250413956727,-0.008977914173411093,-0.01337208996192182,-0.01707161563549684,-0.0040007690246102534,-0.0083976380326478,-0.0017453022013550893,0.01693264805752516,0.013037213251224125,-0.011539729130623086,-0.0013469113732803993,-0.0013425842559179027,-0.010347791174760163,-0.011523312045690619,-0.009583102422881552,-0.004426092744211803,0.023173696137841135,0.007706734756684283,0.017649018425124344,-0.0021958116903318023,-0.007853145518907255,-0.011608746433193056,0.020507131681273022,0.01323915685947583,0.0016306132407250783,0.005624184973391963,0.007652425921999217,0.013296881227794695,0.01878661221646113,0.0048458239101910995,0.007330165933038456,-0.003223515206061074,0.007236063778029856,0.010554839119249926,-0.003213061525072736,0.015117452533423717,0.006151814128778689,-0.009195660966269392,-0.012880552090038846,0.021901592443007455,-0.0073376441797074685,0.002138323001045845,0.001477373590697525,-0.006194452313654012,-0.003985280296576612,0.0020582760807740562,-0.00026480304129680824,0.006974678085060452,-0.005069720723414356,-0.024535710471245746,0.002357154624135772,-0.016026473650162888,-0.005634285135823731,-0.00912865341154938,0.0020109778634765756,-0.01568105174287588,0.015530018060896513,-0.007510795174094545,-0.008345906411855506,-0.015354978647759497,-0.01940644205429049,-0.003107812006094576,-0.004964670412672558,-0.00993494657651408,0.008024846371407409,0.0359313927639964,-0.005754188919036921,-0.0009491387586400591,-0.0017511602410997308
ctx-lh-fusiform_1, nan,nan,nan,nan,nan,nan,-0.00284349799218033,-0.00993590601435703,0.01862347715720096,-0.0030018287792615427,0.01527244984698572,0.00084721582982666,0.003405219137654167,-0.0031074877214237466,-9.36840587176911e-05,-0.008299169238480637,0.013333274425651818,-0.0006114512837445258,0.0002155759824820963,0.0028295852221734167,-0.00878616926186037,0.002441322686163614,-0.024119648483400077,-0.0024992238932136862,-0.001124445030537447,0.011830899079034916,0.02282210770453871,-0.015177540370623091,-0.015016421432028144,-0.022218532626645006,-0.00713940878583229,-0.009830062935750193,-0.01797768474362771,-0.014557046897593554,-0.024701747287424546,0.008394525924086179,-0.0004451536944360571,-0.0010840485879997728,0.0033324584339540267,0.002339429564699983,0.019227141097257913,-0.003333346277164149,-0.008909008601601166,0.003548346956067221,-0.011699917750136738,-0.012362826410797676,0.0009153408035051941,-0.005079223725443626,0.008003823731661634,-0.010176857847454882,-0.017624057808687775,0.016829422867651697,0.008051207533382685,-0.011749855378530006,-0.0050361093679921545,-0.027854564175313595,-0.020807490970721453,0.010813379382840483,-0.00819584456603483,-0.008160565599284002,-0.0008596741273673122,0.007443709074413949,-0.017384231128644585,-0.0034601989285834504,0.019449651500180534,0.024996712082126466,0.000864438324517686,0.009948420714153082,0.006190399756754745,0.00636090597737223,-0.006776463249319794,-0.005807952948591748,-0.012064029976745364,-0.006090311243947504,0.00849135937673207,0.013609037528928654,0.006511821836109047,0.005250762535660697,0.010562793482545045,0.001053385562690554,0.008517389181347363,0.0061030266171747186,-0.00965138044290901,-0.00421587621208076,0.0010233818858911027,-0.011165093531446967,0.014515070304575103,-0.006098474922689991,-0.011067422418243407,0.00583032701078356,-0.01343781548919714,-0.010787929098462169,-0.012770583262237796,-0.0004935330296614338,0.002596672921779385,0.010385659862514307,0.006300776935694418,0.011900008328513716,-0.002188747351694196,0.0015805291874583323,0.005031665034061703,-0.009667260475672183,-0.00665567884197826,-0.01108455894578386,-0.008706889295217091,0.0035673596228125793,0.004772772330168241,0.007025867920635995,-0.010669878064494697,0.016128430210694225,0.0018778155331573264,-0.01385915372925977,-0.020355547422931802,-0.021336101569775008
ctx-lh-fusiform_2, nan,nan,nan,nan,nan,nan,nan,-0.03031626476382668,6.658807481643146e-05,0.02628115565100148,-0.014366973327552598,-0.005046151961952135,-0.001691905660235647,-0.004995555900764769,0.0033281329183637515,0.006013874385412855,-0.007844650489157043,-0.01793054104659383,0.0045325605668805205,0.004534941063781668,0.02799849163475668,0.008668551531220332,-0.0071454135345648765,-0.013128026130396084,0.005428751461139058,0.0032869591141841776,0.0027200357298310125,0.004694749224687679,-0.008770054581143398,-0.005043739796968843,-0.0023494619012527545,-0.01000749650266247,-0.003269679349154293,-0.0011409326890236852,-0.02057553351231608,-0.014400540821395974,-0.017026525239257177,0.005496389517997958,-0.015442043808142935,-0.017479565214101513,0.007161730753127261,-0.000850956151138617,0.00648932039136662,-0.010475166740824809,-0.002570191678777913,-0.018826801105626147,-0.03192470338301298,-0.03418195579864304,0.01762627286552326,0.01798056436955751,-0.015182348652795202,-0.004900627235832851,0.020992281642514116,0.027215448061778245,0.0040769333418283595,-0.0011233738323073398,0.007844937670780457,0.014059893410613717,0.008306260736224147,-0.010820662640307793,-0.005997951907376398,0.023433794335599265,-0.018903493739773944,0.010223041380060879,0.010281788326561429,0.004959525145798204,-0.013534338143988474,0.031420077141330736,-0.005139048936912034,0.00825576902176018,-0.004757968929819093,-0.00390438140027807,-0.00412549867187633,0.01826406508102287,0.0013969103362947777,-0.0144728053385234,-0.011206988142314953,0.020278398282751638,0.008841315710788805,0.005960770851823441,0.04030887478619326,0.0038887465804355154,-0.006628598618858983,-0.017397684928072914,0.015227127308305027,-0.007072087704125559,-0.006177972670176261,0.008731819392214273,-0.008111181611067358,0.010490674786816504,-0.003027559439902518,0.0023111607275705173,-0.008108420815383072,-0.012718283975982998,-0.029087985590056577,0.011672910226588954,-0.008434988998602922,0.019819163026689547,0.005519311117828183,0.005676954106248519,0.0008984443511754675,-0.010372438112907764,-0.016805293713341156,-0.03558150962483116,-0.029483125469566274,0.014951727937202553,0.0005895787114798386,-0.010803799757205943,-0.015273556692157395,0.01740994168695132,0.019575071392349076,0.0020017390545171597,0.00547669220527369,-0.0019330525342669436
ctx-lh-inferiorparietal_1, nan,nan,nan,nan,nan,nan,nan,nan,0.02737307991716062,0.02118768352896224,-0.018293356155540213,0.005156304270453848,0.0014707399413878175,0.004691084771142226,-0.012735590332379004,-0.007932004162684216,0.0025475734690655182,-0.006243031259287175,0.007009616282436249,0.004498637312589782,0.014150398450887086,-0.03408327528108047,-0.0021782732120802614,-0.008207591991035245,0.0032619146395770557,0.000149674333771974,0.003981957543701361,0.0009193216564373969,-0.010458465213662808,0.0024031100252854378,0.0009937270489218729,0.010482709853687046,-0.0060982976423448075,-0.011418685376872064,-0.016702674358521352,0.002745393974336749,-0.0031034341766548036,-0.002589274477457896,-0.0131712392459225,-0.007626771048807193,0.014505953099862015,0.005673273878688366,0.003944571134657127,0.005479716130530084,-0.012118093316660831,0.0018314349305521037,-0.0010402312611367036,-0.015498559648070412,0.017135767717729837,0.00915783922097432,-0.015460686000575081,0.016922273622071226,0.00547155786713353,0.004632310984727977,0.012849850096732902,-0.0005407547618031097,-0.005479006249650069,0.0005533930201320681,-0.009096093026532503,0.003110030178517028,-0.0031171886049274115,0.01912419958682339,-0.01606436572092524,-0.024197688317328575,0.026758496278963168,0.030920403952086412,-0.009069767321863995,0.004738377301640764,-0.03005399701945969,0.007423754182735522,-0.005827367251596595,-0.01147820370707931,-0.022854779186837572,0.0036646456025307113,-0.001235910325678693,-0.006187476381333381,-0.004571247190578418,0.01360607133036172,-0.009145331523519443,0.001665851989872418,0.01817159447623204,-0.0255107341399127,-0.0018262151570057152,-0.0038011633369366723,0.0047236293327761174,0.0008039118576354214,-0.005201774698763099,0.01639714915492527,0.012672124755868907,0.008793914778019798,-0.0016456895628205422,0.014502147987183666,0.008728834886876986,-0.0035267260193873637,-0.007167437486071304,-0.004157485345571232,0.003672659148765784,0.013785910951702693,0.0146023270238213,0.00747003047979738,-0.0034867242632887845,-0.004938310494491312,0.0028723587921640845,-0.025987909031470885,-0.018953618675727823,0.0171313358322453,0.008609152691339508,0.012883081712942628,-0.006726560005905852,0.007819597933426901,0.004349964419574815,0.005599391235194412,-0.007552821663190733,-0.006146875251601215
ctx-lh-inferiorparietal_2, nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.00076641663516474,0.003495018885423452,0.0034662256015899726,0.023316947528428875,0.012240313965227805,-0.00776529424951307,0.0004244423005912336,0.01197795243588315,0.01990114272099628,-0.020523587511034957,0.0334868797648617,-0.01782831153677873,-0.007538726541093963,0.011361694001978475,0.009004509855894651,-0.02788123226411755,-0.015096478146527892,0.020684836240914134,0.008311166650677881,-0.0026348613845935767,0.006705125166745085,0.023262990567647645,0.0007866520178962442,0.0053147429699154924,0.0047887140203451825,0.006498448593489255,0.005790823495828655,0.008600487704969965,0.0031977192447843125,0.014747723948750907,0.016422369096723472,-0.022184246183537377,-0.015153763725984658,-0.005038674798111246,-0.017950800356334843,0.009150727984271223,0.012289882359333823,0.0076620818307519024,0.02490416988559055,0.01142864969222877,-0.013220280255775072,0.02038300599224922,0.004248587091974631,-0.013688396971516813,-0.006306243820496594,0.00098705754934964,0.015112640322959977,0.010582961522490575,-0.005117369093635704,0.007412222890518321,-0.02095346089833789,0.020128860434971408,-0.006662917753699338,0.007167184546688406,-0.007910333749413632,-0.003846719375742225,-0.011455371501257059,-0.0006794617446212871,-0.00915188885550229,-0.010961484096060237,0.0022802309838602683,0.009099199779829372,0.0007935239287477437,-0.0071054033174607996,-0.008894052247671659,-0.027697320330304573,0.005339540091939014,0.01736321456971815,-0.0066828721823084,-0.012974125879233958,-0.0016094899373228875,-0.020339248164911995,-0.015809629843400994,0.017151755368424247,0.0092250762444593,-0.02560008208942129,0.012196773098267201,0.02521973666573382,0.014773898506998364,0.007343658211319774,0.028510317765591996,0.008368498870361157,6.534434908873413e-05,-0.0004089755081609811,-0.001191976842916938,0.01903172382411807,0.005875829291500755,0.00459123028221563,-0.016587187026059533,-0.003732039262031747,-0.01751554542747622,0.010096579415343355,0.006985582056046056,0.00674587226121592,0.003807244016098355,0.014193585667614564,0.006180806120425415,-0.0011385060188222242,0.00830717064800522,0.01715461486132895,-0.0321175850466691,-0.013671884822573574,0.020394946173071388,0.017316032757990193,0.01275761923385675
ctx-lh-inferiortemporal_1, nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.008357810570819961,0.0048585228072125924,0.01128514725368284,0.0028378986348114176,0.0026724424187178444,-0.0010121634017358468,-0.0015700603499231814,-0.0058065268514753705,0.022505960620667155,0.012007206682316612,0.02916886104078175,0.02387910760732933,-0.005987959257979484,-0.008419340748355496,-0.009029754664283653,-0.015994185789964702,0.00855847666156006,-0.006010470797124592,0.0008291765246204991,0.002550097354983569,-0.0036664875820187084,-0.008722940472868495,0.00040221183690979285,-0.010301374036490313,-0.007049578695498392,-0.008531249569689611,0.009900446678590701,0.010412099674972081,-0.016275083809949947,-0.026784839921722516,-0.0270444012207654,0.001129458318813347,0.0025333689060210505,-0.019995875575438474,-0.009897829055048407,-0.0026561511368795145,-0.022539058009422814,-0.010177396469093585,-0.005338368623423983,0.007683876738044161,-0.0007168438996464552,-0.015211092329295425,0.02233987374850528,0.019775240710142146,-0.018185934031749233,-0.0002514372426700831,0.0039554123507300944,0.008265615114492256,0.000897386121238056,-0.022733660512566662,0.0009297398569370916,0.008380637870882019,-0.0048642736371253366,0.019199685677452536,-0.01319844476335463,-0.007131327129070324,0.00978825583491811,0.009052726496303218,0.01166799139099411,0.00451727627229503,0.0026345987510844816,0.0040273302415929045,0.020901622348345226,-0.004144398532643491,-0.016383605637198484,-0.009387919322905319,-0.0032203638857166176,0.01625065869109016,0.0042564821713455886,-0.00042912195368412996,0.00343524333026081,0.025785267078346486,0.005118420231043692,-0.025620286378144178,-0.016379722668802818,-0.026158683351769817,0.01092576242126483,0.0016059707055921721,0.00337942102413208,6.502631692348108e-05,-0.01273312397943027,-0.006590927858166531,0.0014795473252234464,0.001284883891991554,-0.010300733590579227,-0.0008782672860932232,-0.032771041206354275,-0.00639725970665048,0.005665747397524087,-0.010974053972395545,-0.008726560835029892,0.0015430352676153796,-0.0019782779984550305,-0.01958753829920019,-0.005966427857569682,-0.01611652836316322,0.0038044443902103876,-0.01931425800054368,-0.007044362345048649,0.006853040418310439,0.016008899219859842,-0.017439944419107296,0.0028939662486323994,-0.004894631745314371
