,ctx-lh-FA,ctx-lh-FB,ctx-lh-FBA,ctx-lh-FC,ctx-lh-FCBm,ctx-lh-FDdelta,ctx-lh-FDL,ctx-lh-FDm,ctx-lh-FDp,ctx-lh-FE,ctx-lh-FF,ctx-lh-FG,ctx-lh-FH,ctx-lh-FL,ctx-lh-H,ctx-lh-IA,ctx-lh-IB,ctx-lh-LA,ctx-lh-LC1,ctx-lh-LC2,ctx-lh-LE,ctx-lh-OA,ctx-lh-OB,ctx-lh-OC,ctx-lh-PB,ctx-lh-PC,ctx-lh-PEm,ctx-lh-PEp,ctx-lh-PF,ctx-lh-PFD,ctx-lh-PG,ctx-lh-PH,ctx-lh-TA,ctx-lh-TB,ctx-lh-TE1,ctx-lh-TE2,ctx-lh-TF,ctx-lh-TG,ctx-rh-FA,ctx-rh-FB,ctx-rh-FBA,ctx-rh-FC,ctx-rh-FCBm,ctx-rh-FDdelta,ctx-rh-FDL,ctx-rh-FDm,ctx-rh-FDp,ctx-rh-FE,ctx-rh-FF,ctx-rh-FG,ctx-rh-FH,ctx-rh-FL,ctx-rh-H,ctx-rh-IA,ctx-rh-IB,ctx-rh-LA,ctx-rh-LC1,ctx-rh-LC2,ctx-rh-LE,ctx-rh-OA,ctx-rh-OB,ctx-rh-OC,ctx-rh-PB,ctx-rh-PC,ctx-rh-PEm,ctx-rh-PEp,ctx-rh-PF,ctx-rh-PFD,ctx-rh-PG,ctx-rh-PH,ctx-rh-TA,ctx-rh-TB,ctx-rh-TE1,ctx-rh-TE2,ctx-rh-TF,ctx-rh-TG
ctx-lh-FF,,,,,,,,,,,,-0.176,-0.112,-0.036,-0.191,-0.051,0.005,-0.267,0.119,-0.017,0.083,0.037,0.055,-0.001,0.122,0.12,0.277,0.274,-0.099,0.004,0.105,0.062,-0.01,-0.058,-0.267,-0.063,-0.137,-0.151,-0.023,-0.086,-0.015,-0.052,-0.113,0.119,0.026,-0.093,0.056,0.005,-0.192,0.028,-0.086,-0.195,-0.063,-0.146,-0.223,-0.044,0.36,0.147,0.081,-0.037,0.098,-0.052,0.059,0.043,0.25,0.382,0.008,0.02,0.276,0.063,0.047,-0.146,0.117,0.012,-0.077,-0.076
ctx-lh-FG,,,,,,,,,,,,,-0.085,0.015,-0.083,0.303,0.114,-0.012,-0.078,-0.017,-0.03,-0.079,-0.044,0.003,0.084,-0.124,-0.027,0.161,0.231,0.123,-0.161,0.007,0.022,0.107,-0.16,-0.138,-0.147,-0.176,-0.089,-0.014,0.127,0.083,0.099,0.125,-0.006,0.136,-0.049,-0.271,-0.06,-0.359,-0.288,-0.086,-0.097,0.276,0.062,0.112,0.048,-0.1,-0.093,-0.12,-0.029,-0.054,-0.015,-0.026,0.164,0.348,0.276,0.088,0.017,0.089,0.087,-0.063,0.072,-0.136,-0.088,-0.1
ctx-lh-FH,,,,,,,,,,,,,,-0.105,-0.251,0.073,-0.016,-0.156,-0.215,-0.147,-0.25,-0.044,0.052,0.067,-0.14,-0.148,-0.131,0.051,0.211,0.011,0.002,0.149,-0.051,-0.022,0.033,0.063,-0.044,-0.124,-0.049,-0.016,0.092,0.138,0.071,0.166,-0.186,0.064,-0.059,-0.066,-0.055,-0.195,-0.256,-0.049,-0.053,0.045,0.082,-0.126,-0.107,-0.129,-0.113,-0.03,0.063,0.002,-0.2,-0.084,-0.03,0.174,0.036,-0.021,-0.056,0.113,-0.098,-0.118,0.189,-0.006,-0.052,-0.14
ctx-lh-FL,,,,,,,,,,,,,,,-0.169,0.064,-0.199,-0.029,0.034,0.137,0.131,0.015,0.055,0.02,-0.002,-0.08,0.048,0.095,0.05,-0.106,0.158,0.035,-0.08,-0.061,-0.045,-0.112,-0.006,-0.141,-0.025,0.052,-0.101,0.212,0.014,0.311,0.041,0.194,0.088,0.094,-0.014,-0.013,-0.086,-0.039,-0.103,0.029,-0.115,-0.043,0.114,0.047,0.134,0.009,0.009,0.021,-0.103,-0.054,0.006,0.032,0.055,-0.217,0.161,0.056,-0.142,-0.128,0.039,0.038,-0.05,-0.026
ctx-lh-H,,,,,,,,,,,,,,,,0.004,-0.011,-0.115,0.075,0.066,-0.022,0.236,0.344,0.181,0.083,-0.009,0.201,0.087,0.025,0.071,0.006,0.168,0.019,-0.127,-0.016,-0.341,-0.451,-0.292,0.115,0.076,0.126,0.103,-0.031,0.093,0.043,0.139,-0.043,-0.034,-0.059,-0.117,-0.089,-0.129,-0.339,-0.123,-0.105,-0.089,0.037,0.049,0.238,0.184,0.308,0.202,-0.014,0.051,0.144,0.18,-0.126,0.208,-0.025,0.188,-0.11,-0.063,-0.057,-0.267,-0.44,-0.257
ctx-lh-IA,,,,,,,,,,,,,,,,,-0.401,-0.302,0.401,0.23,0.268,-0.141,0.142,-0.061,-0.243,-0.243,-0.042,0.011,-0.402,-0.307,0.349,0.014,-0.154,-0.416,0.189,0.007,-0.14,-0.115,-0.328,-0.265,-0.58,0.131,-0.711,0.153,0.216,-0.194,0.159,0.317,-0.041,0.261,0.145,0.057,-0.094,-0.812,-0.523,-0.359,0.327,0.382,0.257,-0.079,0.217,-0.15,-0.268,-0.3,-0.25,-0.148,-0.575,-0.538,0.357,-0.01,-0.332,-0.467,0.09,0.144,-0.18,-0.076
ctx-lh-IB,,,,,,,,,,,,,,,,,,-0.471,0.226,0.314,0.205,-0.099,0.066,-0.024,-0.344,-0.363,-0.061,0.103,-0.333,-0.372,0.373,-0.081,-0.179,-0.349,0.21,0.041,0.021,0.141,-0.343,-0.2,-0.479,-0.147,-0.389,0.086,-0.044,-0.291,0.18,0.097,-0.064,0.317,-0.086,-0.102,-0.06,-0.629,-0.589,-0.527,0.141,0.236,0.188,0.007,0.207,0.034,-0.441,-0.381,-0.16,-0.115,-0.456,-0.433,0.424,0.015,-0.319,-0.386,0.055,0.321,0.094,0.131
ctx-lh-LA,,,,,,,,,,,,,,,,,,,-0.061,0.009,-0.018,-0.121,-0.04,-0.07,-0.242,-0.154,-0.075,0.081,0.035,-0.397,0.214,-0.001,-0.482,-0.267,-0.136,0.022,0.039,-0.23,-0.067,-0.111,-0.336,0.323,-0.013,0.125,-0.254,0.025,0.302,-0.206,-0.248,0.171,-0.052,-0.106,-0.051,-0.325,-0.203,-0.522,-0.026,-0.077,-0.039,-0.066,0.082,-0.119,-0.211,-0.03,0.075,0.056,-0.2,-0.271,0.311,-0.054,-0.319,-0.461,-0.079,0.072,-0.018,-0.033
ctx-lh-LC1,,,,,,,,,,,,,,,,,,,,-0.263,-0.395,-0.033,-0.178,-0.034,0.124,0.038,-0.141,0.089,0.321,0.067,-0.181,-0.006,-0.169,0.153,-0.254,0.184,0.042,-0.041,0.163,0.016,0.332,-0.041,0.35,-0.145,-0.306,0.079,0.033,-0.337,0.014,-0.005,-0.025,-0.072,-0.025,0.358,0.315,-0.068,-0.184,-0.333,-0.26,-0.088,-0.24,-0.086,0.228,0.142,0.169,-0.0,0.277,0.099,-0.017,-0.023,0.049,0.149,-0.177,0.097,0.063,-0.079
ctx-lh-LC2,,,,,,,,,,,,,,,,,,,,,-0.236,0.059,-0.005,0.034,0.166,0.02,-0.047,-0.085,0.12,0.194,-0.074,0.058,-0.022,0.089,-0.091,0.182,0.079,0.182,0.189,0.004,0.261,-0.099,0.222,-0.133,-0.147,0.121,-0.008,-0.233,0.013,0.012,-0.047,0.039,-0.001,0.257,0.346,-0.024,-0.012,-0.342,-0.083,-0.001,-0.072,0.015,0.19,0.219,0.162,-0.011,0.115,0.146,-0.036,0.081,0.029,0.054,0.013,-0.046,0.117,0.111
ctx-lh-LE,,,,,,,,,,,,,,,,,,,,,,0.013,0.014,0.054,-0.003,-0.133,-0.181,0.004,0.277,-0.037,-0.125,0.082,-0.11,0.129,-0.082,0.157,0.122,0.128,-0.028,0.081,0.326,-0.048,0.23,-0.127,-0.154,0.148,0.084,-0.188,0.107,-0.065,-0.109,-0.019,-0.074,0.227,0.071,-0.107,-0.324,-0.213,-0.294,0.027,-0.102,0.003,-0.01,0.034,0.002,-0.004,0.214,0.023,-0.031,0.133,-0.056,-0.018,0.055,0.122,0.127,0.021
ctx-lh-OA,,,,,,,,,,,,,,,,,,,,,,,-0.194,-0.142,-0.252,-0.27,-0.059,0.078,0.243,-0.222,0.157,-0.155,-0.172,-0.058,0.038,0.194,0.218,0.148,-0.254,0.172,0.077,0.062,0.091,0.014,0.008,0.122,-0.077,0.016,0.035,-0.156,-0.25,0.036,0.208,0.035,-0.091,0.056,-0.07,0.039,-0.037,-0.298,-0.17,-0.124,-0.162,-0.223,-0.068,0.011,0.28,0.012,0.237,-0.23,-0.146,-0.018,0.062,0.194,0.252,0.113
ctx-lh-OB,,,,,,,,,,,,,,,,,,,,,,,,-0.199,-0.199,-0.208,-0.093,0.027,0.29,-0.033,0.028,-0.165,-0.04,0.031,0.075,0.217,0.271,0.244,-0.169,0.328,0.277,0.27,0.297,0.104,0.014,0.334,0.17,0.042,0.136,-0.081,0.026,0.178,0.273,0.228,0.081,0.06,-0.147,-0.07,-0.048,-0.194,-0.215,-0.159,-0.185,-0.2,-0.073,-0.024,0.275,-0.008,0.151,-0.118,-0.093,0.171,0.078,0.138,0.301,0.185
ctx-lh-OC,,,,,,,,,,,,,,,,,,,,,,,,,-0.382,-0.269,-0.059,0.131,0.334,-0.185,0.191,-0.066,-0.303,-0.116,0.049,0.302,0.204,0.156,-0.24,0.07,0.158,0.131,0.2,0.059,-0.094,0.239,0.055,0.1,0.156,0.053,-0.009,0.201,0.213,-0.094,-0.021,-0.02,-0.118,0.071,-0.165,-0.1,-0.247,-0.291,-0.343,-0.354,-0.162,-0.011,0.282,-0.057,0.187,-0.007,-0.221,-0.051,0.013,0.214,0.166,0.14
ctx-lh-PB,,,,,,,,,,,,,,,,,,,,,,,,,,-0.371,0.193,0.457,0.346,-0.388,0.454,-0.144,-0.165,-0.314,0.055,0.23,0.023,0.137,-0.274,0.04,-0.219,0.184,-0.04,0.135,-0.281,0.04,0.164,0.133,0.039,-0.128,-0.143,-0.051,0.094,-0.09,-0.216,-0.25,0.048,0.02,-0.157,-0.21,-0.263,-0.424,-0.294,-0.321,0.106,0.223,0.208,-0.421,0.388,-0.25,-0.199,-0.253,0.046,0.202,0.013,0.165
ctx-lh-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109,0.245,0.308,-0.303,0.318,-0.223,-0.243,-0.383,0.064,0.193,0.022,-0.007,-0.296,0.141,-0.134,0.048,0.135,0.145,-0.236,-0.027,-0.013,-0.024,0.014,-0.175,-0.208,-0.21,0.06,-0.079,-0.257,-0.051,0.001,0.061,-0.171,-0.239,-0.264,-0.298,-0.321,-0.404,-0.064,0.095,0.253,-0.347,0.404,-0.202,-0.346,-0.338,0.054,0.219,0.083,0.153
ctx-lh-PEm,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,0.309,-0.02,0.026,-0.126,0.081,-0.037,0.054,0.195,0.154,0.137,0.161,0.076,0.108,0.058,0.26,-0.22,-0.23,0.031,-0.012,-0.061,0.072,-0.257,-0.116,0.012,0.175,0.181,-0.034,-0.079,-0.164,-0.085,-0.111,-0.031,-0.174,-0.003,0.136,0.198,-0.022,-0.013,0.214,-0.009,-0.068,-0.132,0.019,-0.039,-0.082,0.144,0.12,0.083
ctx-lh-PEp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.231,0.237,-0.115,0.112,0.129,0.186,-0.094,-0.063,0.197,0.406,0.001,0.212,-0.135,0.053,-0.179,-0.031,0.121,0.121,0.006,0.145,0.007,0.114,0.056,0.078,0.157,0.159,0.134,0.072,0.044,-0.076,0.047,-0.085,0.06,0.306,0.354,0.085,-0.265,0.157,0.228,-0.069,0.009,0.2,0.086,0.173,-0.11,0.02,0.165
ctx-lh-PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123,0.266,0.06,0.018,-0.178,0.204,-0.112,-0.055,0.017,0.108,-0.168,-0.167,-0.151,-0.285,-0.152,0.056,-0.274,-0.113,0.024,-0.071,0.129,0.228,-0.034,0.032,-0.402,-0.281,-0.046,0.249,0.257,0.314,0.292,0.313,0.332,0.335,0.221,0.203,-0.0,-0.239,-0.086,0.129,0.159,-0.016,-0.143,-0.031,0.12,0.135,0.033
ctx-lh-PFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,-0.159,-0.527,-0.563,0.08,0.231,0.069,-0.046,-0.323,0.056,-0.486,0.078,-0.166,0.142,-0.243,-0.134,-0.019,-0.043,-0.103,0.064,-0.107,0.123,0.103,-0.394,-0.454,-0.291,0.071,0.178,-0.058,-0.116,-0.047,-0.245,-0.493,-0.388,-0.163,0.01,-0.014,-0.423,0.321,-0.11,-0.468,-0.562,-0.022,0.348,0.084,0.111
ctx-lh-PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,0.046,0.227,-0.207,0.081,-0.025,-0.093,0.394,0.166,0.379,-0.088,0.257,-0.181,-0.276,0.155,-0.054,-0.099,0.023,-0.166,0.067,0.092,0.054,0.471,0.408,0.276,-0.077,-0.171,-0.143,0.007,-0.115,0.051,0.481,0.418,0.252,0.08,0.329,0.271,-0.169,0.077,0.252,0.228,-0.163,0.035,0.084,-0.122
ctx-lh-PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.081,0.009,0.155,0.095,0.08,0.167,-0.173,0.212,0.077,0.129,0.092,0.127,0.255,0.192,0.035,0.074,0.13,-0.038,0.008,0.13,0.215,0.121,-0.084,0.158,-0.079,0.067,-0.144,-0.151,-0.045,-0.059,-0.17,-0.233,-0.146,-0.068,0.138,0.116,0.056,-0.143,-0.105,0.026,0.078,0.12,0.19,0.205
ctx-lh-TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.206,-0.124,0.186,0.012,0.217,-0.208,-0.088,-0.274,0.069,-0.269,0.113,-0.126,-0.025,0.106,0.24,0.034,0.115,-0.155,0.09,0.143,-0.203,-0.334,-0.403,-0.124,-0.03,-0.16,-0.169,-0.056,-0.184,-0.201,-0.233,0.047,0.102,0.006,-0.297,0.343,0.007,-0.353,-0.313,-0.195,0.298,0.16,0.201
ctx-lh-TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118,0.168,0.063,0.118,-0.285,-0.299,-0.327,-0.122,-0.362,0.045,0.051,-0.121,0.075,0.149,-0.087,0.128,0.011,0.001,0.018,-0.361,-0.374,-0.376,0.024,0.175,-0.07,0.006,0.089,-0.094,-0.355,-0.339,-0.079,-0.062,-0.313,-0.394,0.258,0.124,-0.299,-0.363,-0.081,0.007,-0.033,0.025
ctx-lh-TE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264,0.156,-0.028,-0.052,0.084,0.106,-0.066,0.041,0.012,-0.23,0.045,-0.077,-0.153,-0.016,-0.127,0.057,0.117,0.213,0.269,0.054,0.018,-0.144,-0.19,-0.137,-0.015,0.186,-0.039,0.076,-0.077,0.169,0.209,0.185,0.095,-0.065,0.007,-0.143,-0.005,-0.157,0.242,0.116,-0.034
ctx-lh-TE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.304,0.006,0.212,0.008,0.151,0.089,-0.103,0.015,0.229,0.146,-0.034,-0.042,0.084,-0.02,0.063,0.038,-0.167,-0.054,-0.071,0.049,0.148,0.054,0.224,0.182,0.43,0.3,0.133,0.142,0.053,0.083,-0.049,0.204,-0.077,0.151,0.069,0.05,0.114,-0.333,-0.29,0.014
ctx-lh-TF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.185,0.028,0.112,0.001,-0.0,-0.073,0.05,0.204,0.12,-0.088,-0.028,-0.085,-0.1,-0.069,-0.083,-0.204,-0.179,-0.238,0.012,0.009,0.119,0.204,0.246,0.35,0.267,-0.036,0.023,0.058,0.156,-0.007,0.047,-0.023,0.28,0.093,0.077,0.068,-0.134,-0.226,-0.106
ctx-lh-TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.019,-0.037,0.065,-0.051,0.129,0.058,0.022,-0.113,0.059,0.113,-0.239,-0.174,-0.061,-0.179,0.049,-0.182,-0.173,0.065,0.085,0.11,0.086,0.305,0.166,0.069,0.003,0.218,0.292,-0.117,-0.09,0.04,0.171,-0.03,0.229,-0.062,0.02,-0.275,-0.511
ctx-rh-FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,-0.225,0.025,0.037,0.158,-0.433,-0.078,0.015,0.022,-0.034,-0.145,-0.108,-0.088,0.106,-0.09,-0.116,-0.144,0.17,0.163,0.041,-0.201,-0.222,-0.342,-0.288,-0.149,0.109,0.261,0.213,-0.27,0.447,-0.152,-0.162,-0.172,0.002,0.201,-0.006,0.178
ctx-rh-FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017,-0.211,-0.179,-0.136,-0.435,-0.203,-0.227,-0.092,-0.126,0.004,0.062,-0.024,-0.002,-0.194,0.014,-0.221,-0.162,-0.099,0.063,0.215,0.166,0.084,0.037,0.208,-0.045,-0.012,-0.156,-0.079,-0.133,0.256,0.074,-0.172,-0.026,0.145,0.145,0.008
ctx-rh-FBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132,-0.096,0.038,-0.043,-0.215,-0.049,0.073,-0.047,0.22,0.186,-0.048,-0.018,-0.517,-0.437,-0.381,0.281,0.236,0.272,0.154,0.275,0.032,-0.22,-0.153,-0.105,0.028,-0.256,-0.413,0.289,0.048,-0.448,-0.477,-0.077,0.29,0.106,0.062
ctx-rh-FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,0.012,-0.224,0.074,-0.198,-0.118,-0.086,-0.025,0.023,0.02,0.003,0.088,0.25,0.121,-0.137,-0.241,-0.019,0.134,0.195,0.166,0.094,0.128,-0.052,-0.226,-0.287,0.027,-0.321,0.182,0.083,-0.087,-0.035,-0.091,-0.033,-0.054
ctx-rh-FCBm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.064,-0.023,-0.191,-0.037,0.016,-0.128,0.245,0.135,-0.122,-0.082,-0.55,-0.349,-0.408,0.163,0.273,0.263,0.22,0.296,0.208,0.035,0.118,0.058,0.01,-0.454,-0.147,0.091,0.18,-0.184,-0.3,-0.108,0.196,0.072,0.043
ctx-rh-FDdelta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211,0.14,0.039,-0.037,-0.037,-0.058,0.248,0.082,-0.052,0.082,0.142,0.09,-0.215,-0.132,-0.007,0.081,0.105,0.111,-0.045,0.155,-0.208,-0.241,-0.323,-0.01,-0.259,0.144,0.113,0.032,0.04,-0.048,0.09,0.097
ctx-rh-FDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069,0.167,-0.086,-0.048,-0.076,-0.195,0.078,0.035,0.024,0.038,-0.176,-0.251,-0.324,-0.189,-0.054,0.008,-0.064,-0.303,-0.221,-0.232,-0.165,-0.122,-0.24,-0.194,0.109,-0.001,-0.048,-0.047,0.134,0.166,0.027
ctx-rh-FDm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,-0.084,-0.221,0.134,0.086,-0.036,0.046,-0.151,-0.129,-0.093,0.072,-0.055,0.114,0.145,0.241,0.224,-0.178,0.044,-0.058,-0.03,-0.438,-0.16,-0.083,0.186,-0.009,-0.254,-0.113,0.186,0.103,-0.002
