,ctx-lh-FA,ctx-lh-FB,ctx-lh-FBA,ctx-lh-FC,ctx-lh-FCBm,ctx-lh-FDdelta,ctx-lh-FDL,ctx-lh-FDm,ctx-lh-FDp,ctx-lh-FE,ctx-lh-FF,ctx-lh-FG,ctx-lh-FH,ctx-lh-FL,ctx-lh-H,ctx-lh-IA,ctx-lh-IB,ctx-lh-LA,ctx-lh-LC1,ctx-lh-LC2,ctx-lh-LE,ctx-lh-OA,ctx-lh-OB,ctx-lh-OC,ctx-lh-PB,ctx-lh-PC,ctx-lh-PEm,ctx-lh-PEp,ctx-lh-PF,ctx-lh-PFD,ctx-lh-PG,ctx-lh-PH,ctx-lh-TA,ctx-lh-TB,ctx-lh-TE1,ctx-lh-TE2,ctx-lh-TF,ctx-lh-TG,ctx-rh-FA,ctx-rh-FB,ctx-rh-FBA,ctx-rh-FC,ctx-rh-FCBm,ctx-rh-FDdelta,ctx-rh-FDL,ctx-rh-FDm,ctx-rh-FDp,ctx-rh-FE,ctx-rh-FF,ctx-rh-FG,ctx-rh-FH,ctx-rh-FL,ctx-rh-H,ctx-rh-IA,ctx-rh-IB,ctx-rh-LA,ctx-rh-LC1,ctx-rh-LC2,ctx-rh-LE,ctx-rh-OA,ctx-rh-OB,ctx-rh-OC,ctx-rh-PB,ctx-rh-PC,ctx-rh-PEm,ctx-rh-PEp,ctx-rh-PF,ctx-rh-PFD,ctx-rh-PG,ctx-rh-PH,ctx-rh-TA,ctx-rh-TB,ctx-rh-TE1,ctx-rh-TE2,ctx-rh-TF,ctx-rh-TG
ctx-lh-FA,,0.017,-0.006,-0.038,-0.045,-0.1,-0.023,-0.114,-0.078,-0.102,-0.096,-0.107,-0.052,-0.073,-0.101,-0.071,-0.035,-0.018,-0.009,0.012,-0.12,-0.118,-0.04,-0.043,-0.066,-0.023,0.055,-0.033,0.094,-0.029,0.009,-0.045,-0.017,-0.031,0.038,-0.066,-0.092,-0.069,-0.107,0.036,-0.165,-0.031,0.038,-0.085,0.111,-0.055,-0.057,-0.067,0.004,-0.201,0.009,-0.18,-0.001,0.038,0.085,0.061,0.087,0.023,-0.046,-0.191,-0.094,-0.131,-0.094,-0.013,-0.012,0.009,0.074,-0.238,-0.025,-0.138,-0.005,0.171,0.054,0.087,-0.083,-0.015
ctx-lh-FB,,,0.068,-0.082,-0.138,-0.252,-0.055,-0.168,-0.159,-0.014,-0.1,-0.135,-0.037,0.008,-0.185,0.02,0.093,0.063,-0.031,-0.085,-0.148,-0.043,-0.024,-0.047,0.07,0.044,-0.032,-0.154,0.013,0.048,-0.147,-0.123,0.022,0.013,0.019,-0.11,-0.119,-0.055,0.045,-0.008,-0.056,-0.097,-0.012,-0.188,-0.072,-0.111,-0.125,-0.031,-0.002,-0.112,0.089,-0.104,0.018,0.003,0.054,0.087,0.009,0.043,0.046,-0.098,-0.14,-0.045,0.047,0.07,0.052,-0.062,0.045,-0.191,-0.122,-0.055,0.167,0.168,0.118,0.056,-0.069,-0.001
ctx-lh-FBA,,,,-0.01,-0.043,-0.046,0.056,0.044,0.202,0.051,-0.031,0.093,-0.102,0.032,-0.368,-0.25,-0.16,0.065,0.147,0.098,0.003,-0.134,-0.095,-0.124,-0.158,0.064,0.081,-0.087,0.035,-0.053,-0.01,-0.279,-0.07,-0.192,-0.041,-0.076,-0.246,-0.108,-0.045,0.071,-0.048,0.167,0.051,0.149,0.158,0.191,0.071,-0.077,-0.007,-0.054,-0.072,-0.095,-0.21,-0.083,-0.173,0.073,0.156,0.056,0.025,-0.171,-0.127,-0.097,-0.051,-0.093,-0.137,-0.245,-0.182,-0.152,-0.002,-0.219,-0.019,-0.045,0.116,-0.039,-0.14,-0.025
ctx-lh-FC,,,,,-0.023,-0.089,-0.031,-0.056,-0.067,0.055,-0.017,0.072,0.08,0.104,-0.351,0.012,0.058,0.088,-0.135,-0.181,-0.17,-0.122,-0.15,-0.097,-0.033,-0.026,-0.05,-0.172,-0.023,-0.031,-0.159,-0.103,0.057,0.025,0.043,-0.078,-0.03,0.053,0.064,-0.037,0.065,0.032,0.114,-0.012,-0.023,0.026,-0.059,-0.102,0.056,-0.08,0.083,0.084,-0.15,0.001,0.069,0.1,-0.044,-0.148,-0.128,-0.176,-0.201,-0.08,0.016,0.042,-0.018,-0.111,0.03,-0.017,-0.107,-0.156,0.018,0.012,0.008,-0.037,-0.193,0.073
ctx-lh-FCBm,,,,,,-0.104,0.129,-0.084,0.003,0.082,0.013,-0.008,0.056,0.174,-0.264,-0.04,-0.056,0.134,-0.08,-0.023,-0.138,-0.01,-0.013,-0.025,0.038,0.088,0.024,-0.148,0.018,-0.133,-0.085,-0.073,0.003,0.041,-0.069,-0.021,-0.046,0.066,-0.012,0.009,-0.051,0.042,0.101,-0.06,0.115,0.017,0.19,0.067,0.031,0.076,-0.044,0.035,-0.234,0.077,0.015,0.109,0.028,-0.096,0.032,-0.161,-0.066,-0.173,0.02,0.011,-0.056,-0.193,-0.0,-0.149,-0.117,-0.152,-0.061,-0.123,-0.062,-0.048,-0.081,-0.034
ctx-lh-FDdelta,,,,,,,0.003,-0.068,0.046,-0.007,-0.108,0.17,0.202,0.143,0.027,0.016,0.054,0.048,-0.057,-0.197,-0.175,-0.156,-0.103,-0.135,-0.119,0.017,-0.168,-0.056,-0.088,-0.071,-0.048,-0.059,0.1,0.059,-0.006,0.049,0.133,0.208,-0.044,-0.139,0.016,0.011,-0.027,-0.004,-0.026,0.019,0.112,-0.06,0.023,0.009,0.026,0.105,0.065,-0.02,-0.022,-0.024,-0.12,-0.186,0.019,-0.11,-0.169,-0.133,-0.101,-0.051,-0.012,-0.133,-0.041,-0.009,-0.064,-0.129,0.003,-0.007,0.012,0.039,-0.01,0.142
ctx-lh-FDL,,,,,,,,-0.062,0.038,-0.021,0.131,0.052,0.036,0.149,-0.066,0.239,0.121,0.051,-0.112,-0.168,-0.147,0.016,-0.026,-0.058,-0.015,0.097,0.02,-0.026,0.057,-0.0,0.046,0.004,0.042,-0.041,-0.035,-0.088,0.001,0.095,0.019,0.01,0.149,0.045,0.116,0.104,-0.005,0.165,0.269,0.001,0.132,-0.029,-0.009,-0.039,-0.038,-0.009,0.02,-0.055,0.027,-0.204,-0.008,-0.027,-0.12,-0.029,0.072,0.067,0.114,0.006,0.047,0.069,0.122,-0.022,0.156,-0.059,0.149,0.045,-0.059,0.152
ctx-lh-FDm,,,,,,,,,0.007,0.113,0.005,0.14,0.146,0.116,-0.166,0.175,0.09,0.155,-0.119,-0.174,-0.105,-0.126,-0.126,-0.078,-0.077,-0.003,-0.026,0.015,-0.04,0.051,-0.127,-0.171,0.087,-0.003,-0.008,-0.008,0.031,0.088,-0.094,-0.067,0.079,0.023,0.017,-0.022,-0.082,0.083,0.057,0.021,0.075,-0.061,0.087,0.1,-0.029,0.049,-0.013,0.09,-0.046,-0.124,-0.056,-0.126,-0.151,-0.099,0.024,-0.082,0.072,-0.087,-0.047,-0.054,-0.054,-0.214,0.06,0.011,0.024,-0.071,-0.1,0.109
ctx-lh-FDp,,,,,,,,,,-0.0,-0.064,0.033,-0.047,0.03,-0.05,0.18,0.178,0.177,-0.001,-0.114,-0.088,0.077,0.033,0.021,0.076,0.056,-0.034,0.058,0.068,0.099,-0.088,0.046,0.121,-0.008,-0.054,0.0,0.071,0.111,0.013,-0.026,0.251,-0.025,0.236,0.024,0.039,0.137,0.076,-0.078,0.116,-0.041,-0.127,-0.058,-0.006,0.128,0.112,0.163,-0.049,-0.113,0.095,-0.005,-0.003,0.053,0.155,0.083,0.177,0.022,0.235,-0.027,-0.126,-0.028,0.176,-0.007,0.109,0.05,-0.022,0.243
ctx-lh-FE,,,,,,,,,,,0.015,-0.078,-0.092,-0.055,-0.085,0.184,0.034,-0.017,-0.202,-0.223,-0.13,-0.007,-0.017,-0.008,-0.071,-0.089,-0.224,-0.195,0.002,0.055,-0.115,-0.062,0.074,-0.043,0.048,-0.006,-0.042,0.047,-0.087,-0.057,0.152,0.11,0.252,0.096,-0.007,0.169,0.115,-0.108,0.186,-0.067,-0.081,-0.006,-0.076,0.207,0.214,0.116,-0.149,-0.157,-0.061,-0.116,-0.17,0.068,-0.001,-0.026,-0.071,-0.136,0.009,-0.135,-0.019,-0.192,0.091,0.122,-0.068,-0.021,-0.115,0.019
