,ctx-lh-BA1_3,ctx-lh-BA2,ctx-lh-BA4,ctx-lh-BA5,ctx-lh-BA6,ctx-lh-BA7,ctx-lh-BA8,ctx-lh-BA9,ctx-lh-BA10,ctx-lh-BA11,ctx-lh-BA13,ctx-lh-BA16,ctx-lh-BA17,ctx-lh-BA18,ctx-lh-BA19,ctx-lh-BA20,ctx-lh-BA21,ctx-lh-BA22,ctx-lh-BA23,ctx-lh-BA24,ctx-lh-BA25,ctx-lh-BA26_29_30,ctx-lh-BA27,ctx-lh-BA28,ctx-lh-BA31,ctx-lh-BA32,ctx-lh-BA33,ctx-lh-BA34,ctx-lh-BA35_36,ctx-lh-BA37,ctx-lh-BA38,ctx-lh-BA39,ctx-lh-BA40,ctx-lh-BA41_42_52,ctx-lh-BA43,ctx-lh-BA44,ctx-lh-BA45,ctx-lh-BA46,ctx-lh-BA47,ctx-rh-BA1_3,ctx-rh-BA2,ctx-rh-BA4,ctx-rh-BA5,ctx-rh-BA6,ctx-rh-BA7,ctx-rh-BA8,ctx-rh-BA9,ctx-rh-BA10,ctx-rh-BA11,ctx-rh-BA13,ctx-rh-BA16,ctx-rh-BA17,ctx-rh-BA18,ctx-rh-BA19,ctx-rh-BA20,ctx-rh-BA21,ctx-rh-BA22,ctx-rh-BA23,ctx-rh-BA24,ctx-rh-BA25,ctx-rh-BA26_29_30,ctx-rh-BA27,ctx-rh-BA28,ctx-rh-BA31,ctx-rh-BA32,ctx-rh-BA33,ctx-rh-BA34,ctx-rh-BA35_36,ctx-rh-BA37,ctx-rh-BA38,ctx-rh-BA39,ctx-rh-BA40,ctx-rh-BA41_42_52,ctx-rh-BA43,ctx-rh-BA44,ctx-rh-BA45,ctx-rh-BA46,ctx-rh-BA47
ctx-lh-BA1_3,,-0.414,-0.199,-0.249,-0.221,-0.099,-0.187,-0.205,-0.036,0.017,0.112,0.032,-0.099,0.056,-0.047,0.238,0.009,-0.074,-0.053,0.092,0.199,-0.351,0.236,0.108,-0.242,0.077,0.144,-0.137,0.207,0.023,0.081,0.033,-0.069,-0.101,0.158,-0.081,-0.037,0.085,0.131,-0.06,-0.221,-0.129,-0.174,0.106,-0.109,-0.133,-0.198,-0.003,0.043,0.011,-0.144,-0.01,-0.009,-0.163,0.129,-0.14,-0.09,0.082,-0.211,-0.007,-0.1,0.032,-0.094,-0.063,0.004,0.016,-0.248,0.103,-0.005,-0.056,-0.193,-0.106,-0.152,-0.007,-0.013,-0.042,-0.133,0.031
ctx-lh-BA2,,,-0.07,0.037,0.186,0.124,-0.135,0.043,0.031,0.081,0.306,0.112,-0.291,-0.154,-0.141,0.191,-0.098,-0.021,-0.27,0.221,0.212,-0.194,-0.056,0.002,-0.238,0.088,0.053,-0.004,0.086,0.019,0.019,-0.023,0.19,-0.024,0.053,0.114,0.09,0.059,0.166,-0.226,0.095,-0.089,0.014,0.169,0.045,-0.144,0.017,0.076,0.145,0.241,-0.1,-0.222,-0.042,-0.146,0.108,-0.117,0.017,-0.072,-0.077,0.146,-0.291,-0.275,-0.315,-0.146,0.044,0.158,-0.025,-0.073,0.096,-0.194,-0.071,0.146,-0.06,0.146,0.112,-0.021,0.006,0.143
ctx-lh-BA4,,,,0.172,-0.234,-0.075,-0.178,-0.12,-0.012,-0.042,0.239,0.093,-0.22,-0.202,-0.284,0.149,-0.05,-0.008,-0.163,0.198,0.188,-0.325,0.023,0.08,-0.131,0.104,0.158,-0.075,0.014,-0.08,-0.006,-0.251,0.107,0.002,-0.028,0.069,0.028,0.024,0.158,-0.251,-0.107,-0.198,0.126,0.254,-0.086,0.012,0.026,0.082,0.119,0.196,0.155,-0.228,-0.195,-0.217,0.199,0.012,0.238,0.008,0.089,-0.057,-0.168,-0.121,-0.018,0.047,0.17,0.025,-0.04,0.037,0.046,0.008,-0.094,0.191,-0.025,-0.058,0.169,0.085,-0.005,0.041
ctx-lh-BA5,,,,,0.216,-0.099,-0.239,-0.063,-0.043,-0.035,0.618,0.428,-0.143,-0.25,-0.161,0.091,0.224,0.25,-0.258,0.231,0.228,-0.178,0.132,0.134,0.006,0.027,0.076,-0.047,0.28,0.099,0.193,-0.108,0.322,0.179,0.36,0.372,0.069,0.022,0.001,-0.325,-0.06,-0.111,0.033,0.424,-0.18,-0.01,0.12,0.027,0.159,0.364,0.383,-0.272,-0.34,-0.217,0.366,0.061,0.328,-0.093,0.072,0.068,-0.293,-0.008,0.003,0.083,0.138,-0.004,-0.103,0.179,0.013,0.15,-0.228,0.321,0.145,0.226,0.418,0.078,0.058,0.062
ctx-lh-BA6,,,,,,0.223,-0.195,-0.076,0.142,0.216,-0.081,-0.033,-0.048,-0.014,0.006,0.179,-0.054,-0.155,0.0,0.305,0.148,-0.168,-0.132,0.046,-0.182,0.101,0.287,0.181,0.141,0.215,-0.243,0.011,0.07,-0.271,-0.272,0.006,0.173,0.198,0.175,-0.126,0.269,-0.102,0.191,-0.197,0.243,-0.184,-0.268,-0.086,-0.008,-0.034,-0.236,-0.044,0.024,0.037,-0.102,-0.232,-0.01,-0.013,-0.036,0.002,0.107,0.156,-0.176,-0.156,-0.0,-0.134,0.004,-0.012,0.206,-0.336,-0.091,0.003,-0.122,-0.143,-0.142,-0.101,-0.03,-0.0
ctx-lh-BA7,,,,,,,-0.055,0.089,0.045,-0.304,0.184,0.383,0.017,-0.079,-0.115,-0.082,0.124,0.161,-0.092,0.261,0.209,0.166,0.32,0.201,-0.066,0.117,0.054,0.133,0.109,0.221,-0.072,-0.1,0.193,0.064,0.289,0.179,-0.06,-0.037,-0.178,-0.135,0.039,-0.072,-0.076,0.148,-0.213,0.118,0.261,0.11,-0.121,0.216,0.067,0.049,-0.062,0.114,0.152,0.107,0.187,0.09,0.076,0.009,0.098,0.188,0.058,0.017,0.227,-0.14,0.047,-0.063,0.1,-0.069,-0.181,0.14,0.042,0.304,0.167,0.175,0.09,-0.17
ctx-lh-BA8,,,,,,,,0.29,0.178,0.207,-0.307,-0.229,-0.167,-0.051,-0.098,0.165,0.414,0.243,0.396,-0.14,-0.05,0.194,0.037,-0.026,0.313,0.053,0.127,0.098,0.073,-0.171,0.093,0.481,0.021,-0.181,-0.235,-0.199,0.123,0.084,0.269,-0.052,-0.128,-0.258,-0.163,-0.447,-0.113,-0.166,-0.024,-0.015,0.071,-0.269,-0.148,0.011,-0.051,-0.096,-0.17,0.183,-0.031,0.171,-0.223,-0.039,0.185,0.073,0.035,0.137,-0.149,-0.045,0.065,0.007,-0.16,0.328,0.238,-0.285,0.002,-0.23,-0.438,-0.148,-0.175,0.159
ctx-lh-BA9,,,,,,,,,-0.016,0.134,-0.068,-0.033,-0.104,0.047,0.085,0.026,0.099,0.082,0.291,-0.023,-0.262,0.207,-0.029,-0.06,0.167,-0.094,0.098,0.045,0.004,-0.267,-0.029,0.444,0.109,-0.13,-0.137,-0.048,0.049,-0.01,0.098,-0.246,-0.056,-0.285,-0.022,-0.35,0.044,-0.149,-0.219,-0.114,-0.057,-0.187,-0.072,-0.047,0.056,0.041,-0.21,0.13,-0.016,-0.011,-0.123,-0.225,0.062,0.088,0.05,0.049,-0.143,0.066,0.093,0.081,0.022,0.186,0.302,-0.031,-0.022,-0.276,-0.251,-0.225,-0.139,-0.038
ctx-lh-BA10,,,,,,,,,,0.072,0.028,-0.031,-0.104,-0.046,-0.019,-0.041,0.069,0.438,-0.011,-0.154,0.01,-0.061,0.015,-0.169,0.062,-0.227,0.118,-0.076,-0.267,-0.07,-0.003,0.136,0.274,-0.035,0.021,0.222,-0.058,-0.034,-0.13,0.012,-0.169,-0.203,-0.148,-0.184,0.109,-0.109,-0.317,-0.256,0.077,-0.09,0.089,-0.137,-0.005,-0.067,-0.234,0.02,0.145,-0.209,0.023,-0.083,-0.258,0.069,-0.083,-0.043,-0.153,0.099,0.034,-0.197,-0.042,-0.038,0.171,0.115,-0.03,-0.105,-0.136,-0.213,-0.255,-0.086
ctx-lh-BA11,,,,,,,,,,,0.183,0.077,-0.038,-0.256,-0.159,-0.095,-0.077,0.188,-0.038,0.151,0.163,-0.019,0.279,-0.048,-0.1,0.058,0.172,0.028,0.044,-0.21,0.274,-0.011,-0.022,0.125,0.158,0.106,0.322,0.226,0.232,-0.003,-0.095,-0.094,-0.15,-0.136,-0.311,-0.056,-0.028,-0.134,0.047,0.097,0.023,-0.214,-0.271,0.017,-0.221,0.045,0.124,0.004,0.24,0.093,-0.131,0.106,0.189,-0.159,0.131,0.147,-0.001,0.102,-0.234,0.11,-0.207,-0.284,-0.145,0.158,0.079,0.144,0.173,0.222
