,ctx-lh-FA,ctx-lh-FB,ctx-lh-FBA,ctx-lh-FC,ctx-lh-FCBm,ctx-lh-FDdelta,ctx-lh-FDL,ctx-lh-FDm,ctx-lh-FDp,ctx-lh-FE,ctx-lh-FF,ctx-lh-FG,ctx-lh-FH,ctx-lh-FL,ctx-lh-H,ctx-lh-IA,ctx-lh-IB,ctx-lh-LA,ctx-lh-LC1,ctx-lh-LC2,ctx-lh-LE,ctx-lh-OA,ctx-lh-OB,ctx-lh-OC,ctx-lh-PB,ctx-lh-PC,ctx-lh-PEm,ctx-lh-PEp,ctx-lh-PF,ctx-lh-PFD,ctx-lh-PG,ctx-lh-PH,ctx-lh-TA,ctx-lh-TB,ctx-lh-TE1,ctx-lh-TE2,ctx-lh-TF,ctx-lh-TG,ctx-rh-FA,ctx-rh-FB,ctx-rh-FBA,ctx-rh-FC,ctx-rh-FCBm,ctx-rh-FDdelta,ctx-rh-FDL,ctx-rh-FDm,ctx-rh-FDp,ctx-rh-FE,ctx-rh-FF,ctx-rh-FG,ctx-rh-FH,ctx-rh-FL,ctx-rh-H,ctx-rh-IA,ctx-rh-IB,ctx-rh-LA,ctx-rh-LC1,ctx-rh-LC2,ctx-rh-LE,ctx-rh-OA,ctx-rh-OB,ctx-rh-OC,ctx-rh-PB,ctx-rh-PC,ctx-rh-PEm,ctx-rh-PEp,ctx-rh-PF,ctx-rh-PFD,ctx-rh-PG,ctx-rh-PH,ctx-rh-TA,ctx-rh-TB,ctx-rh-TE1,ctx-rh-TE2,ctx-rh-TF,ctx-rh-TG
ctx-lh-FF,,,,,,,,,,,,-0.002,0.071,0.056,0.049,0.04,0.063,0.059,0.041,0.021,0.061,-0.005,-0.043,-0.008,0.019,0.024,0.018,0.019,-0.072,0.055,0.013,0.019,0.0,0.015,-0.053,-0.028,0.039,0.005,0.001,-0.005,0.025,-0.065,-0.037,-0.052,-0.038,-0.112,0.0,0.008,-0.015,0.048,0.047,0.041,0.033,0.013,0.056,0.017,0.041,0.011,0.045,-0.02,-0.046,-0.018,-0.021,0.016,-0.011,0.016,-0.032,0.062,0.013,-0.016,0.06,0.016,-0.071,-0.013,0.076,-0.071
ctx-lh-FG,,,,,,,,,,,,,0.007,0.011,-0.003,0.055,-0.012,-0.055,-0.134,-0.074,-0.048,0.036,0.044,0.03,-0.057,-0.011,-0.072,-0.012,-0.021,-0.015,-0.077,0.026,-0.061,-0.016,-0.089,0.029,0.042,-0.025,-0.054,0.083,-0.02,0.056,0.058,0.053,-0.073,0.008,0.066,-0.031,0.048,-0.003,-0.005,0.006,0.057,0.013,-0.024,-0.02,-0.033,-0.05,-0.009,0.011,0.009,0.032,-0.038,-0.072,0.014,0.005,0.045,0.001,0.038,-0.054,0.001,-0.078,-0.023,0.065,0.065,-0.056
ctx-lh-FH,,,,,,,,,,,,,,0.024,-0.008,0.018,-0.005,-0.114,-0.1,-0.039,-0.054,0.081,0.061,0.025,-0.077,-0.065,-0.068,-0.003,0.001,-0.068,-0.028,0.063,-0.05,-0.004,-0.061,0.079,0.036,-0.0,-0.067,0.027,-0.027,0.047,0.04,0.027,-0.071,0.027,0.037,-0.038,0.096,0.068,-0.009,0.013,-0.01,0.059,-0.001,-0.084,-0.031,-0.019,-0.054,0.062,0.064,0.045,-0.088,-0.078,-0.053,0.026,0.014,-0.039,0.046,-0.018,0.015,-0.063,-0.029,0.056,0.059,-0.039
ctx-lh-FL,,,,,,,,,,,,,,,0.001,0.03,0.032,-0.082,-0.092,-0.092,-0.092,-0.025,-0.053,-0.05,-0.046,-0.038,-0.043,-0.035,0.035,-0.014,-0.064,-0.028,-0.036,-0.02,-0.067,0.039,-0.029,-0.055,-0.004,0.045,0.02,0.015,0.055,0.003,-0.078,0.0,-0.011,0.01,0.062,0.074,0.011,0.014,0.024,0.077,0.04,-0.061,-0.041,-0.105,-0.047,-0.017,-0.053,-0.056,0.016,-0.037,-0.034,-0.03,0.056,0.023,-0.017,0.011,-0.009,-0.03,-0.007,0.09,0.036,-0.038
ctx-lh-H,,,,,,,,,,,,,,,,-0.035,-0.047,-0.145,-0.014,-0.019,-0.117,0.035,0.055,0.037,-0.029,-0.026,-0.054,-0.05,0.002,-0.034,-0.051,0.103,-0.012,-0.064,0.046,0.132,0.03,0.024,-0.049,-0.09,-0.028,-0.07,-0.086,-0.037,-0.075,-0.063,-0.051,-0.06,-0.002,0.052,-0.024,0.036,-0.044,-0.061,-0.063,-0.142,-0.069,-0.055,-0.072,0.061,0.047,0.048,-0.035,-0.073,-0.008,0.008,-0.05,-0.049,-0.011,0.092,-0.005,-0.022,-0.005,0.133,-0.005,-0.032
ctx-lh-IA,,,,,,,,,,,,,,,,,-0.06,0.078,0.049,0.028,0.049,-0.024,-0.092,-0.116,0.033,0.09,0.167,0.061,-0.096,0.005,0.038,-0.005,0.012,-0.055,0.003,-0.105,-0.099,0.082,0.084,-0.087,-0.077,-0.036,-0.212,0.01,0.035,-0.102,0.039,0.116,-0.024,0.061,0.109,0.029,-0.036,-0.139,-0.058,0.04,-0.013,0.021,0.068,-0.003,-0.074,-0.104,0.041,0.13,0.066,0.049,-0.12,0.01,-0.01,0.047,0.017,0.038,-0.063,-0.069,-0.086,0.048
ctx-lh-IB,,,,,,,,,,,,,,,,,,-0.037,0.028,0.006,-0.001,-0.039,-0.089,-0.057,-0.043,0.051,0.097,0.059,-0.047,-0.073,0.036,-0.012,0.006,-0.092,0.032,-0.03,-0.049,0.076,0.082,0.019,-0.075,0.003,-0.069,0.022,-0.004,-0.031,0.041,0.002,-0.022,-0.001,0.065,-0.045,-0.037,-0.07,-0.153,-0.063,-0.035,0.011,-0.008,-0.018,-0.031,-0.04,-0.053,0.033,0.035,0.037,-0.133,-0.06,0.037,0.039,-0.069,-0.004,-0.098,-0.022,-0.048,0.005
ctx-lh-LA,,,,,,,,,,,,,,,,,,,-0.156,-0.171,-0.132,0.096,-0.008,-0.021,0.046,0.089,0.056,0.06,0.035,0.065,-0.01,0.103,0.034,0.003,0.034,-0.066,-0.073,-0.089,0.12,0.071,0.062,-0.022,0.049,0.082,-0.19,-0.072,-0.05,-0.107,0.002,-0.058,-0.126,-0.055,-0.136,0.05,-0.006,-0.078,-0.202,-0.224,-0.188,0.115,0.029,-0.017,0.053,0.111,0.054,0.051,0.04,0.088,-0.085,0.086,0.01,-0.025,-0.075,-0.048,-0.028,-0.145
ctx-lh-LC1,,,,,,,,,,,,,,,,,,,,-0.111,-0.065,0.174,0.117,0.087,-0.039,-0.025,-0.081,-0.057,0.079,-0.039,0.001,0.163,0.038,-0.002,0.058,0.159,0.124,-0.09,-0.049,-0.017,-0.048,-0.053,0.053,-0.003,-0.199,-0.039,-0.071,-0.144,0.014,-0.118,-0.107,-0.049,-0.034,0.04,-0.002,-0.137,-0.218,-0.283,-0.166,0.163,0.116,0.104,-0.046,-0.069,-0.033,-0.035,0.053,-0.037,-0.029,0.089,0.01,-0.041,-0.04,0.067,0.116,-0.121
ctx-lh-LC2,,,,,,,,,,,,,,,,,,,,,-0.054,0.145,0.092,0.059,-0.107,-0.061,-0.08,-0.057,0.071,-0.051,0.011,0.134,0.044,-0.053,0.061,0.161,0.089,-0.063,-0.112,-0.059,-0.048,-0.029,0.028,-0.03,-0.171,-0.047,-0.03,-0.141,0.034,-0.064,-0.044,-0.012,-0.009,0.012,-0.025,-0.153,-0.1,-0.192,-0.102,0.148,0.089,0.076,-0.074,-0.088,-0.045,-0.029,0.045,-0.071,0.03,0.086,-0.001,-0.055,0.017,0.085,0.147,-0.047
ctx-lh-LE,,,,,,,,,,,,,,,,,,,,,,0.06,0.004,0.006,-0.075,-0.0,-0.034,-0.018,0.141,-0.044,0.011,0.059,0.088,-0.009,0.03,0.114,-0.006,-0.047,-0.065,-0.021,-0.014,-0.001,0.019,0.041,-0.169,-0.002,0.028,-0.059,0.09,-0.027,-0.048,0.047,-0.059,0.022,-0.037,-0.124,-0.114,-0.111,-0.107,0.034,0.019,-0.013,-0.022,-0.026,-0.017,-0.019,0.075,-0.071,0.015,0.005,0.065,0.005,-0.01,0.063,0.013,-0.054
ctx-lh-OA,,,,,,,,,,,,,,,,,,,,,,,0.077,0.081,0.019,-0.055,0.063,0.116,0.105,-0.039,0.119,-0.075,-0.016,0.009,0.048,0.014,-0.074,-0.027,-0.062,-0.039,-0.033,0.06,-0.066,-0.036,0.066,0.012,0.005,0.08,-0.043,-0.006,-0.008,0.065,-0.053,-0.078,-0.069,0.091,0.122,0.133,0.061,-0.124,0.022,0.025,0.02,-0.079,-0.03,0.057,-0.035,-0.061,0.075,-0.123,-0.072,0.008,-0.065,-0.11,-0.169,-0.045
ctx-lh-OB,,,,,,,,,,,,,,,,,,,,,,,,-0.032,0.024,0.001,0.07,0.111,0.066,-0.062,0.118,0.015,0.021,-0.024,0.081,0.036,-0.028,0.033,-0.017,-0.056,-0.02,-0.007,-0.133,-0.017,-0.02,-0.032,-0.001,0.043,-0.046,-0.005,0.003,0.041,0.003,-0.109,-0.097,0.008,0.05,0.056,-0.001,-0.01,-0.053,-0.068,0.011,-0.029,0.018,0.063,-0.04,-0.068,0.072,-0.0,-0.051,-0.019,-0.011,-0.047,-0.078,0.024
ctx-lh-OC,,,,,,,,,,,,,,,,,,,,,,,,,0.051,0.013,0.108,0.12,0.041,-0.07,0.09,0.058,0.008,-0.09,0.039,0.047,-0.009,0.055,0.03,-0.031,-0.057,-0.03,-0.163,-0.044,-0.045,-0.057,-0.045,0.027,-0.088,-0.012,-0.048,0.036,-0.02,-0.13,-0.098,-0.001,0.052,0.04,0.002,0.021,-0.018,-0.102,0.077,0.009,0.08,0.115,-0.038,-0.061,0.042,0.03,-0.063,-0.029,-0.052,-0.001,-0.045,0.045
ctx-lh-PB,,,,,,,,,,,,,,,,,,,,,,,,,,-0.108,0.063,0.087,0.071,-0.144,-0.046,0.045,-0.126,-0.076,-0.116,-0.048,0.013,0.021,-0.14,0.05,-0.047,0.055,0.092,0.023,-0.064,0.038,-0.035,-0.049,0.06,-0.083,-0.037,-0.091,-0.016,0.035,-0.109,0.076,-0.092,-0.068,-0.088,0.002,0.019,0.068,-0.153,-0.113,0.065,0.108,0.04,-0.132,-0.033,0.048,-0.145,-0.053,-0.149,-0.002,-0.09,-0.021
ctx-lh-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.084,0.033,-0.079,-0.042,-0.094,-0.169,-0.056,-0.137,-0.095,-0.044,0.017,-0.048,0.074,0.02,0.04,0.09,0.042,0.005,0.076,-0.01,-0.048,0.047,-0.037,-0.008,-0.045,0.01,0.081,-0.014,0.133,-0.025,0.016,-0.031,-0.058,0.013,0.044,-0.115,-0.129,-0.034,0.06,0.015,-0.118,0.004,-0.094,-0.149,-0.097,-0.135,0.001,-0.07,-0.016
ctx-lh-PEm,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,0.175,0.037,-0.082,0.043,-0.019,0.041,-0.077,-0.045,-0.019,-0.07,0.014,0.039,0.099,-0.05,0.138,0.075,-0.09,0.024,-0.104,-0.152,0.004,-0.105,-0.051,-0.047,-0.04,0.17,0.058,0.108,-0.099,-0.139,-0.078,0.057,0.064,0.11,0.091,0.05,-0.04,-0.015,0.091,0.008,-0.165,0.005,-0.058,0.021,-0.11,-0.073,-0.085,-0.075
ctx-lh-PEp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139,0.082,-0.047,0.078,0.027,0.066,-0.081,-0.035,-0.067,-0.07,0.015,-0.069,0.068,-0.058,-0.002,0.039,-0.085,0.042,0.0,-0.034,-0.023,-0.073,0.01,-0.03,-0.084,0.062,0.059,0.063,-0.099,-0.161,-0.04,0.108,0.086,0.105,0.144,0.105,0.057,-0.066,0.054,0.015,-0.15,0.043,-0.004,0.054,-0.138,-0.093,-0.083,-0.061
ctx-lh-PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.053,0.076,-0.003,0.015,-0.031,-0.154,-0.033,-0.033,-0.003,-0.15,-0.074,-0.089,-0.136,0.015,0.003,-0.125,-0.014,0.013,-0.12,-0.009,0.049,-0.042,0.022,-0.078,-0.072,0.027,0.018,0.024,0.106,0.101,0.075,0.025,0.001,0.029,0.05,0.117,-0.108,-0.049,-0.045,0.11,-0.096,-0.009,-0.152,-0.106,-0.068,-0.06
ctx-lh-PFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017,-0.052,-0.121,-0.122,-0.046,-0.051,-0.073,0.039,0.005,0.017,-0.098,0.033,0.037,0.051,-0.028,0.037,0.012,-0.011,0.042,-0.026,-0.009,-0.044,-0.009,-0.013,-0.122,0.055,-0.047,-0.02,-0.083,-0.035,-0.003,-0.032,-0.123,-0.069,-0.016,0.074,-0.024,-0.12,-0.001,-0.006,-0.135,-0.121,-0.14,0.037,-0.052,0.007
ctx-lh-PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,-0.016,-0.003,-0.0,0.071,0.06,-0.129,-0.09,-0.016,-0.049,-0.004,0.063,0.027,-0.081,0.073,-0.003,-0.05,0.025,-0.089,-0.037,-0.048,-0.081,0.052,0.025,0.008,-0.092,-0.075,-0.067,0.098,0.109,0.096,-0.068,-0.1,-0.051,-0.064,0.077,-0.039,-0.134,0.013,-0.028,-0.032,-0.08,0.009,0.014,-0.115
ctx-lh-PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014,0.073,0.059,0.057,-0.019,0.007,-0.111,-0.025,-0.026,0.079,0.021,-0.008,0.077,0.061,0.007,0.067,-0.014,-0.01,-0.012,0.034,-0.022,-0.013,-0.043,0.104,0.121,0.151,0.103,-0.095,-0.019,0.007,0.044,-0.102,-0.097,0.012,-0.055,-0.106,0.049,-0.117,-0.051,0.034,-0.045,-0.107,-0.163,-0.008
ctx-lh-TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.052,-0.049,-0.009,-0.029,0.061,-0.139,-0.02,-0.107,-0.004,-0.022,-0.019,-0.068,-0.012,-0.025,-0.025,-0.014,-0.002,-0.021,-0.051,-0.017,-0.029,-0.064,0.024,0.044,0.088,0.033,-0.011,0.045,0.041,-0.151,-0.186,-0.071,0.105,-0.025,-0.128,0.064,-0.015,-0.102,-0.129,-0.138,0.069,-0.002,0.012
ctx-lh-TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.031,-0.033,0.002,-0.05,-0.007,-0.074,-0.041,-0.054,-0.015,-0.038,-0.051,-0.068,-0.002,-0.012,0.034,0.039,-0.043,-0.055,-0.031,-0.106,-0.004,-0.038,-0.022,-0.05,0.018,-0.022,-0.077,-0.077,-0.016,0.041,0.089,-0.035,-0.065,0.019,0.082,-0.125,-0.089,-0.163,0.003,-0.02,0.014
ctx-lh-TE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015,0.081,-0.006,-0.143,-0.012,-0.066,-0.042,0.004,-0.057,-0.064,-0.053,-0.088,-0.077,-0.083,-0.043,-0.048,-0.112,-0.015,0.007,0.007,0.021,0.004,0.077,0.004,0.052,0.088,0.075,-0.185,-0.186,-0.092,-0.015,-0.025,-0.076,0.002,-0.0,-0.108,-0.105,-0.167,0.018,0.055,-0.047
ctx-lh-TE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,0.089,-0.103,-0.122,-0.024,-0.011,-0.101,-0.022,0.14,-0.021,0.0,0.041,-0.072,-0.01,0.083,0.019,0.134,-0.071,-0.035,-0.06,0.161,0.18,0.177,-0.013,0.006,0.038,-0.051,-0.035,-0.029,-0.028,-0.156,-0.018,0.061,0.039,-0.018,-0.025,-0.01,-0.033,0.076,0.105
ctx-lh-TF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,-0.092,-0.096,-0.053,0.015,-0.125,0.01,0.042,-0.02,0.032,0.051,0.004,0.025,-0.005,0.046,0.009,-0.081,-0.051,-0.078,0.086,0.126,0.045,-0.091,-0.026,-0.035,-0.002,-0.055,-0.047,-0.028,-0.088,-0.07,0.082,-0.038,-0.043,-0.033,0.024,0.072,-0.071,0.038
ctx-lh-TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,0.071,0.071,-0.067,0.024,-0.099,-0.138,-0.139,-0.123,-0.058,-0.011,0.048,-0.005,-0.027,0.043,0.065,0.093,-0.088,-0.063,-0.03,-0.001,-0.044,0.008,0.09,0.031,0.01,-0.004,-0.042,0.006,0.069,-0.036,-0.031,0.105,0.012,0.073,0.026,0.089,-0.048
ctx-rh-FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092,0.064,0.04,0.083,0.024,-0.038,0.08,-0.021,-0.022,0.102,-0.016,-0.034,-0.055,0.042,0.102,0.075,0.139,-0.033,-0.021,-0.026,-0.069,0.003,0.05,-0.047,0.009,-0.001,0.035,0.091,0.003,0.001,-0.075,-0.084,-0.051,-0.071,0.034,-0.048,0.095
ctx-rh-FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,-0.004,-0.058,0.025,0.109,0.007,-0.013,0.051,0.004,-0.009,0.055,0.012,0.017,-0.048,0.047,0.048,-0.011,0.003,-0.027,-0.023,-0.022,-0.037,0.072,0.14,0.067,-0.007,-0.026,0.064,0.009,0.043,-0.006,0.027,0.016,-0.023,-0.042,0.107
ctx-rh-FBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003,-0.026,0.053,-0.039,-0.029,0.058,0.021,0.025,0.005,0.052,-0.016,0.045,-0.034,-0.09,0.037,-0.074,-0.01,0.008,-0.038,-0.002,-0.011,-0.035,0.079,0.064,0.075,-0.063,-0.019,0.028,0.027,-0.053,-0.029,-0.03,0.085,-0.033,0.095
ctx-rh-FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.036,0.117,0.089,-0.016,-0.038,-0.034,0.0,0.065,-0.002,-0.015,-0.013,0.043,-0.038,0.006,-0.013,-0.012,0.064,-0.025,-0.028,0.037,0.074,0.068,0.01,0.011,0.053,-0.007,0.053,0.063,-0.003,0.034,-0.018,0.093,-0.056
ctx-rh-FCBm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,0.11,-0.019,0.09,0.125,-0.051,0.075,0.119,-0.016,-0.024,-0.136,-0.013,0.003,0.033,0.06,0.034,-0.062,-0.111,-0.177,0.064,0.156,0.092,0.001,-0.098,0.057,0.049,0.057,0.055,0.022,0.002,-0.055,-0.095,0.044
ctx-rh-FDdelta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099,0.058,-0.021,-0.01,-0.027,0.021,0.034,-0.007,0.002,0.003,0.039,0.038,0.023,-0.059,-0.002,-0.031,-0.068,-0.07,0.031,0.002,0.069,0.026,0.021,0.036,-0.02,-0.02,0.017,0.004,-0.045,-0.102,0.009,-0.067
ctx-rh-FDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107,0.022,-0.084,0.07,-0.09,-0.048,0.0,-0.063,0.029,-0.0,-0.105,-0.118,-0.168,-0.176,0.055,0.003,-0.03,-0.075,-0.041,0.018,-0.029,0.072,-0.037,0.01,0.006,0.03,-0.06,0.039,0.129,0.099,-0.1
