,ctx-lh-F2,ctx-lh-F3,ctx-lh-F4,ctx-lh-F5,ctx-lh-F6,ctx-lh-F7,ctx-lh-F8,ctx-lh-F9,ctx-lh-F10,ctx-lh-F10x,ctx-lh-F11,ctx-lh-F12,ctx-lh-F13,ctx-lh-F14,ctx-lh-F15,ctx-lh-F16,ctx-lh-F17,ctx-lh-F18,ctx-lh-F19,ctx-lh-F20,ctx-lh-F21,ctx-lh-F22,ctx-lh-F23,ctx-lh-F24,ctx-lh-F25,ctx-lh-F26,ctx-lh-F27,ctx-lh-F28,ctx-lh-F29,ctx-lh-F30,ctx-lh-F31,ctx-lh-F32,ctx-lh-F33,ctx-lh-F34,ctx-lh-F35,ctx-lh-F36,ctx-lh-F37,ctx-lh-F38,ctx-lh-F39,ctx-lh-F40,ctx-lh-F41,ctx-lh-F42,ctx-lh-F43,ctx-lh-F44,ctx-lh-F45,ctx-lh-F2b,ctx-rh-F2,ctx-rh-F3,ctx-rh-F4,ctx-rh-F5,ctx-rh-F6,ctx-rh-F7,ctx-rh-F8,ctx-rh-F9,ctx-rh-F10,ctx-rh-F10x,ctx-rh-F11,ctx-rh-F12,ctx-rh-F13,ctx-rh-F14,ctx-rh-F15,ctx-rh-F16,ctx-rh-F17,ctx-rh-F18,ctx-rh-F19,ctx-rh-F20,ctx-rh-F21,ctx-rh-F22,ctx-rh-F23,ctx-rh-F24,ctx-rh-F25,ctx-rh-F26,ctx-rh-F27,ctx-rh-F28,ctx-rh-F29,ctx-rh-F30,ctx-rh-F31,ctx-rh-F32,ctx-rh-F33,ctx-rh-F34,ctx-rh-F35,ctx-rh-F36,ctx-rh-F37,ctx-rh-F38,ctx-rh-F39,ctx-rh-F40,ctx-rh-F41,ctx-rh-F42,ctx-rh-F43,ctx-rh-F44,ctx-rh-F45,ctx-rh-F2b
ctx-lh-F11,,,,,,,,,,,,-0.148,0.12,0.005,-0.102,-0.079,-0.085,-0.015,-0.043,-0.042,-0.039,-0.148,0.034,-0.073,0.017,-0.127,0.079,-0.006,-0.022,-0.061,-0.076,0.036,-0.094,-0.034,0.083,0.023,0.02,0.024,-0.126,0.047,-0.084,0.056,-0.076,-0.007,-0.013,-0.13,-0.067,-0.014,-0.09,-0.158,-0.047,-0.075,-0.041,-0.06,-0.142,-0.088,-0.115,-0.101,-0.013,-0.012,-0.057,-0.01,-0.101,-0.051,-0.027,0.038,0.101,-0.08,-0.016,0.007,0.049,-0.16,0.045,-0.008,-0.021,0.022,-0.061,0.003,-0.085,0.037,0.097,0.056,-0.063,0.086,-0.055,0.001,-0.043,0.076,0.017,-0.013,0.119,0.053
ctx-lh-F12,,,,,,,,,,,,,0.078,-0.007,0.066,0.058,-0.069,-0.028,-0.047,-0.079,-0.002,-0.129,0.128,-0.092,-0.042,-0.132,0.012,0.038,0.012,-0.086,0.0,0.12,-0.036,0.033,0.023,-0.025,-0.078,0.046,0.006,-0.074,0.002,0.042,0.017,-0.034,-0.02,-0.029,-0.049,-0.087,-0.093,-0.141,-0.113,-0.136,0.101,-0.041,-0.114,-0.107,-0.129,-0.116,0.025,-0.018,0.076,0.025,-0.053,-0.019,-0.077,-0.031,-0.078,-0.146,0.092,-0.011,-0.061,-0.151,-0.019,0.032,-0.055,-0.077,0.01,0.076,-0.055,0.061,-0.018,-0.021,-0.139,-0.046,-0.037,-0.01,-0.0,0.039,0.03,-0.046,-0.047,0.041
ctx-lh-F13,,,,,,,,,,,,,,0.049,0.086,0.008,0.057,0.09,0.037,0.04,0.037,0.083,0.085,0.085,0.021,-0.013,0.058,-0.038,0.111,0.025,-0.052,0.111,0.02,-0.026,0.009,-0.007,-0.04,0.084,0.067,0.05,0.104,0.057,-0.014,0.038,0.018,-0.054,-0.09,0.022,0.063,-0.053,-0.004,0.006,0.123,0.11,0.011,-0.04,0.08,-0.018,0.007,-0.019,0.09,-0.029,0.068,0.073,-0.052,0.028,0.005,0.026,0.076,0.058,-0.019,-0.045,-0.084,-0.005,0.082,0.024,-0.018,0.074,-0.01,-0.002,-0.031,-0.054,-0.046,-0.016,-0.043,0.006,0.114,0.086,-0.005,-0.031,-0.053,0.008
ctx-lh-F14,,,,,,,,,,,,,,,0.074,0.086,0.067,0.013,0.041,-0.017,-0.001,0.055,0.072,0.005,-0.02,0.009,-0.001,0.044,0.068,0.07,0.055,0.08,-0.062,-0.058,0.021,0.026,-0.039,0.148,0.149,0.049,-0.003,0.023,0.04,-0.031,0.048,-0.088,-0.078,-0.018,-0.036,-0.091,0.035,0.014,0.025,-0.051,-0.018,0.007,-0.014,-0.051,0.037,0.059,0.105,0.088,0.071,0.027,-0.047,0.037,-0.01,-0.029,0.076,0.007,-0.026,-0.005,-0.02,0.082,-0.0,0.06,0.104,0.103,-0.059,0.066,0.058,0.027,-0.024,0.02,0.023,0.062,0.005,0.02,0.089,-0.071,0.035,0.002
ctx-lh-F15,,,,,,,,,,,,,,,,-0.0,0.008,-0.004,0.029,0.007,-0.044,-0.01,0.004,-0.055,-0.055,0.017,0.04,-0.048,-0.006,0.07,-0.12,-0.009,0.004,0.047,0.104,-0.025,0.081,0.047,-0.034,0.089,0.005,0.094,0.009,-0.02,0.023,0.004,0.009,0.042,0.015,0.072,0.031,0.022,-0.031,0.058,0.095,0.014,-0.05,0.111,0.091,0.131,-0.047,0.037,0.05,0.021,0.057,0.042,0.03,0.044,-0.045,-0.009,0.042,0.053,0.074,0.027,-0.014,0.086,0.003,-0.036,-0.001,0.114,0.095,0.023,0.076,0.083,0.023,0.045,0.032,0.129,0.093,0.024,0.06,0.085
ctx-lh-F16,,,,,,,,,,,,,,,,,0.064,-0.009,-0.005,0.01,0.029,0.009,0.031,-0.018,-0.022,0.023,0.074,0.043,0.053,0.098,-0.051,0.083,0.016,-0.006,0.144,-0.024,0.074,0.051,-0.092,0.051,-0.018,0.081,0.0,-0.069,0.021,-0.042,0.074,0.07,-0.003,0.04,0.04,-0.056,0.046,0.062,0.059,0.009,-0.022,0.007,0.001,0.068,0.05,-0.08,0.086,-0.029,-0.003,0.055,0.012,0.027,0.008,0.01,-0.01,0.015,0.064,0.025,0.018,0.057,0.03,0.013,0.019,0.076,0.114,0.023,0.039,0.112,-0.04,-0.037,-0.016,0.102,0.048,-0.026,0.065,0.035
ctx-lh-F17,,,,,,,,,,,,,,,,,,0.001,0.012,-0.01,-0.117,0.026,0.017,-0.142,-0.045,0.015,-0.086,0.053,-0.059,0.033,0.013,0.085,-0.05,-0.023,-0.008,-0.061,-0.002,-0.084,-0.059,0.087,-0.126,-0.005,-0.08,-0.025,-0.108,-0.054,-0.01,0.095,-0.002,-0.036,0.103,-0.027,-0.041,-0.057,0.036,0.049,-0.01,-0.034,-0.006,0.083,-0.004,0.09,0.049,-0.105,-0.045,0.055,-0.016,0.041,-0.001,-0.136,0.015,-0.051,-0.012,0.065,-0.056,0.079,0.052,0.096,-0.007,0.082,-0.001,0.036,-0.082,-0.031,-0.014,0.073,-0.063,-0.045,0.009,-0.008,0.012,0.001
ctx-lh-F18,,,,,,,,,,,,,,,,,,,-0.091,-0.015,-0.007,0.084,0.05,-0.048,-0.048,0.05,-0.022,-0.039,0.047,0.063,0.027,0.054,-0.065,-0.023,0.013,-0.096,0.012,0.1,0.13,0.013,-0.06,0.008,-0.091,0.019,0.067,-0.055,-0.035,0.0,0.048,-0.086,-0.005,-0.066,0.043,-0.006,-0.041,0.028,0.014,-0.062,-0.029,-0.025,-0.001,-0.028,0.008,0.011,-0.062,-0.041,-0.065,0.0,0.095,-0.026,-0.013,0.014,-0.05,-0.022,-0.023,0.048,0.054,0.023,-0.055,-0.021,0.03,-0.079,0.037,-0.027,-0.021,-0.011,-0.041,0.049,-0.087,-0.082,0.015,-0.047
ctx-lh-F19,,,,,,,,,,,,,,,,,,,,-0.013,-0.028,0.077,0.145,0.003,-0.026,-0.004,0.071,0.081,0.111,-0.009,0.064,0.119,0.016,0.024,0.09,-0.037,-0.002,0.15,0.09,-0.061,-0.017,0.121,-0.022,0.017,0.093,-0.073,-0.022,0.007,0.004,-0.123,-0.068,-0.055,0.075,0.11,-0.076,0.003,-0.058,-0.038,-0.047,0.074,0.026,-0.04,0.06,-0.118,-0.152,-0.053,-0.011,0.058,0.153,0.015,-0.038,-0.016,-0.002,0.066,0.095,-0.045,0.066,0.094,-0.027,0.096,0.086,-0.053,-0.016,0.143,-0.076,-0.03,0.018,0.144,0.018,0.032,0.107,0.062
ctx-lh-F20,,,,,,,,,,,,,,,,,,,,,-0.05,-0.038,0.02,-0.118,0.015,-0.048,-0.024,0.016,0.001,-0.045,-0.07,0.062,-0.055,0.022,-0.066,-0.033,-0.048,-0.078,-0.052,-0.006,0.007,0.001,-0.021,-0.078,-0.106,-0.021,-0.106,-0.041,-0.056,-0.124,-0.025,-0.057,-0.079,-0.023,-0.116,-0.093,-0.072,-0.131,0.003,-0.055,-0.003,0.053,-0.02,-0.006,0.033,-0.018,-0.024,-0.111,0.001,-0.019,-0.006,-0.086,-0.044,-0.003,-0.056,-0.05,-0.021,0.061,-0.061,0.036,-0.029,-0.014,-0.111,-0.047,0.006,-0.068,0.019,-0.011,-0.004,-0.064,-0.055,-0.009
ctx-lh-F21,,,,,,,,,,,,,,,,,,,,,,-0.029,0.073,-0.018,-0.066,-0.026,0.013,0.042,0.071,-0.004,-0.009,0.039,-0.011,0.08,0.061,0.007,-0.016,0.159,0.16,0.034,-0.024,0.04,0.027,-0.02,0.069,-0.1,-0.048,-0.07,-0.081,-0.17,-0.041,-0.035,-0.014,-0.026,-0.078,-0.026,-0.1,-0.064,-0.011,0.02,0.009,0.04,-0.038,0.003,-0.082,-0.053,-0.066,-0.037,0.025,-0.059,-0.052,-0.016,0.01,0.041,0.004,0.004,0.015,0.002,-0.003,0.146,0.041,0.002,-0.007,0.005,-0.007,0.079,-0.019,0.032,0.102,-0.046,0.148,0.099
ctx-lh-F22,,,,,,,,,,,,,,,,,,,,,,,0.027,-0.088,0.031,0.022,0.05,0.042,-0.006,0.054,-0.019,0.111,-0.101,0.005,0.092,-0.088,0.082,-0.001,-0.096,0.084,-0.098,0.056,-0.075,0.027,-0.021,-0.056,-0.045,0.058,-0.003,-0.132,0.04,-0.022,-0.109,-0.081,-0.041,0.076,-0.065,-0.087,0.005,0.031,-0.03,-0.029,-0.072,0.003,0.049,0.051,-0.016,-0.124,-0.01,0.041,0.057,-0.174,0.078,-0.007,-0.054,0.047,0.046,0.046,-0.085,0.005,0.042,-0.015,-0.072,-0.011,-0.055,-0.036,-0.074,0.015,-0.048,-0.016,-0.012,0.023
ctx-lh-F23,,,,,,,,,,,,,,,,,,,,,,,,-0.048,-0.033,0.079,0.094,-0.039,0.002,0.063,-0.108,-0.036,-0.004,0.008,0.045,-0.004,0.12,0.046,0.06,0.072,-0.002,0.087,0.005,0.004,0.005,-0.034,0.024,0.056,0.029,0.019,0.073,0.036,-0.008,-0.006,0.11,0.02,0.007,0.063,0.1,0.065,0.074,0.058,0.098,0.053,0.102,0.072,0.039,0.059,-0.026,-0.018,0.019,0.07,0.096,0.081,-0.024,0.103,0.001,0.029,-0.032,0.067,0.013,0.006,0.113,0.079,0.036,0.023,-0.014,0.124,0.051,0.004,0.047,0.025
ctx-lh-F24,,,,,,,,,,,,,,,,,,,,,,,,,-0.029,-0.109,0.004,-0.055,-0.001,-0.021,-0.03,-0.004,-0.059,0.023,-0.06,-0.039,-0.074,0.13,0.071,-0.021,-0.096,0.061,-0.079,-0.027,0.016,-0.085,-0.108,-0.071,-0.075,-0.188,-0.067,-0.095,-0.057,-0.065,-0.102,-0.068,-0.112,-0.107,-0.035,0.018,-0.013,-0.023,-0.005,-0.078,-0.126,-0.048,-0.046,-0.063,-0.033,-0.161,-0.109,-0.123,-0.068,-0.014,0.007,-0.024,-0.025,0.0,-0.032,0.137,-0.043,-0.037,-0.108,0.023,-0.084,0.059,-0.041,-0.025,0.01,-0.041,0.112,0.13
ctx-lh-F25,,,,,,,,,,,,,,,,,,,,,,,,,,-0.038,-0.084,-0.002,0.048,0.034,-0.038,0.017,-0.071,0.016,0.027,0.048,-0.023,0.118,0.029,0.07,-0.046,0.029,-0.057,-0.019,0.114,-0.122,-0.131,-0.022,-0.028,-0.202,0.003,-0.01,-0.049,-0.005,-0.086,-0.063,0.007,-0.041,-0.062,0.084,-0.025,0.058,0.047,-0.062,-0.006,0.018,0.023,0.046,0.039,-0.041,-0.042,-0.004,-0.051,0.026,0.018,0.076,-0.007,0.037,-0.038,0.09,0.077,0.076,0.044,0.098,-0.057,0.025,-0.02,0.035,0.016,-0.045,0.188,0.005
ctx-lh-F26,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003,0.062,0.046,-0.054,-0.053,0.133,-0.099,0.03,0.011,-0.022,0.035,-0.036,-0.164,0.014,-0.013,0.067,-0.026,0.012,0.003,-0.089,-0.134,0.041,-0.031,-0.109,-0.053,-0.132,-0.035,0.017,-0.079,-0.031,-0.068,-0.071,-0.021,0.056,0.001,0.028,-0.04,-0.075,0.026,0.026,0.042,-0.049,0.074,0.062,-0.011,-0.085,0.074,0.039,0.026,-0.048,0.026,0.128,-0.051,0.078,0.042,0.058,-0.063,0.061,0.012,-0.08,0.022,0.095,0.04,0.051,0.022,-0.014
ctx-lh-F27,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,0.066,-0.036,0.011,0.018,0.074,0.06,0.006,-0.003,-0.019,0.011,0.183,-0.087,0.03,0.077,0.009,0.035,0.002,-0.071,-0.057,0.058,0.053,-0.047,-0.063,-0.032,0.063,0.069,0.027,0.04,0.066,-0.025,-0.062,0.038,0.083,0.034,0.039,-0.02,0.051,-0.055,0.026,0.067,0.073,0.034,-0.07,0.0,0.046,0.073,0.055,-0.045,0.082,0.094,0.077,0.12,-0.045,-0.017,-0.047,0.039,0.062,-0.035,0.063,0.078,0.076,0.016,0.045,0.076
ctx-lh-F28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048,0.117,-0.135,-0.021,-0.04,-0.0,0.061,-0.042,0.066,0.062,-0.016,0.064,-0.047,0.07,-0.0,-0.092,0.024,-0.015,0.005,0.04,-0.008,-0.013,0.101,0.019,-0.047,0.004,0.079,0.032,0.015,0.047,-0.024,0.106,0.036,0.025,0.116,0.007,0.039,0.097,0.044,0.049,-0.101,-0.016,0.008,0.052,0.035,-0.132,-0.064,0.106,-0.06,-0.023,-0.06,0.085,0.046,0.015,0.063,0.116,-0.015,0.011,-0.034,0.107,0.065,-0.038,0.028,-0.001
ctx-lh-F29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,-0.122,0.002,-0.074,0.032,0.071,-0.01,0.108,0.017,0.042,0.043,-0.075,0.138,-0.0,0.036,0.036,-0.058,0.008,0.063,0.057,-0.11,0.132,0.032,-0.077,0.015,0.064,0.075,0.0,-0.015,0.038,0.073,-0.015,0.037,-0.019,-0.003,0.075,0.09,0.04,0.028,-0.077,-0.082,0.045,0.012,0.118,-0.014,-0.144,0.09,-0.014,-0.025,-0.035,0.142,0.029,-0.013,-0.007,0.003,0.037,0.101,-0.073,0.035,0.041,0.017,0.02,0.019
ctx-lh-F30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.136,-0.075,0.052,-0.017,0.074,-0.037,0.056,-0.052,0.015,-0.022,0.049,-0.011,0.038,0.065,-0.044,-0.145,0.035,-0.03,-0.077,-0.019,-0.012,-0.044,0.046,-0.07,-0.105,-0.006,-0.084,0.053,0.085,0.063,0.148,0.071,0.025,0.033,0.103,0.076,0.049,0.083,0.06,0.017,-0.027,0.042,0.084,0.05,0.073,0.075,0.149,-0.047,0.112,0.083,0.124,0.007,0.097,0.074,-0.019,0.011,0.069,0.02,0.042,0.11,0.04
ctx-lh-F31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.088,-0.092,-0.007,0.053,-0.07,0.008,0.007,-0.026,-0.04,-0.06,0.062,-0.065,0.019,0.068,-0.04,-0.052,0.008,-0.025,-0.072,0.045,-0.03,-0.137,-0.012,0.018,0.013,-0.034,-0.039,-0.033,0.027,-0.094,0.019,0.019,-0.014,-0.01,0.017,-0.035,-0.042,-0.144,-0.07,-0.124,-0.075,0.01,-0.144,-0.135,0.006,-0.032,-0.06,-0.083,0.072,0.036,-0.023,-0.06,0.02,-0.091,-0.059,-0.047,0.051,-0.013,-0.028,-0.015,-0.006
ctx-lh-F32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.038,0.039,0.116,-0.03,0.124,0.016,0.051,0.095,-0.02,0.084,-0.015,-0.014,-0.012,0.005,0.091,0.126,0.12,0.019,0.16,0.086,-0.016,0.009,0.191,0.08,0.104,0.069,0.057,0.125,0.035,0.075,0.162,0.095,0.167,0.095,0.049,0.139,-0.055,-0.03,0.064,0.146,0.071,-0.024,-0.079,0.121,0.048,-0.072,-0.034,0.096,0.072,0.035,0.15,0.065,0.033,0.036,-0.022,0.069,0.04,0.034,0.022,0.015
ctx-lh-F33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.063,-0.007,-0.136,-0.003,-0.037,0.004,-0.078,-0.023,0.022,-0.049,-0.067,-0.04,0.026,0.003,-0.067,-0.07,-0.079,-0.06,-0.067,-0.052,-0.057,-0.071,-0.039,-0.081,-0.171,-0.005,-0.138,-0.025,-0.015,-0.075,0.003,-0.055,-0.037,-0.151,-0.082,-0.074,-0.146,-0.144,-0.043,-0.057,-0.057,-0.135,-0.07,-0.076,-0.032,-0.096,-0.019,-0.069,-0.124,-0.079,-0.141,-0.13,-0.087,-0.103,-0.069,-0.12,-0.094,-0.116,-0.034
