,ctx-lh-FA,ctx-lh-FB,ctx-lh-FC,ctx-lh-FCBm,ctx-lh-FD,ctx-lh-FDdelta,ctx-lh-FDT,ctx-lh-FE,ctx-lh-FF,ctx-lh-FG,ctx-lh-FH,ctx-lh-FJK,ctx-lh-FLMN,ctx-lh-HA,ctx-lh-HB,ctx-lh-HC,ctx-lh-IA,ctx-lh-IB,ctx-lh-LA1,ctx-lh-LA2,ctx-lh-LC1,ctx-lh-LC2,ctx-lh-LC3,ctx-lh-LD,ctx-lh-LE,ctx-lh-OA,ctx-lh-OB,ctx-lh-OC,ctx-lh-PA,ctx-lh-PB,ctx-lh-PC,ctx-lh-PD,ctx-lh-PE,ctx-lh-PF,ctx-lh-PG,ctx-lh-PH,ctx-lh-TA,ctx-lh-TB,ctx-lh-TC,ctx-lh-TD,ctx-lh-TE,ctx-lh-TF,ctx-lh-TG,ctx-rh-FA,ctx-rh-FB,ctx-rh-FC,ctx-rh-FCBm,ctx-rh-FD,ctx-rh-FDdelta,ctx-rh-FDT,ctx-rh-FE,ctx-rh-FF,ctx-rh-FG,ctx-rh-FH,ctx-rh-FJK,ctx-rh-FLMN,ctx-rh-HA,ctx-rh-HB,ctx-rh-HC,ctx-rh-IA,ctx-rh-IB,ctx-rh-LA1,ctx-rh-LA2,ctx-rh-LC1,ctx-rh-LC2,ctx-rh-LC3,ctx-rh-LD,ctx-rh-LE,ctx-rh-OA,ctx-rh-OB,ctx-rh-OC,ctx-rh-PA,ctx-rh-PB,ctx-rh-PC,ctx-rh-PD,ctx-rh-PE,ctx-rh-PF,ctx-rh-PG,ctx-rh-PH,ctx-rh-TA,ctx-rh-TB,ctx-rh-TC,ctx-rh-TD,ctx-rh-TE,ctx-rh-TF,ctx-rh-TG
ctx-lh-FH,,,,,,,,,,,,0.014,-0.043,-0.052,0.024,0.061,0.054,0.027,-0.13,-0.01,-0.059,-0.043,0.071,0.021,-0.003,0.059,0.001,-0.002,-0.079,-0.154,-0.043,0.078,0.031,-0.013,0.003,0.03,-0.043,0.117,0.033,0.03,-0.066,-0.003,-0.082,-0.144,-0.044,0.093,0.061,0.012,0.033,0.04,-0.03,-0.044,0.069,0.003,0.015,-0.064,0.035,-0.019,0.009,0.046,-0.017,-0.029,0.039,0.034,-0.058,0.045,0.028,0.033,0.03,-0.003,-0.03,-0.187,-0.169,-0.062,-0.013,-0.002,0.057,0.031,-0.009,0.053,-0.007,0.03,-0.083,-0.007,0.043,0.031
ctx-lh-FJK,,,,,,,,,,,,,-0.021,-0.069,0.046,0.074,-0.032,-0.116,-0.101,-0.109,-0.101,-0.128,-0.161,-0.047,-0.143,-0.009,-0.08,-0.1,0.062,0.091,-0.023,0.033,-0.044,-0.041,0.054,0.009,-0.059,-0.007,-0.042,-0.08,0.013,-0.006,-0.063,-0.069,-0.03,-0.002,-0.08,-0.009,0.061,-0.01,-0.019,-0.016,0.022,0.015,0.034,-0.025,0.003,0.121,0.031,-0.02,-0.007,-0.152,-0.157,-0.125,-0.125,-0.147,-0.084,-0.189,0.026,-0.043,-0.079,0.023,-0.037,-0.065,0.069,-0.03,-0.058,0.049,0.033,0.044,0.077,-0.009,0.021,0.039,0.02,-0.016
ctx-lh-FLMN,,,,,,,,,,,,,,0.058,0.013,0.035,0.035,0.017,-0.081,-0.027,0.062,0.008,0.033,-0.009,0.037,-0.019,-0.018,-0.062,-0.024,-0.053,-0.059,0.044,0.04,0.031,0.042,0.007,0.03,0.095,0.057,0.09,0.033,0.003,-0.005,-0.102,-0.004,0.083,0.079,-0.012,-0.026,0.018,0.023,-0.067,0.063,0.023,-0.045,-0.01,0.076,0.023,0.035,0.031,0.012,-0.094,0.042,0.086,0.013,0.065,0.005,-0.002,-0.017,-0.055,-0.096,-0.12,-0.088,-0.085,-0.019,0.055,0.092,0.086,-0.025,0.037,0.045,0.036,0.022,0.027,0.016,-0.001
ctx-lh-HA,,,,,,,,,,,,,,,-0.059,-0.046,-0.015,-0.049,-0.032,0.003,-0.052,-0.052,0.033,0.023,-0.09,0.023,0.067,0.03,-0.013,0.063,0.026,0.012,0.038,-0.019,-0.024,0.016,-0.044,-0.079,-0.02,-0.004,-0.106,-0.033,-0.091,0.016,0.005,0.036,-0.011,-0.011,0.03,-0.013,-0.073,-0.045,-0.029,-0.034,-0.023,-0.061,0.007,-0.029,-0.047,-0.061,-0.013,0.019,0.061,-0.057,-0.029,-0.004,0.108,-0.02,0.016,0.05,0.009,0.045,0.002,0.017,0.065,0.103,0.023,0.029,0.001,-0.102,0.018,-0.018,-0.022,-0.042,-0.045,-0.106
ctx-lh-HB,,,,,,,,,,,,,,,,-0.051,0.019,0.022,0.009,0.057,0.027,0.016,-0.02,-0.021,-0.04,-0.001,-0.052,-0.052,0.08,0.021,0.037,0.052,0.038,-0.025,0.048,0.064,-0.024,-0.062,0.025,-0.015,0.011,0.006,-0.069,-0.06,-0.045,0.05,-0.001,0.057,0.059,-0.059,-0.045,-0.009,-0.093,0.003,-0.002,0.019,0.004,0.042,-0.002,-0.008,0.033,-0.027,0.015,-0.04,0.049,-0.057,-0.047,-0.012,0.002,-0.034,-0.063,0.009,-0.053,-0.019,0.169,0.072,-0.019,0.081,0.054,-0.057,0.05,0.071,0.025,-0.016,0.084,-0.036
ctx-lh-HC,,,,,,,,,,,,,,,,,-0.129,-0.083,-0.084,0.018,0.119,0.041,-0.044,0.072,0.067,0.077,0.052,0.035,0.017,0.03,-0.001,-0.071,-0.024,-0.137,0.012,0.054,0.058,-0.076,-0.091,0.079,-0.053,0.028,-0.034,-0.074,-0.112,0.081,-0.063,0.076,0.05,-0.098,0.063,-0.038,0.022,0.149,0.075,0.005,-0.026,-0.077,0.133,-0.069,-0.06,-0.025,0.051,0.106,0.125,-0.029,0.085,0.092,0.05,0.014,0.028,-0.075,-0.033,-0.033,-0.006,0.036,-0.029,0.063,0.114,0.003,0.021,-0.002,0.01,-0.01,0.014,-0.011
ctx-lh-IA,,,,,,,,,,,,,,,,,,-0.082,-0.015,-0.041,-0.119,-0.123,-0.145,-0.106,-0.196,-0.009,-0.078,-0.124,0.12,0.199,0.132,-0.02,-0.057,-0.002,-0.088,0.028,0.035,-0.028,-0.035,-0.107,-0.01,0.004,0.026,0.088,0.047,-0.048,0.002,0.036,0.037,0.008,0.045,0.165,0.013,0.105,0.026,0.094,-0.07,0.085,-0.083,0.071,0.03,-0.021,-0.031,-0.13,-0.078,-0.074,-0.173,-0.199,-0.077,-0.105,-0.15,0.178,0.131,0.149,0.055,-0.017,0.005,-0.043,0.011,0.084,0.081,0.083,0.018,0.038,0.01,0.058
ctx-lh-IB,,,,,,,,,,,,,,,,,,,-0.049,-0.097,-0.128,-0.137,-0.075,-0.063,-0.174,0.043,-0.003,-0.06,0.023,0.015,0.071,-0.031,-0.017,0.017,-0.046,0.082,-0.039,-0.029,-0.066,-0.161,0.068,0.076,0.034,0.07,-0.025,-0.096,0.075,-0.022,0.07,0.042,-0.044,0.077,0.031,0.024,0.014,0.019,-0.148,0.005,-0.076,0.031,-0.048,-0.1,-0.06,-0.157,-0.133,-0.036,-0.133,-0.197,-0.04,-0.065,-0.037,0.126,-0.009,0.078,0.016,0.025,0.074,-0.011,0.079,-0.019,-0.01,-0.016,-0.001,0.024,0.012,0.071
ctx-lh-LA1,,,,,,,,,,,,,,,,,,,,-0.112,-0.177,-0.191,-0.081,-0.045,-0.221,0.063,-0.032,-0.109,0.121,0.142,0.083,-0.012,0.01,0.065,-0.118,0.082,-0.046,0.038,-0.024,-0.092,-0.055,0.063,-0.073,0.088,0.11,0.006,0.047,0.007,0.083,0.071,-0.045,0.082,-0.052,-0.089,-0.076,-0.044,-0.07,0.003,-0.063,0.073,-0.03,0.012,-0.048,-0.127,-0.147,-0.016,-0.065,-0.249,0.026,-0.079,-0.102,0.12,0.034,0.033,0.072,0.003,0.131,-0.06,0.052,0.076,-0.019,-0.033,-0.024,0.017,0.043,-0.026
ctx-lh-LA2,,,,,,,,,,,,,,,,,,,,,-0.089,-0.077,-0.067,0.028,-0.119,0.053,-0.046,-0.116,0.105,0.125,0.014,-0.044,-0.033,-0.009,-0.015,0.094,0.029,0.041,-0.05,-0.061,0.049,0.085,-0.033,-0.013,0.018,0.07,-0.007,0.061,0.091,0.048,-0.003,0.029,-0.008,-0.011,-0.056,0.019,-0.006,-0.008,-0.009,-0.008,-0.056,-0.037,0.01,-0.09,-0.083,-0.001,-0.023,-0.153,0.045,-0.032,-0.107,0.06,0.017,0.011,0.024,-0.047,0.023,-0.032,0.028,0.122,0.017,-0.051,-0.069,0.069,0.041,0.011
ctx-lh-LC1,,,,,,,,,,,,,,,,,,,,,,0.054,-0.061,0.093,0.046,0.057,0.007,-0.031,-0.084,-0.08,-0.064,-0.02,-0.028,-0.209,0.002,0.02,-0.044,-0.012,-0.054,-0.05,-0.052,0.006,-0.064,-0.082,-0.104,0.116,-0.061,0.043,0.022,-0.036,0.047,-0.087,0.015,0.011,-0.038,0.014,0.052,-0.024,0.072,-0.048,-0.093,-0.102,-0.052,0.116,0.066,-0.034,0.159,0.109,0.076,0.005,-0.036,-0.075,-0.047,-0.039,0.029,0.02,-0.048,0.092,0.07,0.01,0.003,-0.074,0.005,0.021,0.079,-0.008
ctx-lh-LC2,,,,,,,,,,,,,,,,,,,,,,,-0.015,0.053,0.006,0.015,-0.015,-0.052,-0.089,-0.133,-0.093,-0.01,-0.013,-0.151,0.109,-0.025,-0.021,-0.019,-0.022,-0.051,-0.009,-0.03,-0.033,-0.157,-0.154,0.116,-0.05,0.059,0.006,-0.027,-0.007,-0.094,0.017,0.001,-0.052,-0.0,0.013,-0.072,0.012,-0.112,-0.107,-0.143,-0.085,0.07,0.02,-0.06,0.089,0.044,0.068,-0.028,-0.048,-0.132,-0.056,-0.068,0.037,-0.017,0.003,0.16,0.054,0.012,-0.008,-0.09,-0.065,0.057,0.06,0.024
ctx-lh-LC3,,,,,,,,,,,,,,,,,,,,,,,,0.047,-0.083,-0.014,-0.168,-0.167,0.095,0.087,0.02,0.042,-0.007,0.053,0.048,0.07,0.07,0.041,-0.049,-0.029,0.128,-0.005,0.084,0.065,-0.025,0.013,-0.106,0.03,-0.057,-0.022,-0.048,-0.04,0.074,0.11,0.045,0.063,-0.066,-0.006,0.019,-0.054,-0.009,-0.096,-0.096,-0.096,0.008,-0.082,0.006,-0.107,-0.021,-0.098,-0.103,0.091,0.129,0.067,0.095,-0.011,-0.003,0.089,0.039,0.12,0.042,-0.06,0.047,0.184,0.044,0.041
ctx-lh-LD,,,,,,,,,,,,,,,,,,,,,,,,,0.042,0.057,0.038,-0.021,-0.026,-0.011,-0.054,-0.004,0.046,-0.102,0.099,-0.034,-0.121,-0.173,-0.017,0.004,-0.097,0.016,-0.12,-0.092,-0.141,0.03,-0.147,0.008,0.062,-0.181,0.057,-0.137,0.01,-0.016,-0.043,-0.009,-0.025,0.052,0.071,-0.076,-0.101,0.013,0.067,0.048,0.066,-0.023,-0.017,-0.019,0.034,0.027,-0.003,-0.091,-0.068,-0.06,-0.027,0.067,-0.089,0.067,0.04,-0.168,-0.073,-0.011,-0.063,-0.159,-0.031,-0.097
ctx-lh-LE,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,0.01,-0.042,-0.073,-0.122,-0.116,0.027,0.026,-0.147,0.109,0.048,-0.036,-0.041,-0.064,-0.036,0.004,-0.007,-0.044,-0.149,-0.188,0.119,-0.102,0.065,0.094,-0.062,-0.01,-0.027,0.081,0.05,-0.059,-0.012,-0.1,-0.073,0.063,-0.097,-0.182,-0.113,-0.079,0.059,0.074,-0.012,0.086,0.043,0.062,0.02,-0.019,-0.12,-0.085,-0.125,0.036,0.018,-0.023,0.195,0.115,-0.044,-0.083,-0.112,-0.064,0.035,0.046,-0.05
ctx-lh-OA,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,0.132,-0.012,-0.021,-0.058,0.07,-0.066,0.008,0.042,-0.016,-0.1,-0.106,-0.001,0.084,-0.015,0.002,-0.073,-0.052,-0.024,0.047,-0.046,0.02,0.043,-0.037,0.031,-0.11,0.002,0.055,-0.044,0.051,-0.006,-0.106,0.054,-0.03,-0.009,0.105,0.076,0.016,0.108,-0.056,-0.023,0.051,-0.042,0.091,0.124,0.007,-0.019,-0.095,-0.03,0.035,0.031,0.088,-0.066,-0.13,-0.094,-0.006,-0.057,-0.09,-0.048,-0.11
ctx-lh-OB,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146,0.08,0.097,0.084,0.141,-0.043,-0.042,0.044,0.075,-0.023,-0.053,-0.035,0.03,0.0,0.042,-0.093,0.044,0.008,0.03,-0.095,-0.069,-0.023,-0.056,-0.03,-0.101,0.063,0.056,-0.027,0.043,-0.01,-0.045,0.069,-0.04,-0.028,0.002,-0.014,-0.087,0.04,-0.148,-0.013,-0.013,0.036,0.023,0.124,0.073,0.105,0.027,0.047,-0.025,-0.055,0.031,-0.023,-0.129,-0.068,-0.027,-0.025,-0.103,-0.047,-0.121
ctx-lh-OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088,0.125,0.046,0.082,-0.021,-0.046,0.018,0.109,-0.063,-0.168,-0.064,0.019,-0.025,0.029,-0.037,0.027,-0.047,-0.036,-0.112,-0.063,-0.036,-0.029,-0.025,-0.099,0.054,0.059,-0.113,0.021,-0.022,-0.093,0.073,-0.074,-0.061,-0.071,-0.059,-0.102,0.003,-0.205,-0.002,-0.024,0.103,0.067,-0.044,0.045,0.068,0.016,0.059,-0.018,-0.072,0.006,0.05,-0.107,-0.035,-0.035,-0.062,-0.072,-0.045,-0.083
ctx-lh-PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,-0.184,-0.083,0.063,0.046,-0.051,-0.113,-0.082,-0.031,0.107,-0.038,-0.089,-0.054,-0.04,-0.119,0.031,0.044,0.075,0.061,0.167,0.102,-0.007,0.001,-0.117,-0.068,0.052,0.04,-0.014,0.018,0.005,0.174,0.076,0.113,0.1,-0.002,-0.065,0.146,-0.016,0.013,-0.055,0.032,0.076,-0.068,-0.22,-0.209,-0.139,0.027,0.163,-0.036,-0.111,-0.088,0.072,0.1,0.057,-0.14,-0.068,-0.075
ctx-lh-PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.216,-0.113,-0.005,0.118,-0.021,-0.108,-0.019,-0.045,0.136,-0.009,-0.089,-0.107,0.029,-0.151,0.004,0.058,0.148,0.048,0.111,0.114,-0.044,0.019,-0.144,-0.109,0.02,-0.042,0.05,0.005,0.003,0.167,0.059,0.119,0.109,-0.01,-0.113,0.099,-0.022,0.012,-0.015,0.068,0.115,-0.178,-0.152,-0.287,-0.151,-0.005,0.098,-0.063,-0.072,-0.125,-0.009,0.058,0.038,-0.214,-0.079,-0.049
ctx-lh-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.062,-0.017,0.068,-0.044,-0.128,-0.082,-0.031,0.053,-0.024,-0.099,-0.041,0.022,-0.059,0.036,-0.015,0.127,-0.018,0.065,0.099,-0.049,0.062,-0.015,-0.071,0.098,0.0,0.013,-0.049,0.015,0.153,0.034,0.072,0.07,-0.018,-0.134,0.027,-0.058,-0.043,-0.076,0.05,0.073,-0.144,-0.176,-0.21,-0.15,-0.072,0.03,-0.127,-0.091,-0.124,0.003,0.004,-0.02,-0.191,-0.02,-0.001
ctx-lh-PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019,-0.095,0.007,-0.023,-0.007,-0.039,0.105,-0.015,-0.025,-0.007,0.154,-0.033,-0.042,-0.023,0.031,0.061,0.026,0.02,0.024,0.064,0.098,0.022,0.094,0.012,-0.059,-0.001,-0.018,0.021,-0.018,-0.028,-0.061,-0.007,-0.007,0.039,-0.048,-0.016,0.036,0.085,0.054,-0.036,-0.069,-0.035,0.008,-0.015,-0.006,-0.037,0.018,-0.035,-0.021,0.074,-0.017,0.008,-0.008,-0.002
ctx-lh-PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.106,0.003,-0.065,0.007,-0.037,0.07,0.041,0.008,-0.008,0.045,0.015,0.01,0.051,-0.038,0.08,0.092,0.002,0.043,-0.077,0.034,0.062,-0.03,0.059,-0.068,0.002,0.03,0.013,0.008,0.022,0.018,-0.001,0.089,0.039,-0.003,0.012,-0.071,-0.039,-0.049,0.099,-0.002,0.019,0.042,0.06,0.054,0.061,-0.024,0.032,0.071,0.023,0.04,0.132,-0.005,-0.033
ctx-lh-PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.076,-0.008,0.045,0.095,0.051,-0.027,0.004,-0.059,-0.005,0.121,0.134,-0.023,0.086,0.066,0.07,0.085,-0.023,0.111,-0.034,-0.069,0.072,-0.053,-0.067,0.104,-0.127,0.061,0.024,-0.018,0.024,-0.197,-0.186,0.058,-0.109,-0.146,-0.026,-0.06,-0.031,0.075,0.077,0.127,0.079,-0.075,0.042,-0.059,0.068,0.058,0.092,0.092,0.102,0.056,-0.007,0.03
ctx-lh-PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.005,0.048,0.052,0.034,-0.052,0.008,-0.048,-0.075,-0.057,0.112,-0.014,0.067,-0.018,-0.047,0.043,-0.032,-0.054,0.019,-0.042,-0.021,0.052,0.041,-0.022,-0.059,-0.022,-0.03,-0.02,0.097,0.112,0.014,0.065,0.136,0.077,0.053,0.018,-0.115,-0.008,-0.04,0.052,0.009,-0.019,0.047,0.082,0.024,-0.004,-0.05,0.032,0.043,0.045,0.0
ctx-lh-PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,-0.088,-0.039,0.095,-0.048,0.092,0.028,-0.085,-0.013,0.048,0.025,0.056,0.09,-0.033,0.102,-0.052,-0.063,0.049,-0.037,0.036,-0.079,-0.013,0.02,-0.016,0.003,0.129,0.095,0.018,0.062,0.055,-0.074,-0.004,0.036,0.094,0.097,-0.06,-0.116,-0.162,-0.096,-0.034,0.012,0.013,0.002,-0.152,-0.148,0.011,-0.072,-0.125,0.005,-0.013
