,ctx-lh-FA,ctx-lh-FB,ctx-lh-FBA,ctx-lh-FC,ctx-lh-FCBm,ctx-lh-FDdelta,ctx-lh-FDL,ctx-lh-FDm,ctx-lh-FDp,ctx-lh-FE,ctx-lh-FF,ctx-lh-FG,ctx-lh-FH,ctx-lh-FL,ctx-lh-H,ctx-lh-IA,ctx-lh-IB,ctx-lh-LA,ctx-lh-LC1,ctx-lh-LC2,ctx-lh-LE,ctx-lh-OA,ctx-lh-OB,ctx-lh-OC,ctx-lh-PB,ctx-lh-PC,ctx-lh-PEm,ctx-lh-PEp,ctx-lh-PF,ctx-lh-PFD,ctx-lh-PG,ctx-lh-PH,ctx-lh-TA,ctx-lh-TB,ctx-lh-TE1,ctx-lh-TE2,ctx-lh-TF,ctx-lh-TG,ctx-rh-FA,ctx-rh-FB,ctx-rh-FBA,ctx-rh-FC,ctx-rh-FCBm,ctx-rh-FDdelta,ctx-rh-FDL,ctx-rh-FDm,ctx-rh-FDp,ctx-rh-FE,ctx-rh-FF,ctx-rh-FG,ctx-rh-FH,ctx-rh-FL,ctx-rh-H,ctx-rh-IA,ctx-rh-IB,ctx-rh-LA,ctx-rh-LC1,ctx-rh-LC2,ctx-rh-LE,ctx-rh-OA,ctx-rh-OB,ctx-rh-OC,ctx-rh-PB,ctx-rh-PC,ctx-rh-PEm,ctx-rh-PEp,ctx-rh-PF,ctx-rh-PFD,ctx-rh-PG,ctx-rh-PH,ctx-rh-TA,ctx-rh-TB,ctx-rh-TE1,ctx-rh-TE2,ctx-rh-TF,ctx-rh-TG
ctx-lh-FF,,,,,,,,,,,,0.05,-0.006,-0.08,0.018,0.03,-0.084,-0.012,-0.105,-0.101,-0.136,0.008,0.02,0.052,-0.075,0.015,0.048,0.038,0.0,-0.077,-0.009,-0.0,-0.032,-0.069,-0.072,0.072,0.027,-0.105,0.005,0.104,-0.049,0.063,0.008,0.1,-0.001,0.09,0.142,0.057,0.053,-0.028,-0.139,-0.104,-0.074,0.052,-0.031,0.043,-0.053,-0.021,-0.06,0.018,0.079,0.072,-0.071,0.002,0.045,0.006,0.016,-0.049,-0.015,-0.016,-0.08,-0.012,-0.128,0.04,-0.069,-0.06
ctx-lh-FG,,,,,,,,,,,,,-0.044,-0.061,0.14,-0.022,0.021,0.037,-0.022,-0.112,-0.042,0.066,0.094,0.099,-0.012,0.057,0.075,0.105,-0.017,-0.01,0.068,-0.032,-0.061,0.052,-0.008,-0.005,0.029,-0.001,0.005,0.06,0.009,0.07,0.047,-0.004,0.002,0.084,0.161,0.019,0.057,-0.111,-0.085,-0.163,0.031,0.004,0.019,0.022,0.028,-0.074,-0.005,0.069,0.064,0.076,-0.02,-0.001,0.034,0.061,0.001,-0.011,0.007,0.009,-0.04,0.049,-0.109,0.018,0.045,0.016
ctx-lh-FH,,,,,,,,,,,,,,-0.068,0.051,-0.122,-0.155,0.066,-0.018,-0.063,0.019,-0.038,-0.002,0.034,-0.097,-0.108,-0.121,-0.048,-0.1,-0.134,-0.0,-0.085,-0.089,-0.102,-0.007,-0.096,-0.047,-0.055,-0.138,-0.043,-0.141,-0.009,-0.025,-0.009,-0.042,0.014,0.082,-0.02,0.02,0.113,-0.021,-0.034,-0.085,0.011,-0.078,0.023,-0.058,-0.04,-0.018,-0.04,0.001,-0.023,-0.201,-0.182,-0.137,-0.101,-0.115,-0.151,-0.117,-0.089,-0.047,-0.051,-0.126,-0.107,-0.114,0.019
ctx-lh-FL,,,,,,,,,,,,,,,-0.026,-0.076,-0.048,0.055,-0.069,-0.059,-0.013,0.054,0.168,0.133,0.031,-0.117,-0.118,-0.039,-0.103,-0.065,-0.038,-0.042,-0.059,-0.029,-0.053,-0.13,-0.084,0.042,-0.106,-0.161,-0.041,-0.133,-0.051,-0.169,0.008,-0.08,-0.069,-0.083,-0.133,-0.028,-0.055,-0.063,-0.108,-0.01,-0.037,-0.072,-0.111,-0.064,-0.015,0.081,0.082,0.128,-0.122,-0.13,-0.143,-0.079,-0.132,-0.088,-0.119,-0.01,0.019,-0.09,-0.153,-0.169,-0.11,0.077
ctx-lh-H,,,,,,,,,,,,,,,,-0.058,-0.075,-0.053,0.033,-0.003,-0.041,-0.105,-0.053,0.001,-0.03,-0.017,-0.15,-0.106,-0.176,-0.119,-0.077,-0.139,-0.05,-0.043,-0.048,-0.163,-0.031,-0.044,-0.088,-0.027,-0.165,0.131,-0.009,0.077,0.062,0.068,0.149,0.099,0.142,0.063,0.059,-0.021,-0.131,-0.112,-0.049,0.021,0.005,0.084,-0.044,-0.07,-0.058,-0.002,-0.108,-0.097,-0.197,-0.121,-0.08,-0.099,-0.007,-0.077,-0.066,0.013,-0.026,-0.135,-0.089,-0.101
ctx-lh-IA,,,,,,,,,,,,,,,,,-0.093,-0.065,-0.18,-0.114,-0.14,-0.111,-0.063,-0.123,-0.028,0.066,0.016,-0.106,-0.005,-0.055,-0.077,-0.006,0.029,-0.039,-0.092,0.035,0.065,-0.182,0.078,-0.02,-0.076,-0.054,-0.094,0.182,-0.159,-0.076,-0.072,0.036,-0.032,-0.113,-0.125,-0.025,-0.069,0.093,-0.013,0.006,-0.237,-0.104,-0.14,-0.133,-0.065,-0.124,0.062,0.094,-0.003,-0.083,-0.077,-0.119,-0.118,-0.09,0.036,0.018,-0.081,-0.094,-0.041,-0.052
ctx-lh-IB,,,,,,,,,,,,,,,,,,-0.17,-0.236,-0.153,-0.196,-0.13,-0.096,-0.105,-0.118,0.042,-0.087,-0.198,-0.041,-0.054,-0.197,-0.019,-0.081,-0.017,-0.149,-0.018,0.07,-0.166,0.076,-0.125,-0.077,-0.19,-0.052,0.052,-0.205,-0.176,-0.168,-0.089,-0.101,-0.066,-0.156,-0.094,-0.158,-0.012,-0.031,-0.141,-0.281,-0.095,-0.213,-0.175,-0.134,-0.082,0.034,0.086,-0.145,-0.16,-0.043,-0.085,-0.217,-0.084,-0.082,-0.033,-0.114,-0.132,-0.121,-0.125
ctx-lh-LA,,,,,,,,,,,,,,,,,,,-0.063,-0.015,-0.095,-0.026,-0.028,-0.098,-0.019,0.047,0.122,-0.047,0.048,-0.015,0.04,0.115,-0.022,-0.072,-0.039,0.017,0.071,-0.131,0.021,-0.028,-0.069,-0.107,-0.117,0.071,-0.107,-0.084,-0.114,-0.006,-0.002,-0.001,-0.049,-0.031,-0.089,-0.062,-0.091,0.05,-0.147,-0.062,-0.087,-0.036,-0.082,-0.087,0.023,0.007,0.036,-0.095,0.032,-0.13,-0.082,0.045,0.025,0.034,-0.019,-0.056,-0.052,-0.016
ctx-lh-LC1,,,,,,,,,,,,,,,,,,,,0.141,-0.014,-0.032,-0.057,-0.059,-0.155,-0.146,-0.052,-0.008,-0.091,-0.166,0.118,-0.019,-0.151,-0.124,0.034,-0.005,-0.014,-0.119,-0.153,-0.096,-0.157,0.036,-0.092,-0.041,0.024,-0.04,0.066,0.025,0.067,0.003,-0.03,-0.107,-0.004,-0.166,-0.124,-0.034,0.107,0.161,0.051,-0.026,-0.053,-0.035,-0.138,-0.151,-0.109,-0.067,-0.076,-0.214,0.092,0.035,-0.113,-0.069,0.053,-0.019,-0.072,-0.09
ctx-lh-LC2,,,,,,,,,,,,,,,,,,,,,0.008,0.029,-0.014,-0.03,-0.068,-0.091,0.002,0.049,-0.073,-0.139,0.044,0.023,-0.049,-0.056,0.079,0.001,-0.023,-0.06,-0.097,-0.088,-0.101,-0.003,-0.068,-0.073,-0.07,-0.071,0.025,0.006,0.029,0.004,-0.088,-0.092,-0.039,-0.084,-0.04,-0.006,0.088,0.128,0.062,0.025,-0.007,-0.004,-0.085,-0.09,-0.033,-0.031,-0.023,-0.135,0.031,0.063,-0.02,-0.023,0.046,0.001,-0.043,-0.005
ctx-lh-LE,,,,,,,,,,,,,,,,,,,,,,-0.038,-0.075,-0.083,-0.145,-0.136,-0.13,-0.063,-0.056,-0.221,0.05,-0.027,-0.124,-0.165,-0.006,-0.004,-0.117,-0.195,-0.133,-0.107,-0.148,0.04,-0.078,0.019,-0.066,-0.065,0.023,0.014,0.048,-0.013,0.043,-0.063,-0.085,-0.105,-0.166,-0.067,-0.044,0.138,-0.038,-0.058,-0.032,-0.072,-0.131,-0.167,-0.175,-0.105,-0.038,-0.251,0.095,0.005,-0.124,-0.171,-0.007,-0.016,-0.112,-0.13
ctx-lh-OA,,,,,,,,,,,,,,,,,,,,,,,0.138,0.18,-0.254,-0.186,-0.09,-0.058,0.025,-0.14,0.015,0.037,-0.151,-0.039,-0.043,0.001,-0.024,-0.19,-0.139,-0.056,-0.136,0.036,-0.023,0.187,0.035,0.034,0.077,0.118,0.133,0.007,-0.034,-0.042,-0.138,-0.052,-0.082,0.081,-0.003,0.05,-0.017,0.12,0.215,0.202,-0.184,-0.152,-0.131,0.025,-0.005,-0.19,0.038,-0.012,-0.168,-0.094,-0.07,-0.075,0.0,-0.154
ctx-lh-OB,,,,,,,,,,,,,,,,,,,,,,,,0.101,-0.082,0.024,0.023,-0.067,0.041,-0.03,0.001,0.098,-0.074,-0.038,-0.009,0.042,0.055,-0.144,0.034,0.014,-0.014,0.011,0.023,0.096,-0.034,0.025,-0.01,0.088,0.089,0.049,0.05,0.03,-0.035,0.001,-0.056,0.029,-0.084,0.004,-0.051,0.109,-0.018,0.117,0.002,0.042,-0.033,-0.017,0.036,-0.082,0.025,0.1,-0.072,-0.035,0.02,-0.052,0.094,-0.107
ctx-lh-OC,,,,,,,,,,,,,,,,,,,,,,,,,-0.007,0.057,0.036,-0.071,0.017,-0.009,0.054,0.163,-0.047,-0.099,0.05,0.099,0.148,-0.034,0.09,0.007,0.002,0.013,0.004,0.098,-0.056,0.024,0.01,0.093,0.125,0.064,0.085,0.089,0.02,-0.036,-0.057,-0.05,-0.101,-0.022,-0.052,0.16,0.04,-0.101,0.062,0.071,-0.011,-0.034,0.024,-0.081,0.049,0.159,-0.019,-0.052,0.086,-0.018,0.158,0.001
ctx-lh-PB,,,,,,,,,,,,,,,,,,,,,,,,,,-0.101,-0.035,-0.097,0.015,-0.077,-0.062,-0.187,-0.125,-0.017,-0.157,-0.102,-0.093,-0.187,0.029,-0.106,-0.06,-0.046,-0.017,0.079,-0.123,-0.07,-0.118,0.049,0.013,-0.007,-0.108,-0.026,-0.044,0.019,-0.014,-0.05,-0.149,-0.0,-0.092,-0.273,-0.052,0.01,-0.054,-0.108,-0.146,-0.104,0.01,-0.103,-0.113,-0.156,-0.116,0.06,-0.071,-0.215,-0.18,-0.083
ctx-lh-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,-0.111,0.113,-0.008,-0.073,-0.109,-0.041,0.088,-0.127,-0.059,-0.046,-0.156,-0.065,-0.069,-0.033,-0.022,0.044,0.14,-0.106,-0.036,-0.036,0.029,0.087,-0.011,-0.16,-0.048,-0.074,0.126,0.062,0.04,-0.13,-0.066,-0.093,-0.2,0.015,0.081,-0.045,-0.078,-0.077,-0.138,0.037,-0.145,-0.123,-0.129,-0.116,0.035,-0.099,-0.187,-0.193,-0.066
ctx-lh-PEm,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017,0.199,-0.041,-0.035,-0.07,-0.05,0.091,-0.067,-0.067,-0.064,-0.223,0.022,0.072,-0.083,0.169,0.066,0.345,-0.01,0.136,0.121,0.087,0.189,-0.073,-0.099,-0.078,-0.118,0.096,-0.038,0.216,-0.043,-0.027,-0.033,-0.073,0.032,0.054,0.01,-0.009,0.065,-0.075,0.135,-0.084,-0.044,-0.026,-0.084,0.07,0.047,-0.139,-0.146,-0.112
ctx-lh-PEp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043,-0.144,0.06,-0.018,-0.078,-0.021,0.02,0.042,-0.097,-0.222,-0.079,0.053,-0.162,0.2,-0.034,0.278,0.017,0.099,0.225,0.169,0.19,0.012,-0.049,-0.069,-0.078,-0.066,-0.152,0.074,0.008,0.046,-0.016,-0.04,0.027,-0.04,-0.04,-0.094,0.094,0.047,0.028,-0.203,0.151,0.037,-0.107,-0.074,0.084,0.001,-0.118,-0.119
ctx-lh-PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,-0.006,0.108,0.044,0.061,-0.033,0.071,0.027,-0.195,0.029,0.106,-0.068,0.063,-0.029,0.324,-0.093,-0.005,0.07,0.078,0.081,-0.131,-0.127,-0.136,-0.107,0.065,-0.007,0.107,-0.116,-0.057,-0.052,0.006,0.097,0.074,0.04,0.077,0.165,0.004,0.068,-0.037,-0.017,0.087,-0.069,0.06,0.049,-0.022,-0.07,-0.104
ctx-lh-PFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.083,-0.057,-0.092,0.009,-0.154,-0.056,-0.05,-0.174,0.011,-0.124,-0.065,-0.121,-0.071,0.047,-0.17,-0.13,-0.092,-0.035,-0.008,-0.081,-0.177,-0.031,-0.139,0.022,-0.05,-0.027,-0.219,-0.113,-0.155,-0.17,-0.062,-0.0,0.01,-0.027,-0.112,-0.141,0.013,-0.237,-0.116,-0.109,-0.108,0.02,-0.095,-0.143,-0.205,-0.1
ctx-lh-PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036,-0.132,-0.059,0.079,-0.045,-0.134,-0.142,-0.066,-0.062,-0.114,0.044,-0.018,0.029,0.035,0.057,0.189,0.17,0.108,0.031,0.035,-0.053,-0.121,-0.068,-0.064,0.061,0.119,0.125,0.088,0.031,0.06,0.062,-0.082,-0.083,0.013,0.011,-0.024,-0.131,0.029,0.007,-0.106,-0.056,-0.002,0.0,-0.137,-0.049
ctx-lh-PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.142,0.061,-0.075,-0.083,-0.102,-0.222,-0.109,0.01,-0.134,0.073,0.053,0.246,-0.002,0.089,0.13,0.141,0.164,-0.093,-0.058,-0.093,-0.248,0.049,-0.0,0.197,0.016,0.027,0.031,0.066,0.155,0.166,-0.156,-0.1,-0.14,0.025,0.048,-0.133,-0.049,-0.08,-0.187,-0.001,-0.09,-0.131,-0.11,-0.178
ctx-lh-TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,-0.223,0.072,-0.067,-0.271,-0.024,-0.04,-0.093,-0.019,0.019,0.087,-0.171,-0.008,-0.004,-0.024,0.052,-0.06,-0.123,-0.047,-0.18,0.055,-0.037,-0.014,-0.091,-0.017,-0.119,-0.165,-0.065,-0.005,-0.103,-0.036,-0.099,-0.073,-0.014,-0.107,-0.107,-0.191,-0.272,-0.027,-0.232,0.011,-0.232,-0.205
ctx-lh-TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.084,0.074,0.095,-0.145,0.049,-0.066,-0.045,-0.168,-0.039,0.013,-0.211,-0.109,-0.112,-0.039,0.015,-0.065,-0.179,-0.085,-0.026,-0.027,-0.072,-0.109,-0.126,-0.038,-0.096,-0.041,-0.054,-0.07,0.054,0.056,0.053,-0.021,0.044,-0.091,-0.084,-0.003,-0.017,-0.097,-0.028,0.094,-0.006,-0.083
ctx-lh-TE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,-0.101,-0.148,-0.128,-0.109,-0.163,0.044,-0.067,0.026,-0.052,0.004,0.177,0.104,0.074,-0.028,-0.034,-0.096,-0.119,-0.078,-0.112,-0.025,0.057,0.078,0.03,-0.054,0.027,0.067,-0.172,-0.122,-0.105,-0.068,-0.076,-0.149,0.032,-0.085,-0.268,-0.089,-0.2,0.034,-0.208,-0.128
ctx-lh-TE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.083,-0.103,-0.067,0.006,-0.153,0.079,0.008,0.116,-0.101,0.037,0.165,0.082,0.134,-0.116,-0.065,-0.131,-0.139,0.061,-0.013,0.024,0.02,0.023,0.04,-0.022,0.085,0.135,-0.112,-0.028,-0.045,-0.04,-0.017,-0.05,-0.012,-0.049,-0.105,0.02,-0.0,-0.036,-0.221,-0.129
ctx-lh-TF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,-0.046,0.028,-0.108,0.041,0.057,0.138,-0.044,0.018,0.119,0.138,0.157,-0.041,-0.041,-0.016,-0.232,0.079,0.065,0.123,-0.054,-0.025,-0.062,-0.025,0.101,0.151,-0.121,-0.061,-0.124,-0.073,0.003,-0.049,-0.142,-0.071,-0.142,0.063,-0.146,-0.146,-0.171,-0.2
ctx-lh-TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.081,-0.121,-0.168,-0.035,-0.128,-0.064,-0.063,-0.093,0.03,-0.061,-0.067,0.028,-0.041,-0.006,-0.13,-0.161,-0.161,-0.149,-0.106,-0.057,-0.111,-0.191,-0.108,-0.041,-0.182,-0.076,-0.209,-0.24,-0.15,-0.019,-0.146,-0.204,-0.194,-0.038,-0.204,-0.102,-0.079,-0.238
ctx-rh-FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,0.002,0.011,0.086,0.145,-0.157,-0.025,-0.05,0.08,0.131,-0.035,-0.158,-0.039,-0.042,0.141,0.109,0.037,-0.137,-0.043,-0.135,-0.118,0.032,0.095,-0.033,-0.054,-0.04,-0.045,0.052,-0.016,-0.12,-0.084,-0.022,0.121,-0.039,-0.13,-0.123,0.058
ctx-rh-FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.194,0.022,0.011,0.275,-0.132,0.072,0.024,0.124,0.238,0.026,-0.103,-0.027,-0.012,0.13,-0.032,0.022,-0.08,-0.062,-0.021,-0.038,0.067,0.048,-0.011,0.02,0.118,0.008,0.001,-0.123,-0.115,0.012,-0.059,0.011,0.018,-0.089,-0.049,0.045
ctx-rh-FBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.124,-0.028,0.075,-0.133,-0.167,-0.097,0.009,-0.016,-0.083,-0.122,-0.044,-0.146,0.055,-0.006,-0.068,-0.198,-0.07,-0.144,-0.153,-0.007,0.04,0.019,-0.002,-0.157,-0.138,-0.072,-0.166,-0.158,-0.118,-0.004,0.067,-0.095,-0.166,-0.165,-0.043
ctx-rh-FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.078,0.012,-0.101,0.003,0.084,0.073,0.151,-0.018,-0.029,-0.065,0.041,-0.037,-0.074,-0.104,0.092,0.031,0.122,0.092,0.105,0.06,0.023,0.029,0.231,0.12,-0.02,-0.077,0.03,0.07,-0.073,-0.119,0.057,0.037,-0.018,0.026
ctx-rh-FCBm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133,-0.095,-0.021,-0.026,0.065,0.012,-0.047,-0.057,0.059,0.047,0.016,0.023,-0.084,-0.08,-0.03,-0.054,0.014,0.075,0.027,0.076,0.063,0.073,-0.021,-0.077,-0.078,-0.055,0.047,0.076,0.045,0.031,-0.009,0.041,0.076
