,ctx-lh-FA,ctx-lh-FB,ctx-lh-FBA,ctx-lh-FC,ctx-lh-FCBm,ctx-lh-FDdelta,ctx-lh-FDL,ctx-lh-FDm,ctx-lh-FDp,ctx-lh-FE,ctx-lh-FF,ctx-lh-FG,ctx-lh-FH,ctx-lh-FL,ctx-lh-H,ctx-lh-IA,ctx-lh-IB,ctx-lh-LA,ctx-lh-LC1,ctx-lh-LC2,ctx-lh-LE,ctx-lh-OA,ctx-lh-OB,ctx-lh-OC,ctx-lh-PB,ctx-lh-PC,ctx-lh-PEm,ctx-lh-PEp,ctx-lh-PF,ctx-lh-PFD,ctx-lh-PG,ctx-lh-PH,ctx-lh-TA,ctx-lh-TB,ctx-lh-TE1,ctx-lh-TE2,ctx-lh-TF,ctx-lh-TG,ctx-rh-FA,ctx-rh-FB,ctx-rh-FBA,ctx-rh-FC,ctx-rh-FCBm,ctx-rh-FDdelta,ctx-rh-FDL,ctx-rh-FDm,ctx-rh-FDp,ctx-rh-FE,ctx-rh-FF,ctx-rh-FG,ctx-rh-FH,ctx-rh-FL,ctx-rh-H,ctx-rh-IA,ctx-rh-IB,ctx-rh-LA,ctx-rh-LC1,ctx-rh-LC2,ctx-rh-LE,ctx-rh-OA,ctx-rh-OB,ctx-rh-OC,ctx-rh-PB,ctx-rh-PC,ctx-rh-PEm,ctx-rh-PEp,ctx-rh-PF,ctx-rh-PFD,ctx-rh-PG,ctx-rh-PH,ctx-rh-TA,ctx-rh-TB,ctx-rh-TE1,ctx-rh-TE2,ctx-rh-TF,ctx-rh-TG
ctx-lh-FF,,,,,,,,,,,,-0.014,0.022,0.035,-0.034,0.014,0.01,0.039,0.052,0.016,0.022,-0.001,-0.051,-0.039,-0.023,0.004,-0.01,-0.0,-0.039,0.009,0.023,-0.019,-0.06,-0.017,-0.081,-0.069,-0.055,-0.034,-0.02,-0.03,-0.005,-0.056,-0.031,-0.039,-0.017,-0.078,-0.026,-0.043,-0.043,0.037,0.011,-0.002,-0.013,0.019,-0.016,0.001,0.032,0.047,0.012,0.003,-0.05,-0.038,-0.04,0.001,-0.015,0.024,-0.02,-0.035,0.016,-0.013,-0.008,-0.028,-0.121,-0.054,-0.027,-0.098
ctx-lh-FG,,,,,,,,,,,,,-0.002,0.006,-0.045,0.042,-0.024,-0.035,-0.106,-0.068,-0.069,0.031,0.019,0.025,-0.073,-0.025,-0.07,-0.017,-0.009,-0.021,-0.059,-0.007,-0.064,-0.011,-0.079,-0.023,-0.012,-0.045,-0.056,0.041,-0.019,0.037,0.039,0.06,-0.067,0.007,0.039,-0.039,0.02,0.009,-0.03,-0.011,0.021,0.019,-0.031,-0.018,-0.041,-0.051,-0.023,0.027,0.005,0.037,-0.049,-0.065,0.005,0.008,0.037,-0.044,0.017,-0.043,-0.016,-0.076,-0.049,0.032,0.018,-0.091
ctx-lh-FH,,,,,,,,,,,,,,0.005,-0.059,0.003,-0.025,-0.082,-0.068,-0.019,-0.061,0.03,0.01,-0.005,-0.091,-0.073,-0.078,-0.02,-0.009,-0.076,-0.03,-0.008,-0.064,-0.011,-0.065,0.013,-0.033,-0.007,-0.091,-0.014,-0.043,0.018,0.021,0.028,-0.049,0.015,0.012,-0.066,0.031,0.059,-0.027,-0.002,-0.046,0.034,-0.036,-0.067,-0.032,-0.01,-0.053,0.028,0.027,0.017,-0.108,-0.098,-0.064,0.005,-0.01,-0.076,0.014,-0.044,-0.017,-0.079,-0.064,0.011,-0.006,-0.068
ctx-lh-FL,,,,,,,,,,,,,,,-0.025,0.032,0.026,-0.059,-0.062,-0.072,-0.075,-0.006,-0.036,-0.02,-0.034,-0.022,-0.024,-0.02,0.034,-0.015,-0.035,-0.015,-0.025,0.016,-0.04,0.006,-0.044,-0.027,-0.029,0.023,0.016,0.012,0.036,0.009,-0.06,-0.003,-0.02,-0.02,0.039,0.076,-0.017,0.001,0.01,0.073,0.023,-0.052,-0.02,-0.076,-0.025,0.008,-0.026,-0.027,0.001,-0.022,-0.012,0.003,0.039,-0.001,-0.006,0.016,-0.01,-0.026,-0.022,0.065,0.02,-0.044
ctx-lh-H,,,,,,,,,,,,,,,,-0.047,-0.075,-0.131,-0.066,-0.075,-0.17,-0.048,-0.045,-0.051,-0.066,-0.06,-0.112,-0.096,-0.033,-0.066,-0.097,-0.023,-0.119,-0.098,-0.078,0.017,-0.06,-0.083,-0.089,-0.125,-0.059,-0.119,-0.084,-0.078,-0.096,-0.096,-0.109,-0.129,-0.065,0.031,-0.071,0.002,-0.087,-0.047,-0.095,-0.133,-0.116,-0.089,-0.128,-0.015,-0.053,-0.026,-0.071,-0.08,-0.072,-0.043,-0.066,-0.098,-0.081,-0.02,-0.104,-0.063,-0.127,0.001,-0.094,-0.13
ctx-lh-IA,,,,,,,,,,,,,,,,,-0.059,0.075,0.071,0.049,0.029,0.024,-0.057,-0.088,0.032,0.095,0.127,0.064,-0.047,0.011,0.043,0.015,-0.013,-0.044,-0.015,-0.093,-0.095,0.041,0.07,-0.064,-0.048,-0.035,-0.183,-0.004,0.041,-0.088,0.016,0.064,-0.022,0.079,0.078,0.017,-0.039,-0.111,-0.033,0.03,0.014,0.052,0.064,0.032,-0.06,-0.079,0.04,0.125,0.06,0.071,-0.086,-0.011,0.003,0.06,0.019,0.027,-0.072,-0.077,-0.085,0.018
ctx-lh-IB,,,,,,,,,,,,,,,,,,-0.033,0.03,0.013,-0.013,-0.025,-0.081,-0.064,-0.04,0.047,0.043,0.027,-0.036,-0.068,0.019,-0.033,-0.029,-0.075,-0.014,-0.055,-0.083,0.034,0.043,-0.002,-0.055,-0.027,-0.052,-0.01,-0.005,-0.038,-0.013,-0.036,-0.038,0.018,0.049,-0.054,-0.037,-0.04,-0.145,-0.064,-0.013,0.024,-0.009,-0.008,-0.051,-0.043,-0.056,0.029,0.009,0.032,-0.109,-0.092,0.005,0.016,-0.055,-0.022,-0.1,-0.056,-0.074,-0.019
ctx-lh-LA,,,,,,,,,,,,,,,,,,,-0.087,-0.117,-0.102,0.077,-0.008,-0.015,0.032,0.076,0.049,0.05,0.058,0.033,0.016,0.058,-0.021,-0.005,-0.012,-0.076,-0.09,-0.089,0.061,0.027,0.034,-0.026,0.032,0.042,-0.126,-0.062,-0.054,-0.105,-0.008,-0.03,-0.099,-0.041,-0.117,0.074,-0.027,-0.041,-0.129,-0.14,-0.111,0.104,0.019,-0.011,0.03,0.085,0.045,0.064,0.03,0.005,-0.042,0.068,-0.017,-0.037,-0.102,-0.067,-0.057,-0.123
ctx-lh-LC1,,,,,,,,,,,,,,,,,,,,-0.139,-0.075,0.113,0.079,0.058,-0.002,0.021,-0.028,-0.044,0.086,-0.017,0.0,0.082,-0.008,-0.0,0.018,0.079,0.037,-0.086,-0.016,0.006,-0.005,-0.031,0.061,0.005,-0.185,-0.016,-0.059,-0.11,0.017,-0.068,-0.07,-0.02,-0.057,0.079,0.005,-0.065,-0.204,-0.275,-0.133,0.126,0.073,0.083,-0.009,-0.019,0.001,-0.009,0.053,-0.054,-0.038,0.06,-0.003,-0.027,-0.069,0.017,0.031,-0.106
ctx-lh-LC2,,,,,,,,,,,,,,,,,,,,,-0.069,0.068,0.034,0.008,-0.079,-0.026,-0.063,-0.075,0.047,-0.04,-0.022,0.036,-0.003,-0.049,0.003,0.065,-0.01,-0.082,-0.081,-0.046,-0.027,-0.028,0.037,-0.003,-0.153,-0.034,-0.03,-0.129,0.008,-0.044,-0.037,0.001,-0.056,0.041,-0.032,-0.096,-0.107,-0.186,-0.099,0.089,0.033,0.039,-0.065,-0.044,-0.046,-0.028,0.025,-0.086,-0.021,0.027,-0.026,-0.051,-0.052,0.01,0.035,-0.073
ctx-lh-LE,,,,,,,,,,,,,,,,,,,,,,0.006,-0.039,-0.042,-0.059,-0.011,-0.047,-0.044,0.08,-0.054,-0.007,-0.008,-0.002,-0.034,-0.034,0.026,-0.09,-0.076,-0.073,-0.042,-0.024,-0.035,0.02,0.02,-0.149,-0.027,-0.009,-0.083,0.02,-0.017,-0.052,0.043,-0.093,0.03,-0.057,-0.085,-0.117,-0.1,-0.107,0.004,-0.029,-0.042,-0.027,-0.024,-0.034,-0.032,0.033,-0.098,-0.022,-0.035,-0.009,-0.035,-0.091,-0.028,-0.067,-0.073
ctx-lh-OA,,,,,,,,,,,,,,,,,,,,,,,0.052,0.036,-0.01,-0.058,0.05,0.107,0.085,-0.025,0.092,-0.063,-0.083,-0.014,-0.041,-0.033,-0.125,-0.049,-0.041,-0.001,-0.016,0.032,-0.006,-0.017,0.062,0.01,0.002,0.029,-0.033,0.006,-0.004,0.05,-0.053,-0.013,-0.083,0.083,0.081,0.103,0.036,-0.105,-0.003,0.005,0.017,-0.04,-0.005,0.089,0.009,-0.087,0.066,-0.108,-0.073,-0.03,-0.11,-0.116,-0.188,-0.035
ctx-lh-OB,,,,,,,,,,,,,,,,,,,,,,,,-0.057,-0.012,-0.038,0.033,0.083,0.042,-0.065,0.063,-0.01,-0.065,-0.056,-0.033,-0.03,-0.1,-0.023,-0.029,-0.044,-0.031,-0.028,-0.071,-0.023,-0.006,-0.025,-0.021,-0.003,-0.052,-0.005,-0.005,0.026,-0.036,-0.052,-0.115,0.011,0.032,0.036,-0.021,-0.001,-0.063,-0.088,-0.0,-0.028,0.01,0.071,-0.02,-0.105,0.038,-0.032,-0.079,-0.04,-0.103,-0.099,-0.133,-0.007
ctx-lh-OC,,,,,,,,,,,,,,,,,,,,,,,,,0.016,-0.027,0.043,0.064,0.014,-0.07,0.03,0.009,-0.068,-0.101,-0.05,-0.033,-0.089,0.005,-0.0,-0.04,-0.066,-0.052,-0.11,-0.059,-0.02,-0.064,-0.057,-0.017,-0.087,0.006,-0.045,0.024,-0.059,-0.087,-0.115,-0.002,0.037,0.032,-0.018,-0.005,-0.065,-0.146,0.039,-0.01,0.037,0.088,-0.039,-0.107,0.007,-0.012,-0.089,-0.057,-0.121,-0.077,-0.103,-0.005
ctx-lh-PB,,,,,,,,,,,,,,,,,,,,,,,,,,-0.102,0.025,0.053,0.056,-0.136,-0.036,-0.009,-0.131,-0.06,-0.117,-0.064,-0.051,-0.038,-0.138,0.026,-0.04,0.005,0.083,0.007,-0.038,0.002,-0.053,-0.087,-0.01,-0.072,-0.026,-0.068,-0.037,0.057,-0.086,0.059,-0.048,-0.035,-0.058,0.004,-0.019,0.027,-0.147,-0.105,0.024,0.064,0.031,-0.141,-0.028,-0.001,-0.107,-0.037,-0.149,-0.042,-0.108,-0.052
ctx-lh-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023,0.034,0.052,-0.069,-0.013,-0.094,-0.159,-0.027,-0.099,-0.096,-0.08,-0.008,-0.066,0.062,0.031,0.007,0.093,0.015,0.039,0.041,-0.031,-0.074,0.002,-0.036,-0.004,-0.045,-0.023,0.102,-0.024,0.101,0.006,0.048,-0.015,-0.039,-0.043,0.004,-0.135,-0.145,-0.052,0.025,0.024,-0.134,0.0,-0.08,-0.103,-0.088,-0.119,-0.054,-0.096,-0.035
ctx-lh-PEm,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,0.147,0.001,-0.049,0.022,-0.086,0.008,-0.081,-0.073,-0.076,-0.1,-0.006,0.023,0.05,-0.056,0.112,0.025,-0.056,-0.004,-0.095,-0.126,-0.034,-0.074,-0.04,-0.042,-0.067,0.138,0.01,0.088,-0.053,-0.083,-0.057,0.058,0.012,0.053,0.055,0.015,-0.051,-0.009,0.078,-0.053,-0.113,-0.003,-0.072,-0.015,-0.138,-0.108,-0.116,-0.093
ctx-lh-PEp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,0.044,-0.04,0.052,-0.061,0.021,-0.095,-0.059,-0.11,-0.106,0.011,-0.038,0.048,-0.05,0.036,0.023,-0.052,0.021,-0.005,-0.029,-0.034,-0.042,0.015,-0.033,-0.097,0.084,0.018,0.071,-0.065,-0.111,-0.021,0.118,0.045,0.062,0.102,0.063,0.056,-0.046,0.059,-0.036,-0.114,0.035,-0.042,0.006,-0.152,-0.123,-0.122,-0.087
ctx-lh-PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.045,0.063,-0.032,0.016,-0.031,-0.122,-0.051,-0.045,0.02,-0.076,-0.044,-0.061,-0.083,0.01,0.029,-0.07,-0.01,0.004,-0.084,0.006,0.047,-0.017,-0.008,-0.034,-0.059,0.054,0.038,0.046,0.065,0.092,0.028,0.008,0.028,0.052,0.056,0.098,-0.087,-0.073,-0.016,0.089,-0.055,-0.006,-0.123,-0.092,-0.077,-0.051
ctx-lh-PFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011,-0.044,-0.127,-0.089,-0.056,-0.06,-0.093,-0.007,-0.018,0.002,-0.087,-0.019,0.036,0.008,-0.016,0.002,-0.042,-0.064,-0.012,-0.023,-0.006,-0.038,-0.04,0.022,-0.122,0.029,-0.031,-0.001,-0.067,-0.006,-0.042,-0.041,-0.128,-0.072,-0.026,0.06,-0.027,-0.149,-0.008,-0.008,-0.107,-0.118,-0.128,-0.031,-0.088,-0.033
ctx-lh-PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066,-0.072,-0.023,-0.031,0.03,-0.018,-0.14,-0.044,-0.009,-0.017,-0.017,0.057,0.03,-0.069,0.041,-0.007,-0.036,0.008,-0.046,-0.004,-0.025,-0.096,0.062,-0.014,0.031,-0.075,-0.052,-0.056,0.096,0.052,0.047,-0.04,-0.04,-0.025,-0.028,0.047,-0.07,-0.142,0.023,-0.048,-0.047,-0.122,-0.03,-0.049,-0.126
ctx-lh-PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.101,0.006,-0.051,-0.027,-0.097,-0.069,-0.086,-0.006,-0.037,0.019,0.03,-0.005,0.049,0.026,-0.023,-0.012,-0.047,-0.011,-0.007,0.008,-0.058,0.018,-0.08,0.07,0.057,0.088,0.026,-0.063,-0.056,-0.022,0.013,-0.072,-0.069,0.05,-0.024,-0.124,0.036,-0.111,-0.089,-0.024,-0.13,-0.154,-0.218,-0.059
ctx-lh-TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.071,-0.103,-0.106,-0.132,0.005,-0.165,-0.08,-0.124,-0.076,-0.039,-0.074,-0.069,-0.066,-0.098,-0.094,-0.068,0.011,-0.023,-0.049,-0.074,-0.03,-0.116,-0.037,-0.009,0.051,-0.028,-0.057,-0.066,-0.035,-0.177,-0.168,-0.101,0.005,-0.051,-0.166,-0.033,-0.08,-0.117,-0.161,-0.182,-0.073,-0.115,-0.048
ctx-lh-TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.039,-0.067,-0.08,-0.021,-0.063,-0.037,-0.053,-0.053,-0.037,-0.035,-0.029,-0.046,-0.084,-0.047,-0.011,0.056,0.039,-0.018,-0.068,-0.005,-0.101,-0.02,-0.036,-0.011,-0.07,0.004,-0.062,-0.091,-0.072,-0.007,0.006,0.044,-0.031,-0.069,-0.033,0.029,-0.091,-0.084,-0.136,-0.047,-0.071,-0.02
ctx-lh-TE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.091,-0.054,-0.054,-0.125,-0.056,-0.068,-0.076,-0.019,-0.057,-0.063,-0.076,-0.123,-0.114,-0.113,-0.019,-0.032,-0.08,-0.081,-0.011,-0.063,-0.009,-0.027,0.046,-0.058,-0.023,-0.032,-0.016,-0.15,-0.13,-0.085,-0.04,-0.047,-0.132,-0.05,-0.067,-0.118,-0.112,-0.225,-0.076,-0.081,-0.089
ctx-lh-TE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,-0.021,-0.099,-0.122,-0.062,-0.055,-0.087,-0.053,0.078,-0.044,-0.054,-0.045,-0.111,-0.007,0.033,-0.021,0.026,-0.061,-0.094,-0.049,0.083,0.117,0.077,-0.037,-0.051,-0.02,-0.064,-0.041,-0.053,-0.04,-0.122,-0.092,0.009,-0.032,-0.099,-0.079,-0.119,-0.102,-0.028,-0.007
ctx-lh-TF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.112,-0.122,-0.084,-0.065,-0.111,-0.033,-0.002,-0.071,-0.06,-0.047,-0.082,0.006,-0.041,0.01,-0.061,-0.073,-0.099,-0.085,-0.001,0.044,-0.042,-0.119,-0.101,-0.087,-0.056,-0.071,-0.088,-0.063,-0.095,-0.126,-0.014,-0.097,-0.121,-0.094,-0.123,-0.044,-0.146,-0.049
ctx-lh-TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,-0.016,0.021,-0.092,-0.007,-0.097,-0.123,-0.119,-0.123,-0.093,-0.036,0.052,0.005,-0.039,-0.024,0.04,0.014,-0.083,-0.08,-0.032,-0.031,-0.047,-0.042,0.033,-0.036,-0.003,-0.043,-0.06,-0.024,-0.003,-0.087,-0.079,0.031,-0.033,-0.03,-0.058,-0.015,-0.074
ctx-rh-FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078,0.045,0.005,0.08,-0.011,-0.022,0.032,-0.036,-0.072,0.036,-0.027,-0.037,-0.062,-0.001,0.098,0.03,0.084,-0.015,-0.001,-0.039,-0.019,-0.02,0.023,-0.066,-0.006,0.001,0.03,0.067,-0.055,0.014,-0.042,-0.07,-0.054,-0.1,-0.012,-0.075,0.034
ctx-rh-FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.023,-0.011,0.009,0.074,-0.007,-0.014,-0.004,-0.023,-0.021,0.021,-0.009,-0.036,-0.014,-0.002,0.033,0.002,0.015,-0.024,0.027,-0.03,-0.03,0.039,0.102,0.064,0.027,0.004,-0.012,0.008,0.042,-0.034,-0.008,-0.076,-0.072,-0.084,0.003
ctx-rh-FBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036,-0.026,0.002,-0.02,-0.043,0.013,-0.008,-0.006,0.016,0.052,-0.021,0.012,-0.014,-0.091,0.021,-0.022,0.026,-0.001,-0.011,-0.027,-0.018,-0.044,0.073,0.043,0.067,-0.049,-0.034,0.018,0.019,-0.033,-0.03,-0.061,0.007,-0.064,0.05
ctx-rh-FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.04,0.112,0.063,0.013,-0.052,-0.038,-0.012,0.048,-0.007,-0.058,-0.016,-0.029,-0.027,0.01,0.015,-0.001,0.052,-0.041,-0.033,-0.012,0.026,0.033,0.023,0.01,-0.036,-0.018,0.025,-0.013,-0.031,-0.056,-0.063,-0.021,-0.08
ctx-rh-FCBm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.1,-0.011,0.077,0.075,-0.038,0.054,0.093,-0.005,-0.028,-0.125,-0.033,0.01,0.05,0.083,0.036,0.009,-0.065,-0.117,0.06,0.138,0.096,0.06,-0.072,0.014,0.066,0.065,0.033,0.006,-0.029,-0.059,-0.079,0.022
