,ctx-lh-K1_3a_3b,ctx-lh-K2,ctx-lh-K4,ctx-lh-K5,ctx-lh-K6aa,ctx-lh-K6ab_1,ctx-lh-K6ab_2,ctx-lh-K7,ctx-lh-K8_1,ctx-lh-K8_2,ctx-lh-K9,ctx-lh-K10,ctx-lh-K11_12,ctx-lh-K13,ctx-lh-K16,ctx-lh-K17_1,ctx-lh-K17_2,ctx-lh-K17_3,ctx-lh-K18_1,ctx-lh-K18_2,ctx-lh-K18_3,ctx-lh-K19_1,ctx-lh-K19_2,ctx-lh-K19_3,ctx-lh-K20,ctx-lh-K21,ctx-lh-K22a_1,ctx-lh-K22a_2,ctx-lh-K22b_1,ctx-lh-K22b_2,ctx-lh-K23_24_26_29_30_31_32_33,ctx-lh-K25,ctx-lh-K27,ctx-lh-K28_34,ctx-lh-K35_36,ctx-lh-K37,ctx-lh-K38,ctx-lh-K39_1,ctx-lh-K39_40,ctx-lh-K40_1,ctx-lh-K40_2,ctx-lh-K40_3,ctx-lh-K41_42_52,ctx-lh-K43,ctx-lh-K44a,ctx-lh-K44b,ctx-lh-K45,ctx-lh-K46,ctx-lh-K47,ctx-rh-K1_3a_3b,ctx-rh-K2,ctx-rh-K4,ctx-rh-K5,ctx-rh-K6aa,ctx-rh-K6ab_1,ctx-rh-K6ab_2,ctx-rh-K7,ctx-rh-K8_1,ctx-rh-K8_2,ctx-rh-K9,ctx-rh-K10,ctx-rh-K11_12,ctx-rh-K13,ctx-rh-K16,ctx-rh-K17_1,ctx-rh-K17_2,ctx-rh-K17_3,ctx-rh-K18_1,ctx-rh-K18_2,ctx-rh-K18_3,ctx-rh-K19_1,ctx-rh-K19_2,ctx-rh-K19_3,ctx-rh-K20,ctx-rh-K21,ctx-rh-K22a_1,ctx-rh-K22a_2,ctx-rh-K22b_1,ctx-rh-K22b_2,ctx-rh-K23_24_26_29_30_31_32_33,ctx-rh-K25,ctx-rh-K27,ctx-rh-K28_34,ctx-rh-K35_36,ctx-rh-K37,ctx-rh-K38,ctx-rh-K39_1,ctx-rh-K39_40,ctx-rh-K40_1,ctx-rh-K40_2,ctx-rh-K40_3,ctx-rh-K41_42_52,ctx-rh-K43,ctx-rh-K44a,ctx-rh-K44b,ctx-rh-K45,ctx-rh-K46,ctx-rh-K47
ctx-rh-K6ab_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,0.007,-0.001,-0.001,0.0,0.018,0.053,0.054,-0.059,0.003,-0.006,-0.049,0.017,-0.054,-0.059,0.044,-0.023,0.011,-0.038,-0.072,0.016,-0.082,-0.057,-0.111,-0.038,-0.018,-0.088,-0.082,0.054,-0.011,-0.039,0.043,-0.029,-0.054,-0.071,-0.014,-0.051,-0.036,-0.055,-0.029,-0.073,-0.002,-0.022
ctx-rh-K6ab_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003,-0.007,-0.073,-0.032,-0.006,0.037,0.087,0.017,0.019,-0.026,-0.001,0.025,0.06,-0.047,0.027,0.045,0.012,0.046,-0.024,-0.017,-0.03,-0.006,-0.063,-0.02,0.042,-0.124,-0.035,0.048,-0.014,0.037,-0.093,-0.009,-0.082,0.022,0.045,0.029,0.08,0.005,0.037,-0.075,-0.12,-0.062
ctx-rh-K7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.045,0.075,0.046,0.079,0.072,-0.01,-0.001,-0.015,-0.009,-0.021,-0.079,-0.131,-0.012,0.004,-0.069,0.05,0.033,-0.048,-0.032,0.044,0.001,0.038,-0.037,-0.096,0.005,0.039,-0.012,0.015,0.158,0.094,0.06,-0.03,-0.045,0.077,0.03,0.061,0.102,0.09,0.1,0.072
ctx-rh-K8_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,-0.093,0.069,0.061,0.098,-0.017,0.005,-0.032,-0.03,0.077,-0.048,-0.044,0.066,-0.069,0.026,0.026,-0.094,0.02,-0.054,-0.061,-0.098,-0.209,-0.069,-0.157,-0.056,0.051,0.055,-0.047,-0.031,-0.146,0.09,0.047,0.044,-0.054,-0.01,0.02,0.086,0.008,0.048,-0.041
ctx-rh-K8_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021,0.043,0.041,0.075,0.073,0.019,-0.032,0.017,0.107,0.006,-0.002,0.11,-0.012,0.072,0.022,0.08,0.002,0.013,0.08,0.017,-0.077,0.027,-0.094,-0.053,0.036,0.002,0.031,-0.065,-0.006,-0.033,0.099,0.089,0.104,0.05,0.041,0.213,0.067,-0.072,-0.031
ctx-rh-K9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,0.04,0.136,0.019,-0.007,-0.003,-0.011,0.076,0.007,-0.007,0.095,-0.004,0.047,-0.055,-0.097,0.031,-0.001,-0.001,-0.066,-0.134,-0.039,-0.137,-0.069,0.027,0.011,-0.068,-0.045,-0.128,0.123,0.072,0.065,-0.007,0.036,0.061,0.06,0.069,0.127,0.005
ctx-rh-K10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,0.084,-0.03,-0.005,0.01,-0.0,0.098,0.041,0.004,0.101,0.045,0.041,0.015,0.038,0.036,0.069,0.039,-0.046,-0.113,-0.053,-0.149,-0.018,0.025,0.053,0.011,0.02,-0.039,0.092,0.011,0.046,-0.064,-0.029,0.061,0.149,0.142,0.074,0.07
ctx-rh-K11_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,0.031,0.07,0.2,0.132,0.114,0.099,0.058,0.147,0.116,0.097,0.013,-0.008,-0.003,-0.041,-0.016,-0.04,0.056,-0.024,0.021,0.039,0.012,0.039,0.016,0.135,0.015,0.007,-0.055,-0.025,-0.032,-0.028,0.002,0.048,-0.017,0.104,-0.005
ctx-rh-K13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.052,0.063,-0.015,-0.035,0.078,0.004,-0.028,0.151,-0.002,0.051,0.122,0.023,0.074,0.029,0.054,0.029,-0.002,0.008,-0.179,0.036,0.147,0.121,0.051,0.096,0.087,0.066,-0.133,0.015,-0.026,-0.036,0.111,0.107,0.064,0.095,0.077
ctx-rh-K16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,-0.051,-0.093,0.1,0.021,-0.029,0.146,0.015,0.053,0.082,0.04,0.088,-0.016,0.005,0.025,-0.027,0.054,-0.135,0.047,0.163,0.056,-0.007,0.065,0.082,-0.02,-0.095,0.03,-0.038,-0.057,-0.016,0.053,-0.022,0.019,0.004
ctx-rh-K17_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.017,-0.01,0.04,0.004,0.109,0.088,0.059,0.082,0.017,0.013,-0.008,0.056,0.023,0.076,0.027,0.057,0.087,0.076,0.011,0.047,0.043,0.024,0.115,0.132,0.081,0.082,0.107,0.056,0.003,-0.094,-0.004,0.003
ctx-rh-K17_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097,0.02,-0.021,-0.086,0.06,0.031,-0.029,0.079,0.005,0.011,-0.091,-0.057,-0.089,0.053,0.12,-0.032,-0.048,0.021,-0.0,0.134,0.135,0.053,0.077,-0.039,-0.03,-0.033,-0.057,-0.002,-0.012,-0.131,-0.043,0.028
ctx-rh-K17_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,-0.071,-0.024,0.109,0.018,-0.054,0.078,0.021,0.057,-0.03,-0.018,-0.072,-0.012,0.054,-0.085,-0.051,0.026,-0.011,0.125,0.058,0.002,0.06,-0.024,-0.001,-0.093,-0.054,-0.055,-0.033,-0.151,-0.096,-0.011
ctx-rh-K18_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018,0.011,0.054,0.086,0.018,0.017,0.037,0.056,0.027,0.105,0.099,0.114,0.063,0.016,0.075,0.033,-0.013,0.034,0.124,0.119,0.139,0.147,0.129,0.122,0.118,0.1,0.048,0.0,0.109,0.104
ctx-rh-K18_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.108,-0.028,-0.023,-0.037,0.005,-0.016,0.013,-0.059,-0.026,0.001,0.015,0.065,-0.02,-0.008,0.017,-0.024,0.089,0.058,0.02,0.036,0.017,0.056,0.022,0.055,0.026,-0.017,-0.087,-0.003,0.043
ctx-rh-K18_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,-0.037,-0.12,0.07,0.013,0.01,-0.047,0.032,0.028,-0.007,-0.055,-0.097,-0.079,-0.04,-0.109,0.058,0.039,0.043,0.044,0.015,0.038,-0.006,0.064,-0.02,0.058,-0.048,0.003,0.035
ctx-rh-K19_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051,0.043,0.022,0.062,0.081,0.035,0.102,0.101,0.113,0.087,0.039,0.082,0.074,0.038,0.048,0.151,0.118,0.175,0.118,0.136,0.178,0.115,0.147,0.081,0.048,0.144,0.168
ctx-rh-K19_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,0.017,-0.026,-0.003,-0.024,-0.033,0.006,0.027,0.079,-0.087,-0.067,-0.005,0.018,0.075,0.108,0.033,0.053,0.025,0.067,0.009,0.029,0.036,-0.014,-0.026,0.028,0.065
ctx-rh-K19_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,-0.013,0.058,-0.043,0.022,0.042,0.025,0.03,-0.106,-0.076,-0.04,-0.081,0.02,0.126,0.06,0.105,0.04,0.056,0.027,0.023,0.049,0.062,-0.03,0.054,0.061
ctx-rh-K20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.087,0.02,0.052,-0.004,-0.015,0.061,-0.076,0.026,0.02,0.038,0.062,0.076,-0.024,0.127,0.011,0.038,-0.043,-0.049,0.037,0.025,0.003,0.08,-0.011
ctx-rh-K21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,-0.055,0.021,-0.011,-0.054,-0.021,-0.181,-0.021,0.038,0.005,-0.048,0.086,-0.062,0.129,0.036,0.063,0.042,-0.034,-0.052,-0.052,-0.076,0.041,-0.085
ctx-rh-K22a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,-0.021,0.044,-0.006,0.092,-0.102,0.012,0.079,0.051,0.005,0.015,0.106,0.044,0.015,0.067,-0.022,0.012,0.075,0.084,0.078,0.097,0.021
ctx-rh-K22a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,0.014,0.071,0.022,-0.165,0.019,0.129,-0.06,0.032,-0.006,-0.011,0.013,-0.078,0.013,-0.109,0.016,-0.001,-0.053,0.005,0.115,-0.022
ctx-rh-K22b_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.097,0.062,0.045,-0.181,0.001,0.126,0.03,-0.047,0.053,0.061,0.111,0.022,0.065,-0.008,-0.061,0.025,0.014,0.028,0.104,-0.019
ctx-rh-K22b_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.038,-0.021,-0.085,0.01,0.069,0.014,0.003,-0.064,0.026,0.083,0.088,0.103,0.07,0.05,-0.035,-0.047,-0.04,0.043,0.006
ctx-rh-K23_24_26_29_30_31_32_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023,-0.123,-0.024,0.076,0.034,0.044,-0.033,-0.057,0.01,0.014,0.001,-0.036,-0.01,0.015,-0.049,0.004,-0.001,-0.042
ctx-rh-K25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.056,0.059,0.003,0.015,0.006,-0.015,-0.087,-0.025,-0.027,0.02,0.017,-0.055,-0.025,-0.052,0.004,-0.073
ctx-rh-K27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.118,-0.028,-0.09,-0.128,-0.024,-0.121,-0.079,-0.118,-0.079,-0.169,-0.155,-0.186,-0.246,-0.23,-0.085,-0.135
ctx-rh-K28_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.011,-0.009,0.093,-0.014,0.045,-0.009,0.027,-0.003,0.04,-0.078,-0.105,-0.087,0.048,-0.014
ctx-rh-K35_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.097,0.001,0.055,0.036,0.05,0.048,0.117,0.102,0.099,0.06,-0.021,-0.005,0.109,0.046
ctx-rh-K37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.038,0.084,0.048,0.067,0.02,0.076,0.075,0.062,0.068,0.099,-0.017,0.106,0.067
ctx-rh-K38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,-0.029,0.027,-0.041,0.004,-0.033,-0.012,-0.027,-0.059,-0.087,0.024,-0.063
ctx-rh-K39_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022,0.087,0.098,0.081,0.15,0.111,0.038,0.087,-0.03,-0.057,0.029
ctx-rh-K39_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,0.153,0.157,0.047,0.035,0.028,-0.02,-0.015,0.062,-0.038
ctx-rh-K40_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,-0.01,0.075,0.001,-0.05,0.166,0.107,-0.146,0.028
ctx-rh-K40_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022,0.036,-0.126,-0.058,0.07,0.057,0.061,0.024
ctx-rh-K40_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081,-0.041,-0.004,0.119,0.063,0.008,0.032
ctx-rh-K41_42_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015,0.019,0.029,-0.014,0.084,-0.001
ctx-rh-K43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,-0.004,-0.021,0.025,-0.014
ctx-rh-K44a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,-0.023,0.026,-0.027
ctx-rh-K44b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.175,0.066
ctx-rh-K45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168,0.025
ctx-rh-K46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071
ctx-rh-K47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
