,ctx-lh-F2,ctx-lh-F3,ctx-lh-F4,ctx-lh-F5,ctx-lh-F6,ctx-lh-F7,ctx-lh-F8,ctx-lh-F9,ctx-lh-F10,ctx-lh-F10x,ctx-lh-F11,ctx-lh-F12,ctx-lh-F13,ctx-lh-F14,ctx-lh-F15,ctx-lh-F16,ctx-lh-F17,ctx-lh-F18,ctx-lh-F19,ctx-lh-F20,ctx-lh-F21,ctx-lh-F22,ctx-lh-F23,ctx-lh-F24,ctx-lh-F25,ctx-lh-F26,ctx-lh-F27,ctx-lh-F28,ctx-lh-F29,ctx-lh-F30,ctx-lh-F31,ctx-lh-F32,ctx-lh-F33,ctx-lh-F34,ctx-lh-F35,ctx-lh-F36,ctx-lh-F37,ctx-lh-F38,ctx-lh-F39,ctx-lh-F40,ctx-lh-F41,ctx-lh-F42,ctx-lh-F43,ctx-lh-F44,ctx-lh-F45,ctx-lh-F2b,ctx-rh-F2,ctx-rh-F3,ctx-rh-F4,ctx-rh-F5,ctx-rh-F6,ctx-rh-F7,ctx-rh-F8,ctx-rh-F9,ctx-rh-F10,ctx-rh-F10x,ctx-rh-F11,ctx-rh-F12,ctx-rh-F13,ctx-rh-F14,ctx-rh-F15,ctx-rh-F16,ctx-rh-F17,ctx-rh-F18,ctx-rh-F19,ctx-rh-F20,ctx-rh-F21,ctx-rh-F22,ctx-rh-F23,ctx-rh-F24,ctx-rh-F25,ctx-rh-F26,ctx-rh-F27,ctx-rh-F28,ctx-rh-F29,ctx-rh-F30,ctx-rh-F31,ctx-rh-F32,ctx-rh-F33,ctx-rh-F34,ctx-rh-F35,ctx-rh-F36,ctx-rh-F37,ctx-rh-F38,ctx-rh-F39,ctx-rh-F40,ctx-rh-F41,ctx-rh-F42,ctx-rh-F43,ctx-rh-F44,ctx-rh-F45,ctx-rh-F2b
ctx-lh-F11,,,,,,,,,,,,-0.15,0.127,0.023,-0.13,-0.134,-0.108,0.026,-0.093,0.019,-0.009,-0.18,0.025,-0.043,0.028,-0.168,0.041,-0.028,-0.061,-0.068,-0.057,-0.026,-0.018,0.01,0.082,0.12,-0.019,0.033,-0.2,0.118,0.012,0.014,0.01,0.045,0.023,-0.082,-0.013,-0.047,-0.14,-0.115,-0.082,-0.107,-0.021,-0.025,-0.221,-0.108,-0.115,-0.085,0.022,-0.024,-0.126,-0.07,-0.152,-0.044,-0.069,0.068,0.163,-0.113,-0.034,0.026,0.052,-0.203,0.007,-0.062,-0.065,0.0,-0.129,-0.098,-0.04,-0.01,0.12,0.171,-0.105,0.125,-0.085,-0.003,0.048,0.044,0.071,0.071,0.145,0.031
ctx-lh-F12,,,,,,,,,,,,,0.093,-0.016,0.062,0.113,-0.053,-0.009,-0.048,-0.072,0.061,-0.15,0.149,-0.011,0.012,-0.15,0.06,0.102,0.004,-0.127,0.077,0.104,0.036,0.055,-0.023,0.053,-0.062,0.059,0.03,-0.069,0.112,0.086,0.105,0.021,0.005,0.081,0.031,-0.092,-0.103,-0.096,-0.124,-0.167,0.156,-0.024,-0.163,-0.1,-0.137,-0.127,0.039,-0.069,0.039,-0.006,-0.107,-0.031,-0.101,-0.07,-0.054,-0.187,0.103,0.046,-0.088,-0.19,-0.031,0.014,-0.074,-0.153,-0.02,-0.016,-0.014,-0.019,-0.066,0.049,-0.206,-0.048,0.02,-0.042,0.079,0.003,0.049,-0.006,-0.077,0.009
ctx-lh-F13,,,,,,,,,,,,,,0.052,0.045,-0.027,0.04,0.075,-0.015,0.04,0.011,0.105,0.03,0.084,-0.043,-0.037,0.041,-0.085,0.094,-0.02,-0.071,0.032,0.067,0.005,-0.049,-0.029,-0.124,0.093,0.035,0.002,0.137,-0.015,-0.019,0.022,0.002,-0.038,-0.038,-0.026,0.052,-0.043,-0.044,-0.032,0.122,0.126,-0.012,-0.033,0.095,-0.046,0.037,-0.01,0.046,-0.112,0.033,0.049,-0.122,-0.006,-0.03,0.003,0.061,0.077,-0.089,-0.045,-0.162,-0.062,0.065,-0.026,-0.064,-0.01,0.012,0.012,-0.078,-0.09,-0.109,-0.078,-0.112,-0.021,0.123,-0.012,-0.05,-0.078,-0.126,0.02
ctx-lh-F14,,,,,,,,,,,,,,,0.077,0.031,0.064,-0.017,-0.052,-0.042,-0.043,0.059,0.027,0.029,-0.07,-0.04,-0.085,0.046,0.048,0.028,0.115,0.003,0.013,-0.093,-0.007,0.054,-0.178,0.13,0.068,0.032,0.065,-0.085,0.07,-0.025,0.071,-0.026,-0.053,-0.076,-0.091,-0.003,-0.021,-0.024,0.059,-0.026,-0.068,-0.007,-0.032,-0.084,0.047,0.034,0.073,0.044,-0.006,-0.027,-0.153,-0.016,-0.099,-0.145,0.098,-0.002,-0.077,-0.056,-0.147,0.079,-0.033,-0.015,0.108,-0.023,0.001,0.02,0.053,0.031,-0.149,-0.035,-0.022,0.054,0.046,-0.158,0.09,-0.1,-0.001,-0.01
ctx-lh-F15,,,,,,,,,,,,,,,,-0.022,-0.016,-0.029,-0.026,-0.002,-0.049,-0.005,-0.008,-0.037,-0.072,0.011,-0.032,-0.068,-0.05,0.023,-0.123,-0.009,0.092,0.082,0.095,-0.007,0.072,0.002,-0.064,0.086,0.057,0.102,0.097,-0.039,0.08,0.103,0.005,0.02,0.013,0.17,0.036,0.005,-0.0,0.089,0.079,0.012,-0.073,0.138,0.091,0.105,-0.092,-0.026,-0.01,0.007,0.05,0.019,0.044,0.041,-0.07,-0.019,0.018,0.051,-0.006,-0.042,-0.02,0.004,-0.072,-0.087,0.057,0.06,0.102,0.053,0.041,0.046,-0.024,-0.006,0.072,0.141,0.147,0.054,0.041,0.067
ctx-lh-F16,,,,,,,,,,,,,,,,,0.049,-0.023,-0.073,0.028,0.028,0.014,-0.009,0.01,-0.035,-0.002,0.031,0.001,0.053,0.056,-0.073,0.056,0.114,0.008,0.133,-0.017,0.05,0.015,-0.094,0.021,0.07,0.097,0.107,-0.081,0.014,0.018,0.077,0.034,-0.016,0.079,0.011,-0.078,0.046,0.125,0.057,-0.0,-0.067,0.013,-0.025,0.023,-0.006,-0.081,0.041,0.004,-0.002,0.042,-0.015,0.013,-0.032,0.009,-0.018,0.001,0.032,-0.031,0.003,-0.023,-0.043,-0.026,0.076,0.036,0.145,0.078,0.002,0.095,-0.034,-0.07,0.051,0.098,0.091,0.009,0.034,0.03
ctx-lh-F17,,,,,,,,,,,,,,,,,,0.023,-0.045,0.05,-0.117,0.026,0.034,-0.099,-0.029,0.032,-0.116,0.088,-0.046,0.01,0.067,0.074,0.027,-0.0,-0.055,-0.036,-0.013,-0.122,-0.059,0.112,-0.06,0.006,-0.016,-0.005,-0.105,-0.005,0.019,0.108,-0.019,0.054,0.14,-0.016,-0.004,-0.02,0.071,0.078,0.013,-0.027,0.025,0.052,-0.034,0.069,0.096,-0.121,-0.051,0.07,0.028,0.062,0.021,-0.108,0.027,-0.04,-0.013,0.05,-0.048,0.055,0.077,0.083,0.047,0.051,-0.009,0.085,-0.092,-0.0,0.005,0.055,-0.0,-0.053,0.025,0.05,-0.01,0.015
ctx-lh-F18,,,,,,,,,,,,,,,,,,,-0.131,-0.001,-0.017,0.119,0.008,-0.035,-0.093,0.058,-0.038,-0.063,0.033,0.04,0.061,0.017,-0.01,-0.025,-0.026,-0.063,-0.064,0.094,0.106,-0.038,0.013,-0.044,-0.072,0.016,0.076,0.006,0.048,-0.01,0.061,-0.029,-0.046,-0.11,0.075,0.052,-0.066,0.021,0.036,-0.064,-0.052,-0.041,-0.034,-0.063,-0.01,0.002,-0.095,-0.093,-0.141,-0.001,0.109,-0.026,-0.058,0.012,-0.103,-0.051,-0.02,-0.02,0.057,-0.043,-0.003,-0.068,-0.01,-0.1,-0.0,-0.085,-0.054,-0.048,-0.004,-0.043,-0.131,-0.11,-0.079,-0.036
ctx-lh-F19,,,,,,,,,,,,,,,,,,,,-0.025,-0.076,0.051,0.081,-0.039,-0.073,-0.046,0.035,0.021,0.105,-0.066,0.05,0.079,0.074,0.032,0.006,-0.029,-0.081,0.102,0.044,-0.146,0.04,0.069,-0.011,-0.002,0.063,-0.005,0.006,-0.055,-0.043,-0.096,-0.111,-0.076,0.077,0.136,-0.166,-0.043,-0.104,-0.028,-0.115,-0.031,-0.072,-0.093,-0.003,-0.196,-0.212,-0.135,-0.146,-0.007,0.13,-0.03,-0.119,-0.07,-0.105,0.018,0.096,-0.125,0.012,-0.01,-0.003,0.017,-0.007,-0.08,-0.11,0.073,-0.124,-0.093,0.034,0.049,-0.028,-0.05,0.026,0.038
ctx-lh-F20,,,,,,,,,,,,,,,,,,,,,-0.014,0.01,-0.006,-0.052,0.058,-0.049,-0.014,0.034,0.048,-0.027,0.034,0.028,0.011,0.04,-0.106,0.045,-0.039,-0.074,-0.073,0.021,0.132,0.012,0.047,-0.023,-0.086,0.058,-0.067,0.016,-0.053,-0.046,-0.019,-0.044,-0.049,0.051,-0.134,-0.067,-0.062,-0.154,0.021,-0.091,-0.056,0.028,-0.003,0.025,0.052,0.014,0.046,-0.082,0.018,0.043,0.014,-0.098,-0.022,-0.022,-0.022,-0.073,-0.018,-0.001,-0.005,-0.007,-0.027,0.066,-0.123,-0.031,0.066,-0.105,0.128,0.0,0.037,0.006,-0.037,-0.056
ctx-lh-F21,,,,,,,,,,,,,,,,,,,,,,-0.012,0.044,0.018,-0.087,-0.041,-0.044,0.022,0.11,-0.03,0.098,0.012,0.077,0.065,0.034,0.066,-0.054,0.154,0.127,0.026,0.068,-0.024,0.094,-0.008,0.118,-0.055,0.046,-0.123,-0.157,-0.106,-0.122,-0.053,0.015,-0.007,-0.125,-0.006,-0.111,-0.061,-0.035,-0.02,-0.069,0.005,-0.096,-0.056,-0.156,-0.093,-0.079,-0.116,0.005,-0.086,-0.076,-0.043,-0.047,-0.021,-0.02,-0.065,-0.04,-0.104,0.077,0.066,0.032,0.027,-0.054,-0.01,-0.01,0.059,0.059,-0.068,0.108,-0.056,0.143,0.073
ctx-lh-F22,,,,,,,,,,,,,,,,,,,,,,,0.044,-0.053,0.054,-0.011,0.051,0.077,-0.019,0.03,-0.02,0.098,-0.026,0.002,0.082,-0.024,0.063,-0.01,-0.145,0.109,0.012,0.061,-0.022,0.076,0.001,0.044,0.048,0.05,-0.01,-0.075,0.042,-0.022,-0.04,-0.037,-0.062,0.1,-0.066,-0.09,0.003,-0.028,-0.046,-0.1,-0.113,-0.014,0.023,0.04,-0.019,-0.117,0.017,0.089,0.066,-0.185,0.065,-0.032,-0.056,0.005,-0.006,-0.037,-0.017,-0.077,0.055,0.038,-0.115,-0.015,-0.069,-0.085,0.009,-0.035,-0.068,0.037,-0.04,0.05
ctx-lh-F23,,,,,,,,,,,,,,,,,,,,,,,,-0.059,-0.107,0.077,0.05,-0.073,-0.057,-0.005,-0.111,-0.067,0.058,0.019,-0.051,-0.016,0.125,-0.039,0.015,-0.031,0.05,0.066,0.072,-0.004,-0.013,0.052,0.063,0.036,0.021,0.124,0.083,0.05,-0.011,-0.002,0.094,0.001,-0.027,0.081,0.091,0.005,0.015,0.021,0.059,0.051,0.099,0.012,-0.037,0.076,-0.054,-0.083,-0.035,0.07,-0.007,0.021,-0.048,0.006,-0.045,-0.017,-0.009,-0.034,-0.075,-0.02,0.091,0.002,-0.002,-0.035,-0.014,0.062,0.043,0.007,-0.029,0.001
ctx-lh-F24,,,,,,,,,,,,,,,,,,,,,,,,,-0.012,-0.124,-0.019,-0.044,0.055,-0.019,0.082,0.005,0.045,0.058,-0.069,0.008,-0.103,0.107,0.079,0.015,-0.022,0.054,-0.003,0.019,0.086,-0.032,0.001,-0.088,-0.072,-0.107,-0.055,-0.043,-0.007,-0.011,-0.092,-0.018,-0.097,-0.056,-0.049,0.051,-0.043,-0.031,0.022,-0.077,-0.136,-0.031,0.003,-0.045,-0.003,-0.131,-0.106,-0.129,-0.06,-0.009,0.028,-0.071,-0.007,-0.022,0.058,0.108,0.006,0.002,-0.159,0.05,-0.086,0.123,0.046,-0.055,0.071,0.008,0.163,0.156
ctx-lh-F25,,,,,,,,,,,,,,,,,,,,,,,,,,-0.064,-0.127,-0.011,0.099,0.004,0.044,-0.015,0.022,-0.009,-0.033,0.128,-0.081,0.134,-0.038,0.092,0.015,-0.019,-0.009,-0.055,0.144,-0.112,-0.093,-0.053,-0.055,-0.135,-0.058,-0.017,-0.023,0.05,-0.151,-0.067,-0.024,-0.015,-0.113,0.039,-0.104,0.062,0.045,-0.143,-0.08,0.004,0.02,0.031,0.044,-0.023,-0.067,-0.029,-0.109,-0.004,0.041,0.025,-0.021,-0.053,0.046,0.022,0.063,0.105,-0.022,0.105,-0.073,-0.004,0.047,-0.041,0.044,-0.064,0.21,-0.033
ctx-lh-F26,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.041,0.062,0.036,-0.076,-0.063,0.064,-0.071,0.04,-0.083,0.024,0.009,-0.081,-0.205,-0.006,0.096,0.029,0.023,0.066,-0.01,-0.038,-0.042,0.015,-0.099,-0.024,-0.069,-0.164,-0.008,0.079,-0.132,-0.035,-0.098,-0.061,-0.021,0.008,-0.046,-0.023,-0.066,-0.104,-0.001,0.017,0.064,-0.039,0.085,0.081,-0.02,-0.08,0.052,0.011,0.038,-0.101,-0.023,0.072,-0.026,0.023,0.008,0.124,-0.082,0.073,0.024,-0.107,0.121,0.093,0.041,0.14,0.017,-0.026
ctx-lh-F27,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.015,-0.084,0.025,-0.066,0.144,0.039,-0.065,0.013,-0.072,-0.046,0.156,-0.159,0.086,0.05,0.034,0.06,-0.043,-0.036,0.021,-0.039,-0.026,0.017,-0.132,-0.06,0.072,0.097,-0.024,0.035,0.022,-0.009,-0.098,-0.058,-0.01,-0.041,-0.01,-0.057,0.022,-0.11,-0.071,0.011,0.023,-0.013,-0.135,-0.036,0.007,0.017,0.024,-0.131,0.046,0.006,0.129,0.032,-0.107,-0.026,-0.108,0.006,0.038,-0.104,0.107,0.013,0.047,-0.001,-0.038,0.034
ctx-lh-F28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.076,0.078,-0.106,-0.046,0.014,-0.022,0.018,-0.027,0.05,0.021,-0.039,-0.001,0.016,0.08,0.071,-0.093,0.054,0.087,0.064,0.014,-0.021,0.041,0.132,0.027,-0.031,0.016,0.098,0.043,-0.002,0.097,-0.043,0.087,-0.015,-0.009,0.079,0.026,0.049,0.084,0.034,0.062,-0.09,-0.026,-0.008,0.07,-0.019,-0.111,-0.063,0.03,-0.08,-0.078,-0.033,0.009,0.039,0.053,0.043,0.084,-0.049,-0.05,0.003,0.083,0.096,-0.028,-0.025,-0.052
ctx-lh-F29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,-0.099,-0.039,0.005,0.016,0.021,-0.013,0.093,-0.046,-0.01,0.048,-0.027,0.138,0.059,0.04,0.053,0.071,0.04,0.042,0.033,-0.039,0.168,0.037,-0.094,0.044,0.095,0.107,-0.007,-0.058,0.04,0.019,-0.074,-0.029,-0.067,0.006,0.089,0.075,0.046,-0.002,-0.169,-0.098,0.038,0.015,0.108,-0.096,-0.142,0.043,-0.076,-0.083,0.024,0.036,-0.002,-0.006,-0.026,-0.047,0.016,0.064,-0.03,0.028,0.023,0.056,-0.041,-0.009
ctx-lh-F30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.044,-0.04,0.053,-0.099,0.135,-0.08,0.025,-0.108,0.006,0.044,-0.036,0.016,0.065,0.047,0.02,-0.128,0.017,-0.088,-0.032,-0.051,-0.065,-0.074,0.079,-0.113,-0.075,-0.026,-0.112,0.014,0.051,-0.013,0.082,0.022,-0.013,-0.002,0.08,0.087,0.034,0.054,0.059,-0.022,-0.039,-0.005,0.026,0.014,0.048,0.017,0.015,-0.017,0.064,0.049,0.192,-0.053,0.088,0.076,-0.053,0.06,0.005,0.043,0.062,0.112,-0.022
ctx-lh-F31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,0.008,0.054,0.073,-0.003,-0.008,0.061,-0.064,-0.039,0.049,0.097,0.083,0.068,0.202,0.109,0.03,-0.014,-0.013,-0.002,0.083,0.039,-0.122,0.048,0.051,0.049,-0.011,0.0,-0.041,0.067,-0.132,0.013,0.015,0.011,0.002,0.082,0.026,-0.043,-0.119,-0.037,-0.111,-0.063,-0.03,-0.153,-0.109,-0.032,-0.01,-0.078,-0.018,0.076,0.114,0.05,-0.093,0.062,-0.124,-0.069,0.022,0.034,0.062,-0.001,0.031,0.035
ctx-lh-F32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.039,0.061,-0.034,0.082,-0.054,-0.006,0.032,0.044,0.08,0.048,-0.057,-0.018,0.086,0.117,0.074,0.081,0.079,0.13,0.072,-0.033,0.02,0.168,0.062,0.026,0.056,0.022,0.062,-0.044,-0.014,0.087,0.114,0.172,0.056,0.009,0.096,-0.106,-0.07,0.028,0.109,-0.016,-0.079,-0.141,0.001,-0.059,-0.109,0.008,-0.002,0.033,0.057,0.102,0.002,-0.024,-0.042,0.011,-0.001,0.042,0.042,-0.074,-0.031
ctx-lh-F33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.063,0.059,-0.083,0.09,0.036,0.07,-0.044,0.004,0.068,0.001,0.001,0.102,0.125,0.062,-0.007,0.008,0.017,-0.015,0.001,0.044,-0.011,0.011,0.038,-0.017,-0.129,0.015,-0.161,0.026,0.035,-0.068,0.086,-0.011,-0.022,-0.127,-0.011,0.009,-0.117,-0.151,0.013,-0.052,-0.008,-0.066,-0.077,-0.023,0.021,-0.009,-0.087,-0.033,-0.062,-0.037,-0.127,-0.108,-0.06,-0.051,-0.045,-0.104,-0.042,-0.073,-0.043
