,ctx-lh-callosA,ctx-lh-callosB,ctx-lh-callosC,ctx-lh-callosD,ctx-lh-froB,ctx-lh-froC,ctx-lh-froD,ctx-lh-froinf,ctx-lh-froint,ctx-lh-frointB,ctx-lh-froorb,ctx-lh-froprefro,ctx-lh-frosup,ctx-lh-frosupant,ctx-lh-insinf,ctx-lh-inspostc,ctx-lh-insprec,ctx-lh-occpar,ctx-lh-occparastr,ctx-lh-occperistr,ctx-lh-occstr,ctx-lh-occtemp,ctx-lh-paradent,ctx-lh-paraspl,ctx-lh-parinfA,ctx-lh-parinfB,ctx-lh-parinfC,ctx-lh-vis-sen-bnd,ctx-lh-parsupA,ctx-lh-parsupB,ctx-lh-postcentA,ctx-lh-postcentB,ctx-lh-precentA,ctx-lh-precentB,ctx-lh-pyriform,ctx-lh-tempinf,ctx-lh-tempmed,ctx-lh-temppara,ctx-lh-temppole,ctx-lh-tempsup,ctx-lh-froA,ctx-lh-tempHeschl,ctx-lh-vis-aud-bnd,ctx-lh-parolfact,ctx-rh-callosA,ctx-rh-callosB,ctx-rh-callosC,ctx-rh-callosD,ctx-rh-froB,ctx-rh-froC,ctx-rh-froD,ctx-rh-froinf,ctx-rh-froint,ctx-rh-frointB,ctx-rh-froorb,ctx-rh-froprefro,ctx-rh-frosup,ctx-rh-frosupant,ctx-rh-insinf,ctx-rh-inspostc,ctx-rh-insprec,ctx-rh-occpar,ctx-rh-occparastr,ctx-rh-occperistr,ctx-rh-occstr,ctx-rh-occtemp,ctx-rh-paradent,ctx-rh-paraspl,ctx-rh-parinfA,ctx-rh-parinfB,ctx-rh-parinfC,ctx-rh-vis-sen-bnd,ctx-rh-parsupA,ctx-rh-parsupB,ctx-rh-postcentA,ctx-rh-postcentB,ctx-rh-precentA,ctx-rh-precentB,ctx-rh-pyriform,ctx-rh-tempinf,ctx-rh-tempmed,ctx-rh-temppara,ctx-rh-temppole,ctx-rh-tempsup,ctx-rh-froA,ctx-rh-tempHeschl,ctx-rh-vis-aud-bnd,ctx-rh-parolfact
ctx-lh-froorb,,,,,,,,,,,,-0.007,-0.101,-0.065,-0.141,-0.151,-0.181,0.047,0.064,0.04,-0.016,0.05,-0.055,0.013,-0.008,-0.13,-0.223,-0.059,-0.011,-0.035,-0.082,-0.08,-0.12,-0.052,0.024,-0.087,-0.094,-0.068,-0.062,-0.12,-0.04,-0.186,-0.033,0.036,-0.217,-0.183,-0.107,0.108,-0.166,-0.069,-0.04,-0.166,-0.281,-0.23,-0.107,-0.076,-0.144,-0.016,-0.192,-0.152,-0.251,-0.01,0.09,0.06,0.055,0.029,-0.05,0.051,-0.045,-0.247,-0.18,-0.044,0.002,-0.119,-0.085,-0.048,-0.072,-0.163,-0.011,-0.171,-0.048,-0.041,-0.093,-0.138,-0.077,-0.113,-0.085,0.117
ctx-lh-froprefro,,,,,,,,,,,,,0.015,0.021,-0.1,-0.12,-0.049,0.018,0.074,0.02,-0.032,0.05,-0.086,-0.019,0.008,-0.054,-0.117,0.086,-0.032,-0.03,-0.025,-0.056,0.007,0.004,-0.031,-0.016,-0.027,-0.014,-0.038,-0.043,0.02,-0.078,-0.071,-0.017,-0.099,-0.095,0.007,-0.001,0.009,0.056,0.051,-0.038,-0.049,-0.063,-0.069,-0.065,-0.004,0.09,-0.136,-0.125,-0.047,-0.022,0.045,0.042,-0.024,0.008,0.014,0.002,0.021,-0.126,-0.173,0.01,-0.018,-0.059,-0.007,-0.023,0.01,-0.087,-0.086,-0.08,0.044,-0.016,-0.07,-0.036,0.061,-0.053,-0.097,-0.021
ctx-lh-frosup,,,,,,,,,,,,,,-0.014,0.004,-0.102,-0.103,0.103,0.04,0.034,0.02,0.06,-0.012,-0.038,-0.042,-0.036,-0.125,-0.042,0.013,-0.033,0.058,0.001,-0.105,-0.135,0.002,-0.111,-0.1,-0.022,-0.042,-0.041,-0.091,-0.119,0.034,-0.061,-0.042,-0.076,-0.015,-0.014,-0.056,-0.029,-0.057,-0.108,-0.13,-0.062,-0.16,-0.006,-0.093,-0.033,-0.106,-0.059,-0.095,0.018,0.027,0.049,0.015,0.09,-0.083,0.012,0.022,-0.05,-0.082,-0.055,0.034,-0.037,-0.012,0.099,-0.001,-0.079,-0.027,-0.083,-0.09,-0.034,-0.089,-0.061,0.029,-0.121,-0.076,-0.034
ctx-lh-frosupant,,,,,,,,,,,,,,,-0.071,-0.031,-0.067,0.113,0.161,0.071,0.044,0.113,0.027,0.026,0.027,-0.021,-0.047,0.036,0.055,0.096,0.057,0.018,-0.041,0.004,0.036,-0.044,-0.015,-0.001,-0.054,0.037,-0.007,0.02,0.033,-0.095,-0.074,-0.031,-0.055,-0.068,-0.103,-0.016,-0.042,-0.002,-0.063,0.036,-0.058,0.007,-0.027,0.077,-0.101,0.035,-0.07,0.049,0.14,0.13,0.076,0.114,-0.038,0.086,0.068,-0.103,-0.025,0.0,0.077,0.053,0.007,0.089,0.049,-0.041,-0.008,-0.107,-0.027,0.044,-0.064,0.063,-0.001,0.031,0.048,0.009
ctx-lh-insinf,,,,,,,,,,,,,,,,0.035,-0.023,0.079,0.125,0.097,0.111,0.06,-0.061,-0.043,-0.026,-0.03,0.001,0.046,-0.004,0.066,0.158,0.234,0.212,0.083,0.001,-0.114,-0.067,0.086,-0.121,0.022,-0.16,0.008,-0.039,-0.121,-0.004,-0.052,-0.013,-0.058,-0.003,-0.108,-0.064,-0.089,-0.099,-0.097,-0.153,-0.141,-0.022,-0.101,-0.094,-0.013,-0.05,0.029,0.165,0.093,0.136,0.064,-0.065,-0.018,-0.032,0.05,0.127,0.022,0.037,0.072,0.122,0.245,0.182,0.087,0.001,-0.179,-0.101,0.024,-0.08,0.107,-0.103,0.028,0.041,-0.026
ctx-lh-inspostc,,,,,,,,,,,,,,,,,0.053,0.07,0.067,0.086,0.063,0.013,-0.083,-0.125,-0.008,0.058,-0.01,0.007,-0.03,-0.046,-0.072,-0.089,-0.087,-0.05,0.066,-0.152,-0.143,-0.044,-0.128,-0.069,-0.139,-0.117,-0.026,-0.148,-0.042,-0.072,-0.013,-0.064,0.063,0.007,-0.006,-0.002,-0.031,-0.027,-0.106,-0.178,-0.102,-0.042,-0.11,-0.224,0.027,0.06,0.107,0.111,0.169,0.022,-0.081,-0.093,0.032,0.086,-0.015,-0.025,0.024,-0.01,-0.07,-0.084,-0.094,-0.068,0.051,-0.152,-0.082,-0.066,-0.057,-0.039,-0.12,-0.103,0.001,-0.027
ctx-lh-insprec,,,,,,,,,,,,,,,,,,0.099,0.185,0.136,0.116,0.086,0.064,-0.042,-0.051,-0.11,-0.053,-0.033,0.007,0.061,0.131,0.13,0.117,-0.006,0.091,-0.16,-0.119,0.027,-0.06,0.032,-0.111,-0.045,-0.038,-0.09,-0.048,-0.052,0.007,-0.057,-0.063,-0.082,-0.105,-0.126,-0.181,-0.149,-0.222,-0.091,-0.123,-0.069,-0.073,-0.008,-0.135,0.12,0.222,0.177,0.13,0.097,0.029,0.023,0.008,-0.084,0.097,0.014,0.08,0.053,0.131,0.213,0.115,0.056,-0.006,-0.14,-0.033,0.033,-0.07,0.078,-0.079,0.02,0.061,-0.103
ctx-lh-occpar,,,,,,,,,,,,,,,,,,,0.055,-0.026,0.01,0.042,0.029,0.108,0.134,0.141,0.049,0.056,0.04,0.11,0.095,0.127,0.144,0.13,0.121,-0.002,0.101,-0.034,-0.011,0.077,0.025,0.115,0.083,-0.02,0.161,0.032,0.039,0.022,0.125,0.114,0.101,0.163,0.026,0.006,-0.0,0.076,0.064,0.042,0.049,-0.001,0.074,-0.12,0.042,0.009,0.044,0.081,0.023,0.125,0.104,0.125,0.009,0.055,0.06,0.061,0.14,0.133,0.09,0.146,0.016,0.022,0.107,0.009,-0.019,0.163,0.064,0.14,0.08,0.018
ctx-lh-occparastr,,,,,,,,,,,,,,,,,,,,-0.002,-0.005,-0.041,0.057,0.153,0.168,0.306,0.041,0.219,0.071,-0.032,-0.009,0.029,0.066,0.129,0.006,0.029,0.056,-0.03,-0.045,0.024,0.126,0.081,0.104,0.059,0.242,0.045,0.095,-0.013,0.244,0.142,0.163,0.163,0.19,0.121,0.022,0.053,0.015,0.069,0.025,-0.048,0.144,0.052,-0.198,-0.047,0.037,-0.01,0.079,0.149,0.214,0.318,0.009,0.115,0.053,-0.051,0.038,0.003,-0.043,0.124,-0.002,0.018,0.067,0.001,-0.017,0.06,0.123,0.091,0.081,-0.042
ctx-lh-occperistr,,,,,,,,,,,,,,,,,,,,,0.108,-0.127,0.0,0.091,0.126,0.256,0.101,0.008,0.061,0.049,0.076,0.062,0.097,0.052,0.082,0.012,0.088,-0.051,-0.033,0.035,0.055,0.081,0.083,-0.004,0.147,0.061,0.147,0.037,0.208,0.113,0.211,0.177,0.111,0.072,0.032,0.026,0.072,0.052,0.029,-0.021,0.124,-0.015,0.036,-0.092,0.11,-0.078,0.063,0.103,0.149,0.235,0.035,-0.033,0.072,0.027,0.086,0.036,0.014,0.163,0.029,0.04,0.131,-0.011,-0.031,0.048,0.159,0.063,0.048,0.036
ctx-lh-occstr,,,,,,,,,,,,,,,,,,,,,,0.104,0.013,0.053,0.07,0.15,0.031,0.1,0.045,0.048,0.109,0.118,0.124,0.112,0.067,0.02,0.046,0.104,-0.031,0.066,0.032,0.047,0.051,0.09,0.136,0.081,0.059,0.013,0.122,0.028,0.135,0.082,0.049,0.054,0.011,-0.043,0.041,-0.017,0.038,-0.045,0.084,0.081,-0.087,0.168,-0.098,0.161,0.176,0.06,0.1,0.173,-0.001,0.069,0.061,-0.01,0.126,0.101,0.05,0.165,0.036,0.035,0.095,0.138,0.001,0.093,0.115,0.073,0.141,0.017
ctx-lh-occtemp,,,,,,,,,,,,,,,,,,,,,,,0.088,0.133,0.187,0.247,0.055,0.029,0.129,0.039,0.025,0.053,0.077,0.066,0.134,-0.017,0.08,-0.137,-0.019,0.066,0.074,0.124,0.082,-0.042,0.191,0.049,0.166,0.042,0.265,0.16,0.252,0.119,0.095,0.08,0.011,0.118,0.065,0.16,0.016,-0.104,0.107,-0.046,0.055,-0.134,0.084,-0.186,0.052,0.178,0.24,0.179,0.027,-0.05,0.136,-0.016,0.022,-0.026,-0.043,0.111,-0.003,0.003,0.103,-0.121,-0.058,0.057,0.202,0.106,0.018,-0.017
ctx-lh-paradent,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.088,0.098,-0.122,-0.002,0.029,-0.034,-0.029,-0.104,-0.086,-0.064,0.042,0.035,0.006,0.017,-0.06,-0.049,-0.007,0.015,-0.059,-0.025,0.009,-0.081,0.025,-0.006,0.04,0.044,0.057,0.015,-0.023,0.052,0.006,-0.121,-0.036,-0.039,-0.056,-0.122,-0.002,-0.063,0.008,0.052,-0.008,0.009,-0.065,0.085,0.117,0.016,-0.075,-0.02,0.044,-0.077,-0.069,-0.059,-0.121,-0.033,-0.034,-0.017,0.104,0.039,-0.023,-0.012,0.008,0.026,0.017,-0.081
ctx-lh-paraspl,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.012,-0.088,0.136,0.075,0.074,-0.114,-0.104,-0.094,0.023,0.061,0.023,0.0,-0.027,-0.046,-0.038,0.013,-0.073,0.001,-0.038,-0.063,-0.091,-0.094,-0.064,-0.061,0.096,-0.017,0.028,-0.065,0.021,0.063,-0.024,-0.066,0.027,-0.077,-0.109,-0.048,0.078,0.117,0.139,0.067,0.084,-0.022,-0.047,0.034,-0.103,-0.094,0.123,0.077,-0.009,-0.067,-0.08,-0.11,-0.069,-0.011,-0.064,0.024,0.047,0.008,-0.005,-0.029,-0.037,-0.013,-0.013
ctx-lh-parinfA,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018,-0.029,0.101,0.046,0.081,-0.005,-0.002,0.007,0.025,0.068,-0.068,0.036,0.05,-0.065,0.048,0.009,0.049,0.022,-0.005,0.048,-0.02,-0.026,-0.013,-0.069,0.101,-0.019,0.042,-0.035,0.011,0.049,0.018,-0.006,-0.008,-0.06,0.009,-0.074,0.061,0.18,0.187,0.102,0.158,-0.003,0.037,0.017,-0.073,-0.057,0.104,0.082,0.02,0.029,0.065,0.065,0.041,0.03,-0.099,0.013,0.131,-0.023,0.049,0.014,0.058,0.014,0.024
ctx-lh-parinfB,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036,0.112,0.068,0.201,0.267,0.199,0.186,0.134,0.091,-0.095,-0.022,0.158,-0.134,0.138,-0.067,0.043,0.036,-0.027,0.039,0.005,-0.103,0.016,-0.137,-0.043,-0.128,-0.003,-0.127,-0.048,-0.099,-0.088,-0.013,-0.127,-0.092,0.112,-0.098,0.102,0.308,0.314,0.169,0.264,-0.009,0.079,-0.06,-0.097,0.033,0.135,0.109,0.164,0.258,0.284,0.231,0.192,0.015,-0.119,-0.029,0.186,-0.08,0.167,-0.102,0.069,0.052,0.051
ctx-lh-parinfC,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002,-0.094,-0.022,0.108,0.156,0.129,-0.038,0.019,-0.203,-0.138,0.016,-0.149,-0.011,-0.146,-0.087,-0.037,-0.14,-0.06,-0.079,-0.011,-0.034,-0.04,-0.049,-0.115,-0.039,-0.125,-0.077,-0.185,-0.137,-0.217,-0.101,-0.078,-0.037,-0.001,0.051,0.103,0.133,0.137,0.102,-0.042,-0.068,-0.076,-0.013,-0.031,-0.004,-0.05,-0.039,0.112,0.112,0.11,-0.0,-0.008,-0.192,-0.107,-0.015,-0.112,0.026,-0.103,-0.121,-0.002,-0.171
ctx-lh-vis-sen-bnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109,0.039,0.09,0.05,0.06,-0.01,0.006,-0.218,0.057,-0.003,-0.075,0.085,-0.02,0.098,0.121,-0.037,0.212,0.024,0.048,0.104,0.013,0.013,0.062,0.033,-0.052,-0.07,-0.073,0.076,-0.018,-0.027,0.016,-0.002,-0.035,0.022,0.198,0.07,0.131,0.099,-0.002,0.118,0.083,0.049,-0.049,-0.077,0.104,0.069,0.11,0.069,0.085,0.066,-0.012,-0.052,0.097,0.016,-0.082,0.097,0.058,0.039,0.163,-0.017
ctx-lh-parsupA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008,0.034,-0.031,0.018,0.067,-0.003,-0.032,0.029,-0.011,-0.042,0.019,0.025,-0.01,0.019,0.008,0.105,-0.024,-0.057,-0.032,0.025,0.056,0.048,0.076,-0.004,0.043,-0.011,-0.022,0.009,0.014,-0.037,-0.049,-0.008,-0.04,0.024,0.106,0.025,0.107,-0.032,0.117,0.11,0.014,-0.077,0.114,0.024,-0.025,0.089,0.009,-0.014,0.072,-0.014,-0.041,0.098,0.057,-0.026,0.102,0.038,0.002,0.031,-0.069
ctx-lh-parsupB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.039,-0.066,0.005,-0.021,0.058,-0.097,0.018,-0.006,0.012,0.01,0.017,-0.069,0.082,-0.01,0.161,0.079,0.103,-0.013,0.158,0.062,0.075,0.182,0.073,0.121,-0.074,-0.022,0.011,0.051,0.002,-0.066,0.139,0.089,-0.017,0.018,0.071,0.052,-0.026,0.086,0.144,0.099,-0.05,-0.018,0.043,-0.005,0.065,-0.012,-0.026,0.035,0.041,-0.031,0.083,0.012,-0.034,0.055,0.113,-0.077,0.048,-0.04
ctx-lh-postcentA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.126,-0.211,-0.002,0.101,-0.054,-0.055,0.028,-0.032,-0.045,-0.041,-0.051,-0.005,-0.002,0.102,0.145,0.185,-0.06,0.284,0.154,0.171,0.156,0.24,0.18,-0.09,-0.082,0.09,0.009,0.026,-0.11,0.164,0.093,-0.003,0.067,0.142,0.008,-0.041,-0.069,0.122,0.274,0.042,0.042,0.09,-0.027,-0.23,-0.167,-0.204,-0.009,0.018,-0.057,-0.052,0.01,-0.073,-0.062,0.046,-0.133,0.023,0.068
ctx-lh-postcentB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,-0.057,0.104,-0.114,-0.085,0.033,-0.069,-0.011,-0.064,-0.037,0.064,-0.124,0.162,0.178,0.189,-0.03,0.184,0.071,0.101,0.168,0.156,0.123,-0.075,-0.065,0.035,0.002,0.099,-0.09,0.159,0.091,0.04,0.058,0.204,0.025,-0.054,-0.039,0.1,0.167,0.013,-0.049,0.033,-0.071,-0.115,-0.112,0.004,-0.027,0.082,-0.091,-0.03,-0.016,-0.072,0.024,0.039,-0.069,0.05,-0.018
ctx-lh-precentA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.126,0.084,-0.041,-0.063,0.072,-0.011,-0.019,-0.064,-0.09,0.021,-0.074,0.156,0.174,0.197,0.035,0.174,0.082,0.098,0.111,0.151,0.069,-0.105,-0.054,-0.015,-0.043,0.14,-0.098,0.164,0.124,0.081,0.085,0.17,0.031,-0.08,-0.052,0.101,0.242,0.023,0.029,0.092,0.021,-0.26,-0.043,-0.168,-0.215,-0.003,-0.083,-0.048,0.011,-0.023,-0.046,0.007,-0.142,0.054,0.028
ctx-lh-precentB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,-0.186,-0.052,0.011,-0.06,0.006,-0.008,-0.078,0.057,-0.134,0.074,0.086,0.134,0.01,0.046,0.051,0.004,0.048,-0.005,-0.002,-0.111,-0.023,-0.105,-0.02,-0.012,-0.075,0.023,0.161,0.13,0.101,0.157,0.07,-0.075,0.027,0.097,0.081,-0.068,-0.029,0.078,-0.026,0.007,0.017,-0.104,-0.082,-0.019,-0.148,-0.055,0.014,-0.078,-0.023,0.056,-0.077,0.047,-0.023
