,ctx-lh-callosA,ctx-lh-callosB,ctx-lh-callosC,ctx-lh-callosD,ctx-lh-froB,ctx-lh-froC,ctx-lh-froD,ctx-lh-froinf,ctx-lh-froint,ctx-lh-frointB,ctx-lh-froorb,ctx-lh-froprefro,ctx-lh-frosup,ctx-lh-frosupant,ctx-lh-insinf,ctx-lh-inspostc,ctx-lh-insprec,ctx-lh-occpar,ctx-lh-occparastr,ctx-lh-occperistr,ctx-lh-occstr,ctx-lh-occtemp,ctx-lh-paradent,ctx-lh-paraspl,ctx-lh-parinfA,ctx-lh-parinfB,ctx-lh-parinfC,ctx-lh-vis-sen-bnd,ctx-lh-parsupA,ctx-lh-parsupB,ctx-lh-postcentA,ctx-lh-postcentB,ctx-lh-precentA,ctx-lh-precentB,ctx-lh-pyriform,ctx-lh-tempinf,ctx-lh-tempmed,ctx-lh-temppara,ctx-lh-temppole,ctx-lh-tempsup,ctx-lh-froA,ctx-lh-tempHeschl,ctx-lh-vis-aud-bnd,ctx-lh-parolfact,ctx-rh-callosA,ctx-rh-callosB,ctx-rh-callosC,ctx-rh-callosD,ctx-rh-froB,ctx-rh-froC,ctx-rh-froD,ctx-rh-froinf,ctx-rh-froint,ctx-rh-frointB,ctx-rh-froorb,ctx-rh-froprefro,ctx-rh-frosup,ctx-rh-frosupant,ctx-rh-insinf,ctx-rh-inspostc,ctx-rh-insprec,ctx-rh-occpar,ctx-rh-occparastr,ctx-rh-occperistr,ctx-rh-occstr,ctx-rh-occtemp,ctx-rh-paradent,ctx-rh-paraspl,ctx-rh-parinfA,ctx-rh-parinfB,ctx-rh-parinfC,ctx-rh-vis-sen-bnd,ctx-rh-parsupA,ctx-rh-parsupB,ctx-rh-postcentA,ctx-rh-postcentB,ctx-rh-precentA,ctx-rh-precentB,ctx-rh-pyriform,ctx-rh-tempinf,ctx-rh-tempmed,ctx-rh-temppara,ctx-rh-temppole,ctx-rh-tempsup,ctx-rh-froA,ctx-rh-tempHeschl,ctx-rh-vis-aud-bnd,ctx-rh-parolfact
ctx-lh-callosA,,-0.077,-0.109,-0.045,0.01,-0.058,-0.06,-0.025,0.004,-0.052,-0.24,-0.102,-0.037,-0.039,-0.028,-0.02,-0.056,0.175,0.243,0.177,0.096,0.215,-0.009,-0.046,-0.03,-0.07,-0.06,0.124,0.046,0.092,0.079,0.131,0.143,0.085,-0.063,-0.206,-0.109,0.028,-0.189,0.072,-0.062,-0.02,-0.049,-0.047,-0.032,-0.07,-0.104,-0.086,-0.058,0.021,-0.121,0.064,-0.062,0.041,-0.167,-0.136,-0.064,-0.101,-0.211,0.019,-0.041,0.074,0.204,0.187,0.091,0.138,-0.097,0.033,0.004,-0.015,0.045,0.163,0.12,0.066,0.111,0.136,0.128,0.067,-0.139,-0.261,-0.086,0.042,-0.147,0.165,-0.058,-0.061,0.09,-0.051
ctx-lh-callosB,,,-0.044,-0.081,0.012,-0.093,-0.055,-0.032,-0.121,-0.009,-0.243,-0.149,-0.044,-0.066,-0.046,-0.131,-0.101,0.063,0.093,0.067,0.075,0.084,-0.07,-0.115,-0.01,-0.018,-0.072,0.082,-0.057,0.021,0.104,0.126,0.105,0.095,-0.12,-0.203,-0.149,-0.074,-0.202,-0.096,-0.131,-0.131,-0.12,-0.153,-0.134,-0.045,-0.062,-0.091,0.023,-0.022,-0.044,0.023,-0.041,0.036,-0.231,-0.201,-0.066,-0.037,-0.145,-0.105,-0.014,-0.011,0.173,0.063,0.103,0.047,-0.077,-0.088,-0.005,0.006,-0.0,0.05,-0.025,0.028,0.096,0.091,0.128,0.077,-0.176,-0.213,-0.159,-0.117,-0.196,0.001,-0.091,-0.141,-0.03,-0.144
ctx-lh-callosC,,,,-0.082,-0.003,0.051,-0.134,0.036,-0.02,0.025,-0.085,-0.095,0.119,0.046,-0.132,-0.122,-0.089,0.021,0.073,0.09,-0.007,0.092,-0.091,-0.068,0.021,-0.061,-0.072,-0.049,-0.083,0.006,0.064,0.042,0.113,0.095,-0.049,-0.133,0.002,-0.046,-0.107,-0.042,0.01,-0.123,-0.062,0.03,-0.113,-0.09,-0.136,-0.11,0.008,0.035,-0.065,-0.011,0.0,0.025,-0.125,-0.06,0.048,0.072,-0.074,-0.061,-0.087,-0.052,0.047,0.083,-0.018,0.06,-0.117,0.009,-0.031,-0.067,-0.063,-0.009,-0.063,-0.031,0.069,0.08,0.141,0.035,-0.123,-0.164,0.013,-0.043,-0.128,-0.013,-0.028,-0.07,0.032,-0.098
ctx-lh-callosD,,,,,0.106,0.139,-0.011,0.059,0.071,-0.03,0.004,0.003,0.02,0.056,-0.051,-0.113,0.008,0.181,0.056,0.107,0.069,0.124,-0.068,-0.014,0.112,0.041,-0.018,0.144,0.091,0.083,-0.005,-0.017,-0.002,0.046,0.033,0.077,-0.014,0.036,-0.077,-0.077,-0.05,-0.126,0.015,0.08,-0.092,-0.072,-0.076,-0.07,0.085,0.098,0.032,0.033,-0.019,0.044,-0.063,-0.012,-0.001,0.019,-0.059,-0.151,-0.059,0.118,0.068,0.107,0.051,0.086,0.083,-0.004,0.134,-0.001,-0.052,0.145,0.094,0.073,-0.066,-0.03,-0.061,0.001,0.045,0.05,0.058,0.069,-0.091,-0.044,0.011,-0.068,-0.011,0.016
ctx-lh-froB,,,,,,0.01,-0.076,-0.084,-0.097,-0.122,-0.097,0.031,-0.065,-0.006,-0.037,0.027,-0.088,0.191,0.23,0.167,0.123,0.219,0.071,0.038,-0.019,-0.072,-0.071,0.034,0.056,0.12,0.229,0.145,0.159,0.038,0.031,-0.154,-0.035,0.083,-0.096,0.1,-0.052,0.031,0.015,-0.062,0.085,-0.027,-0.005,0.029,-0.045,-0.059,-0.002,-0.035,-0.086,-0.13,-0.153,0.011,-0.061,-0.029,-0.071,0.028,-0.131,0.12,0.199,0.193,0.123,0.286,0.024,0.075,0.02,-0.065,-0.02,0.046,0.088,0.11,0.217,0.224,0.221,0.082,-0.043,-0.083,-0.022,0.128,-0.113,0.12,0.048,0.037,0.098,-0.011
ctx-lh-froC,,,,,,,-0.01,0.004,-0.017,-0.055,0.008,-0.064,-0.029,0.031,-0.125,-0.025,-0.01,0.136,0.173,0.058,-0.005,0.086,0.023,0.092,0.035,-0.07,-0.1,0.012,0.045,0.042,0.051,0.037,0.062,0.034,0.052,-0.078,0.032,0.038,-0.021,0.055,0.046,-0.043,0.034,0.067,-0.001,-0.076,0.068,0.048,-0.086,-0.108,0.018,-0.057,-0.09,-0.185,-0.072,-0.028,-0.047,-0.008,-0.058,-0.0,-0.003,0.055,0.156,0.072,0.031,0.087,0.024,0.116,-0.009,-0.08,-0.048,-0.025,0.009,0.026,0.061,0.096,0.068,0.013,0.003,-0.106,0.046,0.014,-0.044,0.079,0.047,-0.007,0.001,0.033
ctx-lh-froD,,,,,,,,-0.049,-0.134,-0.084,-0.176,-0.083,-0.078,-0.051,-0.046,-0.032,-0.066,0.099,0.102,0.138,0.088,0.104,-0.001,-0.009,-0.024,-0.144,-0.064,-0.019,-0.026,0.08,0.166,0.158,0.102,0.042,-0.05,-0.154,-0.113,-0.013,-0.142,0.015,-0.061,-0.079,-0.028,-0.021,-0.048,-0.067,-0.143,-0.047,0.003,-0.032,-0.095,0.044,-0.106,-0.024,-0.127,-0.102,-0.045,0.011,-0.146,-0.033,-0.065,0.017,0.111,0.122,0.069,0.105,-0.063,0.015,0.004,-0.035,0.026,0.032,0.049,0.098,0.115,0.216,0.16,0.041,-0.059,-0.169,-0.081,-0.004,-0.143,0.071,-0.051,-0.074,-0.021,-0.093
ctx-lh-froinf,,,,,,,,,-0.11,-0.192,-0.134,-0.002,-0.112,0.082,-0.087,-0.015,-0.174,0.093,0.179,0.135,0.087,0.102,0.013,0.114,0.049,-0.059,-0.081,0.02,0.061,0.098,0.054,0.073,0.057,-0.016,0.075,-0.097,-0.069,0.056,-0.18,0.018,0.022,-0.07,0.028,-0.041,-0.033,-0.062,0.032,-0.018,-0.11,-0.061,-0.041,-0.175,-0.182,-0.133,-0.113,-0.033,-0.148,0.034,-0.101,0.014,-0.111,0.128,0.193,0.2,0.138,0.132,0.059,0.122,0.022,-0.104,-0.014,0.016,0.075,0.003,0.128,0.121,0.053,0.039,0.019,-0.117,-0.055,0.098,-0.126,0.015,-0.014,0.017,0.035,0.061
ctx-lh-froint,,,,,,,,,,-0.13,-0.115,0.068,-0.206,0.076,-0.161,-0.115,-0.219,0.076,0.135,0.051,0.039,0.078,-0.029,0.14,0.122,-0.044,-0.177,0.026,0.072,-0.007,0.033,0.031,-0.021,-0.082,0.014,-0.137,-0.028,-0.052,-0.12,-0.012,0.017,-0.101,0.08,-0.107,0.004,-0.118,-0.045,0.028,-0.153,-0.054,-0.083,-0.172,-0.187,-0.137,-0.181,0.022,-0.145,0.062,-0.194,-0.106,-0.237,0.013,0.112,0.115,0.057,0.171,-0.034,0.143,0.064,-0.13,-0.134,0.034,0.06,-0.044,0.044,0.112,0.011,-0.063,-0.056,-0.126,-0.034,-0.003,-0.091,-0.053,0.003,-0.081,-0.073,-0.034
ctx-lh-frointB,,,,,,,,,,,-0.271,-0.038,-0.131,-0.052,-0.113,0.015,-0.144,0.021,0.125,0.083,0.153,0.008,-0.003,-0.013,-0.05,-0.096,-0.083,0.028,0.046,0.081,0.067,0.087,0.033,0.001,-0.014,-0.106,-0.107,0.019,-0.11,-0.023,-0.068,-0.104,-0.032,-0.111,-0.039,-0.043,-0.054,0.004,-0.121,-0.147,-0.086,-0.208,-0.12,-0.069,-0.228,-0.099,-0.109,-0.071,-0.103,0.011,-0.155,0.035,0.189,0.125,0.179,0.027,-0.043,-0.013,-0.049,-0.119,-0.017,0.027,0.045,0.046,0.124,0.131,0.038,-0.005,-0.045,-0.155,-0.118,-0.008,-0.106,-0.074,-0.063,-0.085,-0.033,-0.078
