,ctx-lh-callosA,ctx-lh-callosB,ctx-lh-callosC,ctx-lh-callosD,ctx-lh-froB,ctx-lh-froC,ctx-lh-froD,ctx-lh-froinf,ctx-lh-froint,ctx-lh-frointB,ctx-lh-froorb,ctx-lh-froprefro,ctx-lh-frosup,ctx-lh-frosupant,ctx-lh-insinf,ctx-lh-inspostc,ctx-lh-insprec,ctx-lh-occpar,ctx-lh-occparastr,ctx-lh-occperistr,ctx-lh-occstr,ctx-lh-occtemp,ctx-lh-paradent,ctx-lh-paraspl,ctx-lh-parinfA,ctx-lh-parinfB,ctx-lh-parinfC,ctx-lh-vis-sen-bnd,ctx-lh-parsupA,ctx-lh-parsupB,ctx-lh-postcentA,ctx-lh-postcentB,ctx-lh-precentA,ctx-lh-precentB,ctx-lh-pyriform,ctx-lh-tempinf,ctx-lh-tempmed,ctx-lh-temppara,ctx-lh-temppole,ctx-lh-tempsup,ctx-lh-froA,ctx-lh-tempHeschl,ctx-lh-vis-aud-bnd,ctx-lh-parolfact,ctx-rh-callosA,ctx-rh-callosB,ctx-rh-callosC,ctx-rh-callosD,ctx-rh-froB,ctx-rh-froC,ctx-rh-froD,ctx-rh-froinf,ctx-rh-froint,ctx-rh-frointB,ctx-rh-froorb,ctx-rh-froprefro,ctx-rh-frosup,ctx-rh-frosupant,ctx-rh-insinf,ctx-rh-inspostc,ctx-rh-insprec,ctx-rh-occpar,ctx-rh-occparastr,ctx-rh-occperistr,ctx-rh-occstr,ctx-rh-occtemp,ctx-rh-paradent,ctx-rh-paraspl,ctx-rh-parinfA,ctx-rh-parinfB,ctx-rh-parinfC,ctx-rh-vis-sen-bnd,ctx-rh-parsupA,ctx-rh-parsupB,ctx-rh-postcentA,ctx-rh-postcentB,ctx-rh-precentA,ctx-rh-precentB,ctx-rh-pyriform,ctx-rh-tempinf,ctx-rh-tempmed,ctx-rh-temppara,ctx-rh-temppole,ctx-rh-tempsup,ctx-rh-froA,ctx-rh-tempHeschl,ctx-rh-vis-aud-bnd,ctx-rh-parolfact
ctx-lh-callosA,,-0.051,0.084,0.114,-0.065,-0.043,0.052,0.111,0.059,0.094,0.016,0.027,-0.006,0.052,-0.038,-0.067,-0.088,0.042,0.099,0.107,0.068,0.185,0.075,0.105,0.068,0.059,-0.101,0.042,0.012,-0.1,-0.063,-0.127,-0.067,-0.05,0.128,0.08,0.063,0.099,0.126,0.063,0.016,-0.004,0.049,0.035,-0.106,-0.067,-0.07,0.025,-0.154,-0.003,0.007,0.053,-0.071,-0.067,0.047,0.026,-0.143,0.004,-0.106,0.02,-0.093,0.031,0.055,0.058,0.022,0.055,0.1,0.014,-0.005,-0.091,-0.075,0.069,0.016,-0.151,-0.03,-0.08,-0.03,-0.069,-0.041,-0.028,0.08,0.025,0.163,0.02,-0.029,-0.017,-0.007,-0.015
ctx-lh-callosB,,,0.004,0.072,-0.031,-0.116,0.047,-0.017,-0.069,-0.0,-0.026,0.038,-0.089,0.038,-0.028,-0.077,-0.044,0.065,-0.007,0.061,0.035,0.071,0.022,0.096,0.019,-0.044,-0.109,0.012,0.042,0.025,-0.033,-0.071,-0.034,-0.021,-0.07,0.038,-0.02,0.005,-0.018,-0.066,0.048,-0.104,0.059,0.127,-0.074,-0.106,0.047,0.048,-0.041,-0.05,0.057,-0.016,0.013,-0.003,-0.012,-0.013,-0.097,0.027,-0.141,-0.123,-0.037,0.018,0.011,0.004,0.04,-0.068,-0.086,0.075,0.043,-0.195,-0.156,-0.008,0.039,-0.102,-0.019,-0.122,0.015,-0.099,-0.06,-0.013,-0.058,-0.043,-0.037,-0.085,0.042,-0.114,-0.02,0.023
ctx-lh-callosC,,,,0.026,0.02,0.007,-0.021,0.029,0.023,-0.031,-0.059,0.037,0.085,0.076,-0.047,-0.082,-0.022,-0.009,-0.045,0.051,-0.119,0.134,-0.019,0.157,0.021,0.012,-0.034,0.046,0.127,0.077,-0.059,-0.026,-0.076,-0.005,-0.022,0.12,-0.011,0.083,-0.005,-0.041,0.059,-0.097,0.058,0.038,-0.026,-0.005,0.029,-0.112,-0.016,0.002,-0.014,0.063,0.002,0.002,-0.074,-0.1,-0.07,0.023,-0.06,-0.044,-0.047,0.012,0.0,0.024,-0.094,0.064,-0.029,0.076,-0.037,-0.075,-0.035,0.006,0.007,-0.033,-0.061,-0.047,-0.097,-0.069,-0.002,-0.048,0.013,0.026,-0.048,0.038,-0.006,-0.084,0.099,-0.107
ctx-lh-callosD,,,,,0.112,0.069,0.096,0.027,-0.07,-0.029,0.018,0.061,0.034,-0.011,0.085,-0.011,-0.016,0.037,0.1,0.022,0.068,0.062,-0.073,-0.022,-0.084,-0.038,0.056,0.023,0.052,0.079,-0.105,-0.095,-0.094,-0.042,0.095,0.054,-0.084,0.053,-0.013,-0.007,-0.035,-0.021,-0.033,-0.162,-0.02,0.076,0.091,0.037,0.076,0.003,0.05,-0.026,-0.037,-0.154,-0.063,-0.06,-0.046,-0.13,0.008,-0.055,0.041,0.025,0.087,0.038,0.099,0.1,-0.024,-0.047,-0.114,0.027,0.049,0.011,-0.041,0.026,-0.185,-0.109,-0.149,-0.039,-0.024,-0.073,-0.127,-0.02,-0.024,0.015,-0.069,-0.068,-0.029,-0.073
ctx-lh-froB,,,,,,0.032,0.001,0.099,0.153,0.147,0.052,0.003,0.083,0.097,0.011,0.088,0.058,0.004,0.02,-0.021,0.005,0.041,0.108,0.042,0.041,-0.052,-0.053,-0.012,0.037,-0.084,0.054,0.025,0.033,0.055,-0.052,0.084,0.064,0.095,0.106,0.072,0.169,-0.031,0.09,0.077,-0.099,-0.102,0.023,0.024,-0.057,-0.046,0.155,0.07,-0.117,-0.0,0.145,0.092,-0.064,0.147,-0.04,0.005,-0.031,-0.034,0.07,-0.039,-0.041,-0.028,0.049,-0.015,-0.094,-0.162,-0.072,-0.025,0.035,-0.111,0.018,0.058,0.066,-0.036,-0.064,-0.061,0.002,-0.012,-0.022,-0.06,0.138,-0.071,-0.047,0.062
ctx-lh-froC,,,,,,,-0.089,0.012,0.037,-0.004,-0.096,-0.07,0.101,0.021,0.004,0.121,0.0,0.083,0.123,0.016,0.038,0.08,0.091,-0.069,-0.033,-0.109,-0.019,0.004,0.017,0.044,0.079,0.081,0.104,0.093,-0.003,-0.029,-0.029,0.129,-0.047,-0.023,0.092,-0.054,-0.047,-0.004,-0.077,-0.09,-0.022,0.022,-0.077,0.063,-0.035,-0.035,-0.055,-0.076,0.048,0.063,0.039,0.032,0.016,0.051,-0.052,0.037,0.157,0.058,0.089,0.011,0.091,-0.033,-0.136,-0.088,-0.003,0.106,0.052,-0.019,-0.063,-0.021,0.026,-0.054,0.056,-0.079,-0.048,0.039,-0.086,-0.11,0.073,-0.04,-0.049,-0.053
ctx-lh-froD,,,,,,,,-0.015,0.028,-0.027,-0.015,0.005,-0.026,0.026,-0.02,0.006,0.034,0.036,-0.022,0.079,0.027,0.062,0.102,0.175,-0.003,-0.057,-0.054,0.024,0.146,0.103,-0.027,0.006,-0.08,-0.014,-0.027,0.063,-0.012,0.073,-0.003,-0.012,0.107,-0.11,0.138,0.057,-0.075,-0.019,0.05,-0.062,-0.02,-0.05,0.048,-0.022,-0.069,-0.039,-0.015,-0.126,-0.102,-0.008,-0.115,-0.037,0.003,0.044,-0.025,-0.001,-0.023,0.054,0.005,0.044,-0.042,-0.067,-0.049,-0.0,0.104,-0.011,-0.041,-0.018,-0.044,-0.039,-0.051,-0.14,-0.11,0.073,0.045,0.027,0.07,-0.132,0.061,-0.107
ctx-lh-froinf,,,,,,,,,-0.147,-0.06,-0.0,0.011,-0.022,-0.01,0.005,0.028,-0.036,-0.025,-0.01,-0.041,-0.082,0.038,0.003,0.072,0.007,-0.065,-0.075,-0.101,0.077,0.058,0.053,0.063,0.028,-0.027,0.03,-0.054,-0.045,0.125,-0.08,-0.051,0.158,-0.181,0.039,-0.035,0.012,0.042,0.047,0.025,0.07,0.151,0.063,-0.053,-0.089,-0.108,0.11,0.105,-0.053,0.095,-0.033,-0.08,-0.043,0.002,0.055,-0.019,-0.054,0.008,-0.042,0.085,-0.057,-0.024,0.009,-0.007,0.054,-0.016,-0.066,0.075,-0.008,-0.016,-0.042,-0.097,-0.016,0.01,-0.077,-0.113,0.205,-0.135,0.023,-0.009
ctx-lh-froint,,,,,,,,,,0.039,-0.015,-0.004,-0.02,0.033,-0.066,-0.016,0.018,0.005,-0.029,-0.048,-0.041,0.018,-0.034,-0.04,0.031,-0.027,-0.126,-0.057,0.027,-0.054,0.001,-0.008,-0.024,-0.08,0.017,-0.032,0.004,0.026,-0.033,-0.052,0.048,-0.07,-0.017,0.016,0.049,-0.079,0.03,0.081,0.15,0.098,0.111,-0.097,-0.145,-0.101,0.045,0.107,-0.088,0.115,-0.045,-0.043,-0.044,0.005,-0.028,-0.022,-0.031,0.083,-0.086,-0.009,-0.049,-0.079,-0.107,0.033,0.035,-0.068,-0.078,-0.003,-0.023,-0.076,-0.163,-0.062,0.001,-0.042,-0.091,-0.128,0.128,-0.087,-0.081,0.022
ctx-lh-frointB,,,,,,,,,,,-0.071,0.007,-0.054,-0.019,0.025,-0.006,0.05,-0.041,-0.093,-0.04,-0.014,-0.064,-0.01,-0.047,0.019,0.081,-0.027,0.051,0.064,0.06,0.055,0.044,-0.054,-0.042,-0.056,0.08,-0.145,-0.031,-0.062,-0.165,0.112,-0.101,0.005,-0.022,0.008,-0.044,-0.008,-0.029,0.146,0.094,0.087,-0.053,-0.055,-0.014,0.03,0.058,-0.012,0.104,-0.079,-0.07,-0.039,-0.003,-0.013,-0.035,-0.006,-0.012,-0.181,0.0,0.016,0.019,-0.032,0.036,0.036,-0.051,-0.06,-0.002,-0.021,-0.065,-0.091,-0.037,-0.081,-0.01,-0.105,-0.177,0.174,-0.076,-0.072,-0.002
