,ctx-lh-BA1_3,ctx-lh-BA2,ctx-lh-BA4,ctx-lh-BA5,ctx-lh-BA6,ctx-lh-BA7,ctx-lh-BA8,ctx-lh-BA9,ctx-lh-BA10,ctx-lh-BA11,ctx-lh-BA13,ctx-lh-BA16,ctx-lh-BA17,ctx-lh-BA18,ctx-lh-BA19,ctx-lh-BA20,ctx-lh-BA21,ctx-lh-BA22,ctx-lh-BA23,ctx-lh-BA24,ctx-lh-BA25,ctx-lh-BA26_29_30,ctx-lh-BA27,ctx-lh-BA28,ctx-lh-BA31,ctx-lh-BA32,ctx-lh-BA33,ctx-lh-BA34,ctx-lh-BA35_36,ctx-lh-BA37,ctx-lh-BA38,ctx-lh-BA39,ctx-lh-BA40,ctx-lh-BA41_42_52,ctx-lh-BA43,ctx-lh-BA44,ctx-lh-BA45,ctx-lh-BA46,ctx-lh-BA47,ctx-rh-BA1_3,ctx-rh-BA2,ctx-rh-BA4,ctx-rh-BA5,ctx-rh-BA6,ctx-rh-BA7,ctx-rh-BA8,ctx-rh-BA9,ctx-rh-BA10,ctx-rh-BA11,ctx-rh-BA13,ctx-rh-BA16,ctx-rh-BA17,ctx-rh-BA18,ctx-rh-BA19,ctx-rh-BA20,ctx-rh-BA21,ctx-rh-BA22,ctx-rh-BA23,ctx-rh-BA24,ctx-rh-BA25,ctx-rh-BA26_29_30,ctx-rh-BA27,ctx-rh-BA28,ctx-rh-BA31,ctx-rh-BA32,ctx-rh-BA33,ctx-rh-BA34,ctx-rh-BA35_36,ctx-rh-BA37,ctx-rh-BA38,ctx-rh-BA39,ctx-rh-BA40,ctx-rh-BA41_42_52,ctx-rh-BA43,ctx-rh-BA44,ctx-rh-BA45,ctx-rh-BA46,ctx-rh-BA47
ctx-lh-BA13,,,,,,,,,,,,-0.101,0.037,0.034,0.181,-0.016,-0.076,0.012,-0.111,-0.191,-0.063,-0.147,-0.034,-0.047,-0.115,-0.188,-0.124,0.035,-0.078,0.001,-0.069,-0.076,-0.136,-0.09,-0.119,-0.309,-0.224,-0.094,-0.113,0.174,0.189,0.088,0.099,-0.168,0.038,-0.167,-0.158,-0.151,-0.139,-0.223,-0.094,0.06,0.099,0.17,-0.184,-0.132,-0.008,-0.132,-0.279,-0.019,-0.089,0.043,-0.039,-0.165,-0.263,-0.115,0.062,-0.066,0.066,-0.083,-0.082,-0.166,-0.051,-0.032,-0.342,-0.323,-0.15,-0.239
ctx-lh-BA16,,,,,,,,,,,,,0.034,-0.019,0.109,-0.103,-0.222,-0.173,-0.251,-0.314,-0.163,-0.244,-0.163,-0.262,-0.221,-0.269,-0.073,-0.053,-0.084,-0.111,-0.224,-0.168,-0.2,-0.065,-0.205,-0.274,-0.263,-0.087,-0.271,0.015,0.134,0.018,0.055,-0.106,0.059,-0.17,-0.218,-0.19,-0.283,-0.194,-0.151,0.07,-0.032,0.044,-0.259,-0.27,-0.178,-0.23,-0.277,-0.106,-0.261,-0.124,-0.09,-0.222,-0.298,-0.173,0.05,-0.091,-0.019,-0.235,-0.162,-0.076,-0.097,-0.17,-0.227,-0.247,-0.058,-0.332
ctx-lh-BA17,,,,,,,,,,,,,,-0.034,0.094,0.037,0.058,0.131,-0.097,0.059,0.119,-0.131,-0.122,-0.235,-0.019,0.036,0.077,-0.111,-0.005,0.039,-0.03,0.013,0.079,0.0,-0.048,0.019,-0.077,0.024,-0.039,0.169,0.167,0.275,0.223,0.162,0.035,0.018,0.002,0.038,-0.021,0.038,0.015,-0.149,0.011,0.142,-0.072,0.079,0.107,-0.055,0.087,-0.049,-0.126,-0.19,-0.053,0.019,0.113,0.068,-0.015,-0.006,0.06,-0.045,0.029,0.069,0.023,-0.041,0.079,-0.033,0.071,0.026
ctx-lh-BA18,,,,,,,,,,,,,,,-0.172,0.096,0.044,-0.028,-0.1,-0.01,0.086,-0.099,-0.117,-0.187,-0.023,-0.014,0.047,-0.111,0.007,-0.066,-0.039,0.004,0.092,-0.096,-0.182,-0.025,-0.095,-0.003,-0.044,-0.038,-0.046,0.13,0.081,0.063,-0.052,0.051,0.017,0.025,-0.032,-0.043,-0.012,-0.049,-0.136,-0.111,-0.036,0.069,-0.053,-0.036,0.04,-0.046,-0.134,-0.187,-0.065,0.037,0.018,0.015,-0.0,-0.0,-0.081,-0.043,0.037,0.017,-0.076,-0.192,-0.002,-0.083,0.002,0.029
ctx-lh-BA19,,,,,,,,,,,,,,,,0.067,0.055,-0.037,-0.009,0.059,0.034,-0.025,-0.081,-0.153,0.132,0.056,0.078,-0.086,0.009,-0.069,-0.052,0.128,0.183,0.005,-0.086,0.007,-0.041,0.086,0.008,0.014,-0.051,0.127,0.096,0.123,0.034,0.134,0.092,0.152,0.034,0.049,0.09,0.125,-0.183,-0.193,-0.024,0.116,-0.012,0.056,0.102,-0.04,-0.016,-0.141,-0.117,0.209,0.145,0.072,0.031,-0.009,-0.163,-0.021,0.161,0.137,0.011,-0.078,0.059,0.028,0.116,0.082
ctx-lh-BA20,,,,,,,,,,,,,,,,,0.086,-0.046,-0.071,-0.178,0.031,-0.053,-0.063,0.038,-0.128,-0.03,-0.093,0.069,-0.017,-0.05,0.081,-0.107,-0.112,0.01,0.002,-0.107,-0.122,0.011,-0.108,0.055,0.091,0.144,0.021,-0.016,-0.074,-0.009,-0.018,-0.118,-0.076,-0.126,-0.029,0.082,0.099,0.074,0.083,-0.021,-0.149,-0.083,-0.076,-0.006,-0.121,-0.018,0.039,-0.104,-0.073,-0.003,0.159,-0.033,0.06,0.002,-0.085,-0.094,-0.034,-0.087,-0.139,-0.145,-0.085,-0.089
ctx-lh-BA21,,,,,,,,,,,,,,,,,,-0.158,-0.066,-0.203,-0.009,-0.093,-0.007,-0.061,-0.157,-0.15,-0.056,0.037,-0.0,-0.107,0.025,-0.115,-0.131,-0.275,-0.254,-0.156,-0.208,-0.014,-0.064,-0.08,-0.133,0.035,-0.068,-0.14,-0.1,-0.043,-0.095,-0.074,-0.109,-0.181,-0.226,0.077,0.061,0.027,0.027,-0.073,-0.297,-0.1,-0.165,0.019,-0.127,-0.036,0.01,-0.104,-0.133,0.048,0.075,-0.024,-0.072,0.028,-0.096,-0.172,-0.278,-0.301,-0.102,-0.103,-0.136,-0.084
ctx-lh-BA22,,,,,,,,,,,,,,,,,,,-0.119,-0.175,-0.035,-0.132,-0.062,-0.238,-0.018,-0.089,0.015,-0.027,-0.074,-0.221,-0.082,-0.053,-0.012,-0.436,-0.311,-0.001,0.04,0.039,-0.047,-0.153,-0.214,-0.057,-0.163,-0.089,-0.109,0.064,0.016,-0.01,-0.164,-0.176,-0.243,0.141,-0.029,-0.09,-0.122,-0.136,-0.284,-0.055,-0.096,-0.061,-0.202,-0.189,-0.16,0.044,-0.076,0.026,0.053,-0.091,-0.245,-0.113,-0.03,-0.107,-0.378,-0.275,0.004,0.047,-0.036,-0.03
ctx-lh-BA23,,,,,,,,,,,,,,,,,,,,-0.2,0.096,-0.07,-0.098,-0.193,-0.092,-0.101,-0.092,-0.138,-0.152,-0.132,-0.095,0.14,-0.076,-0.362,-0.384,-0.14,-0.04,0.101,0.046,-0.235,-0.24,-0.214,-0.22,-0.173,-0.058,0.114,0.005,0.008,-0.096,-0.213,-0.302,-0.05,-0.057,-0.048,-0.088,0.052,-0.166,-0.095,-0.148,0.067,-0.1,-0.175,-0.146,0.075,-0.09,-0.1,0.069,-0.05,-0.149,-0.013,0.122,-0.072,-0.327,-0.343,0.005,0.118,0.109,0.112
ctx-lh-BA24,,,,,,,,,,,,,,,,,,,,,-0.041,-0.238,-0.06,-0.204,-0.157,-0.227,-0.067,-0.129,-0.162,-0.122,-0.259,-0.072,-0.141,-0.255,-0.225,-0.179,-0.132,0.04,-0.156,0.019,0.018,0.111,-0.032,-0.021,0.053,-0.073,-0.112,-0.108,-0.238,-0.23,-0.295,0.029,0.025,0.048,-0.211,-0.178,-0.13,-0.215,-0.201,-0.113,-0.186,-0.113,-0.112,-0.177,-0.224,-0.201,-0.055,-0.13,-0.104,-0.262,-0.058,-0.104,-0.237,-0.258,-0.1,-0.045,0.018,-0.164
ctx-lh-BA25,,,,,,,,,,,,,,,,,,,,,,0.101,0.044,-0.046,0.058,-0.021,-0.076,-0.022,0.004,0.068,-0.074,0.068,-0.009,-0.015,-0.033,-0.149,-0.066,0.003,0.055,-0.07,-0.104,-0.042,-0.05,-0.127,-0.006,0.005,0.002,0.009,-0.006,-0.094,-0.122,0.079,0.046,0.039,0.016,0.013,-0.023,0.081,-0.135,0.024,0.116,0.081,0.083,0.104,-0.072,-0.09,0.093,0.02,0.095,-0.075,0.037,-0.076,-0.052,-0.091,-0.132,-0.044,-0.021,0.003
ctx-lh-BA26_29_30,,,,,,,,,,,,,,,,,,,,,,,-0.055,-0.123,-0.108,-0.188,-0.146,-0.066,-0.119,-0.088,-0.122,0.074,-0.109,-0.276,-0.316,-0.131,-0.091,0.034,0.009,-0.145,-0.178,-0.116,-0.165,-0.124,-0.041,0.065,0.01,-0.059,-0.144,-0.21,-0.257,-0.094,-0.068,-0.043,-0.067,0.016,-0.153,-0.101,-0.127,0.098,-0.057,-0.069,-0.066,-0.014,-0.114,-0.183,0.068,0.008,-0.097,-0.049,0.062,-0.095,-0.289,-0.299,-0.035,0.085,0.099,0.046
ctx-lh-BA27,,,,,,,,,,,,,,,,,,,,,,,,0.04,-0.066,-0.036,-0.149,0.104,-0.006,-0.004,0.008,-0.011,-0.116,-0.03,-0.193,-0.129,-0.031,0.065,0.014,-0.175,-0.153,-0.127,-0.186,-0.119,-0.106,-0.005,-0.056,-0.117,0.074,-0.182,-0.109,-0.09,-0.072,-0.078,0.05,0.06,-0.037,-0.017,-0.09,-0.017,-0.084,-0.074,0.018,-0.049,-0.072,0.01,0.037,0.047,-0.057,0.005,0.039,-0.127,-0.138,-0.294,-0.1,-0.02,0.005,0.032
ctx-lh-BA28,,,,,,,,,,,,,,,,,,,,,,,,,-0.133,-0.164,-0.095,0.141,-0.088,-0.143,-0.061,-0.095,-0.138,-0.187,-0.333,-0.296,-0.261,0.006,-0.095,-0.189,-0.138,-0.064,-0.134,-0.158,-0.115,-0.007,-0.084,-0.161,-0.019,-0.228,-0.229,-0.183,-0.185,-0.172,-0.013,-0.053,-0.266,-0.122,-0.201,0.002,-0.214,-0.168,-0.028,-0.038,-0.114,-0.023,0.191,0.015,-0.08,-0.022,-0.075,-0.108,-0.251,-0.287,-0.243,-0.214,0.02,-0.066
ctx-lh-BA31,,,,,,,,,,,,,,,,,,,,,,,,,,-0.116,-0.055,-0.159,-0.057,-0.019,-0.156,0.116,-0.04,-0.285,-0.294,-0.062,-0.008,0.103,-0.018,-0.059,-0.089,-0.055,-0.061,-0.083,0.062,-0.028,-0.086,-0.042,-0.158,-0.176,-0.252,0.053,0.049,0.093,-0.115,-0.124,-0.053,-0.203,-0.1,0.012,-0.138,-0.132,-0.012,-0.016,-0.124,-0.073,0.037,0.054,-0.074,-0.069,-0.004,-0.055,-0.283,-0.269,-0.034,0.042,0.022,-0.011
ctx-lh-BA32,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,-0.082,-0.094,-0.122,-0.149,-0.069,-0.168,-0.234,-0.225,-0.156,-0.139,0.017,-0.104,0.001,0.065,0.059,-0.079,-0.077,-0.003,-0.054,-0.022,-0.022,-0.123,-0.22,-0.257,0.026,0.048,0.097,-0.108,-0.082,-0.046,-0.149,-0.2,-0.08,-0.108,-0.041,-0.055,-0.126,-0.113,-0.171,0.006,-0.075,-0.096,-0.117,-0.087,-0.16,-0.21,-0.226,-0.115,-0.026,-0.001,-0.125
ctx-lh-BA33,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.098,-0.045,-0.046,-0.094,-0.008,-0.099,0.012,-0.065,-0.073,-0.103,0.013,-0.113,0.004,0.082,0.119,-0.022,0.017,0.07,-0.066,-0.089,-0.005,-0.068,-0.11,0.015,0.055,0.044,0.086,-0.016,0.007,0.004,-0.117,-0.071,-0.137,-0.093,-0.105,-0.09,-0.039,-0.048,-0.073,-0.07,-0.099,0.026,-0.072,-0.033,-0.06,0.03,-0.047,-0.039,-0.017,0.042,-0.063
ctx-lh-BA34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,-0.065,0.03,-0.108,-0.174,-0.07,0.009,-0.046,-0.092,-0.035,-0.001,0.046,-0.022,0.03,0.028,-0.07,-0.119,-0.115,-0.076,-0.135,0.01,-0.037,0.005,-0.142,-0.068,-0.032,-0.013,0.031,-0.032,-0.145,-0.144,0.013,-0.121,0.098,0.07,-0.128,-0.053,-0.068,0.1,0.047,0.011,0.06,-0.116,-0.101,-0.016,0.013,-0.09,-0.083,-0.062,-0.039
ctx-lh-BA35_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025,-0.038,-0.044,-0.056,0.044,-0.063,-0.189,-0.19,0.033,-0.102,0.018,0.003,0.103,0.057,0.012,0.022,0.024,-0.021,-0.126,0.024,-0.146,-0.086,0.054,0.028,-0.013,0.085,-0.033,-0.152,-0.115,-0.076,0.018,-0.158,-0.088,-0.001,-0.02,-0.064,-0.036,0.125,0.009,0.033,-0.047,-0.016,-0.01,-0.019,-0.067,-0.157,-0.103,0.019,-0.079
ctx-lh-BA37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.137,-0.033,0.024,-0.166,-0.231,-0.174,-0.164,-0.018,-0.042,-0.082,-0.068,0.064,0.077,-0.024,-0.022,-0.024,-0.109,-0.113,-0.037,-0.167,-0.054,0.089,-0.069,-0.125,-0.032,-0.108,-0.25,-0.111,-0.082,-0.005,-0.17,-0.103,-0.043,0.014,-0.057,-0.034,0.115,-0.006,-0.211,-0.117,-0.067,0.0,-0.156,-0.212,-0.161,-0.131,-0.056,-0.078
ctx-lh-BA38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.206,-0.177,-0.163,-0.191,-0.243,0.001,-0.159,-0.015,-0.026,0.082,-0.066,-0.084,-0.122,0.005,-0.028,-0.166,-0.103,-0.194,-0.179,0.002,-0.034,-0.045,-0.016,-0.025,-0.21,-0.063,-0.196,-0.128,-0.166,-0.056,0.033,-0.095,-0.159,-0.053,0.086,-0.049,-0.068,-0.109,-0.075,-0.197,-0.19,-0.173,-0.176,-0.146,-0.051,-0.11
ctx-lh-BA39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.217,-0.243,-0.149,-0.043,0.025,0.055,-0.109,-0.114,-0.027,-0.023,-0.134,0.015,-0.019,-0.016,0.077,-0.05,-0.115,-0.174,0.077,0.056,0.116,-0.054,-0.005,-0.12,0.067,-0.027,0.105,0.024,-0.027,0.017,0.139,-0.018,0.014,0.094,0.002,-0.068,0.007,-0.09,-0.045,-0.213,-0.218,0.031,0.083,0.027,0.121
ctx-lh-BA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.248,-0.165,-0.14,-0.112,0.003,-0.096,0.139,0.07,0.114,0.151,-0.111,0.089,-0.168,-0.132,-0.111,-0.075,-0.101,-0.181,0.153,0.125,0.16,-0.143,-0.13,-0.089,-0.1,-0.133,-0.088,-0.135,-0.093,0.003,-0.085,-0.194,-0.091,0.036,-0.054,0.043,-0.149,-0.043,-0.091,-0.264,-0.13,-0.074,-0.095,-0.07,-0.107
ctx-lh-BA41_42_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.296,-0.272,-0.362,-0.157,-0.261,-0.238,-0.178,-0.252,-0.164,-0.201,-0.045,-0.136,-0.223,-0.092,-0.132,-0.056,-0.167,0.059,-0.08,-0.082,-0.109,-0.193,-0.397,-0.246,-0.208,-0.121,-0.258,-0.137,-0.07,-0.123,-0.172,-0.088,0.049,0.033,-0.095,-0.135,-0.108,-0.097,-0.324,-0.299,-0.161,-0.156,0.019,-0.121
ctx-lh-BA43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.063,-0.19,-0.147,-0.233,-0.246,-0.147,-0.25,-0.184,-0.059,-0.043,-0.068,-0.103,-0.071,-0.126,-0.151,-0.27,-0.021,-0.165,-0.155,-0.154,-0.249,-0.258,-0.273,-0.176,-0.132,-0.336,-0.252,-0.129,-0.188,-0.174,-0.157,0.003,-0.078,-0.187,-0.173,-0.136,-0.032,-0.347,-0.337,-0.002,-0.091,0.007,-0.181
ctx-lh-BA44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.213,-0.247,-0.192,0.048,0.077,-0.01,0.004,-0.224,-0.109,-0.193,-0.156,-0.183,-0.173,-0.292,-0.268,0.085,0.014,0.057,-0.246,-0.231,-0.098,-0.174,-0.164,-0.105,-0.173,-0.136,-0.19,-0.169,-0.216,-0.061,-0.073,-0.211,-0.118,-0.219,-0.168,-0.205,-0.275,-0.072,-0.259,-0.291,-0.27,-0.281
ctx-lh-BA45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.109,-0.133,-0.008,0.02,0.026,-0.076,-0.177,-0.11,-0.104,-0.06,-0.159,-0.189,-0.248,-0.3,-0.044,-0.061,-0.015,-0.232,-0.194,-0.121,-0.081,-0.153,-0.05,-0.118,-0.134,-0.15,-0.058,-0.144,0.019,-0.063,-0.21,-0.149,-0.255,-0.069,-0.177,-0.289,-0.157,-0.167,-0.196,-0.162,-0.211
ctx-lh-BA46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,0.045,0.039,0.064,0.057,-0.114,-0.011,-0.039,-0.019,0.043,-0.046,-0.099,-0.097,0.058,0.035,0.109,-0.082,-0.026,-0.039,0.079,0.046,0.064,0.044,0.051,-0.02,0.057,0.028,0.012,0.07,-0.069,0.039,-0.048,0.032,0.007,-0.167,-0.098,-0.112,-0.103,-0.043,-0.0
ctx-lh-BA47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017,-0.02,0.086,-0.032,-0.13,-0.048,-0.039,-0.086,-0.139,-0.108,-0.227,-0.261,-0.034,-0.052,0.012,-0.135,-0.02,-0.104,0.017,-0.182,-0.031,0.004,-0.041,-0.005,-0.024,-0.09,-0.037,0.04,-0.095,-0.042,-0.13,0.07,-0.155,-0.206,-0.237,-0.195,-0.103,-0.083,-0.028
ctx-rh-BA1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.275,-0.297,-0.141,0.118,0.047,0.043,0.054,0.105,-0.073,0.105,-0.007,0.212,-0.003,-0.021,-0.044,-0.038,-0.082,-0.169,0.085,-0.084,-0.258,-0.195,-0.125,0.016,0.102,-0.039,-0.021,0.015,-0.061,-0.0,0.027,0.225,-0.2,-0.252,0.191,0.111,0.111,0.025
