,ctx-lh-FA,ctx-lh-FB,ctx-lh-FBA,ctx-lh-FC,ctx-lh-FCBm,ctx-lh-FDdelta,ctx-lh-FDL,ctx-lh-FDm,ctx-lh-FDp,ctx-lh-FE,ctx-lh-FF,ctx-lh-FG,ctx-lh-FH,ctx-lh-FL,ctx-lh-H,ctx-lh-IA,ctx-lh-IB,ctx-lh-LA,ctx-lh-LC1,ctx-lh-LC2,ctx-lh-LE,ctx-lh-OA,ctx-lh-OB,ctx-lh-OC,ctx-lh-PB,ctx-lh-PC,ctx-lh-PEm,ctx-lh-PEp,ctx-lh-PF,ctx-lh-PFD,ctx-lh-PG,ctx-lh-PH,ctx-lh-TA,ctx-lh-TB,ctx-lh-TE1,ctx-lh-TE2,ctx-lh-TF,ctx-lh-TG,ctx-rh-FA,ctx-rh-FB,ctx-rh-FBA,ctx-rh-FC,ctx-rh-FCBm,ctx-rh-FDdelta,ctx-rh-FDL,ctx-rh-FDm,ctx-rh-FDp,ctx-rh-FE,ctx-rh-FF,ctx-rh-FG,ctx-rh-FH,ctx-rh-FL,ctx-rh-H,ctx-rh-IA,ctx-rh-IB,ctx-rh-LA,ctx-rh-LC1,ctx-rh-LC2,ctx-rh-LE,ctx-rh-OA,ctx-rh-OB,ctx-rh-OC,ctx-rh-PB,ctx-rh-PC,ctx-rh-PEm,ctx-rh-PEp,ctx-rh-PF,ctx-rh-PFD,ctx-rh-PG,ctx-rh-PH,ctx-rh-TA,ctx-rh-TB,ctx-rh-TE1,ctx-rh-TE2,ctx-rh-TF,ctx-rh-TG
ctx-lh-FF,,,,,,,,,,,,-0.027,0.038,0.12,0.018,-0.104,-0.13,-0.122,0.102,-0.036,-0.008,0.158,0.054,0.029,-0.078,0.074,0.088,0.095,-0.211,-0.014,0.083,0.088,0.034,-0.154,0.015,-0.008,0.134,0.005,-0.025,-0.198,-0.141,-0.153,-0.317,-0.117,0.03,-0.261,-0.04,0.008,-0.084,-0.111,-0.074,0.047,0.02,-0.141,-0.042,-0.153,0.114,0.027,0.069,0.156,0.079,0.059,-0.172,0.018,0.0,0.024,-0.23,-0.023,-0.005,0.126,0.011,-0.047,0.012,-0.047,0.113,0.034
ctx-lh-FG,,,,,,,,,,,,,-0.075,0.05,-0.016,0.017,-0.039,-0.169,-0.085,-0.075,-0.113,0.042,-0.05,-0.004,-0.101,-0.125,-0.117,-0.019,-0.072,-0.12,-0.052,0.059,-0.083,-0.052,-0.074,0.031,0.046,-0.051,-0.102,0.018,-0.045,0.058,-0.007,-0.003,-0.012,0.027,0.069,0.052,0.001,-0.062,-0.175,0.017,-0.031,0.065,-0.057,-0.115,-0.085,-0.092,-0.085,0.002,-0.077,0.019,-0.14,-0.059,-0.058,0.024,-0.033,-0.084,-0.006,-0.011,0.021,0.053,-0.052,0.01,-0.011,-0.024
ctx-lh-FH,,,,,,,,,,,,,,0.064,-0.066,0.055,-0.085,-0.02,0.014,-0.051,-0.022,-0.058,-0.07,-0.024,-0.063,-0.11,-0.008,0.135,-0.035,-0.022,-0.04,-0.008,-0.106,0.026,-0.113,-0.001,-0.053,-0.017,-0.086,-0.096,-0.054,0.009,-0.07,-0.015,-0.012,-0.048,0.08,0.021,0.041,-0.038,-0.125,-0.012,0.046,-0.002,-0.028,-0.047,-0.004,-0.048,-0.05,-0.026,-0.057,-0.068,-0.064,-0.064,-0.021,0.092,-0.034,-0.065,0.025,0.052,-0.012,0.045,-0.081,0.001,-0.03,0.018
ctx-lh-FL,,,,,,,,,,,,,,,-0.117,-0.079,-0.097,-0.087,-0.027,-0.016,-0.065,-0.003,0.028,0.06,-0.034,-0.025,0.02,0.075,0.015,-0.083,0.018,-0.077,-0.098,-0.141,-0.019,-0.029,-0.113,0.032,-0.071,-0.009,-0.158,0.018,-0.108,0.028,-0.054,-0.058,0.056,0.01,0.078,-0.014,0.027,0.05,-0.01,-0.139,-0.217,-0.086,0.032,-0.028,-0.059,0.025,-0.021,0.076,-0.055,-0.114,-0.025,0.01,-0.034,-0.126,0.061,0.011,-0.07,-0.149,-0.031,0.028,-0.035,0.046
ctx-lh-H,,,,,,,,,,,,,,,,0.11,-0.03,-0.078,0.019,-0.03,0.049,-0.08,-0.016,0.028,-0.124,-0.12,-0.068,-0.069,0.024,-0.012,0.055,0.008,0.05,0.116,0.094,0.011,-0.107,0.046,-0.178,-0.022,-0.091,0.12,-0.014,0.002,0.144,0.051,0.087,-0.098,0.037,-0.014,0.003,-0.022,-0.073,0.039,-0.03,0.007,-0.014,-0.023,-0.016,0.011,-0.063,-0.021,-0.201,-0.1,-0.095,-0.089,0.022,-0.079,0.044,-0.015,0.045,0.106,0.125,-0.004,-0.006,0.048
ctx-lh-IA,,,,,,,,,,,,,,,,,0.027,-0.009,0.003,-0.001,-0.049,0.145,0.106,0.094,0.133,0.184,0.002,-0.088,-0.177,0.08,-0.041,0.085,0.113,0.05,-0.042,-0.118,0.015,0.065,0.082,-0.162,-0.005,-0.045,-0.162,-0.091,-0.12,-0.128,-0.045,-0.018,-0.208,-0.055,0.044,0.083,0.028,-0.096,0.005,-0.004,0.084,-0.034,0.044,0.108,0.145,0.164,0.143,0.141,0.06,-0.012,-0.083,0.151,-0.038,0.032,0.133,0.034,-0.003,-0.097,0.003,0.034
ctx-lh-IB,,,,,,,,,,,,,,,,,,-0.125,-0.044,-0.023,-0.131,0.105,0.054,0.05,-0.025,0.071,0.086,0.117,0.073,-0.08,0.017,0.091,-0.058,-0.11,-0.107,-0.033,0.022,-0.052,0.036,-0.053,-0.083,0.048,-0.017,-0.059,-0.149,-0.09,-0.078,-0.106,-0.149,-0.126,-0.112,-0.049,-0.012,-0.029,-0.206,-0.069,-0.046,-0.045,-0.037,0.091,0.079,0.117,0.018,0.057,0.066,0.083,0.059,-0.136,0.01,-0.003,-0.013,-0.12,-0.11,-0.096,-0.018,-0.033
ctx-lh-LA,,,,,,,,,,,,,,,,,,,-0.006,-0.033,-0.068,0.151,0.051,0.04,0.103,0.14,0.018,0.023,-0.058,-0.052,0.045,0.021,-0.127,-0.174,-0.09,-0.068,-0.149,-0.113,0.119,-0.023,-0.078,0.109,0.063,-0.026,-0.102,0.056,-0.022,-0.044,-0.162,-0.06,-0.004,-0.065,-0.167,0.004,-0.096,-0.164,0.071,-0.016,0.013,0.063,0.012,0.077,0.104,0.128,0.042,0.047,-0.055,-0.017,0.054,-0.024,-0.073,-0.209,-0.056,-0.159,-0.186,-0.137
ctx-lh-LC1,,,,,,,,,,,,,,,,,,,,0.017,0.04,0.096,0.06,0.037,0.04,-0.103,-0.053,0.072,-0.069,-0.057,0.019,-0.019,-0.082,-0.065,-0.001,-0.016,-0.186,-0.08,-0.066,-0.057,-0.056,0.018,0.007,-0.007,0.003,0.096,-0.002,-0.006,0.043,-0.036,0.018,-0.125,-0.083,-0.048,-0.112,-0.083,0.038,0.053,0.057,0.111,0.063,-0.011,-0.044,-0.131,-0.12,0.054,-0.12,-0.009,-0.006,0.04,-0.006,-0.074,-0.001,-0.123,-0.079,-0.013
ctx-lh-LC2,,,,,,,,,,,,,,,,,,,,,-0.005,0.063,0.01,0.034,-0.041,-0.19,-0.014,0.073,-0.044,-0.051,0.036,0.051,-0.102,-0.003,0.015,-0.032,-0.098,-0.078,-0.138,0.012,-0.072,0.053,0.035,-0.025,0.027,0.097,0.04,0.008,0.053,-0.023,0.039,-0.135,-0.028,0.012,-0.038,-0.085,0.096,-0.039,0.01,0.077,0.004,-0.005,-0.034,-0.123,-0.099,0.037,-0.044,0.015,0.077,0.115,0.088,-0.026,0.099,-0.031,0.031,0.052
ctx-lh-LE,,,,,,,,,,,,,,,,,,,,,,-0.06,-0.009,-0.087,-0.141,-0.194,-0.106,0.101,-0.018,-0.162,0.069,0.045,-0.113,0.023,0.026,0.073,-0.039,-0.044,-0.143,-0.011,-0.142,0.196,-0.001,-0.009,0.052,0.172,0.001,0.002,0.019,0.003,0.035,-0.112,0.05,-0.052,-0.184,-0.111,0.113,0.029,0.03,-0.019,-0.094,-0.115,-0.189,-0.176,-0.136,0.074,-0.027,-0.114,0.137,0.039,0.033,0.018,0.023,-0.028,-0.035,0.048
ctx-lh-OA,,,,,,,,,,,,,,,,,,,,,,,-0.085,0.047,-0.036,-0.049,0.002,-0.006,0.263,-0.008,0.056,-0.201,-0.06,0.141,0.017,-0.009,-0.108,-0.066,0.021,0.05,0.112,0.073,0.186,0.126,0.069,0.18,0.049,0.011,0.032,0.028,-0.055,-0.019,-0.009,0.144,0.017,0.09,0.026,0.08,-0.056,-0.214,0.037,0.039,-0.019,-0.102,-0.093,-0.06,0.222,-0.03,0.068,-0.108,-0.048,0.093,-0.018,-0.021,-0.076,-0.036
ctx-lh-OB,,,,,,,,,,,,,,,,,,,,,,,,-0.099,-0.037,0.006,0.001,0.025,0.136,0.018,0.03,0.032,-0.0,0.091,0.067,0.134,0.027,-0.023,-0.019,-0.024,0.064,-0.004,0.092,0.155,0.07,0.109,0.006,-0.007,-0.018,-0.022,-0.058,-0.051,0.066,0.064,0.046,0.042,-0.0,0.017,-0.063,-0.076,-0.098,-0.139,-0.015,-0.083,-0.133,-0.052,0.084,-0.02,0.029,0.072,-0.047,0.06,0.026,0.052,0.07,-0.007
ctx-lh-OC,,,,,,,,,,,,,,,,,,,,,,,,,-0.013,0.086,-0.054,0.032,0.055,0.079,0.047,0.066,0.027,0.076,0.039,0.052,0.004,0.002,0.077,0.012,0.113,-0.027,0.064,-0.013,0.064,0.036,-0.036,-0.026,-0.031,-0.055,0.029,-0.0,0.132,0.036,-0.025,0.007,0.012,0.015,-0.0,0.081,-0.088,-0.094,-0.0,0.012,-0.103,-0.004,0.084,0.048,0.045,0.134,0.024,0.024,0.071,0.074,0.105,0.059
ctx-lh-PB,,,,,,,,,,,,,,,,,,,,,,,,,,-0.273,0.082,0.112,0.288,-0.138,0.018,-0.034,-0.117,-0.001,-0.157,-0.122,-0.13,-0.104,-0.24,0.048,0.037,0.184,0.301,0.183,-0.139,0.146,0.012,-0.024,-0.113,-0.143,-0.045,-0.092,-0.108,0.167,-0.06,0.141,-0.024,-0.041,-0.086,-0.109,-0.038,0.014,-0.16,-0.229,0.026,0.137,0.294,-0.142,0.117,-0.07,-0.134,-0.162,-0.123,-0.096,-0.146,-0.096
ctx-lh-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.106,-0.064,0.21,-0.157,-0.073,-0.014,-0.147,0.047,-0.166,-0.062,-0.051,0.003,-0.112,0.014,0.057,0.128,0.324,0.168,-0.097,0.168,0.009,-0.013,0.002,-0.089,-0.077,-0.08,-0.068,0.154,0.059,0.194,-0.099,-0.195,-0.163,-0.112,0.088,0.145,-0.232,-0.26,-0.143,-0.021,0.173,-0.158,-0.125,-0.149,-0.135,-0.167,-0.211,-0.17,-0.119,-0.059
ctx-lh-PEm,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033,-0.002,-0.056,-0.007,0.016,-0.023,-0.005,-0.079,-0.047,-0.079,0.019,-0.048,0.024,0.109,-0.012,0.146,0.072,-0.05,0.129,-0.051,-0.03,0.002,0.025,0.002,-0.104,-0.079,0.052,0.072,0.061,0.001,0.007,-0.051,-0.051,0.013,-0.012,0.035,-0.098,-0.131,0.065,0.034,-0.07,-0.013,0.015,0.053,-0.035,-0.053,-0.111,-0.008,-0.029
ctx-lh-PEp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.041,0.051,-0.027,0.078,0.079,0.216,-0.041,-0.04,0.045,-0.022,-0.072,0.084,-0.005,-0.046,-0.075,0.027,0.029,0.033,0.053,0.089,0.039,0.048,0.042,-0.093,-0.075,0.045,0.021,0.074,0.17,0.05,0.013,0.063,-0.016,0.043,-0.128,-0.077,-0.019,0.033,0.01,0.001,0.016,0.179,0.023,0.195,-0.048,0.036,0.044
ctx-lh-PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159,-0.021,0.236,0.093,-0.013,-0.018,-0.157,0.009,-0.157,0.233,-0.089,0.098,-0.138,-0.103,-0.207,-0.184,-0.18,-0.089,-0.171,-0.23,-0.077,-0.052,-0.092,0.073,-0.102,0.132,-0.05,0.012,0.02,0.116,0.289,0.138,0.096,0.227,0.181,0.027,0.034,-0.098,0.1,-0.11,0.24,0.132,0.01,0.004,-0.087,0.13,-0.138
ctx-lh-PFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,-0.036,-0.153,-0.188,-0.134,-0.005,0.004,0.035,-0.172,-0.063,0.005,0.1,0.176,0.029,-0.169,0.065,-0.014,-0.073,-0.078,-0.099,-0.019,-0.008,0.048,0.082,-0.091,0.009,-0.061,-0.125,-0.125,-0.037,0.042,0.173,-0.142,-0.178,-0.103,0.054,0.135,-0.216,0.036,-0.099,-0.089,-0.204,-0.101,-0.148,-0.049,0.055
ctx-lh-PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.027,-0.015,0.019,0.112,-0.056,-0.131,-0.095,0.005,-0.0,-0.038,-0.053,-0.044,-0.004,0.046,0.008,0.01,0.055,0.097,0.005,-0.019,-0.065,-0.053,-0.036,0.043,-0.039,0.04,0.122,0.109,0.085,0.089,0.016,-0.014,-0.09,-0.075,0.048,-0.124,0.065,-0.04,0.018,0.014,0.085,0.022,0.006,-0.047,-0.005
ctx-lh-PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,0.091,0.03,0.046,-0.094,-0.007,-0.031,0.051,0.067,0.111,0.1,0.08,0.072,0.173,-0.017,0.03,0.051,0.133,-0.11,-0.07,0.023,0.082,0.01,0.045,-0.033,-0.024,-0.041,-0.193,0.066,0.047,-0.077,-0.099,-0.089,-0.084,0.135,-0.064,-0.041,-0.328,-0.068,0.059,-0.043,-0.054,-0.101,-0.01
ctx-lh-TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.125,-0.174,0.027,0.012,-0.039,-0.141,-0.098,-0.152,0.088,0.07,0.022,-0.177,0.052,0.019,-0.038,-0.002,-0.188,-0.22,-0.154,0.095,0.087,-0.001,-0.066,-0.065,-0.132,-0.076,-0.062,0.013,0.058,-0.122,-0.18,-0.069,0.002,0.088,-0.093,-0.049,-0.142,-0.247,-0.135,-0.197,-0.1,-0.125,-0.093
ctx-lh-TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.123,0.056,0.082,-0.077,0.014,-0.091,-0.039,0.053,-0.025,-0.029,-0.097,-0.091,-0.014,-0.085,-0.086,-0.164,-0.092,-0.049,0.074,0.088,-0.135,-0.117,-0.002,-0.055,0.082,0.095,0.084,0.117,-0.018,0.052,0.011,-0.014,-0.013,-0.098,0.038,0.056,-0.048,-0.124,-0.074,0.006,0.048,-0.043
ctx-lh-TE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099,0.06,-0.065,-0.125,-0.095,-0.151,0.039,-0.064,-0.028,-0.049,-0.051,0.037,0.017,0.02,-0.044,-0.152,-0.175,0.093,-0.021,-0.077,-0.112,-0.0,-0.008,0.064,0.039,0.116,0.083,-0.188,-0.21,-0.133,0.086,-0.076,-0.119,0.018,-0.016,-0.205,-0.133,-0.222,-0.01,0.002,-0.036
ctx-lh-TE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.091,-0.073,-0.018,-0.071,-0.07,-0.213,-0.053,0.116,-0.094,0.016,0.023,0.011,0.072,-0.07,0.063,0.053,-0.094,0.027,-0.046,0.015,-0.013,0.09,-0.016,0.119,0.033,-0.122,-0.054,-0.13,-0.033,-0.195,-0.048,-0.101,0.004,0.091,0.101,0.036,-0.123,0.022,0.065
ctx-lh-TF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088,-0.037,0.043,0.009,-0.017,-0.033,0.005,0.021,0.039,0.069,-0.019,0.106,0.166,-0.174,0.036,0.006,0.066,-0.043,-0.072,-0.167,-0.133,-0.1,-0.112,-0.031,-0.028,-0.165,-0.053,-0.113,-0.122,-0.006,-0.072,-0.109,-0.114,0.004,0.082,-0.022,0.01,-0.027,0.017
ctx-lh-TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,0.045,-0.053,-0.075,-0.126,-0.031,0.031,-0.14,-0.057,-0.046,0.084,0.026,-0.138,-0.05,0.114,-0.037,0.036,-0.065,-0.042,-0.052,-0.027,-0.053,-0.028,-0.011,-0.07,0.014,0.08,0.025,-0.088,0.002,-0.055,-0.094,-0.068,-0.038,-0.061,0.088,0.111,0.051
ctx-rh-FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,-0.031,0.052,0.298,0.153,-0.066,0.099,0.017,0.002,-0.084,0.001,-0.058,-0.116,-0.151,0.123,-0.04,0.173,-0.107,-0.209,-0.174,-0.026,0.056,0.128,-0.258,-0.176,-0.107,0.026,0.226,-0.192,-0.011,-0.107,-0.229,-0.228,-0.206,-0.103,-0.101,-0.054
ctx-rh-FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.051,0.058,0.057,0.066,-0.042,0.011,0.064,0.139,-0.163,0.019,0.087,0.007,-0.088,-0.118,-0.06,0.05,-0.009,-0.024,0.034,0.028,-0.02,0.003,0.026,0.012,0.048,0.038,-0.016,0.004,0.045,-0.035,-0.135,-0.209,-0.119,-0.051,-0.024,-0.042
ctx-rh-FBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.129,0.008,-0.145,-0.016,-0.053,-0.133,-0.17,-0.052,-0.072,-0.067,-0.061,0.023,-0.072,-0.043,-0.104,-0.138,-0.028,0.105,0.1,0.216,0.098,0.037,0.083,0.107,0.087,-0.061,-0.039,0.011,-0.13,-0.144,-0.154,-0.113,-0.002,-0.126
ctx-rh-FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.061,-0.053,-0.031,0.005,-0.01,0.073,-0.099,0.02,0.122,0.056,-0.049,-0.072,0.045,0.047,0.035,-0.005,0.099,0.028,-0.079,-0.126,0.137,0.04,0.049,-0.011,-0.075,0.119,-0.04,0.042,0.039,-0.01,-0.004,-0.006,-0.044,-0.016
ctx-rh-FCBm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.102,-0.106,-0.168,-0.134,-0.123,-0.289,-0.09,-0.074,-0.08,-0.034,-0.109,0.051,0.051,0.023,-0.02,0.077,0.173,0.104,0.112,0.251,0.299,0.17,-0.028,-0.126,0.201,-0.107,0.026,-0.002,-0.053,-0.051,-0.177,0.003,-0.142
ctx-rh-FDdelta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.086,-0.045,-0.047,0.01,-0.079,0.04,0.02,-0.032,-0.079,-0.074,-0.033,-0.06,-0.069,0.006,0.052,0.021,0.107,0.004,0.157,0.147,0.124,-0.087,-0.097,0.017,-0.024,0.102,-0.038,-0.093,-0.043,-0.011,-0.025,-0.047
ctx-rh-FDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.069,-0.077,0.049,-0.045,0.016,0.015,-0.036,0.026,-0.135,-0.163,-0.254,-0.045,-0.048,0.035,0.073,0.032,0.008,-0.101,-0.062,-0.054,-0.018,-0.217,0.049,-0.025,0.025,-0.145,-0.038,-0.115,0.03,-0.012,-0.01
