,ctx-lh-BA1_3,ctx-lh-BA2,ctx-lh-BA4,ctx-lh-BA5,ctx-lh-BA6,ctx-lh-BA7,ctx-lh-BA8,ctx-lh-BA9,ctx-lh-BA10,ctx-lh-BA11,ctx-lh-BA13,ctx-lh-BA16,ctx-lh-BA17,ctx-lh-BA18,ctx-lh-BA19,ctx-lh-BA20,ctx-lh-BA21,ctx-lh-BA22,ctx-lh-BA23,ctx-lh-BA24,ctx-lh-BA25,ctx-lh-BA26_29_30,ctx-lh-BA27,ctx-lh-BA28,ctx-lh-BA31,ctx-lh-BA32,ctx-lh-BA33,ctx-lh-BA34,ctx-lh-BA35_36,ctx-lh-BA37,ctx-lh-BA38,ctx-lh-BA39,ctx-lh-BA40,ctx-lh-BA41_42_52,ctx-lh-BA43,ctx-lh-BA44,ctx-lh-BA45,ctx-lh-BA46,ctx-lh-BA47,ctx-rh-BA1_3,ctx-rh-BA2,ctx-rh-BA4,ctx-rh-BA5,ctx-rh-BA6,ctx-rh-BA7,ctx-rh-BA8,ctx-rh-BA9,ctx-rh-BA10,ctx-rh-BA11,ctx-rh-BA13,ctx-rh-BA16,ctx-rh-BA17,ctx-rh-BA18,ctx-rh-BA19,ctx-rh-BA20,ctx-rh-BA21,ctx-rh-BA22,ctx-rh-BA23,ctx-rh-BA24,ctx-rh-BA25,ctx-rh-BA26_29_30,ctx-rh-BA27,ctx-rh-BA28,ctx-rh-BA31,ctx-rh-BA32,ctx-rh-BA33,ctx-rh-BA34,ctx-rh-BA35_36,ctx-rh-BA37,ctx-rh-BA38,ctx-rh-BA39,ctx-rh-BA40,ctx-rh-BA41_42_52,ctx-rh-BA43,ctx-rh-BA44,ctx-rh-BA45,ctx-rh-BA46,ctx-rh-BA47
ctx-lh-BA1_3,,-0.116,-0.118,-0.129,0.02,0.005,0.014,0.022,-0.058,-0.062,0.077,-0.001,0.041,-0.039,-0.055,0.021,-0.027,-0.111,-0.026,0.039,0.032,0.005,-0.068,-0.064,0.001,0.008,0.026,0.031,-0.005,-0.076,-0.008,-0.005,0.022,-0.148,-0.104,0.068,0.048,0.003,0.041,-0.223,-0.138,-0.159,-0.129,0.044,0.001,0.049,0.042,0.009,-0.038,0.021,-0.057,0.045,-0.038,-0.048,0.01,-0.014,-0.118,0.009,0.028,-0.06,-0.006,-0.085,-0.008,0.05,0.082,0.02,0.01,-0.069,-0.022,0.014,0.019,0.025,-0.2,-0.156,0.09,0.068,0.043,0.038
ctx-lh-BA2,,,-0.048,-0.074,0.004,0.048,-0.018,-0.018,-0.103,-0.065,0.089,0.019,0.017,-0.057,-0.053,-0.045,-0.053,-0.12,-0.033,0.04,-0.013,0.002,-0.078,-0.1,0.037,-0.007,0.045,0.02,-0.069,-0.147,-0.047,-0.012,0.009,-0.1,-0.067,0.032,-0.01,-0.045,0.024,-0.141,-0.105,-0.04,-0.059,0.045,-0.0,-0.002,-0.001,-0.018,-0.056,0.031,-0.067,0.038,-0.054,-0.071,-0.049,-0.048,-0.143,0.019,0.036,-0.072,-0.014,-0.092,-0.022,0.057,0.061,0.043,-0.035,-0.122,-0.107,-0.032,-0.011,-0.008,-0.155,-0.111,0.066,0.009,-0.025,0.001
ctx-lh-BA4,,,,-0.064,-0.016,-0.0,-0.019,-0.009,-0.081,-0.038,0.11,0.043,0.034,-0.05,-0.071,0.009,-0.047,-0.138,-0.061,0.034,0.001,-0.039,-0.091,-0.088,-0.005,-0.009,0.044,0.027,-0.056,-0.118,-0.002,-0.05,-0.017,-0.143,-0.035,0.05,0.032,-0.058,0.041,-0.136,-0.034,-0.119,-0.037,0.074,-0.001,0.027,0.004,-0.01,-0.022,0.088,-0.017,0.054,-0.038,-0.06,-0.025,-0.022,-0.128,-0.025,0.034,-0.056,-0.045,-0.093,-0.009,0.034,0.066,0.019,0.035,-0.08,-0.041,0.034,-0.027,0.066,-0.145,-0.057,0.089,0.037,0.004,0.055
ctx-lh-BA5,,,,,0.021,-0.022,-0.022,-0.04,-0.136,-0.094,0.099,0.014,0.022,-0.048,-0.045,-0.051,-0.071,-0.13,-0.064,0.004,-0.02,-0.047,-0.045,-0.096,-0.019,-0.015,0.027,0.023,-0.068,-0.083,-0.067,-0.041,0.011,-0.079,-0.035,0.043,-0.019,-0.067,-0.05,-0.126,-0.098,-0.06,-0.078,0.078,-0.045,0.006,-0.019,-0.071,-0.08,0.045,-0.007,0.021,-0.052,-0.069,-0.06,-0.085,-0.157,-0.038,0.051,-0.069,-0.071,-0.057,-0.037,0.003,0.06,0.055,-0.05,-0.074,-0.068,-0.033,-0.06,0.057,-0.103,-0.03,0.095,0.001,-0.029,-0.01
ctx-lh-BA6,,,,,,0.009,0.008,0.052,-0.015,0.008,0.053,0.029,0.017,0.014,0.003,-0.034,-0.029,-0.041,0.017,0.093,0.025,0.03,-0.071,-0.085,0.099,0.05,0.08,0.038,-0.079,-0.115,0.019,-0.018,0.0,-0.037,-0.022,0.035,-0.011,-0.044,0.059,0.014,0.082,0.009,0.051,-0.029,0.01,0.022,0.024,0.035,-0.001,0.055,0.0,0.049,0.011,0.014,-0.046,-0.024,-0.056,0.028,0.101,-0.053,-0.003,-0.046,-0.032,0.069,0.087,0.067,0.038,-0.097,-0.066,0.046,-0.019,0.055,-0.033,-0.019,0.015,-0.04,-0.009,0.027
ctx-lh-BA7,,,,,,,-0.012,-0.024,-0.049,-0.029,0.078,0.052,0.06,0.03,0.029,-0.082,-0.101,-0.067,0.026,0.052,-0.02,0.014,-0.022,-0.104,0.111,0.025,0.08,0.04,-0.092,-0.079,-0.093,-0.025,0.078,0.044,0.007,0.033,-0.038,0.004,-0.005,0.034,0.057,0.037,0.113,0.007,-0.04,-0.014,-0.027,-0.024,-0.065,0.047,0.031,0.051,0.001,0.046,-0.125,-0.116,-0.106,0.022,0.128,-0.048,-0.046,0.015,-0.079,0.052,0.066,0.084,-0.051,-0.126,-0.139,-0.059,-0.077,0.071,0.04,0.0,0.051,-0.023,0.004,-0.026
ctx-lh-BA8,,,,,,,,0.038,-0.005,-0.042,0.066,0.015,0.04,0.066,0.07,-0.071,-0.1,-0.032,-0.013,0.031,0.012,-0.001,-0.084,-0.088,0.013,-0.005,0.028,0.037,-0.072,0.005,-0.078,-0.033,0.022,-0.033,0.016,0.028,-0.024,0.033,0.014,-0.013,-0.011,-0.036,-0.011,0.002,0.007,-0.01,-0.003,0.025,0.009,0.037,-0.013,0.056,0.061,0.052,-0.093,-0.082,-0.02,-0.02,0.047,-0.084,-0.064,-0.072,-0.007,0.048,0.022,0.009,0.016,-0.054,0.033,-0.076,-0.055,0.079,-0.025,-0.024,0.044,-0.003,0.077,0.031
ctx-lh-BA9,,,,,,,,,-0.069,-0.065,0.057,0.016,0.004,0.008,0.027,-0.068,-0.114,-0.041,-0.069,-0.012,0.015,-0.092,-0.122,-0.145,-0.035,-0.033,0.013,0.016,-0.102,-0.037,-0.144,-0.016,0.021,-0.051,0.015,0.064,-0.012,0.067,-0.036,-0.003,-0.019,-0.033,-0.016,-0.002,-0.001,-0.028,-0.084,-0.071,-0.011,0.044,-0.021,0.006,0.006,0.003,-0.141,-0.147,-0.038,-0.072,0.012,-0.1,-0.108,-0.092,-0.073,-0.027,-0.009,-0.022,-0.028,-0.112,-0.025,-0.131,-0.077,0.039,-0.056,-0.026,0.056,-0.029,0.051,-0.004
ctx-lh-BA10,,,,,,,,,,-0.065,0.054,-0.039,-0.011,-0.003,0.012,-0.064,-0.145,-0.124,-0.056,-0.068,0.026,-0.06,-0.056,-0.118,-0.068,-0.062,-0.029,-0.005,-0.079,-0.078,-0.156,-0.031,-0.004,-0.086,-0.012,0.013,-0.058,0.05,-0.069,-0.069,-0.121,-0.123,-0.107,-0.049,-0.02,-0.038,-0.1,-0.007,-0.006,-0.012,-0.074,0.005,-0.004,0.01,-0.1,-0.133,-0.124,-0.047,-0.042,-0.065,-0.088,-0.064,-0.045,-0.01,-0.055,-0.009,-0.03,-0.075,-0.064,-0.123,-0.056,0.024,-0.095,-0.103,0.042,-0.037,0.05,0.0
ctx-lh-BA11,,,,,,,,,,,0.041,0.005,0.007,-0.014,-0.013,-0.008,-0.084,-0.108,-0.071,-0.021,0.033,-0.072,0.028,-0.009,-0.097,-0.053,0.011,0.029,0.03,-0.014,-0.027,-0.034,-0.031,-0.057,0.001,0.059,0.022,0.07,-0.031,-0.045,-0.056,-0.08,-0.086,-0.001,-0.008,-0.073,-0.08,-0.06,0.072,0.021,0.002,0.02,-0.011,-0.007,-0.044,-0.076,-0.086,-0.05,-0.062,-0.002,-0.028,-0.008,0.066,-0.015,-0.051,-0.009,-0.043,0.039,0.018,-0.08,-0.044,0.015,-0.062,-0.044,-0.003,0.005,0.038,0.033
