,ctx-lh-callosA,ctx-lh-callosB,ctx-lh-callosC,ctx-lh-callosD,ctx-lh-froB,ctx-lh-froC,ctx-lh-froD,ctx-lh-froinf,ctx-lh-froint,ctx-lh-frointB,ctx-lh-froorb,ctx-lh-froprefro,ctx-lh-frosup,ctx-lh-frosupant,ctx-lh-insinf,ctx-lh-inspostc,ctx-lh-insprec,ctx-lh-occpar,ctx-lh-occparastr,ctx-lh-occperistr,ctx-lh-occstr,ctx-lh-occtemp,ctx-lh-paradent,ctx-lh-paraspl,ctx-lh-parinfA,ctx-lh-parinfB,ctx-lh-parinfC,ctx-lh-vis-sen-bnd,ctx-lh-parsupA,ctx-lh-parsupB,ctx-lh-postcentA,ctx-lh-postcentB,ctx-lh-precentA,ctx-lh-precentB,ctx-lh-pyriform,ctx-lh-tempinf,ctx-lh-tempmed,ctx-lh-temppara,ctx-lh-temppole,ctx-lh-tempsup,ctx-lh-froA,ctx-lh-tempHeschl,ctx-lh-vis-aud-bnd,ctx-lh-parolfact,ctx-rh-callosA,ctx-rh-callosB,ctx-rh-callosC,ctx-rh-callosD,ctx-rh-froB,ctx-rh-froC,ctx-rh-froD,ctx-rh-froinf,ctx-rh-froint,ctx-rh-frointB,ctx-rh-froorb,ctx-rh-froprefro,ctx-rh-frosup,ctx-rh-frosupant,ctx-rh-insinf,ctx-rh-inspostc,ctx-rh-insprec,ctx-rh-occpar,ctx-rh-occparastr,ctx-rh-occperistr,ctx-rh-occstr,ctx-rh-occtemp,ctx-rh-paradent,ctx-rh-paraspl,ctx-rh-parinfA,ctx-rh-parinfB,ctx-rh-parinfC,ctx-rh-vis-sen-bnd,ctx-rh-parsupA,ctx-rh-parsupB,ctx-rh-postcentA,ctx-rh-postcentB,ctx-rh-precentA,ctx-rh-precentB,ctx-rh-pyriform,ctx-rh-tempinf,ctx-rh-tempmed,ctx-rh-temppara,ctx-rh-temppole,ctx-rh-tempsup,ctx-rh-froA,ctx-rh-tempHeschl,ctx-rh-vis-aud-bnd,ctx-rh-parolfact
ctx-lh-froorb,,,,,,,,,,,,-0.064,-0.065,-0.092,0.023,-0.064,-0.036,-0.085,-0.103,-0.144,-0.109,-0.072,-0.098,-0.146,-0.109,-0.078,-0.115,0.007,-0.142,0.022,-0.083,-0.014,-0.036,-0.04,-0.026,-0.026,-0.146,-0.13,-0.024,-0.127,-0.143,-0.16,-0.207,-0.137,-0.138,-0.086,-0.114,-0.001,-0.016,0.048,-0.119,-0.011,-0.042,0.002,-0.033,-0.053,-0.067,-0.095,-0.015,-0.052,-0.066,-0.113,-0.083,-0.148,-0.119,-0.087,-0.085,-0.093,-0.109,-0.048,-0.131,-0.022,-0.096,-0.014,-0.104,-0.037,-0.079,-0.047,0.006,-0.062,-0.107,-0.095,-0.025,-0.089,-0.11,-0.154,-0.127,-0.099
ctx-lh-froprefro,,,,,,,,,,,,,-0.093,-0.065,-0.01,-0.098,-0.0,-0.002,0.014,-0.064,-0.044,-0.02,-0.053,-0.143,0.036,0.055,-0.105,0.058,-0.046,0.046,-0.08,-0.023,-0.066,-0.038,-0.006,0.024,-0.034,-0.062,-0.056,-0.062,-0.069,-0.094,-0.125,-0.158,-0.104,-0.079,-0.063,-0.054,0.058,0.039,-0.099,-0.004,-0.027,-0.028,-0.028,-0.036,-0.135,-0.065,0.022,-0.094,-0.057,-0.066,0.042,-0.06,-0.053,-0.07,-0.055,-0.042,0.05,-0.014,-0.159,-0.0,-0.015,-0.007,-0.083,-0.035,-0.063,-0.06,0.029,0.019,0.015,-0.062,-0.065,-0.078,-0.024,-0.133,-0.082,-0.156
ctx-lh-frosup,,,,,,,,,,,,,,-0.008,-0.022,-0.153,-0.048,-0.065,-0.102,-0.02,0.006,-0.107,-0.205,-0.12,-0.079,0.057,-0.027,-0.078,-0.067,0.061,-0.035,-0.043,-0.061,-0.051,-0.045,-0.019,-0.054,-0.107,-0.089,-0.066,-0.046,-0.088,-0.093,-0.224,-0.029,-0.037,0.032,-0.042,0.038,0.056,0.056,-0.006,-0.048,-0.071,0.002,-0.088,-0.04,-0.039,0.024,-0.114,-0.021,-0.108,-0.094,-0.061,-0.042,-0.084,-0.157,-0.11,-0.087,0.009,-0.1,-0.108,-0.102,0.021,-0.067,-0.046,-0.041,-0.029,-0.088,-0.105,-0.087,-0.125,-0.082,-0.058,-0.016,-0.09,-0.088,-0.075
ctx-lh-frosupant,,,,,,,,,,,,,,,-0.014,-0.087,-0.028,-0.047,0.039,-0.015,0.019,0.007,-0.101,0.024,0.017,0.039,-0.124,0.001,-0.057,-0.003,0.017,-0.048,-0.053,-0.011,0.003,-0.019,-0.007,-0.094,-0.012,0.001,-0.073,-0.06,-0.12,-0.196,-0.039,-0.082,-0.042,0.006,0.04,0.064,-0.039,-0.027,-0.068,-0.036,-0.002,-0.042,-0.068,0.032,-0.047,-0.102,-0.072,-0.096,0.049,-0.027,-0.011,-0.051,-0.098,0.05,0.007,-0.08,-0.172,-0.026,-0.076,-0.035,0.01,-0.049,-0.002,-0.023,0.034,-0.005,-0.003,-0.097,-0.02,-0.008,-0.026,-0.112,-0.082,-0.156
ctx-lh-insinf,,,,,,,,,,,,,,,,-0.017,-0.088,-0.037,-0.108,0.011,-0.03,-0.002,-0.106,-0.127,-0.042,-0.039,0.102,-0.008,-0.123,0.12,0.099,0.114,0.108,0.127,-0.099,0.032,0.018,0.036,-0.046,0.026,-0.016,-0.035,0.014,-0.124,-0.092,-0.065,-0.06,-0.073,-0.012,0.032,-0.053,0.035,0.002,-0.02,0.061,-0.045,0.036,-0.05,0.005,0.0,-0.013,-0.031,-0.122,-0.044,-0.077,-0.014,-0.106,-0.16,-0.084,0.054,0.044,-0.001,-0.093,0.127,0.062,0.174,0.151,0.103,-0.041,-0.059,-0.028,0.006,-0.027,0.061,-0.031,0.042,-0.031,-0.07
ctx-lh-inspostc,,,,,,,,,,,,,,,,,-0.124,-0.014,-0.081,-0.018,0.02,-0.078,-0.106,-0.109,-0.033,-0.061,-0.061,-0.038,-0.086,0.019,-0.052,-0.059,-0.08,-0.034,-0.044,-0.051,-0.023,-0.032,-0.045,-0.133,-0.129,-0.126,0.023,-0.228,-0.125,-0.165,-0.132,-0.064,-0.058,-0.007,-0.085,-0.043,-0.044,-0.066,-0.03,-0.072,-0.075,-0.087,-0.051,-0.121,-0.052,-0.023,-0.088,-0.085,-0.046,-0.044,-0.09,-0.107,-0.046,0.017,-0.061,-0.025,-0.076,-0.025,-0.08,-0.022,-0.021,-0.058,-0.085,-0.083,-0.064,-0.064,-0.012,-0.074,-0.103,-0.063,-0.08,-0.125
ctx-lh-insprec,,,,,,,,,,,,,,,,,,-0.074,-0.139,-0.029,-0.102,-0.035,-0.156,-0.126,-0.056,-0.084,-0.092,-0.064,-0.149,0.052,0.089,0.034,0.039,0.005,0.021,-0.02,-0.029,-0.035,-0.047,-0.039,-0.029,-0.093,-0.012,-0.151,-0.127,-0.136,-0.02,0.027,-0.036,0.063,-0.002,-0.04,-0.069,-0.097,0.008,0.042,-0.05,-0.042,-0.027,-0.023,-0.03,-0.127,-0.168,-0.083,-0.142,-0.031,-0.122,-0.143,-0.077,-0.036,-0.069,-0.037,-0.132,0.074,0.06,0.1,0.073,-0.002,0.013,-0.064,-0.04,-0.023,-0.016,0.015,-0.046,-0.022,-0.087,-0.011
ctx-lh-occpar,,,,,,,,,,,,,,,,,,,-0.011,-0.043,-0.011,0.027,-0.056,-0.021,-0.037,-0.051,-0.072,-0.013,-0.056,-0.058,-0.03,-0.012,-0.014,-0.034,0.002,0.002,-0.042,-0.037,-0.103,-0.028,-0.057,-0.02,-0.02,-0.181,-0.046,-0.001,-0.008,0.0,-0.047,-0.012,0.036,-0.07,-0.021,-0.057,-0.092,-0.024,-0.09,-0.012,-0.003,0.001,-0.077,-0.031,-0.001,-0.037,-0.008,-0.037,-0.017,0.011,0.005,-0.057,-0.074,-0.045,-0.013,-0.034,-0.021,0.024,0.013,-0.041,-0.079,-0.04,0.004,-0.07,-0.115,-0.007,-0.011,-0.035,-0.015,-0.069
ctx-lh-occparastr,,,,,,,,,,,,,,,,,,,,-0.012,0.083,-0.058,-0.041,0.012,0.012,-0.023,-0.12,-0.01,-0.021,-0.015,-0.108,-0.081,-0.147,-0.096,0.007,-0.01,-0.006,-0.064,-0.108,-0.111,0.049,-0.087,0.008,-0.184,-0.007,-0.039,0.063,-0.004,0.0,0.007,0.084,-0.083,-0.074,-0.159,-0.128,0.0,-0.106,0.046,-0.05,-0.071,-0.098,-0.081,-0.13,-0.028,0.057,-0.075,-0.01,0.043,0.038,-0.033,-0.083,-0.008,0.045,0.001,-0.098,-0.091,-0.09,-0.079,-0.124,-0.111,-0.05,-0.089,-0.147,-0.15,0.07,-0.099,-0.141,-0.03
ctx-lh-occperistr,,,,,,,,,,,,,,,,,,,,,0.053,-0.003,-0.031,-0.03,0.014,0.008,-0.033,0.012,-0.057,-0.007,-0.085,-0.045,-0.073,-0.051,0.027,0.021,-0.012,0.024,-0.112,-0.097,-0.021,-0.09,-0.021,-0.182,-0.022,0.021,0.011,-0.009,-0.015,-0.041,0.07,-0.041,0.01,-0.078,-0.128,-0.048,-0.048,-0.028,0.014,-0.052,-0.078,-0.018,0.034,0.022,0.102,-0.121,-0.038,-0.013,0.021,-0.005,-0.06,-0.037,0.021,0.012,-0.088,-0.048,-0.059,-0.029,-0.077,-0.071,-0.034,-0.029,-0.098,-0.09,-0.026,-0.095,-0.077,-0.015
ctx-lh-occstr,,,,,,,,,,,,,,,,,,,,,,0.076,0.0,-0.068,-0.003,-0.019,-0.047,0.022,-0.055,0.066,0.056,0.056,0.03,0.025,-0.009,0.036,-0.001,0.053,-0.073,-0.022,-0.035,-0.054,0.018,-0.166,-0.105,-0.043,-0.051,-0.001,-0.069,-0.037,0.023,-0.047,-0.018,-0.098,-0.135,-0.063,-0.043,-0.007,-0.041,0.014,-0.079,-0.023,0.154,0.081,-0.022,-0.04,0.025,-0.077,-0.032,-0.037,-0.047,0.001,-0.039,0.043,0.044,0.059,0.028,0.032,-0.088,-0.08,-0.064,-0.02,-0.082,-0.061,-0.053,-0.072,-0.068,0.011
ctx-lh-occtemp,,,,,,,,,,,,,,,,,,,,,,,-0.025,-0.006,0.035,-0.023,-0.084,-0.031,-0.016,-0.108,-0.138,-0.153,-0.116,-0.116,0.016,0.043,-0.009,-0.059,-0.06,-0.118,-0.032,-0.045,-0.043,-0.197,-0.012,-0.022,-0.005,0.001,-0.014,-0.005,0.051,-0.019,-0.033,-0.072,-0.07,-0.005,-0.084,-0.005,-0.013,-0.06,-0.089,0.02,-0.021,0.009,0.101,-0.007,-0.064,0.013,0.018,-0.046,-0.122,-0.066,-0.003,-0.101,-0.106,-0.107,-0.077,-0.076,-0.088,-0.044,-0.05,-0.064,-0.086,-0.102,0.005,-0.032,-0.092,0.033
ctx-lh-paradent,,,,,,,,,,,,,,,,,,,,,,,,0.022,-0.028,-0.133,-0.197,-0.052,0.014,-0.085,-0.064,-0.089,-0.085,-0.166,-0.043,-0.074,-0.135,-0.05,-0.128,-0.129,-0.11,-0.087,-0.056,-0.105,-0.084,-0.164,-0.085,0.052,-0.071,-0.015,-0.029,-0.123,-0.154,-0.126,-0.073,-0.056,-0.198,-0.032,-0.073,-0.056,-0.118,0.006,-0.015,-0.037,-0.043,0.037,0.055,0.083,-0.005,-0.119,-0.143,-0.014,0.026,-0.063,-0.069,-0.06,-0.094,-0.121,-0.035,-0.069,-0.058,-0.089,-0.096,-0.113,-0.016,-0.092,0.001,-0.099
ctx-lh-paraspl,,,,,,,,,,,,,,,,,,,,,,,,,0.072,0.063,-0.192,0.02,-0.038,-0.012,-0.114,-0.094,-0.153,-0.112,-0.026,-0.044,-0.033,-0.121,-0.058,-0.028,-0.099,-0.1,-0.103,-0.195,-0.067,-0.173,-0.098,-0.034,0.016,0.085,-0.067,-0.024,-0.097,-0.052,-0.05,-0.056,-0.179,0.042,-0.09,-0.131,-0.124,0.015,0.023,-0.032,-0.083,0.047,-0.007,0.016,0.141,-0.025,-0.18,0.013,-0.033,-0.063,-0.074,-0.096,-0.131,-0.123,-0.09,0.018,-0.011,-0.057,-0.023,-0.034,0.001,-0.144,-0.002,-0.1
ctx-lh-parinfA,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,-0.123,0.031,0.001,0.026,-0.024,-0.013,-0.056,-0.066,-0.003,-0.087,-0.069,-0.092,-0.037,-0.014,-0.034,0.011,-0.11,-0.176,-0.038,-0.071,-0.057,0.036,0.011,0.075,-0.042,0.011,-0.052,-0.026,-0.008,0.039,-0.124,0.029,0.008,-0.021,-0.073,0.002,0.068,-0.001,-0.009,0.016,-0.041,0.071,0.033,-0.049,-0.061,0.016,-0.011,-0.013,0.047,0.005,0.001,-0.016,0.005,0.004,-0.039,-0.023,-0.016,-0.002,0.005,-0.049,-0.015,-0.116
ctx-lh-parinfB,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093,0.031,-0.098,0.041,0.076,0.068,0.019,0.025,-0.024,-0.065,0.065,-0.075,-0.026,0.072,0.032,0.009,-0.022,-0.182,-0.108,-0.084,-0.054,0.007,0.062,0.143,-0.022,0.001,-0.033,-0.011,0.037,0.033,-0.004,0.032,-0.023,-0.029,-0.064,-0.075,0.02,-0.008,-0.017,-0.015,-0.093,0.015,0.024,-0.077,-0.051,0.034,-0.054,0.045,0.102,0.104,0.082,0.032,0.019,0.028,0.052,-0.03,0.008,0.078,0.015,0.033,-0.016,-0.126
ctx-lh-parinfC,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.082,-0.19,0.096,0.058,0.023,0.095,0.058,-0.092,-0.03,-0.075,-0.011,-0.105,-0.054,-0.142,-0.039,-0.012,-0.214,-0.11,-0.04,-0.073,-0.105,-0.012,0.033,-0.069,0.008,0.011,-0.032,-0.045,-0.102,0.01,-0.121,0.069,-0.013,-0.001,-0.041,-0.127,-0.065,-0.069,-0.045,-0.142,-0.209,-0.12,0.062,-0.01,-0.032,-0.129,0.106,0.002,0.094,0.094,0.067,-0.091,-0.081,-0.087,-0.03,-0.08,-0.037,-0.098,0.024,-0.072,-0.13
ctx-lh-vis-sen-bnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.038,-0.107,-0.086,-0.027,-0.045,-0.12,0.053,0.036,0.032,0.001,0.021,0.007,-0.047,0.014,0.066,-0.143,-0.057,-0.061,-0.01,0.009,-0.037,0.082,0.075,-0.006,-0.007,0.017,-0.012,0.06,-0.113,0.031,0.018,0.009,-0.093,0.005,0.013,-0.027,0.008,0.002,0.005,-0.003,0.033,-0.029,-0.075,0.044,-0.003,-0.03,-0.007,0.025,-0.003,-0.044,-0.041,0.03,0.077,-0.0,-0.064,0.028,0.004,-0.012,0.039,-0.072
ctx-lh-parsupA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.063,-0.059,-0.067,-0.066,0.009,-0.074,-0.039,-0.077,-0.075,-0.041,-0.086,-0.052,0.012,-0.258,-0.083,-0.091,-0.048,0.001,0.001,0.038,0.025,-0.064,-0.092,-0.074,-0.071,-0.017,-0.104,0.009,-0.06,-0.096,-0.113,-0.009,0.011,-0.098,-0.083,-0.067,0.069,-0.004,0.084,-0.072,-0.153,-0.012,0.035,-0.009,-0.008,-0.002,-0.026,-0.058,-0.051,-0.041,0.007,-0.045,-0.065,-0.017,0.025,-0.082,0.054,-0.141
ctx-lh-parsupB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.076,0.07,0.073,0.039,0.016,0.069,-0.013,0.063,0.042,-0.001,0.05,0.043,-0.08,0.037,0.066,0.061,0.0,0.043,0.064,0.062,0.055,0.017,0.016,0.033,0.02,0.03,0.006,0.093,0.056,0.094,-0.066,0.003,-0.049,0.006,-0.072,-0.062,-0.038,0.012,0.068,0.044,-0.068,-0.023,0.034,-0.02,0.059,-0.003,0.055,-0.051,0.002,0.067,-0.035,0.014,0.05,0.038,0.092,0.001,-0.01
ctx-lh-postcentA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.151,-0.082,0.082,0.058,-0.053,-0.006,-0.122,0.005,-0.065,-0.042,0.008,-0.021,-0.183,0.031,0.029,0.073,-0.094,0.028,0.029,0.007,0.027,0.021,-0.01,-0.008,-0.073,0.005,-0.041,0.104,-0.05,0.109,-0.112,-0.106,-0.081,0.038,-0.108,-0.041,-0.088,-0.042,0.019,-0.016,-0.13,-0.075,-0.03,-0.16,-0.159,-0.05,0.04,-0.052,-0.124,-0.094,-0.102,-0.036,-0.094,-0.027,-0.028,-0.155,-0.038
ctx-lh-postcentB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.059,0.026,-0.01,-0.042,-0.039,-0.023,-0.095,-0.087,-0.031,-0.001,-0.175,-0.004,-0.007,0.001,-0.085,0.017,0.082,-0.004,0.047,0.051,-0.011,0.035,-0.032,-0.0,-0.069,0.079,-0.037,0.063,-0.065,-0.084,-0.09,0.018,-0.098,-0.045,-0.089,-0.034,0.109,-0.025,-0.064,-0.075,-0.017,-0.162,-0.064,-0.053,0.059,-0.079,-0.045,-0.049,-0.055,-0.038,-0.064,-0.057,-0.023,-0.098,-0.066
