,ctx-lh-FA,ctx-lh-FB,ctx-lh-FC,ctx-lh-FCBm,ctx-lh-FD,ctx-lh-FDdelta,ctx-lh-FDT,ctx-lh-FE,ctx-lh-FF,ctx-lh-FG,ctx-lh-FH,ctx-lh-FJK,ctx-lh-FLMN,ctx-lh-HA,ctx-lh-HB,ctx-lh-HC,ctx-lh-IA,ctx-lh-IB,ctx-lh-LA1,ctx-lh-LA2,ctx-lh-LC1,ctx-lh-LC2,ctx-lh-LC3,ctx-lh-LD,ctx-lh-LE,ctx-lh-OA,ctx-lh-OB,ctx-lh-OC,ctx-lh-PA,ctx-lh-PB,ctx-lh-PC,ctx-lh-PD,ctx-lh-PE,ctx-lh-PF,ctx-lh-PG,ctx-lh-PH,ctx-lh-TA,ctx-lh-TB,ctx-lh-TC,ctx-lh-TD,ctx-lh-TE,ctx-lh-TF,ctx-lh-TG,ctx-rh-FA,ctx-rh-FB,ctx-rh-FC,ctx-rh-FCBm,ctx-rh-FD,ctx-rh-FDdelta,ctx-rh-FDT,ctx-rh-FE,ctx-rh-FF,ctx-rh-FG,ctx-rh-FH,ctx-rh-FJK,ctx-rh-FLMN,ctx-rh-HA,ctx-rh-HB,ctx-rh-HC,ctx-rh-IA,ctx-rh-IB,ctx-rh-LA1,ctx-rh-LA2,ctx-rh-LC1,ctx-rh-LC2,ctx-rh-LC3,ctx-rh-LD,ctx-rh-LE,ctx-rh-OA,ctx-rh-OB,ctx-rh-OC,ctx-rh-PA,ctx-rh-PB,ctx-rh-PC,ctx-rh-PD,ctx-rh-PE,ctx-rh-PF,ctx-rh-PG,ctx-rh-PH,ctx-rh-TA,ctx-rh-TB,ctx-rh-TC,ctx-rh-TD,ctx-rh-TE,ctx-rh-TF,ctx-rh-TG
ctx-lh-FH,,,,,,,,,,,,0.003,-0.01,-0.063,-0.128,-0.022,0.059,-0.081,0.004,-0.059,-0.093,-0.06,0.176,-0.011,-0.037,-0.015,0.046,-0.064,-0.029,0.018,-0.078,-0.065,-0.11,0.065,-0.0,-0.061,-0.036,-0.007,0.022,-0.05,-0.077,-0.086,0.003,-0.077,-0.093,0.125,0.118,0.126,0.237,0.118,-0.018,-0.052,-0.092,-0.098,0.009,-0.032,-0.131,0.173,-0.114,0.061,0.034,-0.031,0.01,-0.12,-0.03,-0.015,0.005,-0.025,-0.003,0.013,-0.017,-0.057,-0.19,-0.016,0.011,-0.129,0.045,-0.149,-0.069,-0.058,-0.14,0.085,-0.131,-0.047,-0.127,0.03
ctx-lh-FJK,,,,,,,,,,,,,-0.007,-0.225,-0.07,-0.024,0.179,0.159,-0.034,0.054,-0.094,-0.1,-0.058,0.185,-0.038,0.032,0.051,0.062,-0.104,0.055,0.028,0.013,-0.012,0.01,0.068,-0.056,-0.071,-0.078,-0.004,-0.183,-0.151,-0.119,0.004,-0.099,-0.076,-0.116,0.022,-0.001,-0.014,0.021,0.058,0.031,0.051,0.133,-0.097,-0.037,-0.034,-0.129,-0.0,0.08,0.013,0.007,0.004,-0.148,-0.035,-0.149,0.037,-0.182,0.05,0.026,-0.047,-0.025,-0.131,-0.019,-0.093,-0.063,0.006,0.078,-0.003,0.045,0.086,0.195,-0.051,0.086,-0.011,0.152
ctx-lh-FLMN,,,,,,,,,,,,,,-0.036,-0.064,-0.02,0.125,0.107,0.018,-0.03,0.079,0.076,0.131,0.041,-0.025,-0.016,0.127,-0.1,0.017,-0.075,-0.021,0.084,0.101,0.129,0.124,0.033,-0.004,-0.074,0.091,0.0,0.027,0.069,0.093,-0.127,-0.072,0.036,0.157,0.007,0.123,0.039,-0.064,0.012,0.034,0.074,-0.076,0.021,0.04,0.156,-0.005,0.085,-0.063,-0.037,0.099,-0.078,0.154,0.032,0.152,-0.045,0.007,0.132,-0.073,-0.002,-0.159,-0.069,-0.007,0.053,0.096,0.004,-0.012,-0.063,-0.121,0.052,-0.135,0.037,-0.095,0.081
ctx-lh-HA,,,,,,,,,,,,,,,-0.121,0.051,-0.174,-0.204,0.021,0.008,0.066,0.144,-0.147,0.006,-0.138,-0.001,-0.016,0.012,0.076,0.152,-0.059,0.1,0.092,-0.078,0.028,0.01,-0.067,0.004,0.013,0.064,-0.056,-0.016,-0.067,0.079,-0.019,-0.051,0.039,0.095,0.057,-0.058,0.01,-0.147,0.001,-0.007,-0.135,-0.006,-0.095,-0.033,-0.058,-0.075,-0.028,-0.135,0.07,0.113,0.157,0.083,0.152,-0.011,0.001,-0.034,0.061,0.162,0.008,0.094,0.051,0.085,0.117,-0.005,-0.067,-0.212,-0.143,-0.093,-0.04,-0.19,-0.306,-0.119
ctx-lh-HB,,,,,,,,,,,,,,,,0.025,-0.208,-0.0,-0.208,-0.274,-0.034,0.057,-0.242,0.102,-0.103,-0.006,-0.071,-0.128,-0.073,-0.07,0.039,-0.008,-0.117,-0.304,-0.09,-0.052,-0.032,-0.14,-0.149,-0.151,-0.108,0.023,-0.025,-0.131,-0.193,-0.185,-0.195,-0.091,-0.093,-0.332,-0.18,-0.118,0.046,-0.012,-0.162,-0.002,-0.101,-0.079,0.114,-0.225,-0.075,-0.247,-0.184,-0.029,0.024,-0.227,0.005,-0.112,-0.004,-0.019,0.052,-0.128,-0.248,-0.076,-0.097,-0.095,-0.234,-0.099,0.014,-0.281,-0.114,-0.091,-0.094,-0.161,-0.091,-0.077
ctx-lh-HC,,,,,,,,,,,,,,,,,-0.125,-0.012,-0.224,-0.202,-0.269,-0.209,0.01,-0.124,-0.251,0.081,0.055,-0.132,-0.166,-0.116,-0.147,-0.2,-0.193,-0.14,-0.171,0.035,-0.123,-0.156,-0.092,-0.056,-0.16,0.004,0.197,-0.005,-0.18,-0.258,-0.147,-0.124,-0.057,-0.002,-0.111,-0.136,-0.017,-0.043,-0.087,0.202,0.013,-0.052,-0.095,-0.145,-0.054,-0.283,-0.086,-0.258,-0.117,-0.081,0.011,-0.095,0.107,0.12,0.061,-0.12,-0.244,0.024,-0.007,-0.228,-0.001,-0.219,0.015,-0.087,-0.073,-0.069,-0.003,-0.194,0.005,0.001
ctx-lh-IA,,,,,,,,,,,,,,,,,,-0.061,0.034,0.033,0.074,0.005,-0.051,0.06,-0.09,-0.137,-0.066,-0.086,-0.047,-0.11,-0.015,-0.056,-0.086,-0.133,0.064,-0.193,-0.004,-0.09,-0.071,-0.115,0.091,-0.163,0.13,-0.118,-0.023,0.066,0.014,0.279,0.122,0.095,0.13,0.207,0.099,0.119,0.057,0.075,-0.173,-0.07,-0.07,-0.099,-0.128,0.05,0.111,-0.006,-0.136,-0.086,-0.062,-0.041,-0.153,-0.101,-0.093,-0.075,-0.058,-0.072,-0.272,-0.161,-0.143,-0.012,-0.209,-0.001,0.036,-0.079,-0.215,-0.004,-0.123,0.121
ctx-lh-IB,,,,,,,,,,,,,,,,,,,0.08,-0.029,0.109,0.073,0.064,-0.006,-0.067,-0.116,-0.039,-0.127,-0.044,-0.054,-0.053,-0.017,-0.087,-0.121,0.012,-0.206,-0.07,-0.138,-0.089,-0.07,-0.051,-0.042,0.082,-0.075,0.026,0.191,0.078,0.248,0.256,-0.012,-0.001,0.185,0.15,0.079,-0.056,-0.002,-0.113,0.023,0.072,-0.114,-0.147,0.021,0.138,0.074,-0.047,0.057,0.096,-0.026,-0.165,-0.061,-0.117,0.011,-0.063,-0.019,-0.143,-0.098,-0.073,0.05,-0.239,-0.12,0.098,-0.158,-0.131,-0.053,-0.017,0.202
ctx-lh-LA1,,,,,,,,,,,,,,,,,,,,-0.01,0.096,0.039,0.1,-0.052,-0.116,-0.123,-0.079,-0.013,0.017,-0.033,0.018,-0.075,-0.022,0.035,0.069,-0.167,0.018,0.019,-0.036,0.084,0.024,-0.086,-0.023,0.086,0.177,0.301,0.122,0.32,0.182,0.174,-0.055,0.164,0.098,0.091,0.027,-0.121,-0.076,-0.009,-0.067,-0.051,-0.012,0.032,0.08,0.159,-0.09,0.002,0.123,-0.053,-0.215,-0.167,-0.045,0.134,0.023,0.027,-0.046,-0.008,-0.021,0.065,-0.167,0.106,0.005,0.05,-0.009,0.071,0.061,0.128
ctx-lh-LA2,,,,,,,,,,,,,,,,,,,,,0.11,-0.003,-0.01,-0.07,-0.151,0.012,-0.02,-0.025,-0.012,0.077,-0.008,-0.059,0.052,-0.01,0.062,-0.088,-0.114,-0.036,0.058,-0.03,-0.072,-0.1,-0.04,-0.094,0.004,0.121,0.061,0.188,0.087,0.019,-0.0,0.135,-0.057,0.063,-0.107,-0.069,-0.089,-0.053,-0.213,-0.004,-0.019,-0.074,-0.047,0.039,-0.118,-0.126,0.126,-0.024,-0.042,-0.032,0.016,0.043,-0.03,0.007,-0.075,-0.016,-0.063,-0.014,-0.12,0.008,0.012,-0.09,-0.101,-0.032,-0.052,0.081
ctx-lh-LC1,,,,,,,,,,,,,,,,,,,,,,-0.311,0.104,-0.205,-0.342,-0.071,-0.118,-0.063,0.092,-0.008,0.033,-0.058,-0.248,0.148,-0.22,-0.113,-0.102,-0.183,-0.072,-0.031,-0.241,-0.138,0.138,0.042,0.029,0.031,-0.059,-0.004,0.017,0.042,-0.19,0.003,0.011,-0.177,-0.186,-0.114,-0.021,-0.133,-0.132,-0.041,0.001,0.047,0.168,-0.17,-0.239,-0.041,0.006,-0.27,-0.042,-0.15,0.054,0.161,0.151,0.003,0.018,-0.133,0.123,-0.029,-0.102,0.072,-0.024,-0.007,0.011,-0.091,0.024,0.07
ctx-lh-LC2,,,,,,,,,,,,,,,,,,,,,,,0.196,-0.139,-0.165,0.052,0.057,0.113,-0.025,0.053,0.07,-0.051,-0.225,0.098,-0.139,0.065,0.011,-0.015,-0.033,0.035,-0.122,-0.016,0.079,0.022,-0.02,-0.058,-0.029,-0.125,-0.122,0.035,-0.268,-0.091,-0.019,-0.094,-0.112,-0.007,-0.045,-0.084,-0.198,0.003,0.04,-0.043,0.047,-0.226,-0.168,0.01,0.019,-0.147,0.058,0.1,0.191,0.046,0.002,0.016,-0.045,-0.038,0.129,-0.015,0.011,0.022,-0.061,-0.007,0.002,-0.033,-0.012,0.06
ctx-lh-LC3,,,,,,,,,,,,,,,,,,,,,,,,0.087,-0.168,0.093,0.004,0.117,0.081,0.031,0.096,0.106,-0.002,-0.007,0.122,-0.069,0.118,-0.014,0.009,0.091,0.098,0.048,-0.044,0.142,0.057,0.202,0.049,0.169,0.115,0.008,-0.039,0.219,0.13,0.179,-0.15,0.156,-0.159,-0.121,0.029,-0.046,0.066,0.028,0.036,0.144,0.046,-0.112,0.097,0.078,0.081,0.046,0.168,0.109,0.122,0.122,-0.01,0.09,0.044,0.184,0.013,-0.007,-0.114,-0.101,0.11,-0.038,0.035,-0.123
ctx-lh-LD,,,,,,,,,,,,,,,,,,,,,,,,,-0.225,-0.138,-0.2,-0.303,-0.113,-0.099,-0.213,-0.248,-0.303,0.017,-0.155,-0.096,-0.093,0.074,-0.144,0.005,-0.072,-0.024,0.218,-0.169,-0.027,-0.139,-0.045,0.054,0.021,0.103,-0.086,0.113,0.094,0.11,-0.02,0.205,-0.039,-0.061,-0.103,-0.066,-0.062,-0.01,0.021,-0.327,-0.16,-0.121,-0.102,-0.199,-0.103,-0.181,-0.206,-0.17,-0.066,-0.137,-0.302,-0.323,-0.029,-0.189,-0.121,0.008,0.08,0.061,-0.016,-0.085,0.088,0.077
ctx-lh-LE,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097,-0.061,-0.113,-0.041,-0.084,-0.049,-0.141,-0.364,0.028,-0.142,-0.055,-0.067,-0.046,-0.06,-0.029,-0.1,-0.059,0.046,-0.014,-0.081,-0.063,-0.06,-0.098,-0.121,0.109,-0.284,0.005,-0.002,-0.169,-0.048,-0.051,-0.112,-0.104,-0.177,-0.021,-0.027,-0.1,0.059,-0.304,-0.303,-0.04,0.023,-0.334,-0.106,-0.039,-0.035,-0.162,-0.062,-0.027,-0.167,-0.35,-0.046,-0.137,-0.119,-0.029,-0.092,0.09,-0.039,-0.122,-0.07,0.008
ctx-lh-OA,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048,-0.11,-0.147,-0.131,-0.161,-0.003,-0.156,-0.034,0.095,-0.036,-0.129,-0.107,-0.145,-0.173,-0.004,0.007,0.089,-0.157,-0.07,-0.062,-0.078,-0.02,-0.082,0.115,-0.101,-0.021,0.081,0.015,-0.051,-0.033,-0.009,0.106,-0.054,-0.048,-0.042,-0.0,-0.004,0.011,-0.056,0.02,-0.121,-0.098,-0.001,-0.008,-0.024,-0.106,-0.123,-0.105,0.005,-0.145,-0.065,0.055,0.058,0.04,0.019,-0.076,-0.09,0.061,0.072,0.052
ctx-lh-OB,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,-0.209,-0.146,-0.107,-0.003,-0.214,-0.028,-0.114,0.027,-0.114,-0.165,-0.135,-0.195,-0.003,0.034,0.09,-0.108,-0.088,-0.061,-0.034,-0.06,-0.089,0.047,-0.068,0.05,0.082,0.092,-0.095,0.042,0.075,0.076,0.085,-0.005,0.045,-0.071,0.129,-0.06,-0.076,-0.072,-0.121,-0.079,-0.029,0.126,-0.076,-0.088,-0.035,-0.134,-0.053,-0.183,-0.08,0.001,0.046,-0.067,0.066,-0.019,-0.043,0.015,0.078,0.045
ctx-lh-OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.236,-0.158,-0.189,-0.054,-0.284,0.032,0.029,-0.062,-0.141,-0.095,-0.122,-0.094,0.008,0.005,0.118,-0.051,-0.09,-0.052,-0.041,0.011,-0.038,0.031,-0.117,0.048,0.112,-0.038,-0.127,0.024,-0.015,0.033,-0.128,-0.065,-0.053,0.006,0.153,-0.028,-0.121,-0.03,-0.184,-0.031,-0.094,-0.045,-0.076,-0.1,-0.121,-0.068,0.001,-0.178,-0.007,0.02,-0.047,-0.016,-0.072,-0.052,-0.017,-0.116,0.012,0.045
ctx-lh-PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,-0.127,0.023,-0.096,-0.044,-0.078,-0.175,-0.034,-0.077,-0.039,-0.051,-0.042,-0.155,-0.034,-0.05,-0.041,-0.06,0.002,-0.07,-0.007,-0.076,-0.123,-0.006,0.085,0.008,-0.023,-0.024,-0.17,0.011,-0.091,0.018,0.122,-0.176,0.05,0.017,-0.013,0.085,-0.062,-0.212,-0.211,-0.168,-0.217,-0.084,-0.175,-0.044,-0.009,-0.064,-0.081,-0.068,-0.287,-0.104,-0.025,-0.113,0.018,-0.157,-0.231,-0.126
ctx-lh-PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.113,0.004,0.057,-0.094,-0.004,-0.146,-0.153,-0.091,-0.171,0.034,-0.074,-0.122,-0.043,0.035,-0.069,-0.09,-0.016,-0.095,-0.019,-0.11,-0.201,-0.118,-0.058,-0.061,-0.023,-0.075,-0.065,-0.096,-0.122,-0.007,0.022,-0.098,-0.062,0.133,0.051,0.152,-0.0,-0.113,-0.16,-0.148,-0.091,-0.04,-0.239,0.059,-0.058,0.03,-0.054,-0.015,-0.231,-0.142,-0.124,-0.037,-0.044,-0.079,-0.196,-0.049
ctx-lh-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,-0.046,0.195,-0.025,-0.215,-0.093,-0.198,-0.247,-0.127,-0.137,-0.228,-0.069,-0.069,0.028,0.152,0.057,0.177,0.063,0.092,-0.047,0.031,-0.096,-0.04,0.151,-0.132,0.014,0.122,-0.034,0.05,-0.057,-0.034,0.054,0.112,-0.116,0.166,0.045,-0.143,-0.225,-0.142,-0.185,-0.061,-0.214,-0.092,-0.003,0.008,-0.021,0.03,-0.207,-0.014,0.205,0.028,-0.079,0.1,-0.092,0.098
ctx-lh-PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.199,0.048,-0.063,-0.117,-0.08,-0.155,-0.082,-0.03,-0.194,0.003,0.066,-0.062,-0.089,-0.131,-0.11,-0.14,-0.006,-0.203,-0.063,0.12,-0.016,0.008,-0.13,0.151,0.044,-0.076,0.01,0.05,-0.027,-0.035,0.039,-0.25,0.016,-0.088,-0.164,0.057,-0.037,-0.065,0.034,0.058,-0.037,0.023,0.021,0.072,-0.033,0.033,0.086,0.016,0.095,0.149,0.149,-0.008,0.077
ctx-lh-PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116,-0.089,-0.106,-0.061,-0.123,-0.154,-0.156,-0.153,-0.167,0.061,0.099,-0.013,-0.031,-0.0,-0.017,-0.103,-0.057,-0.222,-0.033,0.125,-0.092,-0.139,-0.143,0.043,-0.054,-0.057,-0.086,-0.084,-0.038,-0.114,-0.222,-0.319,0.036,-0.203,-0.412,-0.086,-0.249,-0.205,0.045,-0.022,0.052,0.124,-0.226,0.004,-0.129,-0.091,-0.048,-0.044,-0.049,-0.061,-0.053,-0.027,0.059
ctx-lh-PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,-0.117,0.029,-0.024,-0.035,-0.043,0.064,-0.121,0.013,0.069,0.064,0.069,0.025,0.039,0.015,-0.126,-0.076,-0.004,0.208,-0.007,-0.006,-0.041,-0.015,-0.016,-0.02,0.064,-0.034,0.041,0.02,0.186,-0.083,0.032,0.143,0.141,-0.072,-0.04,0.01,0.05,0.071,0.069,-0.043,0.041,-0.053,0.043,-0.092,0.081,0.145,-0.034,-0.013,0.075,-0.042,-0.038
ctx-lh-PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131,0.002,-0.052,-0.13,-0.02,-0.034,-0.056,0.152,0.018,-0.042,-0.127,-0.003,-0.064,-0.074,0.013,-0.146,0.074,0.055,-0.216,-0.067,-0.071,-0.0,-0.069,-0.137,0.09,0.022,0.145,0.059,-0.169,-0.301,0.131,0.016,-0.124,0.159,0.102,0.191,0.146,-0.115,0.054,0.053,-0.087,0.18,-0.122,0.107,0.085,0.009,-0.135,0.002,0.034,0.057,0.007
