,ctx-lh-callosA,ctx-lh-callosB,ctx-lh-callosC,ctx-lh-callosD,ctx-lh-froB,ctx-lh-froC,ctx-lh-froD,ctx-lh-froinf,ctx-lh-froint,ctx-lh-frointB,ctx-lh-froorb,ctx-lh-froprefro,ctx-lh-frosup,ctx-lh-frosupant,ctx-lh-insinf,ctx-lh-inspostc,ctx-lh-insprec,ctx-lh-occpar,ctx-lh-occparastr,ctx-lh-occperistr,ctx-lh-occstr,ctx-lh-occtemp,ctx-lh-paradent,ctx-lh-paraspl,ctx-lh-parinfA,ctx-lh-parinfB,ctx-lh-parinfC,ctx-lh-vis-sen-bnd,ctx-lh-parsupA,ctx-lh-parsupB,ctx-lh-postcentA,ctx-lh-postcentB,ctx-lh-precentA,ctx-lh-precentB,ctx-lh-pyriform,ctx-lh-tempinf,ctx-lh-tempmed,ctx-lh-temppara,ctx-lh-temppole,ctx-lh-tempsup,ctx-lh-froA,ctx-lh-tempHeschl,ctx-lh-vis-aud-bnd,ctx-lh-parolfact,ctx-rh-callosA,ctx-rh-callosB,ctx-rh-callosC,ctx-rh-callosD,ctx-rh-froB,ctx-rh-froC,ctx-rh-froD,ctx-rh-froinf,ctx-rh-froint,ctx-rh-frointB,ctx-rh-froorb,ctx-rh-froprefro,ctx-rh-frosup,ctx-rh-frosupant,ctx-rh-insinf,ctx-rh-inspostc,ctx-rh-insprec,ctx-rh-occpar,ctx-rh-occparastr,ctx-rh-occperistr,ctx-rh-occstr,ctx-rh-occtemp,ctx-rh-paradent,ctx-rh-paraspl,ctx-rh-parinfA,ctx-rh-parinfB,ctx-rh-parinfC,ctx-rh-vis-sen-bnd,ctx-rh-parsupA,ctx-rh-parsupB,ctx-rh-postcentA,ctx-rh-postcentB,ctx-rh-precentA,ctx-rh-precentB,ctx-rh-pyriform,ctx-rh-tempinf,ctx-rh-tempmed,ctx-rh-temppara,ctx-rh-temppole,ctx-rh-tempsup,ctx-rh-froA,ctx-rh-tempHeschl,ctx-rh-vis-aud-bnd,ctx-rh-parolfact
ctx-lh-froorb,,,,,,,,,,,,-0.048,0.023,-0.106,0.011,0.121,0.027,0.085,0.037,0.052,0.031,-0.003,0.055,-0.012,-0.02,-0.086,0.002,0.043,-0.013,0.021,0.016,0.01,0.043,0.053,-0.02,-0.026,-0.119,0.068,-0.041,-0.015,-0.035,0.007,-0.003,0.046,-0.024,-0.008,0.009,-0.032,-0.009,-0.029,-0.045,-0.058,0.016,-0.047,0.003,0.01,-0.003,-0.123,-0.002,0.059,0.037,0.029,0.058,0.024,0.021,0.03,0.054,-0.044,-0.043,-0.001,0.034,0.061,0.029,-0.008,0.029,0.003,0.038,0.019,-0.048,-0.035,-0.165,0.05,-0.083,0.002,-0.087,0.003,-0.032,-0.018
ctx-lh-froprefro,,,,,,,,,,,,,-0.048,-0.1,0.026,0.047,0.101,0.114,0.03,0.066,0.07,-0.019,-0.013,-0.153,-0.059,-0.005,-0.034,0.133,-0.139,-0.088,-0.115,-0.077,-0.048,0.055,0.03,0.036,-0.078,0.094,-0.016,-0.052,-0.148,-0.024,-0.063,0.07,-0.056,-0.023,-0.055,-0.07,0.035,0.107,-0.081,0.106,0.09,0.091,0.007,-0.015,-0.028,-0.093,0.014,-0.001,0.089,0.059,0.047,0.048,0.05,0.021,0.063,-0.152,-0.037,0.098,-0.026,0.119,-0.04,-0.076,-0.081,-0.152,-0.088,-0.013,0.037,0.069,-0.088,0.097,-0.047,-0.005,-0.136,-0.018,-0.05,0.079
ctx-lh-frosup,,,,,,,,,,,,,,0.045,0.038,-0.037,0.048,0.028,-0.006,0.042,-0.006,0.015,-0.099,-0.036,-0.082,-0.036,-0.021,-0.088,0.028,0.039,0.001,-0.015,-0.066,-0.058,-0.003,-0.097,-0.039,-0.052,-0.01,-0.019,0.029,-0.03,-0.057,-0.004,0.001,0.014,0.13,-0.078,0.092,0.066,0.059,-0.005,-0.006,0.003,0.043,-0.027,0.021,0.007,0.093,0.003,0.069,0.032,-0.03,0.05,-0.01,0.043,-0.056,-0.075,-0.054,0.039,0.036,-0.045,-0.02,0.04,0.005,0.068,-0.042,-0.026,0.03,-0.004,-0.0,-0.035,0.003,-0.026,0.042,-0.002,-0.009,-0.026
ctx-lh-frosupant,,,,,,,,,,,,,,,0.052,0.039,0.046,0.106,0.017,0.083,0.034,0.002,-0.036,-0.065,-0.03,-0.002,0.045,0.066,-0.105,-0.056,-0.007,-0.036,-0.026,0.028,-0.056,0.056,-0.041,0.111,-0.116,0.051,-0.054,0.035,-0.042,-0.022,-0.034,-0.016,0.02,-0.073,0.111,0.07,-0.03,0.053,0.107,0.066,-0.047,-0.056,0.008,-0.071,0.089,0.022,0.039,0.025,0.012,0.05,0.022,0.005,-0.025,-0.098,-0.012,0.072,-0.015,0.055,-0.044,-0.061,-0.016,-0.043,-0.024,-0.016,-0.07,-0.005,-0.105,0.105,-0.105,0.108,-0.057,0.025,0.015,-0.039
ctx-lh-insinf,,,,,,,,,,,,,,,,-0.014,-0.052,0.015,-0.052,-0.032,-0.103,0.043,-0.007,0.039,0.024,0.012,-0.062,0.041,0.102,0.085,0.049,0.084,0.063,0.089,-0.047,-0.05,0.074,-0.039,0.034,0.053,0.064,0.004,0.045,0.064,-0.085,-0.084,-0.037,0.022,-0.032,-0.025,-0.032,-0.097,-0.057,-0.072,-0.037,-0.003,-0.016,0.014,-0.102,-0.038,-0.101,0.06,-0.044,-0.025,-0.066,0.057,-0.007,0.017,-0.012,-0.091,-0.035,0.042,0.075,0.046,0.001,0.126,0.075,0.029,-0.054,-0.036,0.041,-0.044,0.013,-0.047,0.025,0.007,-0.005,0.008
ctx-lh-inspostc,,,,,,,,,,,,,,,,,-0.035,0.08,-0.063,-0.029,-0.05,-0.0,-0.036,0.007,-0.053,-0.004,-0.14,0.041,-0.009,0.025,-0.063,-0.064,-0.007,0.032,-0.013,-0.007,0.027,-0.076,0.064,-0.12,0.043,-0.121,-0.015,0.081,-0.031,-0.078,-0.017,0.033,0.028,0.056,-0.034,-0.021,-0.012,-0.05,0.087,0.065,-0.023,0.023,-0.049,-0.148,-0.038,0.134,-0.027,-0.018,-0.012,0.028,-0.019,-0.0,-0.011,-0.095,-0.128,0.019,0.01,-0.023,-0.082,-0.051,-0.018,-0.008,-0.01,-0.028,0.007,-0.034,0.004,-0.17,0.084,-0.101,-0.04,-0.005
ctx-lh-insprec,,,,,,,,,,,,,,,,,,-0.03,-0.007,-0.027,-0.121,0.047,-0.06,0.014,0.027,-0.003,-0.065,-0.071,0.094,0.127,0.087,0.077,0.079,0.034,-0.014,-0.082,-0.006,-0.092,0.037,0.015,0.092,0.044,0.01,0.046,-0.076,-0.054,0.045,0.042,-0.027,0.01,0.0,-0.193,-0.151,-0.155,-0.012,0.067,-0.07,0.001,0.015,0.026,-0.06,-0.001,-0.025,0.016,-0.111,0.067,-0.031,-0.038,-0.062,-0.092,0.032,-0.022,0.016,0.086,0.091,0.173,0.107,0.033,-0.046,-0.059,-0.023,-0.062,0.021,0.022,-0.019,0.056,-0.08,-0.001
ctx-lh-occpar,,,,,,,,,,,,,,,,,,,0.051,0.0,0.048,0.102,0.02,0.144,0.139,0.05,0.019,-0.048,0.116,-0.038,0.022,0.051,0.004,-0.013,0.007,0.049,0.077,-0.067,0.0,0.102,0.118,0.08,0.034,0.012,0.096,0.068,0.069,0.063,0.011,0.022,0.049,-0.056,-0.12,-0.115,0.017,0.104,-0.059,0.082,-0.066,0.012,-0.07,-0.088,0.043,-0.027,0.013,-0.053,-0.03,0.074,0.013,-0.031,-0.011,-0.089,-0.051,0.008,0.055,0.005,0.006,-0.018,-0.046,-0.043,-0.021,-0.143,-0.059,0.018,0.089,0.076,-0.068,-0.011
ctx-lh-occparastr,,,,,,,,,,,,,,,,,,,,0.01,0.023,0.011,-0.03,0.059,0.058,0.154,-0.011,0.076,0.161,0.02,-0.101,-0.058,-0.077,-0.074,0.024,-0.035,-0.019,-0.085,-0.044,-0.1,0.013,-0.05,-0.013,-0.049,0.077,0.01,0.073,-0.006,0.055,-0.004,0.07,-0.076,0.004,-0.075,-0.023,-0.014,-0.029,0.022,-0.043,-0.082,-0.041,-0.009,-0.119,-0.001,0.029,-0.042,-0.066,-0.001,0.047,0.042,-0.072,0.073,0.097,0.02,-0.088,-0.089,-0.057,-0.06,-0.002,-0.027,-0.035,-0.164,-0.043,-0.149,-0.008,-0.04,-0.173,-0.037
ctx-lh-occperistr,,,,,,,,,,,,,,,,,,,,,0.061,-0.003,0.061,0.139,0.147,0.131,0.046,0.006,0.178,0.007,-0.06,-0.014,-0.032,-0.058,0.037,0.026,0.085,-0.109,-0.038,-0.006,0.083,0.046,0.061,-0.012,0.127,0.076,0.053,0.036,0.002,-0.085,0.088,-0.047,-0.032,-0.021,0.003,0.045,-0.018,0.094,-0.07,-0.06,-0.039,-0.084,-0.007,-0.106,-0.0,-0.133,-0.039,0.116,0.102,-0.044,-0.075,-0.034,0.064,0.001,-0.041,-0.072,-0.063,-0.055,-0.011,-0.036,0.036,-0.205,-0.066,-0.101,0.045,0.022,-0.114,-0.039
ctx-lh-occstr,,,,,,,,,,,,,,,,,,,,,,0.11,0.031,0.09,0.115,0.089,-0.007,0.064,0.146,0.048,-0.01,0.004,0.005,-0.015,0.05,0.037,0.086,-0.019,0.032,0.028,0.039,-0.049,0.055,-0.077,0.016,-0.012,-0.019,0.022,-0.039,-0.054,-0.019,-0.132,-0.107,-0.132,-0.051,0.038,-0.034,0.031,-0.076,-0.107,-0.112,-0.012,-0.016,0.013,-0.095,0.012,-0.037,0.065,0.062,-0.046,-0.079,0.045,0.058,0.07,-0.016,-0.004,0.014,-0.009,0.043,0.005,0.021,-0.082,0.015,-0.077,-0.012,-0.073,-0.104,-0.063
ctx-lh-occtemp,,,,,,,,,,,,,,,,,,,,,,,0.066,0.071,0.05,0.116,0.026,0.064,0.122,-0.008,-0.079,-0.071,-0.041,-0.024,0.06,0.033,0.015,-0.045,-0.062,-0.101,0.004,0.032,0.032,-0.037,0.199,0.083,0.092,-0.02,0.076,-0.051,0.088,0.068,0.083,0.051,-0.005,-0.009,0.029,0.057,-0.037,-0.068,0.062,0.018,0.036,-0.031,0.065,-0.128,-0.038,0.066,0.071,-0.008,-0.057,-0.018,0.058,-0.045,-0.084,-0.126,-0.101,-0.07,-0.008,-0.051,-0.045,-0.165,-0.111,-0.15,0.063,0.013,-0.08,0.027
ctx-lh-paradent,,,,,,,,,,,,,,,,,,,,,,,,0.001,-0.022,0.037,-0.008,0.005,-0.078,-0.025,-0.026,-0.036,-0.025,-0.07,0.014,0.083,0.069,0.062,0.034,0.017,-0.03,-0.01,-0.017,0.02,0.013,-0.088,-0.081,-0.012,-0.009,0.036,-0.034,0.0,-0.103,-0.056,-0.008,0.011,-0.117,-0.025,-0.033,-0.098,-0.062,0.056,-0.021,0.06,0.034,0.111,-0.077,-0.055,-0.03,-0.003,-0.032,0.04,-0.059,-0.001,-0.018,-0.081,-0.023,-0.06,-0.051,0.085,-0.024,0.036,-0.036,-0.016,-0.009,-0.032,-0.062,0.021
ctx-lh-paraspl,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,0.042,0.037,0.099,-0.243,-0.064,-0.061,-0.029,-0.002,-0.014,-0.015,0.165,0.068,0.196,-0.021,0.116,-0.143,0.0,0.038,-0.024,-0.053,-0.062,-0.144,-0.029,0.007,0.085,-0.13,0.111,0.049,0.056,0.005,-0.123,-0.057,-0.124,0.022,-0.039,0.007,0.073,0.052,0.101,0.103,0.077,-0.021,-0.279,0.008,0.066,-0.036,0.103,-0.117,-0.077,-0.033,-0.091,-0.024,-0.033,-0.032,0.041,-0.052,0.166,-0.029,0.109,-0.15,-0.04,0.073,-0.023
ctx-lh-parinfA,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.022,0.1,-0.107,-0.055,-0.088,-0.049,-0.105,-0.1,-0.026,0.044,-0.015,0.114,-0.138,-0.014,-0.045,-0.007,-0.058,0.0,0.024,0.014,-0.043,-0.075,0.042,0.029,-0.078,0.108,0.035,0.095,0.013,-0.092,-0.032,-0.069,0.038,-0.074,0.027,0.065,0.048,0.11,0.134,0.062,-0.048,-0.116,-0.066,0.097,-0.032,0.077,-0.058,-0.035,-0.094,-0.126,-0.088,-0.054,-0.012,-0.035,-0.127,0.125,-0.073,-0.012,-0.062,-0.049,0.008,-0.013
ctx-lh-parinfB,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.022,0.113,0.042,0.029,0.034,0.0,-0.055,-0.028,-0.12,-0.075,0.082,-0.13,0.054,0.008,0.087,0.001,-0.012,0.048,-0.025,0.022,-0.063,-0.026,-0.045,-0.04,-0.15,-0.068,-0.074,-0.076,-0.045,-0.076,-0.101,0.011,-0.018,-0.011,0.067,0.113,0.121,0.083,0.118,0.002,-0.026,-0.091,0.02,-0.011,0.001,0.059,-0.016,-0.059,-0.017,-0.048,-0.058,-0.034,-0.135,-0.171,0.054,-0.139,0.024,-0.062,0.023,-0.039,-0.075
ctx-lh-parinfC,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.128,0.098,-0.002,-0.033,-0.006,-0.014,-0.009,-0.114,0.022,-0.059,0.012,0.02,0.005,-0.004,0.031,0.037,0.026,-0.016,0.023,0.04,-0.033,-0.039,0.018,-0.177,-0.071,-0.111,-0.022,-0.025,-0.046,-0.007,-0.093,-0.123,-0.059,0.079,0.007,0.07,0.021,0.086,0.002,-0.006,-0.019,-0.121,-0.124,0.008,0.077,0.021,-0.052,0.045,-0.001,-0.06,0.025,-0.047,-0.047,-0.072,-0.063,-0.111,0.012,-0.066,-0.059,-0.055
ctx-lh-vis-sen-bnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166,-0.01,0.014,0.045,-0.026,-0.112,0.018,-0.035,-0.022,-0.074,0.034,0.004,0.062,0.075,0.033,-0.006,0.104,0.023,0.047,0.078,-0.048,-0.046,0.032,-0.089,-0.144,-0.073,0.003,0.079,-0.133,0.021,-0.024,-0.007,-0.061,0.012,0.081,-0.002,0.028,0.0,-0.018,0.101,0.017,-0.039,-0.003,-0.136,0.055,0.052,0.041,0.083,-0.002,-0.051,0.026,-0.083,0.01,-0.129,0.043,-0.027,0.027,0.066,0.017,-0.017
ctx-lh-parsupA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,-0.031,0.076,-0.033,0.045,-0.021,0.062,-0.126,0.13,-0.145,0.018,-0.15,0.017,-0.055,-0.069,0.029,0.046,-0.032,-0.081,0.078,0.055,-0.064,0.022,0.045,0.033,-0.102,-0.142,-0.018,-0.163,0.03,-0.011,0.085,0.085,0.117,0.161,0.15,0.06,-0.066,-0.343,-0.159,0.15,0.014,0.106,-0.122,0.114,-0.009,0.028,-0.025,0.014,-0.027,-0.096,-0.253,0.038,-0.137,-0.042,-0.155,-0.007,-0.083,-0.012
ctx-lh-parsupB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008,0.063,0.007,0.06,-0.006,-0.056,-0.071,-0.05,-0.008,-0.023,-0.112,0.026,0.041,-0.031,0.066,0.13,0.082,-0.034,-0.001,-0.06,0.049,0.029,0.066,0.053,-0.004,-0.1,0.059,-0.062,-0.003,0.022,0.122,0.016,0.029,-0.002,0.04,-0.028,-0.021,-0.087,-0.072,-0.005,0.061,-0.065,0.001,0.024,0.009,0.064,0.003,0.047,-0.001,-0.083,-0.04,-0.11,-0.075,-0.089,-0.061,0.015,-0.029,-0.007
ctx-lh-postcentA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.094,-0.106,-0.038,0.004,-0.034,-0.045,-0.047,0.003,-0.167,-0.039,-0.137,-0.055,0.004,0.013,0.039,0.078,-0.048,0.089,0.005,0.032,0.093,0.086,0.083,0.05,-0.06,0.063,0.023,0.021,-0.108,0.064,0.08,-0.082,-0.058,0.003,-0.03,-0.04,-0.043,0.022,0.046,-0.058,0.016,-0.005,-0.051,-0.206,-0.166,-0.194,-0.061,0.044,-0.006,-0.004,-0.017,0.001,-0.216,0.046,-0.168,-0.064,0.031
ctx-lh-postcentB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.053,-0.029,-0.002,-0.084,-0.064,-0.108,-0.01,-0.158,-0.067,-0.096,-0.024,0.016,0.084,0.054,0.059,0.009,-0.002,-0.036,0.04,-0.006,0.038,-0.009,0.016,-0.017,0.036,-0.021,0.031,-0.093,0.067,0.086,-0.049,-0.036,0.031,-0.042,-0.035,-0.001,-0.013,-0.049,-0.047,-0.02,0.059,-0.019,-0.118,-0.048,-0.051,-0.047,0.036,-0.04,-0.021,-0.102,-0.033,-0.211,-0.01,-0.144,-0.044,-0.011
ctx-lh-precentA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.042,0.027,-0.047,-0.051,-0.073,0.043,-0.169,-0.043,-0.115,-0.051,0.05,0.036,0.015,0.09,0.009,0.016,0.034,0.019,0.029,0.026,0.015,0.042,0.011,0.001,-0.014,0.028,-0.073,0.057,0.039,-0.076,-0.044,0.009,-0.026,-0.036,0.006,-0.0,0.019,-0.02,-0.002,-0.013,-0.022,-0.149,-0.09,-0.142,-0.089,0.079,-0.014,0.016,-0.036,0.04,-0.191,0.011,-0.13,-0.043,0.025
ctx-lh-precentB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,-0.096,-0.016,-0.149,0.097,-0.111,0.042,-0.046,-0.009,0.056,0.033,0.064,0.101,0.033,-0.01,0.023,0.047,-0.015,-0.032,-0.038,0.058,0.059,0.024,0.034,0.057,-0.0,0.058,0.036,-0.046,-0.029,0.006,-0.029,-0.043,0.009,-0.033,-0.031,0.065,-0.084,0.017,0.044,-0.017,0.057,-0.064,-0.086,0.049,-0.039,0.065,-0.093,0.106,-0.113,0.058,-0.019,-0.009,0.044
