,ctx-lh-FA,ctx-lh-FB,ctx-lh-FBA,ctx-lh-FC,ctx-lh-FCBm,ctx-lh-FDdelta,ctx-lh-FDL,ctx-lh-FDm,ctx-lh-FDp,ctx-lh-FE,ctx-lh-FF,ctx-lh-FG,ctx-lh-FH,ctx-lh-FL,ctx-lh-H,ctx-lh-IA,ctx-lh-IB,ctx-lh-LA,ctx-lh-LC1,ctx-lh-LC2,ctx-lh-LE,ctx-lh-OA,ctx-lh-OB,ctx-lh-OC,ctx-lh-PB,ctx-lh-PC,ctx-lh-PEm,ctx-lh-PEp,ctx-lh-PF,ctx-lh-PFD,ctx-lh-PG,ctx-lh-PH,ctx-lh-TA,ctx-lh-TB,ctx-lh-TE1,ctx-lh-TE2,ctx-lh-TF,ctx-lh-TG,ctx-rh-FA,ctx-rh-FB,ctx-rh-FBA,ctx-rh-FC,ctx-rh-FCBm,ctx-rh-FDdelta,ctx-rh-FDL,ctx-rh-FDm,ctx-rh-FDp,ctx-rh-FE,ctx-rh-FF,ctx-rh-FG,ctx-rh-FH,ctx-rh-FL,ctx-rh-H,ctx-rh-IA,ctx-rh-IB,ctx-rh-LA,ctx-rh-LC1,ctx-rh-LC2,ctx-rh-LE,ctx-rh-OA,ctx-rh-OB,ctx-rh-OC,ctx-rh-PB,ctx-rh-PC,ctx-rh-PEm,ctx-rh-PEp,ctx-rh-PF,ctx-rh-PFD,ctx-rh-PG,ctx-rh-PH,ctx-rh-TA,ctx-rh-TB,ctx-rh-TE1,ctx-rh-TE2,ctx-rh-TF,ctx-rh-TG
ctx-lh-FA,,-0.048,0.106,-0.049,0.022,-0.125,-0.023,-0.028,-0.007,-0.005,0.103,-0.014,0.057,0.042,0.004,0.118,0.096,0.131,-0.101,-0.021,-0.052,-0.126,0.065,0.061,0.002,0.027,0.081,-0.136,0.008,0.002,-0.07,-0.091,0.059,0.046,-0.076,-0.035,-0.017,0.032,-0.035,-0.04,0.049,-0.059,0.078,0.025,-0.103,-0.058,-0.123,0.11,0.12,0.122,-0.02,-0.019,0.017,0.169,0.051,0.047,-0.134,-0.004,-0.068,-0.126,0.041,0.083,-0.1,-0.119,-0.026,-0.043,0.109,-0.06,-0.189,-0.096,-0.023,0.058,-0.051,-0.056,-0.091,0.109
ctx-lh-FB,,,-0.059,0.004,-0.055,0.109,-0.023,0.007,0.037,-0.013,0.113,-0.031,0.031,-0.076,0.01,0.097,-0.075,0.014,-0.007,-0.111,0.044,-0.018,0.045,-0.006,0.037,-0.005,0.131,-0.004,0.062,-0.074,-0.056,-0.053,0.043,-0.137,-0.036,-0.045,-0.021,-0.004,-0.057,-0.013,-0.092,0.048,-0.022,0.168,-0.051,0.106,0.055,0.086,0.091,0.067,-0.038,-0.018,-0.032,0.122,-0.03,0.012,-0.083,-0.08,0.024,-0.053,0.025,0.0,-0.031,-0.032,0.074,-0.067,0.098,-0.066,-0.136,-0.081,-0.022,-0.081,0.008,-0.134,-0.104,0.104
ctx-lh-FBA,,,,-0.036,0.041,0.009,0.035,0.039,0.017,0.016,0.183,-0.008,-0.04,0.013,-0.082,0.078,0.131,0.047,-0.145,-0.161,-0.114,-0.018,0.074,-0.011,0.104,0.11,0.043,-0.133,0.078,0.138,-0.038,0.038,0.021,0.025,-0.053,0.014,0.036,-0.063,0.024,-0.075,-0.017,-0.123,0.064,0.142,-0.106,-0.106,-0.126,-0.061,-0.018,-0.033,-0.056,-0.006,-0.101,0.148,0.119,0.027,-0.256,-0.092,-0.161,-0.047,0.03,0.033,0.057,0.109,-0.049,-0.041,0.052,-0.016,-0.175,-0.024,0.012,0.068,-0.031,-0.059,-0.031,0.003
ctx-lh-FC,,,,,-0.04,0.033,-0.038,-0.037,-0.022,0.026,0.036,0.068,0.049,0.015,0.107,0.037,-0.162,-0.02,0.093,0.041,0.118,0.14,0.017,-0.011,-0.026,-0.112,-0.009,0.042,-0.058,-0.097,0.012,0.016,0.016,-0.164,0.04,0.031,0.012,0.039,-0.089,-0.032,-0.11,0.046,-0.074,-0.035,-0.005,0.051,0.078,0.051,0.036,0.083,0.073,0.048,0.093,0.023,-0.081,-0.041,0.098,0.067,0.14,0.078,0.035,-0.018,-0.037,-0.109,0.104,0.019,-0.024,-0.073,0.002,0.006,0.003,-0.138,0.012,0.039,-0.035,0.088
ctx-lh-FCBm,,,,,,0.088,0.032,-0.046,0.084,-0.038,0.072,-0.091,-0.005,0.006,0.089,0.117,0.139,0.005,-0.039,-0.067,0.022,0.01,0.054,0.004,0.016,0.019,0.088,-0.007,0.026,0.041,-0.069,-0.009,0.064,-0.05,-0.093,0.085,0.056,0.017,-0.025,-0.047,-0.053,-0.098,-0.042,0.112,-0.074,-0.01,0.006,-0.019,-0.095,-0.024,-0.062,0.006,0.044,0.104,0.04,0.024,-0.078,-0.042,-0.011,0.024,0.077,0.025,0.049,0.005,0.056,-0.039,0.017,-0.009,-0.056,-0.038,0.006,0.027,-0.041,0.045,-0.038,0.065
ctx-lh-FDdelta,,,,,,,0.115,0.045,0.059,0.075,0.17,0.054,0.118,0.038,-0.02,0.139,-0.032,0.096,-0.089,-0.027,-0.018,0.048,-0.042,-0.081,-0.155,-0.082,0.072,0.024,0.136,-0.056,-0.006,0.149,0.122,-0.024,0.018,0.009,0.129,0.046,-0.065,0.026,-0.059,-0.081,-0.059,0.068,0.05,0.071,-0.093,0.014,0.076,0.007,0.059,0.017,0.008,0.073,-0.078,0.018,-0.053,-0.02,0.044,0.054,-0.021,-0.038,-0.051,-0.061,0.096,-0.005,-0.003,-0.026,-0.006,0.038,0.081,-0.056,0.055,-0.06,0.029,0.06
ctx-lh-FDL,,,,,,,,0.112,0.021,0.034,-0.031,0.043,-0.169,-0.1,-0.064,0.036,-0.029,-0.031,-0.189,-0.178,-0.21,0.1,0.011,-0.036,-0.013,0.02,0.049,-0.061,0.006,-0.037,-0.033,0.125,-0.092,-0.072,0.016,-0.016,-0.043,0.017,-0.066,0.029,0.09,-0.017,0.045,-0.001,0.092,0.094,0.012,0.026,-0.018,0.096,-0.107,-0.118,-0.093,0.032,-0.058,-0.021,-0.199,-0.16,-0.184,0.098,0.031,-0.008,-0.123,-0.041,-0.029,-0.071,0.065,-0.064,-0.094,0.111,0.053,-0.134,-0.051,-0.058,0.029,0.045
ctx-lh-FDm,,,,,,,,,0.052,0.071,0.012,0.066,0.029,0.026,0.018,0.065,-0.02,0.01,-0.029,-0.063,-0.049,0.126,0.054,0.057,-0.019,0.009,0.047,0.019,-0.054,0.023,0.028,0.088,0.003,-0.087,0.056,0.029,-0.005,0.06,-0.101,-0.051,-0.02,-0.172,-0.069,-0.053,0.012,-0.028,-0.003,0.018,-0.073,0.016,-0.05,-0.059,0.009,0.037,0.009,-0.015,-0.052,-0.061,-0.044,0.085,0.013,0.041,-0.022,-0.037,0.082,-0.027,-0.005,-0.004,-0.072,0.018,-0.009,-0.053,-0.018,-0.017,-0.011,0.033
ctx-lh-FDp,,,,,,,,,,-0.023,0.002,-0.028,0.052,-0.021,0.021,0.12,-0.01,0.003,-0.059,-0.098,0.006,0.035,-0.054,-0.031,-0.073,-0.019,-0.022,0.041,-0.077,0.008,-0.003,-0.015,0.028,-0.02,0.084,-0.012,-0.019,0.014,-0.138,-0.004,0.003,-0.037,0.008,-0.048,0.007,0.052,0.167,-0.102,-0.024,-0.048,-0.054,-0.019,-0.008,0.039,-0.086,-0.008,0.033,-0.029,0.078,0.066,0.022,0.008,-0.112,-0.108,0.086,0.061,-0.048,0.002,-0.007,-0.045,-0.01,-0.068,-0.076,0.022,-0.008,0.033
ctx-lh-FE,,,,,,,,,,,0.043,0.033,-0.03,0.034,-0.024,0.054,-0.049,-0.063,-0.069,-0.026,-0.061,0.055,0.005,0.0,-0.003,0.025,-0.088,0.006,-0.014,-0.053,-0.001,0.017,-0.089,-0.105,0.036,0.071,0.009,0.016,-0.034,-0.04,-0.02,-0.071,-0.05,-0.026,0.042,0.026,0.06,-0.031,0.005,-0.017,-0.108,-0.056,-0.041,-0.057,0.057,-0.049,-0.023,-0.071,-0.024,0.057,-0.015,-0.022,-0.097,-0.088,-0.099,-0.051,-0.048,-0.011,-0.024,-0.018,-0.046,-0.036,-0.135,-0.015,0.023,0.018
