,ctx-lh-BA1_3,ctx-lh-BA2,ctx-lh-BA4,ctx-lh-BA5,ctx-lh-BA6,ctx-lh-BA7,ctx-lh-BA8,ctx-lh-BA9,ctx-lh-BA10,ctx-lh-BA11,ctx-lh-BA13,ctx-lh-BA16,ctx-lh-BA17,ctx-lh-BA18,ctx-lh-BA19,ctx-lh-BA20,ctx-lh-BA21,ctx-lh-BA22,ctx-lh-BA23,ctx-lh-BA24,ctx-lh-BA25,ctx-lh-BA26_29_30,ctx-lh-BA27,ctx-lh-BA28,ctx-lh-BA31,ctx-lh-BA32,ctx-lh-BA33,ctx-lh-BA34,ctx-lh-BA35_36,ctx-lh-BA37,ctx-lh-BA38,ctx-lh-BA39,ctx-lh-BA40,ctx-lh-BA41_42_52,ctx-lh-BA43,ctx-lh-BA44,ctx-lh-BA45,ctx-lh-BA46,ctx-lh-BA47,ctx-rh-BA1_3,ctx-rh-BA2,ctx-rh-BA4,ctx-rh-BA5,ctx-rh-BA6,ctx-rh-BA7,ctx-rh-BA8,ctx-rh-BA9,ctx-rh-BA10,ctx-rh-BA11,ctx-rh-BA13,ctx-rh-BA16,ctx-rh-BA17,ctx-rh-BA18,ctx-rh-BA19,ctx-rh-BA20,ctx-rh-BA21,ctx-rh-BA22,ctx-rh-BA23,ctx-rh-BA24,ctx-rh-BA25,ctx-rh-BA26_29_30,ctx-rh-BA27,ctx-rh-BA28,ctx-rh-BA31,ctx-rh-BA32,ctx-rh-BA33,ctx-rh-BA34,ctx-rh-BA35_36,ctx-rh-BA37,ctx-rh-BA38,ctx-rh-BA39,ctx-rh-BA40,ctx-rh-BA41_42_52,ctx-rh-BA43,ctx-rh-BA44,ctx-rh-BA45,ctx-rh-BA46,ctx-rh-BA47
ctx-lh-BA13,,,,,,,,,,,,-0.021,-0.158,-0.116,0.054,0.007,0.002,0.12,-0.079,-0.025,0.101,-0.082,-0.08,-0.038,-0.033,0.021,-0.017,0.109,0.112,0.252,-0.008,-0.032,0.061,-0.059,-0.033,0.096,0.163,0.014,0.026,0.123,0.234,0.165,0.229,0.064,0.089,-0.046,-0.148,-0.084,-0.14,0.069,0.097,-0.164,-0.125,0.015,-0.188,-0.162,0.108,-0.124,0.023,-0.009,-0.083,-0.078,-0.022,-0.169,-0.035,-0.079,0.001,0.081,0.146,0.023,-0.142,0.008,0.079,0.033,-0.04,-0.053,-0.1,-0.142
ctx-lh-BA16,,,,,,,,,,,,,-0.031,-0.025,0.091,0.134,-0.012,0.088,-0.26,-0.104,0.075,-0.178,-0.172,-0.159,-0.134,-0.118,-0.108,0.017,0.056,0.257,0.011,-0.072,0.046,-0.042,-0.056,0.115,0.127,-0.135,0.01,0.152,0.209,0.194,0.089,0.069,0.049,-0.104,-0.182,-0.073,-0.023,-0.005,0.107,-0.062,-0.044,0.014,-0.058,-0.064,0.07,-0.195,-0.201,0.011,-0.209,-0.255,-0.12,-0.183,-0.161,-0.09,-0.001,0.022,0.086,-0.023,-0.143,0.071,0.001,-0.049,0.094,0.003,-0.012,-0.066
ctx-lh-BA17,,,,,,,,,,,,,,0.07,0.177,0.076,0.064,0.109,-0.046,0.008,0.045,-0.027,-0.028,0.032,-0.149,0.006,-0.103,0.071,0.06,0.2,-0.049,-0.008,0.01,0.041,-0.054,0.042,0.023,-0.078,0.012,0.104,0.13,0.09,-0.009,0.064,-0.021,-0.046,-0.012,-0.074,0.071,-0.052,-0.052,-0.066,0.114,0.16,-0.034,0.018,0.091,-0.092,-0.013,0.085,-0.027,0.034,0.052,-0.151,0.014,0.008,-0.189,0.133,0.138,-0.102,0.006,-0.032,0.008,-0.036,-0.015,-0.002,-0.065,-0.069
ctx-lh-BA18,,,,,,,,,,,,,,,-0.068,0.14,0.14,0.045,0.11,0.147,0.127,0.095,-0.056,0.035,-0.022,0.184,-0.034,0.038,0.003,0.061,-0.056,0.047,0.06,-0.012,-0.142,-0.028,-0.013,-0.153,-0.025,-0.122,-0.135,-0.137,-0.22,-0.032,-0.113,0.144,0.135,0.085,0.074,-0.027,-0.004,0.122,-0.011,-0.049,0.025,0.08,-0.044,0.108,0.153,0.1,0.124,-0.046,-0.018,0.121,0.247,0.205,-0.149,0.014,-0.037,-0.132,0.083,-0.057,-0.063,-0.096,-0.049,-0.088,-0.061,0.006
ctx-lh-BA19,,,,,,,,,,,,,,,,0.058,0.006,0.016,-0.03,0.226,0.101,0.03,-0.078,-0.075,-0.064,0.174,0.137,0.009,-0.139,-0.181,-0.047,-0.059,0.102,0.101,-0.059,-0.028,0.086,-0.048,0.082,-0.128,-0.166,-0.151,-0.223,-0.02,-0.102,0.198,0.272,0.236,0.088,0.05,0.069,0.194,0.065,0.004,-0.045,0.018,-0.055,0.003,0.263,0.039,0.034,-0.055,-0.076,0.102,0.346,0.302,-0.231,-0.072,-0.187,-0.119,-0.009,-0.01,-0.036,-0.033,0.048,-0.006,0.084,0.171
ctx-lh-BA20,,,,,,,,,,,,,,,,,0.05,0.044,0.05,0.025,-0.076,0.033,-0.041,0.089,-0.021,0.005,0.042,-0.044,0.064,0.012,0.153,0.024,-0.033,0.027,0.075,0.049,-0.007,0.094,-0.053,0.084,-0.028,0.047,-0.046,-0.02,-0.118,-0.113,-0.051,-0.16,-0.118,0.04,0.071,0.097,0.086,0.04,-0.118,-0.106,-0.1,-0.043,-0.029,-0.058,0.006,0.114,0.053,-0.012,-0.11,-0.034,0.119,0.039,-0.013,-0.066,-0.023,-0.015,-0.029,0.104,-0.039,-0.083,-0.011,-0.182
ctx-lh-BA21,,,,,,,,,,,,,,,,,,-0.092,0.088,0.025,-0.082,0.062,0.071,0.045,0.02,0.011,-0.014,-0.102,-0.02,-0.105,0.04,0.035,-0.01,-0.169,0.088,-0.07,-0.111,0.07,-0.032,0.012,-0.13,-0.004,-0.096,0.054,-0.17,-0.037,0.028,-0.046,-0.025,-0.013,-0.036,0.069,0.036,-0.066,0.105,-0.044,-0.191,0.049,0.043,-0.032,0.09,0.034,-0.081,0.049,-0.029,-0.027,0.055,-0.023,-0.07,-0.039,0.025,0.003,-0.155,0.075,0.03,-0.038,0.026,-0.065
ctx-lh-BA22,,,,,,,,,,,,,,,,,,,-0.004,0.097,-0.145,0.011,0.088,0.0,0.077,0.046,0.061,-0.038,0.008,0.052,-0.144,-0.044,0.015,-0.105,-0.005,-0.029,0.001,0.079,0.008,-0.1,-0.093,-0.058,-0.041,0.045,0.02,-0.007,-0.044,-0.035,-0.099,0.098,0.057,0.126,-0.01,-0.045,-0.025,-0.124,-0.257,0.03,0.14,-0.003,0.008,-0.048,-0.116,0.157,0.048,0.012,0.125,-0.045,-0.068,-0.124,-0.055,0.016,-0.197,0.047,0.133,0.046,0.12,-0.005
ctx-lh-BA23,,,,,,,,,,,,,,,,,,,,-0.069,0.008,0.108,-0.016,-0.024,-0.024,-0.046,0.011,-0.049,-0.068,-0.074,0.01,0.147,-0.08,-0.041,-0.193,-0.074,-0.145,0.027,-0.037,-0.087,-0.194,-0.106,-0.23,-0.133,-0.169,0.068,0.171,0.017,0.135,-0.212,-0.108,0.058,0.071,-0.087,0.215,0.154,0.037,0.131,0.023,0.066,0.052,-0.154,-0.123,0.115,-0.002,0.084,0.023,-0.065,-0.107,0.017,0.169,-0.147,-0.053,-0.187,-0.057,-0.063,0.006,0.078
ctx-lh-BA24,,,,,,,,,,,,,,,,,,,,,0.019,-0.029,-0.12,-0.109,-0.024,-0.064,-0.053,-0.061,0.089,0.274,-0.016,0.06,0.056,0.032,-0.024,0.001,0.004,0.024,-0.03,0.064,0.025,0.147,0.095,0.049,0.002,-0.099,-0.174,-0.103,-0.099,-0.004,0.057,-0.011,0.078,0.146,0.072,-0.014,0.175,-0.146,-0.035,-0.046,-0.116,-0.11,-0.045,-0.165,0.032,-0.014,-0.032,0.065,0.173,-0.01,-0.088,0.075,0.099,-0.075,0.01,0.014,-0.015,-0.053
ctx-lh-BA25,,,,,,,,,,,,,,,,,,,,,,-0.03,0.029,0.279,-0.046,0.039,-0.007,0.094,0.17,0.04,0.055,0.002,0.072,-0.061,0.042,0.032,0.062,-0.035,-0.014,-0.02,-0.007,0.03,0.043,0.127,0.03,-0.115,-0.016,-0.101,-0.089,0.091,0.14,0.08,0.166,0.108,-0.021,-0.077,-0.068,-0.101,-0.009,0.036,-0.056,0.044,0.103,-0.056,0.001,-0.05,0.066,0.05,-0.008,0.06,0.012,0.085,-0.031,0.08,0.047,-0.014,0.013,-0.079
ctx-lh-BA26_29_30,,,,,,,,,,,,,,,,,,,,,,,-0.049,-0.001,0.044,-0.015,0.023,-0.145,-0.007,-0.008,-0.063,0.152,-0.04,-0.001,-0.121,-0.017,-0.058,0.1,-0.083,-0.072,-0.148,-0.095,-0.16,-0.102,-0.083,-0.039,0.045,-0.049,0.052,-0.172,-0.143,0.034,0.066,-0.022,0.132,0.047,0.026,0.099,0.022,0.048,-0.007,-0.117,-0.021,0.07,0.001,0.156,0.036,-0.048,-0.045,-0.06,0.13,-0.059,-0.066,-0.071,-0.059,-0.057,-0.0,-0.011
ctx-lh-BA27,,,,,,,,,,,,,,,,,,,,,,,,-0.065,0.048,-0.076,0.109,0.141,-0.108,-0.055,-0.046,0.158,-0.011,-0.078,-0.132,-0.059,0.096,0.15,0.054,0.045,-0.012,0.012,-0.13,-0.035,-0.139,0.108,0.054,0.044,-0.049,-0.124,-0.105,-0.001,-0.033,-0.091,0.013,0.065,0.029,-0.013,-0.114,-0.025,0.026,-0.091,-0.048,0.017,-0.114,0.047,-0.019,-0.033,-0.153,-0.025,0.076,-0.117,-0.119,-0.072,-0.122,0.05,0.033,0.065
ctx-lh-BA28,,,,,,,,,,,,,,,,,,,,,,,,,-0.024,0.007,0.07,0.02,-0.001,-0.037,0.039,0.045,-0.061,-0.058,-0.198,-0.03,0.039,0.054,0.105,-0.071,-0.11,-0.109,-0.198,-0.115,-0.14,0.183,0.129,0.054,0.186,-0.179,-0.02,0.009,-0.008,-0.073,0.123,0.11,0.004,-0.061,-0.092,0.108,0.035,-0.212,-0.051,0.033,-0.021,0.079,0.067,0.103,-0.085,0.022,0.068,-0.178,-0.137,-0.12,-0.045,0.022,0.076,0.127
ctx-lh-BA31,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013,0.07,0.048,-0.041,-0.047,0.002,0.056,-0.004,0.014,-0.051,0.028,-0.074,0.003,-0.087,-0.003,-0.015,-0.066,-0.051,-0.04,-0.019,0.006,0.157,0.035,0.023,-0.062,-0.002,-0.077,-0.016,-0.065,0.04,0.12,0.097,0.025,0.104,-0.058,0.001,-0.073,-0.038,0.095,0.017,0.05,0.12,-0.058,-0.083,-0.043,0.111,0.036,0.092,-0.037,-0.012,0.025,0.034,0.032
ctx-lh-BA32,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058,-0.088,0.111,0.134,-0.032,0.039,0.02,0.013,-0.089,-0.012,0.042,0.098,0.055,-0.1,-0.015,-0.025,-0.038,0.028,0.003,-0.102,-0.034,0.015,0.056,0.003,-0.06,0.044,0.095,0.101,0.056,-0.021,0.097,-0.081,0.011,-0.087,-0.096,-0.065,-0.034,-0.091,-0.06,0.003,-0.083,0.047,0.039,0.077,-0.043,0.043,0.026,-0.127,-0.0,-0.014,0.016,-0.009
ctx-lh-BA33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.083,0.12,-0.058,0.093,0.085,0.116,-0.036,0.024,0.013,-0.044,-0.034,-0.163,0.003,0.024,-0.033,0.078,-0.033,-0.081,0.005,0.016,0.145,-0.127,0.001,-0.091,-0.075,0.079,0.061,0.005,0.108,-0.039,0.018,-0.033,-0.002,-0.082,0.063,-0.056,0.011,0.022,-0.121,-0.021,-0.062,0.029,-0.058,0.022,0.099,-0.111,-0.026,0.003,-0.082,0.014
ctx-lh-BA34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,0.103,-0.007,0.001,0.093,-0.049,-0.022,0.034,-0.051,-0.017,-0.068,-0.108,-0.07,-0.146,-0.103,-0.007,-0.051,0.048,-0.036,0.011,0.005,-0.035,-0.087,0.02,0.024,0.016,-0.122,-0.133,-0.048,0.03,0.062,0.043,-0.033,0.096,0.011,0.072,0.06,0.051,-0.019,0.038,0.057,-0.013,-0.011,0.083,0.003,-0.012,-0.0,-0.01,0.092,-0.011
ctx-lh-BA35_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.044,0.092,-0.135,-0.016,0.123,-0.004,0.03,0.089,-0.042,0.145,-0.042,-0.008,-0.007,-0.071,-0.048,-0.18,0.024,0.033,0.083,0.108,-0.015,0.191,0.062,-0.024,-0.085,0.076,-0.04,-0.107,-0.161,0.102,0.126,-0.032,-0.158,-0.159,-0.085,0.034,0.071,0.068,0.053,-0.086,-0.032,-0.157,-0.015,0.053,0.017,-0.006,-0.012,0.024,0.125
ctx-lh-BA37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.064,-0.181,0.116,0.171,0.147,0.102,0.033,-0.043,0.04,-0.021,-0.108,-0.073,-0.088,0.098,-0.133,-0.017,0.021,0.107,-0.028,0.151,0.247,0.125,-0.027,-0.136,-0.038,-0.044,-0.073,-0.082,0.244,-0.049,-0.024,-0.101,-0.111,-0.021,0.124,0.226,-0.095,-0.06,-0.126,-0.126,-0.218,0.076,0.059,0.074,0.124,-0.047,0.086,0.102
ctx-lh-BA38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.043,0.016,-0.106,0.076,-0.017,0.032,0.032,0.058,0.041,0.104,0.098,0.003,0.049,-0.132,0.026,0.016,0.001,0.032,0.012,0.086,-0.024,-0.036,-0.09,0.13,-0.035,-0.214,-0.045,-0.051,0.105,-0.003,-0.041,-0.07,-0.0,-0.061,-0.071,0.091,0.09,-0.042,-0.117,-0.027,0.039,-0.028,0.182,0.035,-0.002,0.04,-0.053
ctx-lh-BA39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.039,0.03,0.008,-0.013,-0.162,0.049,-0.026,-0.031,-0.126,-0.099,-0.059,-0.136,-0.071,-0.004,0.144,0.029,0.04,-0.101,0.011,0.034,-0.003,-0.075,0.092,0.102,-0.08,0.108,0.046,0.006,0.135,0.041,-0.065,0.159,0.065,0.11,0.05,-0.078,-0.097,0.027,0.059,-0.036,-0.0,-0.019,-0.023,-0.065,0.019,0.032
ctx-lh-BA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.102,-0.031,-0.107,-0.103,-0.05,0.012,0.014,-0.003,0.173,0.028,0.065,-0.041,-0.102,-0.028,-0.201,0.023,0.021,0.008,0.001,0.08,-0.098,0.005,0.001,-0.107,0.085,-0.051,-0.122,-0.01,-0.041,-0.042,0.002,-0.038,0.162,-0.043,0.073,-0.003,-0.077,0.045,-0.023,0.019,-0.048,-0.13,-0.134,-0.117
ctx-lh-BA41_42_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.218,-0.064,-0.053,-0.013,-0.001,-0.012,-0.019,0.014,0.082,0.031,0.141,-0.04,-0.12,-0.015,-0.029,0.022,-0.116,0.045,0.025,0.064,0.098,-0.107,-0.037,0.019,-0.044,0.099,-0.014,-0.105,0.005,-0.01,-0.063,0.009,0.037,0.026,0.079,-0.13,0.01,0.054,-0.286,-0.094,0.048,0.026,0.015,0.026
ctx-lh-BA43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.056,-0.049,0.018,-0.022,0.039,-0.023,0.013,-0.031,0.018,-0.035,-0.141,-0.082,0.029,-0.031,-0.022,-0.064,-0.143,-0.102,0.068,0.063,0.028,-0.121,-0.183,0.092,-0.141,-0.269,-0.196,-0.038,-0.092,-0.048,0.055,-0.037,0.005,0.031,0.072,0.087,-0.119,-0.149,0.043,-0.045,-0.133,0.019
ctx-lh-BA44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,-0.003,0.033,-0.057,0.026,0.005,0.119,-0.005,0.02,-0.036,-0.091,0.053,-0.022,0.124,0.035,0.002,-0.042,-0.029,-0.038,-0.065,0.022,-0.07,-0.023,-0.03,-0.042,0.02,-0.035,-0.072,0.005,-0.071,0.079,0.009,0.033,0.024,-0.034,0.042,0.019,0.009,-0.012,-0.034,-0.047,-0.057
ctx-lh-BA45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063,-0.008,-0.049,0.029,0.024,0.078,0.135,0.066,-0.113,-0.018,0.045,-0.035,0.173,0.02,0.051,-0.004,0.044,-0.057,-0.172,-0.09,-0.115,0.1,-0.066,-0.09,0.046,-0.022,-0.061,0.055,-0.041,0.033,0.069,0.073,0.085,-0.151,0.05,-0.105,0.083,0.143,-0.013,0.045,-0.047
ctx-lh-BA46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,-0.138,-0.103,-0.112,-0.083,-0.136,-0.022,0.159,0.156,0.159,0.074,-0.082,-0.144,-0.078,-0.074,-0.085,-0.083,0.06,-0.06,0.064,-0.017,-0.004,0.006,0.087,-0.051,-0.026,0.021,-0.056,0.044,-0.089,0.007,0.083,0.031,-0.09,-0.063,-0.166,-0.063,-0.015,0.054,0.148
ctx-lh-BA47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.162,-0.039,-0.01,-0.023,0.045,-0.025,-0.05,0.06,0.009,-0.071,0.071,0.078,0.002,-0.018,0.016,-0.083,-0.171,-0.132,-0.001,0.022,-0.067,-0.039,0.056,0.055,-0.071,-0.014,-0.041,0.074,0.049,0.064,0.068,-0.081,-0.015,-0.093,-0.045,0.055,-0.095,0.061,-0.005
ctx-rh-BA1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.101,0.01,-0.096,0.106,-0.017,-0.001,-0.119,-0.09,-0.009,0.092,0.182,0.075,-0.068,-0.05,0.07,0.056,-0.004,-0.088,-0.107,0.007,-0.093,-0.096,-0.093,0.005,-0.053,-0.042,0.036,-0.02,-0.024,0.078,-0.058,0.1,-0.044,0.032,0.077,0.042,-0.161,-0.024
ctx-rh-BA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,-0.06,0.102,-0.005,0.058,-0.044,-0.002,0.01,0.194,0.203,0.113,-0.086,-0.109,0.1,-0.016,0.002,-0.098,0.006,0.006,-0.121,-0.124,-0.068,0.041,0.038,0.141,0.073,-0.058,-0.098,0.114,-0.076,0.164,-0.024,0.032,0.161,0.116,-0.032,0.174
ctx-rh-BA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018,0.11,-0.006,-0.024,-0.123,-0.066,0.004,0.136,0.178,0.045,-0.124,-0.087,-0.016,0.032,0.029,-0.097,-0.047,0.068,-0.121,-0.063,-0.042,-0.006,0.027,0.004,0.096,-0.043,-0.035,0.172,-0.119,0.104,-0.033,0.055,0.117,0.142,-0.072,0.07
