,ctx-lh-FA,ctx-lh-FB,ctx-lh-FC,ctx-lh-FCBm,ctx-lh-FD,ctx-lh-FDdelta,ctx-lh-FDT,ctx-lh-FE,ctx-lh-FF,ctx-lh-FG,ctx-lh-FH,ctx-lh-FJK,ctx-lh-FLMN,ctx-lh-HA,ctx-lh-HB,ctx-lh-HC,ctx-lh-IA,ctx-lh-IB,ctx-lh-LA1,ctx-lh-LA2,ctx-lh-LC1,ctx-lh-LC2,ctx-lh-LC3,ctx-lh-LD,ctx-lh-LE,ctx-lh-OA,ctx-lh-OB,ctx-lh-OC,ctx-lh-PA,ctx-lh-PB,ctx-lh-PC,ctx-lh-PD,ctx-lh-PE,ctx-lh-PF,ctx-lh-PG,ctx-lh-PH,ctx-lh-TA,ctx-lh-TB,ctx-lh-TC,ctx-lh-TD,ctx-lh-TE,ctx-lh-TF,ctx-lh-TG,ctx-rh-FA,ctx-rh-FB,ctx-rh-FC,ctx-rh-FCBm,ctx-rh-FD,ctx-rh-FDdelta,ctx-rh-FDT,ctx-rh-FE,ctx-rh-FF,ctx-rh-FG,ctx-rh-FH,ctx-rh-FJK,ctx-rh-FLMN,ctx-rh-HA,ctx-rh-HB,ctx-rh-HC,ctx-rh-IA,ctx-rh-IB,ctx-rh-LA1,ctx-rh-LA2,ctx-rh-LC1,ctx-rh-LC2,ctx-rh-LC3,ctx-rh-LD,ctx-rh-LE,ctx-rh-OA,ctx-rh-OB,ctx-rh-OC,ctx-rh-PA,ctx-rh-PB,ctx-rh-PC,ctx-rh-PD,ctx-rh-PE,ctx-rh-PF,ctx-rh-PG,ctx-rh-PH,ctx-rh-TA,ctx-rh-TB,ctx-rh-TC,ctx-rh-TD,ctx-rh-TE,ctx-rh-TF,ctx-rh-TG
ctx-lh-FH,,,,,,,,,,,,-0.009,-0.065,0.005,-0.055,0.007,-0.008,-0.01,-0.102,0.016,-0.096,-0.074,0.049,-0.038,-0.045,0.02,-0.02,-0.001,-0.069,-0.132,-0.049,-0.006,-0.003,-0.053,-0.034,-0.033,-0.074,0.135,0.028,-0.012,-0.091,-0.056,-0.096,-0.127,-0.097,0.041,-0.001,0.002,0.035,0.019,-0.086,-0.05,0.083,-0.013,0.029,-0.092,0.004,-0.053,-0.033,-0.018,-0.046,-0.053,0.031,0.013,-0.058,0.057,-0.016,-0.0,0.003,-0.029,-0.025,-0.157,-0.173,-0.07,-0.068,-0.025,-0.043,-0.016,-0.058,0.001,-0.026,0.002,-0.079,-0.049,-0.041,0.021
ctx-lh-FJK,,,,,,,,,,,,,-0.058,-0.064,-0.016,-0.002,-0.064,-0.143,-0.104,-0.077,-0.126,-0.15,-0.14,-0.069,-0.168,-0.036,-0.085,-0.069,0.014,0.033,-0.031,-0.009,-0.045,-0.064,-0.004,-0.023,-0.069,0.025,-0.061,-0.118,-0.001,-0.054,-0.079,-0.073,-0.059,-0.049,-0.09,-0.043,0.044,-0.048,-0.055,-0.073,0.012,0.001,0.018,-0.076,-0.003,0.072,-0.032,-0.056,-0.038,-0.125,-0.184,-0.151,-0.151,-0.134,-0.071,-0.189,-0.02,-0.082,-0.06,-0.005,-0.056,-0.048,0.019,-0.053,-0.092,-0.022,-0.015,0.017,0.036,-0.027,-0.002,-0.014,-0.053,-0.061
ctx-lh-FLMN,,,,,,,,,,,,,,0.065,-0.04,-0.016,-0.039,-0.041,-0.105,-0.034,0.006,-0.015,0.006,-0.051,0.017,-0.057,-0.057,-0.065,-0.051,-0.086,-0.101,-0.037,-0.019,-0.066,-0.02,-0.071,-0.042,0.07,0.026,0.018,-0.046,-0.061,-0.03,-0.129,-0.097,-0.004,-0.024,-0.057,-0.059,0.009,-0.063,-0.101,0.074,-0.002,-0.039,-0.043,0.039,-0.048,-0.034,-0.042,-0.066,-0.139,0.012,0.041,-0.009,0.039,-0.048,-0.029,-0.062,-0.093,-0.092,-0.156,-0.13,-0.12,-0.084,-0.024,-0.045,0.004,-0.093,-0.031,-0.038,-0.017,-0.025,-0.058,-0.087,-0.021
ctx-lh-HA,,,,,,,,,,,,,,,-0.117,-0.057,-0.02,-0.017,0.027,0.067,0.03,0.024,0.052,0.024,-0.02,0.101,0.114,0.07,0.106,0.169,0.116,0.081,0.11,0.036,0.077,0.079,0.046,-0.032,0.045,0.011,0.038,-0.028,-0.068,0.083,0.076,0.136,0.045,0.114,0.156,0.049,-0.011,0.018,0.011,0.035,-0.01,-0.028,-0.018,-0.068,-0.057,-0.048,0.015,0.047,0.092,0.041,0.017,0.081,0.131,0.02,0.095,0.099,0.054,0.113,0.063,0.1,0.127,0.162,0.08,0.097,0.092,0.006,0.072,0.033,0.01,0.062,-0.049,-0.074
ctx-lh-HB,,,,,,,,,,,,,,,,-0.141,-0.055,-0.026,-0.091,-0.033,-0.085,-0.069,-0.063,-0.092,-0.119,-0.06,-0.127,-0.114,0.03,-0.007,-0.013,-0.015,-0.045,-0.086,-0.066,-0.027,-0.085,-0.085,-0.047,-0.085,-0.088,-0.078,-0.135,-0.107,-0.098,-0.057,-0.066,-0.047,0.013,-0.084,-0.131,-0.061,-0.114,-0.055,-0.052,-0.032,-0.039,0.02,-0.087,-0.062,-0.011,-0.113,-0.046,-0.114,-0.025,-0.102,-0.102,-0.078,-0.062,-0.064,-0.112,-0.04,-0.08,-0.072,0.069,-0.022,-0.055,-0.038,-0.037,-0.131,-0.043,0.002,-0.07,-0.09,-0.016,-0.116
ctx-lh-HC,,,,,,,,,,,,,,,,,-0.192,-0.142,-0.185,-0.046,0.044,-0.008,-0.091,-0.016,0.009,-0.023,-0.028,-0.015,-0.067,-0.049,-0.039,-0.139,-0.078,-0.188,-0.056,-0.07,-0.058,-0.071,-0.137,-0.019,-0.128,-0.085,-0.12,-0.129,-0.201,-0.039,-0.158,-0.049,-0.033,-0.133,-0.04,-0.13,0.01,0.101,0.009,-0.038,-0.07,-0.123,0.045,-0.146,-0.129,-0.137,-0.051,0.041,0.099,-0.049,0.031,0.056,-0.037,-0.073,-0.035,-0.139,-0.11,-0.085,-0.104,-0.052,-0.148,-0.012,-0.009,-0.089,-0.054,-0.049,-0.069,-0.135,-0.119,-0.09
ctx-lh-IA,,,,,,,,,,,,,,,,,,-0.094,-0.056,-0.056,-0.134,-0.14,-0.109,-0.14,-0.22,-0.047,-0.115,-0.123,0.059,0.132,0.106,-0.057,-0.091,-0.066,-0.124,-0.07,-0.038,-0.029,-0.084,-0.092,-0.066,-0.075,-0.071,0.061,-0.013,-0.069,-0.05,-0.024,0.026,-0.057,-0.011,0.066,-0.031,0.036,-0.029,0.027,-0.082,0.063,-0.136,0.015,0.011,-0.049,-0.098,-0.162,-0.115,-0.049,-0.167,-0.218,-0.106,-0.146,-0.161,0.113,0.078,0.129,0.007,-0.067,-0.068,-0.102,-0.068,-0.004,0.029,0.057,-0.009,-0.059,-0.082,-0.041
ctx-lh-IB,,,,,,,,,,,,,,,,,,,-0.096,-0.075,-0.128,-0.126,-0.069,-0.096,-0.179,0.024,-0.007,-0.021,0.036,-0.001,0.105,-0.028,-0.038,-0.008,-0.075,-0.001,-0.044,-0.003,-0.081,-0.129,-0.001,-0.008,-0.036,0.059,-0.029,-0.097,0.021,-0.048,0.047,-0.009,-0.077,0.02,-0.001,-0.035,-0.028,-0.022,-0.144,-0.022,-0.105,0.002,-0.038,-0.108,-0.101,-0.169,-0.146,-0.003,-0.123,-0.194,-0.055,-0.092,-0.025,0.115,-0.005,0.094,-0.003,-0.013,0.027,-0.07,-0.004,-0.013,0.019,0.017,-0.017,-0.038,-0.046,0.007
ctx-lh-LA1,,,,,,,,,,,,,,,,,,,,-0.096,-0.168,-0.169,-0.073,-0.119,-0.263,-0.013,-0.068,-0.095,0.083,0.066,0.07,-0.048,-0.023,-0.008,-0.097,-0.027,-0.087,0.045,-0.046,-0.116,-0.047,-0.048,-0.093,0.06,0.026,-0.017,-0.027,-0.011,0.091,0.03,-0.058,0.035,-0.037,-0.069,-0.05,-0.053,-0.072,-0.02,-0.123,-0.029,-0.093,-0.03,-0.096,-0.149,-0.143,0.039,-0.084,-0.258,-0.046,-0.132,-0.105,0.07,0.007,0.051,-0.004,-0.052,-0.003,-0.096,-0.047,-0.007,-0.018,-0.029,-0.045,-0.047,-0.092,-0.03
ctx-lh-LA2,,,,,,,,,,,,,,,,,,,,,-0.073,-0.069,-0.049,-0.015,-0.129,0.05,-0.026,-0.07,0.118,0.112,0.05,-0.042,-0.013,-0.024,-0.004,0.043,0.024,0.085,-0.017,-0.06,0.059,0.039,-0.016,0.035,0.02,0.076,-0.017,0.083,0.11,0.043,0.008,0.062,0.011,0.004,-0.03,0.027,0.004,-0.012,-0.049,-0.049,-0.065,-0.031,-0.012,-0.086,-0.052,0.049,-0.025,-0.139,0.037,-0.03,-0.073,0.077,0.041,0.072,0.009,-0.035,-0.013,-0.033,0.01,0.083,0.031,-0.011,-0.032,0.047,-0.009,0.037
ctx-lh-LC1,,,,,,,,,,,,,,,,,,,,,,0.071,-0.055,0.002,0.003,0.003,-0.014,-0.015,-0.072,-0.079,-0.039,-0.052,-0.057,-0.163,-0.021,-0.059,-0.09,-0.001,-0.082,-0.084,-0.065,-0.078,-0.106,-0.085,-0.145,0.041,-0.106,-0.002,-0.006,-0.04,-0.0,-0.103,0.032,-0.012,-0.047,0.004,-0.006,-0.071,0.004,-0.11,-0.118,-0.131,-0.096,0.081,0.053,0.012,0.092,0.068,0.021,-0.051,-0.027,-0.087,-0.074,-0.02,-0.048,-0.032,-0.118,0.048,-0.018,-0.064,-0.045,-0.08,-0.043,-0.053,-0.053,-0.05
ctx-lh-LC2,,,,,,,,,,,,,,,,,,,,,,,-0.028,-0.007,-0.017,-0.012,-0.037,-0.047,-0.057,-0.102,-0.067,-0.05,-0.037,-0.126,0.096,-0.07,-0.049,0.0,-0.043,-0.087,-0.021,-0.091,-0.031,-0.122,-0.167,0.054,-0.086,0.024,-0.018,-0.027,-0.043,-0.09,0.056,-0.008,-0.068,-0.015,0.001,-0.079,-0.016,-0.15,-0.127,-0.161,-0.114,0.08,0.048,-0.015,0.038,0.027,0.019,-0.084,-0.047,-0.109,-0.07,-0.034,-0.034,-0.048,-0.067,0.13,-0.015,-0.036,-0.034,-0.086,-0.071,0.001,-0.03,0.037
ctx-lh-LC3,,,,,,,,,,,,,,,,,,,,,,,,0.008,-0.096,-0.001,-0.131,-0.133,0.097,0.105,0.048,0.059,-0.003,0.068,0.048,0.043,0.066,0.05,-0.046,-0.032,0.097,-0.031,0.048,0.088,-0.007,-0.006,-0.059,0.008,-0.064,-0.014,-0.045,-0.035,0.056,0.08,0.022,0.016,-0.099,0.036,-0.024,-0.041,-0.007,-0.071,-0.123,-0.083,0.002,-0.038,-0.017,-0.114,-0.002,-0.085,-0.087,0.082,0.128,0.093,0.081,-0.024,-0.005,0.044,0.025,0.088,0.068,-0.046,0.052,0.086,-0.01,0.042
ctx-lh-LD,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,-0.015,-0.001,-0.041,-0.092,-0.08,-0.104,-0.083,-0.033,-0.141,0.012,-0.107,-0.178,-0.156,-0.054,-0.051,-0.141,-0.09,-0.182,-0.188,-0.224,-0.089,-0.203,-0.087,0.005,-0.206,-0.041,-0.164,-0.008,-0.077,-0.023,-0.057,-0.041,0.039,-0.003,-0.131,-0.149,-0.088,0.006,-0.029,0.036,-0.008,-0.051,-0.063,-0.032,-0.017,-0.019,-0.14,-0.148,-0.117,-0.125,-0.03,-0.178,-0.023,-0.055,-0.217,-0.105,-0.067,-0.135,-0.211,-0.142,-0.152
ctx-lh-LE,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013,-0.025,-0.048,-0.097,-0.134,-0.127,-0.048,-0.028,-0.153,0.049,-0.056,-0.12,-0.021,-0.094,-0.089,-0.073,-0.077,-0.106,-0.176,-0.242,0.004,-0.163,-0.028,0.022,-0.096,-0.056,-0.078,0.057,0.041,-0.079,-0.034,-0.118,-0.109,0.013,-0.174,-0.201,-0.183,-0.127,0.013,0.056,0.028,0.045,0.006,-0.01,-0.047,-0.042,-0.141,-0.122,-0.129,-0.061,-0.044,-0.122,0.111,-0.009,-0.137,-0.114,-0.142,-0.103,-0.076,-0.059,-0.091
ctx-lh-OA,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064,0.118,-0.03,-0.068,-0.042,0.028,-0.038,-0.032,0.001,-0.013,-0.122,-0.053,-0.05,0.003,-0.025,-0.021,-0.106,-0.049,-0.038,-0.02,-0.054,-0.037,-0.002,-0.052,-0.038,-0.08,-0.031,0.014,-0.062,-0.002,-0.026,-0.061,-0.007,-0.061,-0.009,0.022,-0.012,-0.049,0.051,-0.009,-0.05,0.001,-0.003,0.056,0.122,0.007,-0.039,-0.037,-0.025,-0.0,-0.028,0.019,-0.062,-0.141,-0.059,0.009,-0.111,-0.084,-0.075,-0.112
ctx-lh-OB,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158,0.034,0.02,0.058,0.059,-0.02,-0.068,0.002,0.017,-0.056,-0.009,-0.056,-0.009,-0.016,0.002,-0.108,0.022,-0.033,-0.035,-0.089,-0.085,-0.058,-0.067,-0.069,-0.078,0.026,0.026,-0.03,0.002,-0.056,-0.019,0.004,-0.071,-0.033,-0.038,-0.039,-0.111,0.026,-0.087,-0.036,-0.033,0.039,-0.019,0.116,0.047,0.05,0.049,0.008,-0.044,-0.084,-0.017,-0.046,-0.115,-0.026,0.007,-0.079,-0.076,-0.091,-0.11
ctx-lh-OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086,0.068,0.065,0.058,0.011,-0.035,0.015,0.077,-0.041,-0.069,-0.077,-0.01,-0.001,0.012,-0.055,0.023,-0.036,-0.045,-0.084,-0.051,-0.046,-0.029,-0.033,-0.059,0.029,0.054,-0.08,-0.002,-0.063,-0.069,0.047,-0.071,-0.045,-0.078,-0.055,-0.103,0.012,-0.131,0.007,-0.029,0.102,0.052,-0.041,0.057,0.062,0.05,0.045,-0.023,-0.068,-0.026,0.027,-0.075,0.012,-0.008,-0.089,-0.051,-0.07,-0.076
ctx-lh-PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.162,-0.121,-0.05,0.034,0.042,-0.035,-0.115,-0.076,0.021,0.055,-0.028,-0.056,-0.061,-0.058,-0.077,-0.026,0.005,0.02,0.018,0.116,0.036,-0.027,-0.031,-0.072,-0.071,0.007,0.004,-0.06,-0.01,-0.031,0.088,0.06,0.081,0.049,-0.046,-0.079,0.159,-0.06,-0.028,-0.065,-0.017,0.053,-0.036,-0.173,-0.118,-0.114,0.028,0.083,-0.061,-0.11,-0.086,0.057,0.115,0.027,-0.118,-0.13,-0.065
ctx-lh-PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19,-0.087,-0.029,0.075,-0.032,-0.147,-0.048,0.003,0.077,-0.029,-0.077,-0.11,0.005,-0.115,-0.059,0.016,0.059,0.022,0.092,0.057,-0.066,-0.035,-0.089,-0.121,-0.015,-0.041,0.012,-0.003,-0.042,0.081,0.049,0.075,0.055,-0.04,-0.121,0.133,-0.06,-0.022,-0.076,-0.03,0.043,-0.15,-0.128,-0.206,-0.134,-0.026,0.025,-0.089,-0.108,-0.128,-0.022,0.09,0.013,-0.176,-0.127,-0.051
ctx-lh-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.051,0.005,0.111,-0.024,-0.081,-0.032,0.05,0.056,0.017,-0.034,-0.034,0.0,-0.01,0.049,-0.0,0.089,0.009,0.102,0.08,-0.059,0.012,0.001,-0.064,0.067,-0.002,-0.021,-0.07,-0.023,0.102,0.061,0.069,0.028,-0.023,-0.109,0.099,-0.063,-0.046,-0.077,0.016,0.07,-0.077,-0.137,-0.15,-0.109,-0.019,0.06,-0.085,-0.067,-0.097,0.014,0.054,-0.001,-0.105,-0.055,-0.018
ctx-lh-PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023,-0.076,-0.029,-0.051,-0.037,0.017,0.045,-0.024,-0.029,-0.038,0.032,-0.023,-0.038,-0.032,0.015,0.003,0.0,-0.019,-0.022,0.006,0.039,-0.002,0.022,-0.031,-0.08,0.009,-0.072,-0.038,-0.034,-0.056,-0.117,-0.039,-0.045,0.094,-0.075,-0.057,-0.006,0.007,0.026,-0.008,-0.059,-0.012,0.001,-0.028,-0.014,-0.054,-0.024,-0.089,-0.054,0.052,-0.023,-0.04,-0.1,-0.053
ctx-lh-PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.098,-0.003,-0.075,-0.055,0.009,0.014,-0.002,0.004,-0.038,-0.033,-0.004,-0.037,0.005,-0.051,0.009,0.04,-0.007,0.001,-0.051,0.022,0.035,-0.037,0.004,-0.089,0.001,-0.024,-0.061,-0.03,-0.023,-0.064,-0.057,0.056,0.081,-0.031,-0.015,-0.056,-0.053,-0.03,0.062,-0.03,0.026,0.007,0.06,-0.029,0.019,-0.05,-0.038,0.024,0.032,-0.018,0.015,-0.08,-0.065
ctx-lh-PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.092,-0.077,-0.014,0.096,0.009,-0.055,-0.021,-0.104,-0.095,0.107,0.075,-0.048,0.016,0.017,0.044,0.015,-0.069,0.023,-0.047,-0.063,0.007,-0.058,-0.102,0.076,-0.139,-0.023,0.004,-0.075,-0.085,-0.171,-0.15,0.088,-0.114,-0.154,-0.064,-0.098,-0.042,0.09,0.045,0.13,0.027,-0.067,-0.014,-0.086,-0.034,-0.013,0.041,0.072,0.039,-0.027,-0.107,-0.048
ctx-lh-PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048,-0.059,0.039,0.003,-0.034,-0.05,-0.078,-0.096,-0.05,-0.106,0.041,-0.068,0.009,-0.031,-0.04,0.003,-0.043,-0.041,0.006,-0.048,-0.027,-0.002,0.015,-0.068,-0.116,-0.07,-0.089,-0.098,0.06,0.089,0.05,0.018,0.095,0.017,-0.018,0.003,-0.078,-0.027,0.005,-0.019,-0.017,-0.097,0.007,-0.011,-0.054,-0.033,-0.046,-0.02,-0.014,-0.084,-0.046
