,ctx-lh-BA1_3,ctx-lh-BA2,ctx-lh-BA4,ctx-lh-BA5,ctx-lh-BA6,ctx-lh-BA7,ctx-lh-BA8,ctx-lh-BA9,ctx-lh-BA10,ctx-lh-BA11,ctx-lh-BA13,ctx-lh-BA16,ctx-lh-BA17,ctx-lh-BA18,ctx-lh-BA19,ctx-lh-BA20,ctx-lh-BA21,ctx-lh-BA22,ctx-lh-BA23,ctx-lh-BA24,ctx-lh-BA25,ctx-lh-BA26_29_30,ctx-lh-BA27,ctx-lh-BA28,ctx-lh-BA31,ctx-lh-BA32,ctx-lh-BA33,ctx-lh-BA34,ctx-lh-BA35_36,ctx-lh-BA37,ctx-lh-BA38,ctx-lh-BA39,ctx-lh-BA40,ctx-lh-BA41_42_52,ctx-lh-BA43,ctx-lh-BA44,ctx-lh-BA45,ctx-lh-BA46,ctx-lh-BA47,ctx-rh-BA1_3,ctx-rh-BA2,ctx-rh-BA4,ctx-rh-BA5,ctx-rh-BA6,ctx-rh-BA7,ctx-rh-BA8,ctx-rh-BA9,ctx-rh-BA10,ctx-rh-BA11,ctx-rh-BA13,ctx-rh-BA16,ctx-rh-BA17,ctx-rh-BA18,ctx-rh-BA19,ctx-rh-BA20,ctx-rh-BA21,ctx-rh-BA22,ctx-rh-BA23,ctx-rh-BA24,ctx-rh-BA25,ctx-rh-BA26_29_30,ctx-rh-BA27,ctx-rh-BA28,ctx-rh-BA31,ctx-rh-BA32,ctx-rh-BA33,ctx-rh-BA34,ctx-rh-BA35_36,ctx-rh-BA37,ctx-rh-BA38,ctx-rh-BA39,ctx-rh-BA40,ctx-rh-BA41_42_52,ctx-rh-BA43,ctx-rh-BA44,ctx-rh-BA45,ctx-rh-BA46,ctx-rh-BA47
ctx-lh-BA13,,,,,,,,,,,,-0.062,0.016,0.057,0.167,-0.008,0.006,0.082,-0.01,-0.136,-0.042,-0.034,0.046,0.087,-0.061,-0.15,-0.09,0.075,-0.064,0.108,0.019,-0.008,-0.147,-0.016,-0.036,-0.262,-0.165,-0.089,-0.021,0.22,0.218,0.083,0.084,-0.137,0.084,-0.118,-0.088,-0.078,-0.062,-0.213,-0.101,0.025,0.116,0.165,-0.099,-0.107,0.057,-0.037,-0.263,0.033,0.037,0.151,-0.017,-0.118,-0.23,-0.089,-0.001,-0.009,0.192,0.005,-0.016,-0.155,0.064,0.059,-0.317,-0.322,-0.15,-0.196
ctx-lh-BA16,,,,,,,,,,,,,0.121,0.128,0.202,-0.059,-0.147,-0.107,-0.176,-0.265,-0.159,-0.139,-0.032,-0.074,-0.133,-0.181,0.011,0.003,0.01,0.05,-0.126,-0.097,-0.153,0.058,-0.12,-0.18,-0.123,-0.032,-0.145,0.09,0.151,0.048,0.079,0.037,0.19,-0.078,-0.097,-0.073,-0.185,-0.158,-0.091,0.135,0.06,0.099,-0.15,-0.228,-0.071,-0.137,-0.175,-0.038,-0.152,0.03,0.011,-0.141,-0.213,-0.132,0.033,-0.022,0.164,-0.161,-0.074,0.03,0.053,-0.079,-0.148,-0.139,-0.011,-0.228
ctx-lh-BA17,,,,,,,,,,,,,,-0.043,0.05,0.021,0.125,0.237,-0.103,0.122,0.108,-0.13,-0.154,-0.248,-0.034,0.074,0.113,-0.107,-0.085,0.027,-0.015,0.013,0.097,0.078,0.058,0.144,0.02,-0.042,-0.03,0.186,0.145,0.238,0.171,0.231,-0.016,0.023,0.033,0.032,0.031,0.147,0.094,-0.2,-0.011,0.085,-0.054,0.109,0.201,-0.053,0.118,-0.045,-0.093,-0.211,-0.123,-0.025,0.134,0.145,-0.12,-0.068,0.052,-0.05,-0.001,0.072,0.104,0.062,0.14,-0.055,-0.015,0.007
ctx-lh-BA18,,,,,,,,,,,,,,,-0.234,0.12,0.162,0.036,-0.068,0.07,0.083,-0.051,-0.135,-0.174,0.03,0.053,0.065,-0.08,-0.028,-0.089,0.008,0.052,0.214,0.031,-0.056,0.132,0.041,-0.023,0.019,-0.046,-0.097,0.052,0.011,0.129,-0.127,0.124,0.132,0.065,0.03,0.1,0.13,-0.083,-0.193,-0.196,0.02,0.146,-0.011,-0.001,0.14,-0.038,-0.035,-0.199,-0.113,0.054,0.087,0.061,-0.109,-0.043,-0.106,-0.019,0.074,0.066,0.062,-0.075,0.088,-0.071,-0.064,0.041
ctx-lh-BA19,,,,,,,,,,,,,,,,0.021,0.048,-0.13,-0.017,0.063,-0.026,0.013,-0.12,-0.144,0.157,0.064,0.068,-0.066,-0.092,-0.149,-0.098,0.137,0.245,0.05,-0.05,0.086,0.015,0.026,0.004,-0.083,-0.187,-0.053,-0.025,0.122,-0.047,0.156,0.135,0.157,0.093,0.102,0.143,0.048,-0.276,-0.343,-0.049,0.074,-0.083,0.067,0.151,-0.067,0.044,-0.147,-0.197,0.231,0.165,0.142,-0.116,-0.103,-0.227,-0.079,0.172,0.165,0.081,-0.024,0.065,0.01,0.062,0.03
ctx-lh-BA20,,,,,,,,,,,,,,,,,0.1,-0.085,0.015,-0.164,0.012,0.023,-0.03,0.091,-0.093,-0.014,-0.098,0.093,0.012,-0.06,0.081,-0.082,-0.123,0.078,0.123,-0.065,-0.102,0.003,-0.1,0.013,0.084,0.105,-0.014,-0.024,-0.101,-0.004,0.031,-0.11,-0.071,-0.049,0.046,0.071,0.123,0.031,0.129,-0.034,-0.179,-0.007,-0.091,-0.013,-0.035,-0.012,0.032,-0.087,-0.088,-0.009,0.139,-0.026,0.067,0.008,-0.061,-0.082,0.084,0.004,-0.132,-0.144,-0.107,-0.091
ctx-lh-BA21,,,,,,,,,,,,,,,,,,-0.157,0.032,-0.194,-0.01,0.011,0.107,0.134,-0.091,-0.117,-0.073,0.124,0.08,-0.027,0.082,-0.042,-0.08,-0.184,-0.169,-0.062,-0.111,0.04,0.022,-0.15,-0.231,-0.111,-0.187,-0.182,-0.14,-0.025,-0.031,0.0,-0.091,-0.057,-0.144,0.129,0.132,0.011,0.16,-0.031,-0.279,-0.026,-0.158,0.064,-0.0,0.103,0.056,-0.061,-0.081,0.107,0.075,0.034,-0.022,0.1,-0.024,-0.11,-0.174,-0.236,-0.043,-0.057,-0.1,-0.002
ctx-lh-BA22,,,,,,,,,,,,,,,,,,,-0.073,-0.138,-0.062,-0.056,0.032,-0.166,0.045,-0.039,0.036,0.009,-0.076,-0.239,-0.081,-0.029,0.05,-0.378,-0.252,0.156,0.159,0.076,0.027,-0.23,-0.308,-0.186,-0.286,-0.068,-0.187,0.138,0.116,0.087,-0.127,-0.132,-0.196,0.201,-0.03,-0.188,-0.081,-0.099,-0.258,-0.004,-0.043,-0.057,-0.135,-0.088,-0.224,0.098,-0.014,0.107,-0.001,-0.133,-0.304,-0.093,-0.003,-0.035,-0.319,-0.228,0.104,0.134,-0.033,0.039
ctx-lh-BA23,,,,,,,,,,,,,,,,,,,,-0.141,0.117,-0.023,-0.065,-0.106,-0.025,-0.027,-0.059,-0.081,-0.095,-0.041,0.002,0.243,0.034,-0.255,-0.291,0.029,0.149,0.233,0.174,-0.265,-0.272,-0.283,-0.292,-0.112,-0.011,0.229,0.174,0.121,-0.019,-0.125,-0.218,-0.077,-0.042,-0.083,0.036,0.141,-0.124,-0.042,-0.08,0.087,-0.024,-0.117,-0.122,0.124,0.007,-0.075,-0.008,-0.009,-0.097,0.074,0.261,0.027,-0.259,-0.261,0.156,0.256,0.237,0.259
ctx-lh-BA24,,,,,,,,,,,,,,,,,,,,,-0.044,-0.165,0.026,-0.089,-0.095,-0.143,-0.054,-0.081,-0.115,-0.012,-0.233,-0.023,-0.098,-0.153,-0.126,-0.052,0.007,0.122,-0.115,0.066,0.082,0.143,0.004,0.084,0.181,0.04,0.018,-0.002,-0.171,-0.147,-0.216,0.067,0.079,0.078,-0.113,-0.177,-0.065,-0.145,-0.147,-0.069,-0.082,0.013,-0.065,-0.123,-0.147,-0.202,-0.109,-0.059,0.011,-0.232,0.033,-0.018,-0.143,-0.173,-0.027,0.021,0.125,-0.111
ctx-lh-BA25,,,,,,,,,,,,,,,,,,,,,,0.123,0.033,-0.061,0.046,-0.032,-0.06,-0.025,-0.054,0.063,-0.13,0.066,0.011,0.009,-0.037,-0.106,-0.055,0.004,0.073,-0.139,-0.141,-0.101,-0.091,-0.161,-0.075,-0.006,-0.01,-0.032,-0.041,-0.074,-0.139,0.017,-0.014,-0.016,-0.004,-0.008,-0.065,0.063,-0.163,0.022,0.139,0.047,0.019,0.062,-0.11,-0.088,0.048,-0.053,0.071,-0.114,-0.014,-0.101,-0.014,-0.103,-0.14,-0.067,-0.028,-0.037
ctx-lh-BA26_29_30,,,,,,,,,,,,,,,,,,,,,,,-0.067,-0.038,-0.011,-0.105,-0.092,-0.001,-0.054,0.056,-0.038,0.205,0.049,-0.158,-0.197,0.058,0.088,0.156,0.126,-0.173,-0.168,-0.154,-0.216,-0.022,0.039,0.192,0.171,0.058,-0.071,-0.094,-0.153,-0.117,-0.049,-0.043,0.074,0.124,-0.084,-0.032,-0.041,0.11,-0.018,-0.004,-0.007,0.09,-0.008,-0.159,0.02,0.084,-0.004,0.049,0.22,0.036,-0.206,-0.207,0.098,0.22,0.247,0.223
ctx-lh-BA27,,,,,,,,,,,,,,,,,,,,,,,,0.112,-0.054,0.02,-0.102,0.126,0.016,0.043,0.108,0.048,-0.06,0.098,-0.083,0.014,0.161,0.181,0.181,-0.143,-0.138,-0.134,-0.221,-0.035,-0.084,0.107,0.052,-0.019,0.11,-0.054,-0.027,-0.099,-0.093,-0.119,0.129,0.165,0.043,-0.005,-0.038,-0.003,-0.067,-0.041,0.026,-0.061,0.019,0.019,0.016,0.086,-0.023,0.094,0.078,-0.022,-0.041,-0.173,-0.005,0.116,0.085,0.18
ctx-lh-BA28,,,,,,,,,,,,,,,,,,,,,,,,,-0.018,-0.069,-0.061,0.239,0.001,-0.025,0.045,0.046,0.04,0.009,-0.142,-0.101,-0.072,0.128,0.051,-0.136,-0.093,-0.059,-0.089,-0.026,0.019,0.15,0.076,-0.056,0.042,-0.037,-0.042,-0.209,-0.186,-0.183,0.104,0.103,-0.18,-0.02,-0.085,0.032,-0.116,-0.092,0.023,0.088,0.015,0.037,0.189,0.081,0.037,0.044,0.028,0.064,-0.076,-0.1,-0.111,-0.095,0.166,0.087
ctx-lh-BA31,,,,,,,,,,,,,,,,,,,,,,,,,,-0.054,-0.049,-0.131,-0.011,0.091,-0.068,0.201,0.031,-0.191,-0.17,0.144,0.199,0.197,0.072,-0.074,-0.114,-0.139,-0.099,-0.039,0.069,0.045,0.019,0.04,-0.104,-0.109,-0.155,0.025,0.061,0.081,-0.023,-0.104,0.009,-0.133,-0.045,0.014,-0.05,-0.085,-0.016,-0.004,-0.061,-0.047,-0.028,0.076,-0.05,-0.004,0.066,0.031,-0.171,-0.162,0.064,0.105,0.056,0.074
ctx-lh-BA32,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.083,-0.035,-0.072,-0.016,-0.117,-0.008,-0.119,-0.118,-0.104,0.002,-0.024,0.044,-0.073,0.047,0.165,0.109,-0.047,0.058,0.097,0.027,0.076,0.036,-0.064,-0.127,-0.178,0.014,0.076,0.109,-0.031,-0.098,0.032,-0.097,-0.142,-0.056,-0.039,0.09,-0.004,-0.074,-0.069,-0.155,-0.044,-0.03,-0.011,-0.063,-0.01,-0.071,-0.107,-0.116,-0.011,0.021,0.043,-0.095
ctx-lh-BA33,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.044,-0.012,-0.011,-0.066,0.025,-0.063,0.079,-0.02,0.003,-0.063,0.061,-0.107,0.044,0.128,0.164,-0.009,0.072,0.11,-0.003,-0.071,0.052,-0.022,-0.054,0.057,0.06,0.043,0.089,0.022,-0.029,0.026,-0.105,-0.07,-0.136,-0.079,-0.06,-0.098,-0.05,-0.048,-0.073,-0.088,-0.067,0.072,-0.036,-0.037,-0.043,0.061,-0.021,0.01,0.006,0.06,-0.024
ctx-lh-BA34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136,-0.031,0.105,-0.088,-0.203,-0.02,0.071,0.024,-0.025,-0.035,0.036,0.078,0.011,0.039,0.077,-0.03,-0.079,-0.137,-0.068,-0.175,0.034,0.024,0.045,-0.117,-0.032,0.015,0.045,0.044,0.005,-0.088,-0.115,0.016,-0.043,0.169,0.139,-0.108,-0.029,-0.105,0.129,0.093,0.091,0.123,-0.12,-0.081,0.025,0.111,-0.036,-0.062,-0.07,-0.022
ctx-lh-BA35_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.058,0.034,-0.011,-0.012,0.166,0.119,-0.101,-0.106,0.065,-0.062,-0.026,0.008,0.039,0.048,0.081,0.015,0.078,0.067,-0.153,0.056,-0.027,0.013,-0.011,0.009,-0.078,0.153,0.024,-0.144,-0.057,-0.027,0.023,-0.109,-0.059,-0.007,-0.013,-0.025,-0.016,0.105,0.0,0.033,-0.011,-0.015,0.061,0.116,0.1,-0.132,-0.059,0.026,-0.043
ctx-lh-BA37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.062,0.009,0.113,-0.002,-0.101,-0.027,0.028,0.026,0.069,-0.177,-0.152,-0.102,-0.014,0.06,-0.04,0.089,0.015,-0.066,0.084,-0.006,0.157,0.032,-0.147,-0.237,0.046,-0.062,-0.228,-0.025,0.06,0.019,-0.023,-0.024,-0.052,0.085,0.044,0.044,0.034,-0.008,-0.207,-0.077,-0.056,0.097,0.04,-0.058,-0.07,-0.043,-0.037,0.0
ctx-lh-BA38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029,-0.148,-0.071,-0.008,-0.053,-0.145,0.022,-0.121,-0.042,-0.022,0.037,-0.073,-0.031,-0.061,0.067,0.078,-0.143,-0.062,-0.049,-0.086,-0.017,-0.022,-0.065,0.061,0.013,-0.198,0.05,-0.193,-0.162,-0.087,0.039,0.076,-0.023,-0.139,-0.039,0.078,-0.021,-0.019,-0.049,-0.027,-0.119,-0.069,-0.031,-0.106,-0.096,0.009,-0.073
ctx-lh-BA39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049,-0.115,-0.157,-0.062,0.107,0.048,0.123,-0.237,-0.238,-0.212,-0.126,-0.165,0.003,0.005,0.067,0.148,0.025,-0.023,-0.074,0.044,0.065,0.099,0.046,0.043,-0.091,0.134,0.034,0.1,0.16,0.099,0.056,0.195,0.066,0.036,0.023,0.027,-0.064,0.072,-0.054,0.004,-0.085,-0.151,0.116,0.145,0.061,0.201
ctx-lh-BA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.182,-0.07,-0.073,0.005,-0.019,-0.031,0.133,0.026,-0.02,0.079,-0.114,0.069,-0.161,-0.064,-0.07,0.022,-0.061,-0.094,0.171,0.203,0.204,-0.083,-0.088,-0.006,-0.017,-0.091,-0.069,0.007,0.08,0.055,-0.078,-0.198,-0.042,-0.0,-0.07,0.115,-0.09,-0.019,-0.083,-0.132,-0.003,-0.066,-0.101,-0.112,-0.073
ctx-lh-BA41_42_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.229,-0.137,-0.245,-0.075,-0.087,-0.197,-0.184,-0.279,-0.179,-0.103,0.108,0.044,-0.026,0.118,-0.029,0.056,-0.087,0.131,0.007,-0.045,0.049,-0.055,-0.344,-0.105,-0.058,-0.079,-0.108,0.044,0.028,0.03,-0.049,0.033,0.027,0.135,0.076,-0.016,0.084,0.029,-0.225,-0.232,-0.052,-0.047,0.115,0.051
ctx-lh-BA43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,-0.056,-0.071,-0.089,-0.248,-0.163,-0.288,-0.18,0.08,0.077,0.089,0.088,0.144,-0.027,-0.052,-0.186,0.051,-0.09,-0.104,0.005,-0.164,-0.164,-0.163,-0.061,-0.111,-0.215,-0.077,0.012,-0.023,-0.052,-0.107,-0.002,0.058,-0.04,-0.034,0.005,0.087,-0.256,-0.286,0.134,0.046,0.135,-0.055
ctx-lh-BA44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.126,-0.215,-0.087,0.141,0.156,0.002,0.051,-0.146,-0.026,-0.127,-0.031,-0.059,-0.072,-0.214,-0.18,0.197,0.141,0.168,-0.139,-0.135,0.06,-0.045,0.003,-0.019,-0.018,0.075,-0.112,-0.036,-0.102,0.026,-0.061,-0.123,0.037,-0.079,-0.097,-0.129,-0.094,0.097,-0.181,-0.238,-0.221,-0.22
ctx-lh-BA45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.103,-0.07,0.026,0.058,0.004,-0.064,-0.123,-0.055,-0.056,0.053,-0.046,-0.119,-0.136,-0.184,0.022,0.072,0.062,-0.151,-0.112,0.009,0.09,-0.027,0.018,0.082,0.09,-0.043,0.113,-0.05,0.11,-0.08,-0.125,0.015,-0.174,0.053,-0.073,-0.085,0.01,-0.115,-0.184,-0.137,-0.152
ctx-lh-BA46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,-0.019,-0.024,-0.061,-0.034,-0.193,-0.071,-0.071,0.003,0.031,0.003,-0.062,-0.045,-0.013,0.006,0.052,-0.059,-0.006,-0.015,0.18,0.125,0.128,0.183,0.156,0.005,0.109,0.073,0.052,0.049,-0.022,0.078,-0.016,0.05,-0.009,-0.058,0.013,-0.121,-0.169,-0.102,-0.016
ctx-lh-BA47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014,0.009,0.074,-0.021,-0.075,0.012,0.006,-0.031,-0.059,-0.048,-0.049,-0.139,-0.065,-0.049,0.017,-0.092,0.028,-0.007,0.128,-0.136,-0.004,0.169,0.104,0.058,0.043,-0.037,-0.008,0.002,-0.067,0.048,-0.065,0.148,-0.049,-0.01,-0.072,-0.124,-0.061,-0.081,0.055
ctx-rh-BA1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,-0.386,-0.196,0.107,-0.017,0.027,0.078,0.152,-0.036,0.182,0.059,0.218,-0.06,-0.142,-0.054,-0.156,-0.154,-0.168,0.135,-0.088,-0.242,-0.146,-0.21,0.03,0.141,0.015,-0.011,-0.056,-0.164,0.002,-0.065,0.255,-0.155,-0.23,0.274,0.121,0.107,0.03
ctx-rh-BA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.226,-0.085,0.115,-0.09,-0.049,0.043,0.106,-0.002,0.168,0.13,0.16,-0.095,-0.231,0.055,-0.177,-0.186,-0.202,0.222,-0.003,-0.223,-0.169,-0.152,-0.007,0.153,0.077,0.029,-0.025,-0.114,0.002,-0.135,0.166,-0.283,-0.094,0.242,0.138,0.19,0.042
ctx-rh-BA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.233,0.017,-0.167,0.014,0.063,0.148,0.004,0.081,0.009,0.251,0.024,-0.095,0.113,0.0,-0.09,-0.177,0.161,0.014,-0.22,-0.085,-0.157,-0.028,0.122,0.063,0.04,0.042,-0.058,0.075,-0.106,0.12,-0.332,-0.245,0.108,0.083,0.07,0.087
